N	2gram	Vinokur_Vv_1	Myshleni
215	с ними	1	3
216	этот вопрос	4	3
217	дело с	6	3
218	между тем	8	3
219	по этому	2	3
220	в виде	4	3
221	этом отношении	3	3
222	или иной	1	3
223	к которому	1	3
224	связи и	1	3
225	ближе всего	1	3
226	сравнению с	3	3
227	наряду с	2	3
228	не создает	1	3
229	с этой	4	3
230	этого метода	1	3
231	образом по	2	3
232	в результате	3	3
233	с понятием	3	3
234	между ними	2	3
235	с ней	2	3
236	другой стороны	5	3
237	в свою	1	3
238	к этому	3	3
239	смысле слова	7	2
240	словом как	1	2
241	в следующем	1	2
242	и то	5	2
243	только потому	1	2
244	к данному	1	2
245	в чисто	4	2
246	то же	8	2
247	а как	3	2
248	мы называем	2	2
249	в чем	4	2
250	данным словом	1	2
251	только после	2	2
252	бы в	1	2
253	хотя и	3	2
254	что по	1	2
255	бы с	1	2
256	но все	3	2
257	с их	5	2
258	в себе	4	2
259	на его	1	2
260	к выводу	6	2
261	и задачи	1	2
262	момента в	2	2
263	одной и	2	2
264	заключает в	1	2
265	именно это	1	2
266	слова не	1	2
267	в нем	13	2
268	главным образом	1	2
269	об этом	5	2
270	того или	1	2
271	по различным	1	2
272	с другими	1	2
273	лишь на	1	2
274	к области	1	2
275	в них	4	2
276	со всей	3	2
277	в эту	1	2
278	в этих	3	2
279	в своей	4	2
280	и другого	1	2
281	и той	2	2
282	однако в	3	2
283	тому что	2	2
284	теми или	1	2
285	на котором	2	2
286	одна из	2	2
287	вытекает из	1	2
288	имеем дело	1	2
289	и его	5	2
290	из того	2	2
291	этот признак	1	2
292	в каком	1	2
293	виде как	1	2
294	вся разница	1	2
295	той или	1	2
296	оно не	1	2
297	как они	1	2
298	свою очередь	1	2
299	только при	1	2
300	совершенно ясно	1	2
301	ясно что	9	2
302	еще в	1	2
303	для этого	3	2
304	в построении	1	2
305	дальнейшего развития	1	2
306	внимание на	4	2
307	говорит об	1	2
308	одного из	1	2
309	а также	3	2
310	корни и	1	2
311	или иначе	4	2
312	раньше чем	3	2
313	или иными	1	2
314	в свете	1	2
315	все время	1	2
316	и заключается	4	2
317	за этой	1	2
318	этом смысле	11	2
319	известном смысле	3	2
320	этой точки	1	2
321	внутреннее противоречие	1	2
322	связь и	1	2
323	вопрос об	1	2
324	без этого	1	2
325	так что	5	2
326	уже не	5	2
327	ни было	1	2
328	в начале	3	2
329	речь в	4	2
330	и других	3	2
331	с теми	2	2
332	слова в	1	2
333	как их	1	2
334	в одном	4	2
335	отдельных этапов	1	2
336	само по	3	2
337	каждый из	2	2
338	с той	1	2
339	на которые	1	2
340	цель и	1	2
341	может ли	1	2
342	на этот	4	2
343	которых мы	1	2
344	и эта	1	2
345	в изучении	2	2
346	и том	1	2
347	виде в	2	2
348	все более	3	2
349	и особенно	1	2
350	речь не	1	2
351	в течение	5	2
352	такого рода	2	2
353	тому как	1	2
354	и основной	1	2
355	в тех	2	2
356	должно быть	2	2
357	иначе говоря	1	2
358	в реальном	1	2
359	этом и	1	2
360	становится возможным	1	2
361	и для	4	2
362	которых он	1	2
363	и от	1	2
364	об отношении	2	2
365	или в	1	2
366	том виде	3	2
367	имеет дело	5	2
368	о котором	8	2
369	находит свое	1	2
370	только что	4	2
371	же в	1	2
372	тот же	1	2
373	или иного	1	2
374	отношению к	4	2
375	есть и	4	2
376	цели в	1	2
377	в своих	2	2
378	как на	11	2
379	все что	1	2
380	отношения к	1	1
381	чрезвычайно важное	1	1
382	также и	16	1
383	должен быть	4	1
384	не признать	3	1
385	который мог	1	1
386	включаются в	1	1
387	не остается	1	1
388	сам по	1	1
389	стадии в	1	1
390	который можно	1	1
391	и принципиально	1	1
392	и до	2	1
393	на две	1	1
394	из его	2	1
395	выражается в	1	1
396	видеть в	1	1
397	действительности и	1	1
398	характера мы	1	1
399	определяется в	1	1
400	по его	2	1
401	своих исследованиях	1	1
402	например в	2	1
403	есть не	3	1
404	смотреть на	4	1
405	бы уже	1	1
406	хотя сам	1	1
407	что между	1	1
408	что уже	3	1
409	вопрос о	8	1
410	исследования в	1	1
411	есть нечто	1	1
412	который был	1	1
413	так чтобы	3	1
414	что иное	4	1
415	факте что	1	1
416	собой в	2	1
417	которую можно	1	1
418	другого если	1	1
419	иное как	5	1
420	нам представляется	1	1
421	бы то	1	1
422	данных которые	1	1
423	во всех	2	1
424	общих чертах	1	1
425	ними в	1	1
426	как если	1	1
427	совсем не	3	1
428	слово не	1	1
429	дело обстоит	1	1
430	одном и	1	1
431	тех же	1	1
432	очевидно что	1	1
433	отношение к	3	1
434	не просто	4	1
435	и чем	1	1
436	форме и	1	1
437	сама по	3	1
438	эта связь	1	1
439	общего с	1	1
440	с чисто	2	1
441	группы по	1	1
442	отношении его	1	1
443	однако не	4	1
444	кроме того	1	1
445	целом но	1	1
446	в очень	3	1
447	и понимания	1	1
448	знания в	3	1
449	в действительности	1	1
450	увидим что	1	1
451	в этот	2	1
452	в необходимости	1	1
453	или иную	1	1
454	за собой	3	1
455	впечатление что	1	1
456	для которого	1	1
457	только один	1	1
458	сливается с	3	1
459	еще на	1	1
460	та же	1	1
461	в которой	1	1
462	бы и	2	1
463	и исследования	1	1
464	что так	1	1
465	выражение в	1	1
466	ни одна	2	1
467	что к	1	1
468	иным путем	1	1
469	тому же	1	1
470	но ведь	4	1
471	вследствие этого	1	1
472	вообще не	3	1
473	научного исследования	4	1
474	с чем	2	1
475	от его	1	1
476	чтобы он	2	1
477	те кто	2	1
478	области как	1	1
479	собой не	1	1
480	отношений между	3	1
481	по существу	2	1
482	свои собственные	1	1
483	до конца	3	1
484	том чтобы	6	1
485	моменте в	1	1
486	что каждая	2	1
487	приходим к	3	1
488	подобно тому	1	1
489	что ни	1	1
490	лишь с	1	1
491	находит себе	2	1
492	конечная цель	1	1
493	значительной степени	1	1
494	то ни	1	1
495	а затем	1	1
496	что все	1	1
497	и с	2	1
498	них не	1	1
499	разница между	1	1
500	и обратно	4	1
501	того почему	1	1
502	сознание а	1	1
503	не включаются	1	1
504	которая как	2	1
505	он есть	1	1
506	известно что	1	1
507	и тем	5	1
508	видеть и	1	1
509	отрицать того	1	1
510	для них	1	1
511	о которых	2	1
512	или группы	2	1
513	все равно	1	1
514	во внимание	2	1
515	всегда и	1	1
516	несмотря на	2	1
517	уже у	1	1
518	образом нет	1	1
519	чем в	3	1
520	и прямо	1	1
521	нисколько не	3	1
522	и становится	1	1
523	именно он	1	1
524	не выдерживает	1	1
525	и при	2	1
526	могут не	1	1
527	собой нечто	2	1
528	в такой	1	1
529	от отдельных	1	1
530	свободен от	1	1
531	это делает	2	1
532	почти не	1	1
533	что всякий	1	1
534	прийти к	1	1
535	высокой ступени	1	1
536	представление о	1	1
537	от себя	3	1
538	и создавать	1	1
539	становится предметом	1	1
540	сих пор	5	1
541	мы теперь	1	1
542	для объяснения	2	1
543	заставляет нас	1	1
544	иначе как	1	1
545	и более	1	1
546	том же	2	1
547	ним в	1	1
548	и вообще	3	1
549	так называемого	1	1
550	содержание и	1	1
551	и очень	1	1
552	этой области	3	1
553	с точки	2	1
554	в атмосфере	1	1
555	состоящий в	1	1
556	на рубеже	2	1
557	которые стоят	1	1
558	деятельности с	1	1
559	дело не	3	1
560	не имеет	4	1
561	и способы	1	1
562	это хорошо	1	1
563	в сущности	3	1
564	к этим	1	1
565	не по	1	1
566	которого он	1	1
567	на некоторое	1	1
568	области речи	1	1
569	эти процессы	1	1
570	в самых	1	1
571	это еще	2	1
572	не могло	1	1
573	нельзя не	4	1
574	хотя все	1	1
575	так много	1	1
576	о природе	7	1
577	задач не	1	1
578	том только	1	1
579	или как	3	1
580	она с	1	1
581	этнической психологии	3	1
582	своей природе	3	1
583	и является	1	1
584	и чувства	1	1
585	а лишь	1	1
586	то положение	1	1
587	с пониманием	1	1
588	до того	2	1
589	входят в	1	1
590	уже и	7	1
591	и названий	1	1
592	ему не	1	1
593	не потому	1	1
594	или ином	1	1
595	составляет его	2	1
596	том отношении	3	1
597	у нас	2	1
598	между словами	1	1
599	этот факт	1	1
600	и другой	1	1
601	же самое	2	1
602	с полной	1	1
603	что при	1	1
604	но независимо	1	1
605	для дальнейшего	1	1
606	в применении	6	1
607	для себя	1	1
608	особенности этого	1	1
609	вещей в	1	1
610	и которая	1	1
611	связей которые	1	1
612	в виду	4	1
613	в ней	3	1
614	без всякого	1	1
615	в ее	11	1
616	данном случае	5	1
617	другими словами	1	1
618	язык и	3	1
619	развития с	1	1
620	на той	1	1
621	в дальнейшем	2	1
622	различие между	1	1
623	и совершенно	2	1
624	котором мы	1	1
625	что у	1	1
626	в другом	3	1
627	сущность этой	1	1
628	принципиально важный	1	1
629	принять во	2	1
630	здесь нет	4	1
631	до сих	5	1
632	их применения	1	1
633	она была	2	1
634	во многих	1	1
635	понятно что	3	1
636	в эпоху	1	1
637	по мере	4	1
638	на достижение	1	1
639	то мы	1	1
640	с полным	1	1
641	другом месте	2	1
642	на вопрос	6	1
643	настолько что	1	1
644	многих случаях	1	1
645	слова как	2	1
646	как ее	1	1
647	к действительности	2	1
648	в значительной	2	1
649	с каким-нибудь	1	1
650	вопросу о	2	1
651	помощи которых	1	1
652	в конечном	1	1
653	более сложной	1	1
654	на отдельные	1	1
655	функционально как	1	1
656	том или	1	1
657	возникает и	1	1
658	если принять	1	1
659	отрицательный ответ	1	1
660	этому поводу	2	1
661	бы обозначить	1	1
662	во всей	1	1
663	в форме	2	1
664	слова для	1	1
665	также не	1	1
666	если это	2	1
667	двух рядов	1	1
668	на которой	1	1
669	групп но	1	1
670	том как	1	1
671	культурного развития	3	1
672	овладению этим	1	1
673	нуждается в	2	1
674	внутреннее единство	1	1
675	относительно состава	1	1
676	может оказаться	3	1
677	самые разнообразные	1	1
678	или сообщением	1	1
679	т.д в	1	1
680	исследователем и	1	1
681	а только	8	1
682	ведущие к	1	1
683	что внутренняя	1	1
684	прямо не	1	1
685	есть в	1	1
686	положение что	1	1
687	как например	5	1
688	каким образом	1	1
689	что вообще	1	1
690	или даже	1	1
691	при помощи	2	1
692	за ним	1	1
693	ту или	1	1
694	обратиться к	1	1
695	который как	1	1
696	одно из	5	1
697	представить себе	5	1
698	разница только	1	1
699	в известной	3	1
700	содержания и	1	1
701	мы находим	1	1
702	в конце	3	1
703	психологии и	1	1
704	вовсе не	6	1
705	о которой	2	1
706	гораздо большей	1	1
707	сказано не	1	1
708	но что	3	1
709	у него	1	1
710	связано с	1	1
711	и конечной	1	1
712	связи в	1	1
713	значение только	1	1
714	образа или	1	1
715	случае с	1	1
716	без того	1	1
717	и даже	5	1
718	самом его	1	1
719	языка или	2	1
720	разные и	1	1
721	с известным	1	1
722	тем мы	1	1
723	высокой степени	1	1
724	здесь в	1	1
725	а именно	6	1
726	находящегося в	2	1
727	этой ошибки	1	1
728	что не	5	1
729	в задачи	1	1
730	говорит о	3	1
731	обратить внимание	2	1
732	в картине	1	1
733	только по	3	1
734	превращается в	1	1
735	тот круг	1	1
736	чтобы убедиться	1	1
737	что обе	2	1
738	он только	1	1
739	а главное	1	1
740	не на	1	1
741	основной вопрос	1	1
742	а не	3	1
743	вещи однако	1	1
744	должен уже	1	1
745	долгое время	1	1
746	остается еще	1	1
747	на эту	1	1
748	или с	1	1
749	не видит	1	1
750	в особые	1	1
751	бы оно	1	1
752	так называемой	3	1
753	имеет очень	1	1
754	исторического характера	1	1
755	полным основанием	1	1
756	человека к	1	1
757	именно для	1	1
758	в область	1	1
759	в данном	11	1
760	видит в	4	1
761	этого типа	1	1
762	так или	4	1
763	в той	7	1
764	применении к	6	1
765	чем к	1	1
766	что же	3	1
767	изучения а	1	1
768	обоих этих	1	1
769	да и	4	1
770	в подробностях	1	1
771	не совпадает	1	1
772	большей мере	4	1
773	мы стараемся	1	1
774	сложном процессе	1	1
775	быть не	1	1
776	сообщением в	1	1
777	этом случае	6	1
778	в гораздо	1	1
779	ряде других	1	1
780	прямое следствие	1	1
781	и какое	1	1
782	в ряду	1	1
783	в одних	1	1
784	влечет за	2	1
785	в так	1	1
786	но для	1	1
787	или по	1	1
788	это очевидно	2	1
789	самое существенное	1	1
790	как раз	4	1
791	корни в	1	1
792	например у	1	1
793	на одной	1	1
794	этот образ	1	1
795	деле как	1	1
796	этих случаях	2	1
797	и часто	1	1
798	связь в	1	1
799	тех областях	1	1
800	и основана	1	1
801	это можно	1	1
802	это как	1	1
803	чтобы понять	2	1
804	включают в	1	1
805	которая характеризует	2	1
806	слов с	1	1
807	лишь как	2	1
808	или нет	1	1
809	на других	1	1
810	вообще в	2	1
811	конце концов	2	1
812	к речи	1	1
813	цель есть	1	1
814	хотя бы	5	1
815	относящихся к	4	1
816	определении и	1	1
817	вообще и	3	1
818	что следовательно	1	1
819	или не	1	1
820	в ходе	1	1
821	не предполагает	1	1
822	мог не	1	1
823	только тому	1	1
824	с выработкой	1	1
825	но если	3	1
826	для исследования	1	1
827	связей и	1	1
828	менее не	1	1
829	типа и	1	1
830	не что	4	1
831	него в	2	1
832	с внешней	1	1
833	по поводу	1	1
834	это понятие	2	1
835	уже после	3	1
836	но в	10	1
837	точно так	2	1
