N	2gram	Losev_Dial_1	Literetu
174	этом отношении	2	2
175	могут быть	3	2
176	к тому	4	2
177	должен быть	1	2
178	но при	1	2
179	на том	1	2
180	в мире	2	2
181	имеется в	1	2
182	или иной	3	2
183	в другом	2	2
184	о том	4	2
185	с одной	2	2
186	мир и	1	2
187	между тем	1	2
188	и только	1	2
189	хотя бы	6	2
190	только на	3	2
191	то и	2	2
192	что не	7	2
193	сознание есть	1	2
194	что для	3	2
195	для него	2	2
196	себе в	1	2
197	а потому	1	2
198	от тех	1	2
199	одной стороны	2	2
200	нового времени	1	2
201	превращается в	1	2
202	этого не	1	2
203	одну из	1	2
204	а вы	1	2
205	для понимания	1	2
206	можно было	5	2
207	это уже	1	2
208	не является	3	2
209	объекта и	2	2
210	это как	1	2
211	своей собственной	1	2
212	тем более	2	2
213	все они	1	2
214	не есть	40	2
215	о своем	2	2
216	ко всему	2	2
217	и культуры	1	2
218	на это	1	2
219	в искусстве	1	2
220	которая не	2	2
221	в объективном	1	1
222	как известно	1	1
223	появления и	1	1
224	же как	2	1
225	от самой	1	1
226	с жизнью	1	1
227	на самом	3	1
228	только потому	3	1
229	и казалось	1	1
230	приступать к	1	1
231	показать что	1	1
232	перед лицом	1	1
233	для иного	1	1
234	к другому	1	1
235	проникает в	1	1
236	в реальности	1	1
237	в основании	1	1
238	и этот	1	1
239	с наукой	3	1
240	есть не	3	1
241	мы не	1	1
242	эпохи а	1	1
243	которую я	1	1
244	вопрос о	2	1
245	почему мы	1	1
246	этом не	1	1
247	есть нечто	10	1
248	в полной	2	1
249	но даже	1	1
250	один на	1	1
251	которое в	2	1
252	и он	5	1
253	не иметь	1	1
254	ним и	1	1
255	разумеется не	1	1
256	столько же	1	1
257	но собственно	1	1
258	он сам	5	1
259	быть в	2	1
260	в различных	1	1
261	в чем	6	1
262	совершенно особое	1	1
263	во внешнем	1	1
264	само бытие	1	1
265	но как	2	1
266	и никто	1	1
267	в сторону	1	1
268	отношение к	5	1
269	не просто	7	1
270	есть подлинный	1	1
271	что они	3	1
272	один и	1	1
273	которые могли	1	1
274	он переходит	1	1
275	полное отсутствие	1	1
276	первый взгляд	1	1
277	его на	1	1
278	его сердце	1	1
279	мифа с	1	1
280	перед нами	1	1
281	мы можем	4	1
282	могли бы	1	1
283	и как	7	1
284	на нас	1	1
285	привносит в	1	1
286	если брать	1	1
287	в противоположность	5	1
288	есть ли	1	1
289	то в	7	1
290	еще на	1	1
291	в которой	1	1
292	как то	1	1
293	вы увидите	1	1
294	если мы	2	1
295	большей части	1	1
296	говорят о	2	1
297	на то	5	1
298	света не	1	1
299	его если	1	1
300	он не	3	1
301	которой не	3	1
302	и отчаянием	1	1
303	в понимании	1	1
304	свою собственную	1	1
305	идеи и	5	1
306	к одному	1	1
307	и вот	6	1
308	почти исключительно	1	1
309	и более	4	1
310	остается лишь	1	1
311	у пушкина	4	1
312	то самое	1	1
313	постольку поскольку	1	1
314	и по	1	1
315	каковы например	1	1
316	так например	1	1
317	или иных	1	1
318	не бывает	1	1
319	но все	3	1
320	я вам	1	1
321	бы они	1	1
322	в одну	3	1
323	в каждом	2	1
324	а то	1	1
325	и вкус	1	1
326	и с	5	1
327	а по	1	1
328	полной мере	1	1
329	это было	2	1
330	и мы	5	1
331	в природу	1	1
332	чаще всего	2	1
333	и находит	1	1
334	в них	3	1
335	и вы	3	1
336	но лишь	4	1
337	в ее	1	1
338	мы имеем	2	1
339	а за	1	1
340	всю жизнь	1	1
341	не всегда	1	1
342	и уже	1	1
343	основывается на	1	1
344	с такой	1	1
345	должно быть	3	1
346	потому и	1	1
347	такой же	2	1
348	который как	1	1
349	со всей	2	1
350	на первый	1	1
351	в этих	5	1
352	представить себе	1	1
353	вот она	1	1
354	в отношении	5	1
355	основе всех	1	1
356	тютчева и	4	1
357	на свою	1	1
358	в которых	2	1
359	тот кто	2	1
360	субъективности я	1	1
361	по крайней	4	1
362	если бы	12	1
363	абсолютная истина	1	1
364	ни было	2	1
365	не могли	1	1
366	того кто	2	1
367	вовсе не	7	1
368	есть всегда	4	1
369	надо для	1	1
370	и тому	1	1
371	если и	2	1
372	случае в	1	1
373	чистом виде	1	1
374	во главе	1	1
375	можно указать	2	1
376	она не	6	1
377	иной раз	2	1
378	и начинает	1	1
379	как о	2	1
380	не имеет	15	1
381	самого начала	1	1
382	но принципиально	1	1
383	не нуждается	5	1
384	говорить о	5	1
385	когда они	1	1
386	отличное от	2	1
387	о них	1	1
388	что вы	1	1
389	иметь в	3	1
390	но только	3	1
391	в день	1	1
392	это мы	4	1
393	имеем дело	1	1
394	формуле в	1	1
395	меня и	1	1
396	и неожиданное	1	1
397	другой стороны	4	1
398	тех или	3	1
399	для нас	1	1
400	только с	3	1
401	уже и	3	1
402	в каком	8	1
403	с другом	1	1
404	пришла к	1	1
405	вл соловьев	1	1
406	указание на	1	1
407	отличается от	2	1
408	всегда больше	1	1
409	и говорит	1	1
410	имеет место	1	1
411	ничего общего	4	1
412	на предмет	1	1
413	как мы	4	1
414	наукой или	2	1
415	но по	1	1
416	как один	2	1
417	с каким	1	1
418	и от	2	1
419	так в	1	1
420	мысль о	1	1
421	с самого	1	1
422	культуры и	1	1
423	в дальнейшем	5	1
424	с внешним	2	1
425	во-вторых это	1	1
426	как с	2	1
427	на нее	1	1
428	жизнь а	1	1
429	мог бы	2	1
430	есть произведение	1	1
431	быть может	4	1
432	в эпоху	2	1
433	на всю	4	1
434	другой не	1	1
435	трактуется как	1	1
436	ничто в	1	1
437	никогда и	1	1
438	не был	2	1
439	того он	1	1
440	при котором	1	1
441	никак не	6	1
442	и что	12	1
443	его жизни	1	1
444	можно сказать	6	1
445	все в	1	1
446	не умеет	1	1
447	к нему	8	1
448	другим миром	1	1
449	во всех	1	1
450	том или	2	1
451	поэзии тютчева	1	1
452	и всякая	1	1
453	что же	3	1
454	сознания все	1	1
455	крайней мере	4	1
456	и других	1	1
457	вслед за	2	1
458	внешнее и	4	1
459	внутреннего и	9	1
460	существует как	1	1
461	не мешает	4	1
462	быть названа	1	1
463	поэтому для	1	1
464	что даже	2	1
465	в какой	1	1
466	как я	1	1
467	гораздо более	3	1
468	не идет	2	1
469	может оказаться	2	1
470	это становится	1	1
471	бы ни	1	1
472	но ее	1	1
473	с самой	1	1
474	она лишь	1	1
475	со всеми	1	1
476	реальность не	1	1
477	по большей	1	1
478	с какой	4	1
479	это ни	1	1
480	не можем	1	1
481	и у	2	1
482	наконец даже	1	1
483	борьбы с	1	1
484	в поэзии	1	1
485	в виде	2	1
486	кажется что	1	1
487	от других	1	1
488	то чему	1	1
489	не слыхал	1	1
490	не так	1	1
491	жизнь для	1	1
492	пока не	1	1
493	именно такую	1	1
494	в очерке	1	1
495	в котором	4	1
496	никто не	2	1
497	не для	1	1
498	так как	11	1
499	не о	4	1
500	отношении к	3	1
501	человек как	1	1
502	как такового	1	1
503	или ином	1	1
504	от меня	1	1
505	бы это	1	1
506	во власти	1	1
507	что и	3	1
508	до сих	2	1
509	как духовная	1	1
510	может и	4	1
511	сюда же	1	1
512	нельзя сказать	1	1
513	именно в	2	1
514	я был	1	1
515	с той	2	1
516	чем он	2	1
517	может показаться	1	1
518	а с	2	1
519	и внешнее	3	1
520	света и	3	1
521	а на	1	1
522	стремится к	2	1
523	и жизни	4	1
524	с одинаковым	1	1
525	есть лишь	1	1
526	становится ясным	1	1
527	если не	1	1
528	сам себе	1	1
529	между собою	2	1
530	внутреннее есть	3	1
531	и если	1	1
532	собственными средствами	1	1
533	ни на	6	1
534	никому и	1	1
535	в особенности	5	1
536	жизни но	1	1
537	к своему	1	1
538	сознания его	1	1
539	в той	1	1
540	в чистом	1	1
541	впрочем это	1	1
542	по существу	1	1
543	ней не	1	1
544	на свете	1	1
545	в состоянии	1	1
546	явления когда	1	1
547	как например	2	1
548	казалось что	1	1
549	и о	3	1
550	сих пор	2	1
551	при условии	3	1
552	природу и	1	1
553	между прочим	1	1
554	этом и	1	1
555	но для	1	1
556	уже было	1	1
557	бы духовно	1	1
558	просто как	2	1
559	видят в	1	1
560	и внешнего	6	1
561	и ему	1	1
562	уже на	1	1
563	для автора	1	1
564	и состоит	2	1
565	при таком	1	1
566	сознания и	3	1
567	говоря о	2	1
568	от него	4	1
569	и все	3	1
570	собственно говоря	4	1
571	это может	2	1
572	у них	3	1
573	было на	1	1
574	не будучи	2	1
575	у которого	1	1
576	как явление	1	1
577	субъектом и	1	1
578	только что	3	1
579	или не	5	1
580	жизни в	1	1
581	между ними	1	1
582	с ней	2	1
583	не знает	2	1
584	сказать что	10	1
585	только как	2	1
586	состоит из	3	1
587	была бы	3	1
588	совершенно не	8	1
589	из этого	1	1
590	самое и	1	1
591	и мифа	2	1
592	к этой	1	1
593	а я	1	1
594	однако мы	1	1
595	вместе с	1	1
596	сущности не	1	1
597	к этому	2	1
598	все что	1	1
599	они не	1	1
