N	2gram	Losev_Vesc_1	Literetu
117	вопрос о	1	2
118	так чтобы	2	2
119	не вполне	2	2
120	на себя	1	2
121	я не	4	2
122	из того	2	2
123	мы и	1	2
124	то это	3	2
125	предстает как	1	2
126	бы то	4	2
127	во всех	2	2
128	искусство в	1	2
129	а и	9	2
130	отношение к	1	2
131	я только	1	2
132	еще один	1	2
133	стороны и	2	2
134	все же	4	2
135	когда он	1	2
136	могли бы	1	2
137	так или	4	2
138	но без	1	2
139	раз в	1	2
140	на то	4	2
141	в нем	2	2
142	о которой	2	2
143	в первой	2	2
144	и вот	2	2
145	том чтобы	1	2
146	подобно тому	4	2
147	путь мой	1	2
148	человека в	1	2
149	то ни	4	2
150	и с	8	2
151	его в	2	2
152	знает что	2	2
153	действительности в	2	2
154	было бы	14	2
155	и даже	6	2
156	той или	2	2
157	она и	1	2
158	далеко не	1	2
159	со своими	1	2
160	он и	1	2
161	несмотря на	1	2
162	и тогда	1	2
163	со всей	2	2
164	и ее	18	2
165	от себя	1	2
166	быть может	1	2
167	ни было	4	2
168	в конце	2	2
169	по себе	13	2
170	нас к	1	2
171	не менее	3	2
172	в принципе	1	2
173	для меня	2	2
174	с которой	1	2
175	от жизни	1	2
176	того чтобы	3	2
177	о природе	1	2
178	жизни не	1	2
179	как раз	9	2
180	другой стороны	2	2
181	у нас	7	2
182	к объективному	1	2
183	же самое	1	2
184	для такого	2	2
185	этот путь	1	2
186	для себя	5	2
187	что у	5	2
188	не с	7	2
189	здесь как	1	2
190	если бы	5	2
191	о нем	1	2
192	одного из	1	2
193	можно сказать	6	2
194	во втором	2	2
195	что и	3	2
196	во всей	1	2
197	и только	3	2
198	но с	2	2
199	вне себя	2	2
200	с ними	3	2
201	со всеми	1	2
202	к своим	1	2
203	ни с	6	2
204	для него	4	2
205	тем что	2	2
206	для того	2	2
207	это будет	3	2
208	или иной	1	2
209	или иначе	4	2
210	себя и	4	2
211	что не	5	2
212	с ней	2	2
213	и выше	1	2
214	него не	1	2
215	если не	3	2
216	я говорю	1	2
217	объекта и	1	2
218	так же	1	2
219	и потому	5	2
220	а так	2	2
221	быть только	3	2
222	если это	2	2
223	быть не	4	2
224	с этой	4	2
225	один из	3	2
226	сознания и	1	2
227	что в	9	2
228	внимание на	1	2
229	же в	1	2
230	не я	2	2
231	в свою	4	2
232	я это	1	2
233	оно не	3	2
234	но еще	3	2
235	еще и	8	2
236	ее в	1	2
237	в своих	1	2
238	к этому	1	2
239	была бы	2	1
240	и т	19	1
241	с кем	1	1
242	и то	10	1
243	на самом	1	1
244	это и	6	1
245	сама себя	4	1
246	и есть	26	1
247	между двумя	1	1
248	от самого	1	1
249	из самых	2	1
250	по преимуществу	2	1
251	из его	2	1
252	с таким	1	1
253	где я	1	1
254	обойтись без	2	1
255	мы уже	3	1
256	есть собственно	1	1
257	есть образ	2	1
258	бы уже	1	1
259	для самой	1	1
260	своего существования	2	1
261	ней есть	1	1
262	из своих	1	1
263	силой а	1	1
264	говорить о	6	1
265	что иное	7	1
266	как я	4	1
267	кто же	1	1
268	и он	1	1
269	в ней	12	1
270	имя и	6	1
271	с тех	1	1
272	иное как	7	1
273	мысли и	3	1
274	себя а	1	1
275	быть в	1	1
276	в чем	6	1
277	во имя	1	1
278	своим и	1	1
279	внешнего но	2	1
280	сознания не	1	1
281	себе самой	3	1
282	если в	1	1
283	очевидно что	1	1
284	нужно быть	1	1
285	мне но	1	1
286	с собою	6	1
287	не просто	19	1
288	нет и	1	1
289	и духовной	1	1
290	сама по	3	1
291	в истории	1	1
292	независимо от	5	1
293	данный момент	1	1
294	с этим	3	1
295	действительности же	1	1
296	в своем	6	1
297	воззрений на	1	1
298	перед нами	2	1
299	это тоже	1	1
300	самом начале	1	1
301	более или	1	1
302	выявляет свою	1	1
303	все новые	1	1
304	или иную	2	1
305	духа в	1	1
306	себе как	2	1
307	пришлось дополнить	1	1
308	состоит как	1	1
309	жизни так	1	1
310	чем бы	2	1
311	же причине	1	1
312	и отношения	1	1
313	уже в	1	1
314	и кто	2	1
315	ее как	2	1
316	в общении	1	1
317	что эти	1	1
318	вообще не	2	1
319	к общению	1	1
320	в определенном	1	1
321	тем не	3	1
322	их может	1	1
323	как личность	2	1
324	собой если	1	1
325	именно то	1	1
326	момента в	1	1
327	и еще	2	1
328	и утверждает	1	1
329	свою собственную	1	1
330	в силу	3	1
331	оно должно	1	1
332	содержит в	4	1
333	поле и	1	1
334	о таком	1	1
335	здесь мы	1	1
336	слова и	5	1
337	что почти	1	1
338	мы его	1	1
339	выражение и	1	1
340	втором случае	1	1
341	в определенное	1	1
342	свое имя	1	1
343	значение в	1	1
344	момент и	1	1
345	с другими	8	1
346	вещи вещь	1	1
347	только одно	2	1
348	реальности и	3	1
349	жизни что	1	1
350	о которых	1	1
351	все равно	2	1
352	лишь моя	1	1
353	и уже	1	1
354	и индивидуальный	1	1
355	и вне	2	1
356	говорится о	2	1
357	на этот	1	1
358	этом в	1	1
359	и того	2	1
360	же я	1	1
361	в понимании	1	1
362	что создает	1	1
363	она сама	5	1
364	что такое	12	1
365	каждой своей	1	1
366	нас не	1	1
367	самого в	1	1
368	и цель	1	1
369	не столько	1	1
370	не к	1	1
371	которые для	1	1
372	и новые	1	1
373	но это	10	1
374	но он	2	1
375	в россии	2	1
376	и эти	2	1
377	сознание что	1	1
378	как от	1	1
379	новые и	1	1
380	вовсе не	10	1
381	ли уже	1	1
382	сам он	1	1
383	тому что	2	1
384	же самого	1	1
385	то с	3	1
386	в отношении	4	1
387	чистом виде	1	1
388	вещей как	1	1
389	к бытию	1	1
390	а а	1	1
391	я для	1	1
392	она не	4	1
393	привлечь к	1	1
394	тогда когда	5	1
395	и притом	3	1
396	к новым	1	1
397	и духовного	1	1
398	и сама	3	1
399	на ее	3	1
400	с и	1	1
401	в самых	1	1
402	в уме	3	1
403	что вы	3	1
404	само всегда	1	1
405	для всего	1	1
406	он с	1	1
407	только не	2	1
408	мышления и	1	1
409	с нами	1	1
410	такого же	1	1
411	то уж	1	1
412	во всем	1	1
413	на мой	1	1
414	исторического процесса	1	1
415	уже и	1	1
416	и делает	2	1
417	ему не	1	1
418	в действительности	7	1
419	сделать в	1	1
420	у меня	3	1
421	свое собственное	1	1
422	когда мы	6	1
423	как только	4	1
424	сходство с	1	1
425	магистраль в	1	1
426	его с	1	1
427	и мне	1	1
428	как некое	1	1
429	чтобы стать	1	1
430	как некая	1	1
431	ничего общего	1	1
432	ни даже	1	1
433	и о	3	1
434	в виду	2	1
435	общении людей	1	1
436	свою очередь	4	1
437	самим собою	2	1
438	и от	3	1
439	чтобы быть	3	1
440	который поэтому	1	1
441	так в	1	1
442	со мною	2	1
443	природе своей	1	1
444	с собой	2	1
445	времени и	1	1
446	было в	1	1
447	себя что	1	1
448	есть конечно	2	1
449	она была	2	1
450	который я	2	1
451	можно только	4	1
452	том как	1	1
453	имеется в	1	1
454	жизнь и	1	1
455	передо мною	1	1
456	для этого	4	1
457	и внешней	1	1
458	и восприятия	1	1
459	приводит их	2	1
460	о ней	2	1
461	уже были	1	1
462	от окружающего	1	1
463	тех кто	2	1
464	и активно	1	1
465	на этой	1	1
466	общением с	1	1
467	на вопрос	1	1
468	определенным образом	6	1
469	но мы	1	1
470	только за	1	1
471	и который	1	1
472	нас в	3	1
473	собственно говоря	4	1
474	теперь уже	1	1
475	не привело	1	1
476	нуждается в	1	1
477	ним и	1	1
478	бы в	5	1
479	вне меня	2	1
480	них в	1	1
481	и она	1	1
482	вообще в	1	1
483	тех пор	1	1
484	зачем я	1	1
485	к нему	1	1
486	людей а	1	1
487	но так	1	1
488	его собственная	1	1
489	в двух	1	1
490	будь то	3	1
491	вещь которая	1	1
492	будто бы	1	1
493	случае со	1	1
494	быть определена	1	1
495	субъекта но	1	1
496	в эти	1	1
497	своего собственного	1	1
498	так что	5	1
499	для всех	1	1
500	есть в	1	1
501	и у	3	1
502	иную вещь	1	1
503	то и	4	1
504	ряду других	1	1
505	оно в	1	1
506	но совершенно	2	1
507	ту или	2	1
508	свой собственный	1	1
509	к чему-то	1	1
510	и их	7	1
511	руки и	2	1
512	в котором	3	1
513	так как	7	1
514	ее не	2	1
515	бытия и	2	1
516	у него	2	1
517	случае не	1	1
518	личность а	1	1
519	с действительностью	1	1
520	существовать в	1	1
521	превращается в	1	1
522	без внимания	1	1
523	но из	1	1
524	только мне	1	1
525	момент в	6	1
526	где в	1	1
527	только на	3	1
528	я настоящий	1	1
529	знали что	1	1
530	нужно было	2	1
531	даже не	7	1
532	мы воспринимаем	1	1
533	есть не	14	1
534	не один	1	1
535	что они	6	1
536	чем он	1	1
537	и быть	1	1
538	а с	3	1
539	самой вещи	14	1
540	социальной жизни	1	1
541	обратиться к	1	1
542	ничем не	3	1
543	к человеку	1	1
544	данной вещи	4	1
545	смысла и	5	1
546	не было	1	1
547	окружающего мира	1	1
548	с тем	5	1
549	из наиболее	1	1
550	не на	1	1
551	было сказано	1	1
552	в свете	7	1
553	человек есть	1	1
554	и я	1	1
555	в ряду	1	1
556	физического зрения	1	1
557	без которых	1	1
558	и ему	1	1
559	в те	1	1
560	стороны в	1	1
561	этот самый	1	1
562	порождает и	1	1
563	чувств ни	1	1
564	ибо в	1	1
565	и самой	1	1
566	их к	1	1
567	в моей	1	1
568	конечно не	1	1
569	в той	3	1
570	есть только	7	1
571	самого себя	1	1
572	содержат в	1	1
573	это значит	24	1
574	ли не	1	1
575	за которым	1	1
576	затем и	2	1
577	действительность в	2	1
578	слово для	1	1
579	все это	5	1
580	точно и	1	1
581	меня я	1	1
582	есть выражение	1	1
583	говорят и	1	1
584	и где	1	1
585	и никакое	1	1
586	это уже	1	1
587	этот образ	1	1
588	слияния со	1	1
589	и более	1	1
590	от той	1	1
591	о котором	1	1
592	которая в	1	1
593	свидетельствует о	3	1
594	себя самого	2	1
595	для нас	2	1
596	или менее	1	1
597	и все	5	1
598	у них	1	1
599	в этих	1	1
600	еще более	2	1
601	чтобы его	1	1
602	я должен	4	1
603	хотя бы	6	1
604	тут мы	4	1
605	не есть	49	1
606	нисколько не	4	1
607	себе и	1	1
608	в общем	1	1
609	к ее	2	1
610	границу между	1	1
611	может и	1	1
612	две стороны	1	1
613	сказать что	17	1
614	к его	1	1
615	не что	7	1
616	бы его	1	1
617	из этого	1	1
618	есть и	4	1
619	из своей	1	1
620	вещи есть	51	1
621	невозможна без	1	1
622	у людей	1	1
623	этой точки	1	1
624	которая не	1	1
