N	2gram	Vinokur_Vv_1	Komedia
559	к которому	1	1
560	имеется в	1	1
561	как например	5	1
562	понимать не	1	1
563	обе эти	2	1
564	мы видим	1	1
565	что даже	2	1
566	с каждым	1	1
567	очень много	1	1
568	мы вообще	1	1
569	свою роль	1	1
570	если принять	1	1
571	по этому	2	1
572	ему надо	1	1
573	ведущие к	1	1
574	принципе же	1	1
575	ряде случаев	1	1
576	только на	3	1
577	этого понятия	5	1
578	чем они	1	1
579	от других	2	1
580	речь в	4	1
581	был прав	1	1
582	для него	1	1
583	в известной	3	1
584	содержания и	1	1
585	как их	1	1
586	содержание и	1	1
587	на твердую	2	1
588	как раз	4	1
589	связи в	1	1
590	нее не	1	1
591	значение только	1	1
592	само собой	2	1
593	о которых	2	1
594	в очень	3	1
595	были бы	1	1
596	основании сохранившихся	1	1
597	из двух	2	1
598	и даже	5	1
599	или иной	1	1
600	и из	1	1
601	однако что	1	1
602	на которые	1	1
603	относящихся к	4	1
604	сведения о	1	1
605	что не	5	1
606	говорит о	3	1
607	к человеку	1	1
608	в с	1	1
609	что таким	1	1
610	у нас	2	1
611	этого не	2	1
612	до конца	3	1
613	не на	1	1
614	не означает	1	1
615	а не	3	1
616	однако и	1	1
617	другой стороны	5	1
618	среди них	1	1
619	признать вполне	1	1
620	деятельности человека	1	1
621	одну из	1	1
622	сослаться на	1	1
623	самого начала	1	1
624	человеку из	1	1
625	жизнь в	1	1
626	несмотря на	2	1
627	с помощью	1	1
628	древние греки	1	1
629	свою очередь	1	1
630	считать не	1	1
631	него в	2	1
632	ближе всего	1	1
633	сделать его	1	1
634	во множестве	1	1
635	или по	1	1
636	в разной	2	1
637	общественной мысли	1	1
638	то обстоятельство	1	1
639	не одно	1	1
640	каждым новым	1	1
641	целом ряде	2	1
642	такого рода	2	1
643	в положении	1	1
644	именно в	8	1
645	по существу	2	1
646	впечатление на	2	1
647	быть не	1	1
648	закрепление в	1	1
649	xix в	12	1
650	л в	1	1
651	еще раз	1	1
652	сплошь да	1	1
653	историческая действительность	1	1
654	оба они	1	1
655	судить о	1	1
656	в одних	1	1
657	общественной жизни	1	1
658	за ним	1	1
659	которые были	2	1
660	в достаточной	1	1
661	ближе к	2	1
662	в более	2	1
663	в одно	1	1
664	это уже	1	1
665	может служить	3	1
666	целью он	1	1
667	этого рода	8	1
668	на задний	1	1
669	в новой	1	1
670	само по	3	1
671	в результате	3	1
672	это как	1	1
673	не с	2	1
674	конечной целью	1	1
675	они говорят	1	1
676	как две	3	1
677	то о	2	1
678	тем более	2	1
679	чтобы его	1	1
680	не должен	1	1
681	и как	9	1
682	разной степени	1	1
683	будто бы	2	1
684	том чтобы	6	1
685	древней греции	2	1
686	хотя в	2	1
687	все более	3	1
688	встречается в	1	1
689	в системе	1	1
690	этой области	3	1
691	нам не	1	1
692	в общих	1	1
693	между ними	2	1
694	сказать что	5	1
695	только как	6	1
696	в свою	1	1
697	или иного	1	1
698	первом случае	2	1
699	ко всему	1	1
700	греции и	3	1
701	т е	38	1
702	необходимости приготовить	1	1
703	словом если	1	1
704	точно так	2	1
705	по праву	1	1
706	того или	1	1
707	и эта	1	1
708	гораздо ближе	2	1
709	xviii в	6	1
710	так же	3	1
711	как на	11	1
712	все что	1	1
