N	2gram	Propp_Isto_2	Otkroven
250	в них	1	1
251	этого слова	1	1
252	она и	2	1
253	а с	2	1
254	попадает в	5	1
255	у его	1	1
256	он любил	1	1
257	о чем	1	1
258	ведет к	1	1
259	стороны с	1	1
260	ему будет	1	1
261	нисколько не	2	1
262	посвящения в	1	1
263	и страх	1	1
264	он и	3	1
265	в одно	1	1
266	и ему	1	1
267	обстановка и	1	1
268	связь с	4	1
269	видели в	1	1
270	и бессмертие	1	1
271	как это	3	1
272	в котором	5	1
273	и почему	3	1
274	оказывается что	2	1
275	он говорит	1	1
276	смысле этого	2	1
277	эта не	1	1
278	есть на	2	1
279	над ними	1	1
280	образ и	1	1
281	в мир	2	1
282	что было	1	1
283	мотив в	1	1
284	с тобой	1	1
285	видно что	6	1
286	и более	2	1
287	друг с	1	1
288	которым он	1	1
289	противоположное ему	1	1
290	быть не	1	1
291	и здесь	9	1
292	но это	4	1
293	на своем	1	1
294	а иногда	1	1
295	она не	5	1
296	русский дух	1	1
297	того как	4	1
298	одна из	2	1
299	в науке	1	1
300	в процессе	1	1
301	он еще	1	1
302	указать на	1	1
303	подошел к	1	1
304	действующие лица	2	1
305	ушел от	1	1
306	он за	1	1
307	в разных	2	1
308	пошел он	1	1
309	не думаю	1	1
310	ее и	1	1
311	особого рода	1	1
312	что их	1	1
313	но еще	1	1
314	еще более	1	1
315	в русском	2	1
316	ни к	1	1
317	во всем	1	1
318	он подошел	1	1
319	дома но	1	1
320	но всегда	1	1
321	как будто	3	1
322	но есть	2	1
323	с другом	1	1
324	есть у	1	1
325	у нас	1	1
326	и эта	1	1
327	среди них	1	1
328	но можно	1	1
329	у которых	1	1
330	особенно в	1	1
331	людей но	1	1
332	и состоит	1	1
333	его с	1	1
334	будто бы	2	1
335	это так	2	1
336	бы он	1	1
337	указывает на	1	1
338	они и	1	1
339	он видит	2	1
340	и толстым	1	1
