N	2gram	Propp_Isto_6	StatiiOP
174	что они	2	2
175	что именно	1	2
176	им в	1	2
177	его к	1	2
178	формы в	1	2
179	и тот	1	2
180	имеем в	4	2
181	т д	8	2
182	не получается	1	2
183	не как	1	2
184	чтобы в	1	2
185	и по	4	2
186	но все	2	2
187	и может	1	2
188	а по	1	2
189	то есть	1	2
190	известно что	2	2
191	ее в	6	2
192	а с	2	2
193	он и	2	2
194	мы не	6	2
195	такой же	3	2
196	можно найти	1	2
197	не столько	1	2
198	что нужно	1	2
199	в которых	2	2
200	которые в	2	2
201	в прямом	1	2
202	тем не	1	2
203	если я	1	2
204	для этого	1	2
205	сам он	1	2
206	соединение с	1	2
207	этих трех	1	2
208	если и	1	2
209	случае в	1	2
210	не менее	1	2
211	как о	1	2
212	считает что	1	2
213	на котором	3	2
214	одна из	2	2
215	к этим	1	2
216	не имеет	2	2
217	никогда не	13	2
218	этих двух	1	2
219	можно усмотреть	1	2
220	от того	3	2
221	начиная с	1	2
222	могут быть	3	2
223	и такие	1	2
224	к тому	2	2
225	не встречается	1	2
226	для того	1	2
227	утверждать что	2	2
228	должен быть	1	2
229	как мы	4	2
230	не совсем	1	2
231	с ее	1	2
232	каждый раз	1	2
233	что у	2	2
234	или в	3	2
235	здесь нет	2	2
236	по тому	1	2
237	нас к	5	2
238	одного из	1	2
239	с одной	7	2
240	что его	1	2
241	он его	1	2
242	от них	1	2
243	в форме	2	2
244	и только	3	2
245	и других	3	2
246	все время	2	2
247	еще не	9	2
248	и ее	3	2
249	есть в	1	2
250	него есть	1	2
251	то и	2	2
252	что если	1	2
253	при помощи	3	2
254	одно из	1	2
255	это место	2	2
256	мы находим	2	2
257	вовсе не	2	2
258	при всей	1	2
259	заметить что	1	2
260	до сих	4	2
261	не потому	3	2
262	что не	2	2
263	но есть	3	2
264	что из	2	2
265	вместе с	8	2
266	в одной	2	2
267	но не	2	2
268	в последнем	2	2
269	том смысле	1	2
270	в это	4	2
271	этого слова	1	2
272	несколько слов	1	2
273	сих пор	4	2
274	один из	3	2
275	которые были	1	2
276	его не	2	2
277	только что	2	2
278	здесь только	1	2
279	одной из	1	2
280	в свою	1	2
281	в общих	1	2
282	этап в	1	2
283	к этой	1	2
284	близок к	2	2
285	говорит это	1	1
286	вряд ли	1	1
287	ту же	2	1
288	одним из	1	1
289	также и	1	1
290	они представляют	1	1
291	и то	3	1
292	говорилось выше	2	1
293	идет о	1	1
294	что когда	2	1
295	и остальные	1	1
296	и до	2	1
297	которые очень	1	1
298	на западе	2	1
299	должна быть	3	1
300	был и	1	1
301	элементы в	1	1
302	этом направлении	1	1
303	отношения к	1	1
304	есть не	1	1
305	к народу	1	1
306	своих целях	2	1
307	им самим	1	1
308	герой который	1	1
309	с новыми	1	1
310	при анализе	1	1
311	ни у	1	1
312	прямом смысле	1	1
313	вопрос о	3	1
314	ответить на	1	1
315	нам в	1	1
316	этом не	1	1
317	представлением о	2	1
318	совпадает с	1	1
319	но уже	1	1
320	день на	1	1
321	похожи на	1	1
322	что можно	1	1
323	и он	4	1
324	мн др	1	1
325	пребывания в	1	1
326	состоят из	1	1
327	по линии	1	1
328	и мн	1	1
329	то мы	1	1
330	тот или	1	1
331	или иначе	1	1
332	и другие	3	1
333	тех же	1	1
334	не все	1	1
335	котором говорилось	1	1
336	мифом и	1	1
337	в классических	1	1
338	из таких	1	1
339	которые не	1	1
340	народа как	1	1
341	в истории	1	1
342	трудно сказать	1	1
343	что как	1	1
344	в своем	2	1
345	город в	1	1
346	и нет	1	1
347	однако не	1	1
348	и где	1	1
349	когда он	3	1
350	целый ряд	2	1
351	и как	2	1
352	дала мне	1	1
353	более или	1	1
354	нет здесь	1	1
355	от этого	3	1
356	поэтому и	1	1
357	духа в	1	1
358	в большом	1	1
359	так или	1	1
360	представляет собой	2	1
361	за это	1	1
362	а потом	2	1
363	как он	6	1
364	на юг	1	1
365	но на	1	1
366	есть ее	1	1
367	что она	3	1
368	в нем	8	1
369	связанные с	1	1
370	от которого	1	1
371	и больше	2	1
372	к vii	1	1
373	и почему	1	1
374	которая является	1	1
375	не связан	1	1
376	этого вопроса	1	1
377	пор мы	2	1
378	свое время	1	1
379	что ни	1	1
380	а затем	1	1
381	на этой	2	1
382	обе стороны	2	1
383	они по	1	1
384	чаще всего	5	1
385	был очень	1	1
386	дух который	1	1
387	в ином	6	1
388	он является	1	1
389	соответствии с	1	1
390	тесно связано	1	1
391	отражается в	1	1
392	мы видели	11	1
393	здесь можно	7	1
394	мы знаем	2	1
395	чем в	1	1
396	и некоторые	2	1
397	их на	1	1
398	форму но	1	1
399	или менее	1	1
400	как по	1	1
401	что создает	1	1
402	и при	1	1
403	где мы	1	1
404	на месте	1	1
405	то было	1	1
406	они уже	1	1
407	смерть это	1	1
408	вышел из	1	1
409	и один	1	1
410	и эти	5	1
411	того кто	1	1
412	даже в	2	1
413	связь этого	1	1
414	и очень	1	1
415	что есть	1	1
416	некоторых случаях	2	1
417	начиная от	2	1
418	на три	1	1
419	а иногда	1	1
420	может служить	1	1
421	принадлежат к	1	1
422	того как	3	1
423	на него	2	1
424	к изучению	1	1
425	см в	1	1
426	того чтобы	1	1
427	смысле что	1	1
428	не могло	2	1
429	например у	3	1
430	сказывается и	1	1
431	казалось бы	1	1
432	отметим еще	1	1
433	или как	2	1
434	как она	1	1
435	ее с	1	1
436	по своей	1	1
437	такая же	1	1
438	друг друга	1	1
439	со своим	1	1
440	последний этап	2	1
441	очень интересный	2	1
442	перед ним	1	1
443	в стиле	1	1
444	вот в	1	1
445	очень часто	5	1
446	нет ни	2	1
447	когда мы	2	1
448	в сказках	3	1
449	не случайно	1	1
450	его с	3	1
451	бы он	1	1
452	здесь же	4	1
453	здесь еще	4	1
454	обычно в	1	1
455	относящихся сюда	1	1
456	как они	1	1
457	приходит к	3	1
458	и оно	1	1
459	и о	1	1
460	на нем	1	1
461	здесь не	2	1
462	в ее	1	1
463	только при	1	1
464	совершенно ясно	4	1
465	это была	1	1
466	известен в	1	1
467	и этим	5	1
468	так в	6	1
469	приводит к	1	1
470	в классической	1	1
471	на том	8	1
472	и когда	1	1
473	в многочисленных	1	1
474	и сам	2	1
475	в образе	10	1
476	по аналогии	1	1
477	можно было	2	1
478	здесь он	1	1
479	те же	1	1
480	ясно что	1	1
481	здесь как	1	1
482	напомню о	1	1
483	том как	3	1
484	часто в	1	1
485	о котором	2	1
486	по мере	1	1
487	с ним	8	1
488	стремление к	1	1
489	означает что	1	1
490	форме в	1	1
491	образом в	1	1
492	но здесь	4	1
493	находится в	1	1
494	все его	1	1
495	случаях это	1	1
496	приближается к	1	1
497	вот почему	3	1
498	тех кто	1	1
499	вот и	1	1
500	встречаются не	2	1
501	язык и	1	1
502	как у	2	1
503	знает что	1	1
504	должно было	1	1
505	этот элемент	1	1
506	примеры показывают	1	1
507	эти два	2	1
508	что и	4	1
509	в древнем	1	1
510	пути и	1	1
511	и русская	1	1
512	именно в	1	1
513	выше в	1	1
514	также в	1	1
515	в свете	1	1
516	а она	1	1
517	это приводит	1	1
518	по содержанию	1	1
519	же можно	3	1
520	ней на	1	1
521	показывают что	5	1
522	но так	3	1
523	его в	5	1
524	мне кажется	1	1
525	стиль в	1	1
526	менее в	1	1
527	ли он	1	1
528	но позднее	1	1
529	из многих	1	1
530	как нечто	1	1
531	сказки в	1	1
532	между этими	1	1
533	но то	1	1
534	или сам	1	1
535	которая была	1	1
536	сильна что	1	1
537	именно на	2	1
538	с двумя	1	1
539	можно установить	1	1
540	раз в	1	1
541	он заставляет	1	1
542	и они	2	1
543	а это	1	1
544	не стал	1	1
545	языка но	1	1
546	в одном	3	1
547	и язык	1	1
548	иногда и	1	1
549	как его	1	1
550	но что	1	1
551	того или	1	1
552	но совершенно	1	1
553	в других	4	1
554	указание на	1	1
555	смерти и	2	1
556	в очень	4	1
557	где в	1	1
558	из приведенных	1	1
559	уступает место	1	1
560	на челе	2	1
561	только у	1	1
562	его чтобы	1	1
563	и из	1	1
564	на примере	1	1
565	то это	5	1
566	вообще с	1	1
567	связаны с	5	1
568	стороны он	3	1
569	а именно	9	1
570	и создает	1	1
571	он это	1	1
572	еще и	1	1
573	кто в	1	1
574	иногда это	4	1
575	на русском	1	1
576	же объясняется	1	1
577	выступить в	1	1
578	не означает	2	1
579	и принимает	1	1
580	долгое время	1	1
581	о чем	2	1
582	он становится	2	1
583	там где	5	1
584	на время	1	1
585	на хвосте	1	1
586	как говорит	1	1
587	в одно	2	1
588	для этой	1	1
589	уже давно	2	1
590	вступает в	1	1
591	в частности	3	1
592	эти примеры	1	1
593	место где	1	1
594	в данном	3	1
595	интересно привести	1	1
596	видит в	1	1
597	наряду с	3	1
598	отказу от	1	1
599	и этот	1	1
600	смысле этого	1	1
601	тому как	1	1
602	что же	2	1
603	которые по	1	1
604	когда она	1	1
605	по существу	1	1
606	это значит	1	1
607	или другого	1	1
608	эти указания	1	1
609	эти вопросы	1	1
610	бога и	1	1
611	имеет много	1	1
612	о его	1	1
613	но для	2	1
614	с большой	1	1
615	в книге	4	1
616	однако и	1	1
617	причем в	1	1
618	своей собственной	1	1
619	для нас	2	1
620	к отказу	1	1
621	у них	4	1
622	бы в	1	1
623	но зато	1	1
624	на языке	1	1
625	отсюда же	2	1
626	находим в	1	1
627	до меня	1	1
628	давно уже	1	1
629	а того	1	1
630	о своем	1	1
631	не знает	1	1
632	состоит из	1	1
633	лишь только	1	1
634	является и	3	1
635	приблизительно в	1	1
636	живого и	1	1
637	есть и	4	1
638	в свое	2	1
639	сильно что	1	1
640	нас но	1	1
641	жизни и	2	1
642	пути к	1	1
643	но эти	2	1
644	также не	2	1
645	этой точки	1	1
646	и эта	3	1
647	отличается тем	1	1
648	через каждые	2	1
649	по названию	1	1
650	я могу	2	1
651	так же	2	1
652	все что	4	1
653	другое в	1	1
654	они не	3	1
