N	2gram	Savitsky_P_1	Istorich
173	именно на	1	2
174	себя в	1	2
175	это значение	1	2
176	само по	1	2
177	как раз	2	2
178	были бы	1	2
179	со стороны	2	2
180	а с	1	2
181	что не	1	2
182	не означает	1	2
183	смерти но	1	2
184	что явление	1	2
185	xix века	6	2
186	как бы	4	2
187	в основном	1	2
188	нисколько не	1	2
189	рассматривать как	1	2
190	ни к	1	2
191	в рамках	1	2
192	в виде	2	2
193	в частности	2	2
194	которых не	1	1
195	можно говорить	1	1
196	также что	1	1
197	в русских	1	1
198	связана с	1	1
199	и то	1	1
200	сомнения что	2	1
201	не связаны	1	1
202	и есть	2	1
203	тем же	1	1
204	смысл этого	1	1
205	те же	1	1
206	как общество	1	1
207	и ясный	1	1
208	являются ими	1	1
209	в и	1	1
210	есть не	2	1
211	которую мы	2	1
212	что уже	1	1
213	есть нечто	2	1
214	говорить о	2	1
215	на себя	1	1
216	в полной	2	1
217	д а	3	1
218	происходит и	1	1
219	на пространстве	1	1
220	он был	1	1
221	время в	2	1
222	значило бы	1	1
223	но как	1	1
224	совершенно ясно	1	1
225	взять на	1	1
226	более как	1	1
227	основная задача	1	1
228	отнюдь не	2	1
229	и я	1	1
230	как по	1	1
231	в истории	1	1
232	не входят	1	1
233	что именно	1	1
234	поскольку они	1	1
235	вот как	1	1
236	стороны и	2	1
237	в процесс	1	1
238	как начало	1	1
239	сопоставлять с	1	1
240	помнить что	2	1
241	под его	1	1
242	современности в	1	1
243	вопросом о	1	1
244	и к	4	1
245	правила и	1	1
246	сливаются в	1	1
247	в которой	1	1
248	из этих	1	1
249	е с	6	1
250	и духовный	1	1
251	этот вывод	1	1
252	в наших	1	1
253	ей в	3	1
254	в реальной	1	1
255	и еще	1	1
256	историческом прошлом	1	1
257	какой бы	1	1
258	главным образом	2	1
259	что русская	1	1
260	этом смысле	1	1
261	в жизни	2	1
262	по всему	1	1
263	в них	2	1
264	в историческом	1	1
265	дело идет	1	1
266	на основании	1	1
267	и вся	1	1
268	и уже	1	1
269	в эту	2	1
270	при существовании	1	1
271	в которых	5	1
272	знаем что	1	1
273	друг другу	2	1
274	чтобы это	1	1
275	и наоборот	1	1
276	из числа	1	1
277	душа и	1	1
278	нет никакого	1	1
279	в отношении	10	1
280	что происходит	1	1
281	одна сторона	1	1
282	ее нужно	1	1
283	что эта	1	1
284	с которой	1	1
285	она не	1	1
286	и притом	1	1
287	можно судить	1	1
288	к другим	1	1
289	того чтобы	1	1
290	воздух и	1	1
291	на наш	1	1
292	это сделать	1	1
293	где уже	1	1
294	можно рассматривать	1	1
295	входят в	1	1
296	идет именно	1	1
297	в каком	1	1
298	основные черты	1	1
299	относиться к	1	1
300	есть признак	1	1
301	ли не	1	1
302	что оно	1	1
303	от нее	1	1
304	всего что	1	1
305	по сравнению	2	1
306	все еще	1	1
307	никакого сомнения	1	1
308	и это	2	1
309	и многие	1	1
310	можно дать	1	1
311	только то	1	1
312	в себя	1	1
313	так было	1	1
314	идет речь	1	1
315	с собой	1	1
316	его нет	1	1
317	пространство в	1	1
318	ней и	1	1
319	вопроса необходимо	1	1
320	стремление к	1	1
321	всей широте	1	1
322	сводится к	3	1
323	именно потому	1	1
324	а также	4	1
325	никак не	2	1
326	и силы	1	1
327	может не	1	1
328	в значительной	2	1
329	составляют часть	1	1
330	ю в	1	1
331	них в	1	1
332	также в	1	1
333	а она	1	1
334	в формах	1	1
335	могут достичь	1	1
336	ii в	2	1
337	и ее	1	1
338	вторая сторона	1	1
339	оказывается в	1	1
340	только на	1	1
341	загробное существование	1	1
342	друга на	1	1
343	потому в	2	1
344	связывается с	1	1
345	одно из	1	1
346	не будут	1	1
347	иначе как	1	1
348	сами по	3	1
349	в прошлом	1	1
350	друг друга	1	1
351	мы можем	1	1
352	каждый из	1	1
353	широко и	1	1
354	для того	3	1
355	е если	1	1
356	нужно было	2	1
357	возможно что	1	1
358	он живет	1	1
359	жизни народа	1	1
360	было и	1	1
361	и недостаточно	1	1
362	но есть	1	1
363	обратиться к	1	1
364	религия есть	1	1
365	выступает в	1	1
366	не было	2	1
367	может ли	2	1
368	коротко ли	1	1
369	всего мы	1	1
370	что из	2	1
371	прямо на	1	1
372	нигде в	1	1
373	не дается	1	1
374	люди и	1	1
375	все основные	1	1
376	что во	1	1
377	за тем	1	1
378	в иных	1	1
379	многих случаях	1	1
380	чем то	1	1
381	в земледельческом	1	1
382	к жизни	1	1
383	народов древности	1	1
384	он будет	1	1
385	в тот	2	1
386	да и	2	1
387	именно о	1	1
388	тех пор	1	1
389	и более	1	1
390	в это	1	1
391	на пути	4	1
392	нет ничего	1	1
393	вождей и	1	1
394	многие из	1	1
395	современной европейской	2	1
396	она может	1	1
397	об отношении	1	1
398	в результате	1	1
399	формах и	1	1
400	чтобы понять	1	1
401	хотя и	3	1
402	или иным	1	1
403	что делать	1	1
404	как явление	1	1
405	видим в	1	1
406	до тех	1	1
407	именно здесь	1	1
408	только как	1	1
409	по одному	1	1
410	облечена в	1	1
411	где он	1	1
412	к этой	1	1
413	во всяком	1	1
414	гораздо более	1	1
