N	2gram	Ircho_Kome_3	Dialekti
357	более или	1	1
358	от этого	1	1
359	в этот	1	1
360	то ли	4	1
361	не приходится	2	1
362	в которой	3	1
363	отца но	1	1
364	из жизни	1	1
365	если мы	2	1
366	право на	1	1
367	что к	4	1
368	только один	2	1
369	говорят о	1	1
370	имеем в	1	1
371	если он	2	1
372	всеми их	1	1
373	после этого	2	1
374	посмел бы	1	1
375	жизни вовсе	1	1
376	мы можем	3	1
377	при виде	3	1
378	с огромной	1	1
379	не к	1	1
380	случае все	1	1
381	мало того	1	1
382	его от	2	1
383	что ни	3	1
384	постольку поскольку	1	1
385	его можно	1	1
386	именно это	1	1
387	от нее	3	1
388	то ни	3	1
389	другой раз	1	1
390	и может	1	1
391	есть все	1	1
392	в мире	2	1
393	обе они	1	1
394	его в	8	1
395	известно что	1	1
396	за другой	1	1
397	всю свою	1	1
398	а пока	1	1
399	в ином	1	1
400	не ясно	2	1
401	нет в	1	1
402	убежден в	1	1
403	далеко не	3	1
404	мы имеем	1	1
405	не всегда	1	1
406	о чем	7	1
407	бога и	1	1
408	такой же	1	1
409	мало кто	1	1
410	нисколько не	3	1
411	и видит	1	1
412	или менее	1	1
413	не выдерживает	1	1
414	во время	6	1
415	в отношении	4	1
416	страсти и	1	1
417	в котором	2	1
418	бы к	1	1
419	место в	1	1
420	представление о	2	1
421	ни малейшего	3	1
422	самое что	1	1
423	не от	1	1
424	не как	2	1
425	всем том	2	1
426	по своей	1	1
427	признать что	1	1
428	для всякого	1	1
429	и раньше	1	1
430	одном из	1	1
431	выходит из	2	1
432	и мать	1	1
433	точку зрения	1	1
434	но он	1	1
435	друг другу	1	1
436	иным как	1	1
437	не его	1	1
438	в устах	1	1
439	не посмел	1	1
440	было с	1	1
441	начиная от	2	1
442	вплоть до	2	1
443	что эта	2	1
444	что с	2	1
445	виду что	1	1
446	можем теперь	1	1
447	еще до	1	1
448	только здесь	1	1
449	дело не	2	1
450	того как	1	1
451	что ему	2	1
452	душе и	1	1
453	на него	4	1
454	себе самом	1	1
455	служит как	1	1
456	к спасению	1	1
457	больше чем	2	1
458	он хочет	1	1
459	не останется	1	1
460	связи с	5	1
461	жизнь во	1	1
462	что на	1	1
463	ли это	1	1
464	перед ним	3	1
465	точке зрения	1	1
466	от их	1	1
467	все то	1	1
468	что там	1	1
469	без внимания	1	1
470	но все	4	1
471	как только	1	1
472	же самое	3	1
473	всего в	1	1
474	принять за	1	1
475	должен быть	2	1
476	эта последняя	1	1
477	без всякого	2	1
478	в ее	3	1
479	же рассуждает	1	1
480	он с	1	1
481	в себя	1	1
482	и совершенно	1	1
483	и сам	5	1
484	iii в	6	1
485	не с	2	1
486	было в	1	1
487	мог бы	1	1
488	во многом	1	1
489	на которую	1	1
490	остается только	1	1
491	строго говоря	1	1
492	не будучи	1	1
493	с ним	5	1
494	быть ни	1	1
495	это опять	1	1
496	себя не	1	1
497	на вопрос	2	1
498	и поэтому	4	1
499	и та	1	1
500	то не	1	1
501	или на	1	1
502	можно сказать	1	1
503	как этот	2	1
504	мы понимаем	1	1
505	все их	1	1
506	в конечном	2	1
507	истины который	1	1
508	все на	1	1
509	не дал	1	1
510	не отличаются	2	1
511	на одном	1	1
512	в другой	1	1
513	он был	4	1
514	к ней	8	1
515	в лучшем	1	1
516	не зная	3	1
517	но так	1	1
518	же теперь	2	1
519	образом как	1	1
520	всякого рода	1	1
521	здесь не	2	1
522	тот же	2	1
523	менее в	1	1
524	одной из	3	1
525	в свой	1	1
526	и две	1	1
527	сына в	1	1
528	об их	1	1
529	сына он	1	1
530	в качестве	2	1
531	и хочу	1	1
532	и призыв	1	1
533	в т	3	1
534	в сторону	1	1
535	вот что	1	1
536	ни одного	1	1
537	каким образом	1	1
538	а то	1	1
539	нет я	1	1
540	его имени	1	1
541	несколько минут	2	1
542	был бы	2	1
543	не так	3	1
544	мы находим	1	1
545	в одном	2	1
546	в такое	1	1
547	к ним	3	1
548	при всей	2	1
549	и никогда	1	1
550	явно не	1	1
551	образом что	1	1
552	в других	3	1
553	само собой	4	1
554	заставила его	1	1
555	от ее	1	1
556	не видя	1	1
557	до сих	9	1
558	кто живет	1	1
559	сам себя	2	1
560	с той	1	1
561	такое же	2	1
562	мы еще	1	1
563	происходит из	1	1
564	между ними	2	1
565	с презрением	1	1
566	в некоторых	1	1
567	идея не	1	1
568	пока что	2	1
569	своей любви	2	1
570	а так	1	1
571	ближе к	2	1
572	когда я	1	1
573	в связи	4	1
574	не видит	1	1
575	вместе с	9	1
576	от кого	1	1
577	для самого	1	1
578	относятся к	1	1
579	части а	1	1
580	и абсолютно	1	1
581	надо было	1	1
582	е чисто	1	1
583	обратил внимание	1	1
584	по своему	3	1
585	в течение	3	1
586	чем в	3	1
587	да и	1	1
588	не кажется	1	1
589	для понимания	2	1
590	зрения самого	1	1
591	своего знания	1	1
592	в это	1	1
593	бы при	1	1
594	что из	1	1
595	будет и	1	1
596	сих пор	9	1
597	видно что	2	1
598	высказать в	1	1
599	и таким	1	1
600	думают что	1	1
601	не мог	2	1
602	другой как	1	1
603	не знаем	1	1
604	самое главное	1	1
605	ему только	1	1
606	в результате	2	1
607	о котором	1	1
608	своей собственной	1	1
609	человек и	1	1
610	это может	1	1
611	из своего	3	1
612	в этих	1	1
613	ни было	2	1
614	друг против	1	1
615	понимающих друг	1	1
616	это на	1	1
617	всем этом	1	1
618	об этих	1	1
619	и эта	1	1
620	я могу	1	1
621	против друга	1	1
