N	2gram	Vinokur_Ku_1	Analitik
375	не умеет	1	1
376	и иных	1	1
377	он есть	3	1
378	этом смысле	3	1
379	есть и	1	1
380	они по	1	1
381	чаще всего	1	1
382	рядом с	5	1
383	к какому-либо	2	1
384	в общей	1	1
385	как об	2	1
386	должно быть	3	1
387	со всей	1	1
388	всех этих	1	1
389	или к	1	1
390	и становится	2	1
391	в г	3	1
392	не выдерживает	1	1
393	бы на	2	1
394	этом случае	2	1
395	и сейчас	1	1
396	в своей	2	1
397	разного рода	1	1
398	здесь из	1	1
399	мысли и	1	1
400	от себя	2	1
401	как предмет	1	1
402	втором случае	2	1
403	каждое из	1	1
404	что было	2	1
405	фонема т	1	1
406	в устах	1	1
407	для этого	3	1
408	или иного	3	1
409	случае мы	1	1
410	любви и	1	1
411	с ним	5	1
412	сущности говоря	1	1
413	отчетливо и	1	1
414	как о	2	1
415	на себе	6	1
416	само по	1	1
417	того чтобы	17	1
418	не могло	1	1
419	каждый из	1	1
420	казалось бы	3	1
421	поскольку оно	2	1
422	слова как	3	1
423	его речи	1	1
424	или иная	1	1
425	с одним	1	1
426	иными словами	4	1
427	более что	1	1
428	и является	4	1
429	а лишь	1	1
430	потому что	23	1
431	и теперь	1	1
432	связи с	7	1
433	как я	2	1
434	не столь	1	1
435	как будто	1	1
436	языков в	1	1
437	ту особенность	1	1
438	перед ним	1	1
439	у нас	10	1
440	и далее	1	1
441	именно таковы	1	1
442	если с	1	1
443	не могут	2	1
444	с полной	1	1
445	бы он	1	1
446	в наши	1	1
447	слова с	1	1
448	как некое	1	1
449	звуков но	1	1
450	в применении	1	1
451	о событии	1	1
452	для себя	1	1
453	следует отнести	1	1
454	не ограничивается	1	1
455	как мы	1	1
456	то она	1	1
457	по определению	1	1
458	от друга	1	1
459	говоря уже	1	1
460	позицию по	1	1
461	в организации	1	1
462	с языком	2	1
463	имя с	3	1
464	что у	1	1
465	имею в	1	1
466	здесь как	2	1
467	имени в	1	1
468	мог бы	1	1
469	в чужом	1	1
470	учение о	4	1
471	здесь слово	1	1
472	же рода	1	1
473	с этого	1	1
474	если бы	9	1
475	другое дело	2	1
476	к языку	5	1
477	в повествовании	1	1
478	образом в	1	1
479	и должно	2	1
480	случае как	1	1
481	в самой	4	1
482	то во	1	1
483	одного из	1	1
484	языковых стилей	2	1
485	звуков в	1	1
486	не заключает	1	1
487	должно было	1	1
488	того или	4	1
489	каждом из	2	1
490	связь между	1	1
491	истории в	1	1
492	словом которое	1	1
493	а потому	5	1
494	и только	1	1
495	из противоречий	1	1
496	тем более	2	1
497	целого а	1	1
498	рассказа что	1	1
499	не тот	1	1
500	может иметь	2	1
501	и прочих	2	1
502	на почве	1	1
503	того что	9	1
504	д и	2	1
505	и одновременно	1	1
506	и дело	1	1
507	тот же	2	1
508	речь о	1	1
509	с ними	4	1
510	в стороне	2	1
511	и так	1	1
512	все той	1	1
513	литературе и	2	1
514	теперь в	1	1
515	между отдельными	1	1
516	так что	4	1
517	есть в	4	1
518	литературы в	1	1
519	этом что	1	1
520	этого я	1	1
521	по законам	1	1
522	или даже	1	1
523	его обычной	1	1
524	связывается с	1	1
525	его и	1	1
526	их как	1	1
527	одно из	2	1
528	себе в	3	1
529	и их	1	1
530	могло бы	1	1
531	слова в	1	1
532	присущих ей	1	1
533	в современном	1	1
534	вовсе не	10	1
535	к ним	1	1
536	не составляет	1	1
537	и делает	1	1
538	к той	1	1
539	нет в	1	1
540	и строго	1	1
541	лишь к	1	1
542	не чувствовал	1	1
543	для того	16	1
544	что на	1	1
545	имя собственное	1	1
546	на второй	1	1
547	до сих	4	1
548	может и	1	1
549	выступает не	1	1
550	или иначе	2	1
551	ее в	2	1
552	а именно	2	1
553	к которому	3	1
554	это все	1	1
555	было и	1	1
556	а с	3	1
557	себя и	1	1
558	которому было	1	1
559	обратить внимание	2	1
560	что им	1	1
561	лица по	1	1
562	превращается в	2	1
563	зависит от	1	1
564	на этот	2	1
565	не знает	1	1
566	из наиболее	1	1
567	есть лишь	3	1
568	вероятно не	1	1
569	рассчитан на	1	1
570	в одно	1	1
571	с помощью	7	1
572	к лицу	1	1
573	я уже	1	1
574	к себе	4	1
575	со словом	3	1
576	нимало не	1	1
577	можно быть	1	1
578	забывать что	1	1
579	в область	1	1
580	а если	3	1
581	лицом к	1	1
582	этой последней	1	1
583	применении к	1	1
584	нашего анализа	1	1
585	но основной	1	1
586	в литературе	1	1
587	за рамки	1	1
588	в москве	2	1
589	был в	2	1
590	как нельзя	1	1
591	не говоря	2	1
592	с этой	2	1
593	сих пор	4	1
594	своей жизни	1	1
595	но это	1	1
596	всей совокупности	1	1
597	между прочим	2	1
598	так ли	1	1
599	и тогда	4	1
600	бы наиболее	1	1
601	литературы во	1	1
602	каждой из	1	1
603	это уже	1	1
604	и позволяет	1	1
605	случаях когда	2	1
606	живет и	2	1
607	объекта и	1	1
608	уже на	2	1
609	в связи	3	1
610	как на	3	1
611	а все	1	1
612	себя самого	2	1
613	ни одного	2	1
614	это указание	1	1
615	но еще	3	1
616	даже так	2	1
617	бы в	7	1
618	же есть	2	1
619	хотя бы	10	1
620	будто бы	1	1
621	но если	2	1
622	тезис о	1	1
623	в стихах	1	1
624	к ее	1	1
625	здесь только	2	1
626	жизни в	1	1
627	поскольку не	1	1
628	чем с	1	1
629	этот вопрос	1	1
630	в ходе	1	1
631	между ними	2	1
632	только как	1	1
633	их с	1	1
634	к его	1	1
635	первом случае	1	1
636	не что	1	1
637	оно не	3	1
638	чем свидетельствует	1	1
639	когда на	1	1
640	жизнь в	1	1
641	жизни и	1	1
642	в своих	1	1
643	все что	1	1
644	ср с	1	1
645	они не	3	1
