N	2gram	Vinokur_Vv_1	Literetu
111	не должен	1	3
112	в области	4	3
113	всего в	1	3
114	в виду	4	3
115	одного из	1	3
116	нуждается в	2	3
117	один из	6	3
118	и прежде	1	3
119	потому что	14	3
120	одно из	5	3
121	при всей	1	3
122	у него	1	3
123	и даже	5	3
124	с другой	8	3
125	еще и	3	3
126	и др	2	3
127	не было	1	3
128	мира в	1	3
129	да и	4	3
130	этой точки	1	3
131	в культуре	1	3
132	жизни и	2	3
133	что в	11	3
134	а в	5	3
135	во всяком	3	3
136	чтобы не	1	2
137	человека и	1	2
138	того же	3	2
139	не остается	1	2
140	и то	5	2
141	самом деле	6	2
142	отношения между	1	2
143	из его	2	2
144	должна быть	2	2
145	та же	1	2
146	в сущности	3	2
147	а для	1	2
148	из того	2	2
149	то это	3	2
150	могло быть	1	2
151	а только	8	2
152	общего с	1	2
153	целом но	1	2
154	говорится в	1	2
155	или иную	1	2
156	только то	1	2
157	все эти	3	2
158	из этих	5	2
159	тому же	1	2
160	во многих	1	2
161	как он	6	2
162	с чем	2	2
163	в нем	13	2
164	же это	2	2
165	не к	2	2
166	нашего времени	2	2
167	подобно тому	1	2
168	на этом	3	2
169	различие между	1	2
170	для нее	1	2
171	было бы	5	2
172	на почве	5	2
173	для них	1	2
174	как сказано	2	2
175	от языка	1	2
176	и того	2	2
177	бы на	1	2
178	от своего	1	2
179	что такое	10	2
180	а как	3	2
181	всяком случае	3	2
182	с точки	2	2
183	от себя	3	2
184	в россии	1	2
185	тем не	8	2
186	однако в	3	2
187	так называемого	1	2
188	именно так	1	2
189	дело не	3	2
190	было у	1	2
191	и является	1	2
192	и ранее	2	2
193	замкнутого круга	1	2
194	как будто	3	2
195	этом отношении	3	2
196	могут быть	4	2
197	к тому	4	2
198	искусства как	1	2
199	объект и	1	2
200	должен быть	4	2
201	в себя	1	2
202	говоря уже	2	2
203	для читателя	1	2
204	сказано в	1	2
205	на том	3	2
206	друг для	1	2
207	имеется в	1	2
208	различного рода	1	2
209	или иной	1	2
210	в другом	3	2
211	о том	15	2
212	с одной	4	2
213	по правилам	1	2
214	не могло	1	2
215	между тем	8	2
216	во втором	2	2
217	хотя бы	5	2
218	по этому	2	2
219	в текст	1	2
220	только на	3	2
221	человеческого духа	1	2
222	что не	5	2
223	ту или	1	2
224	не сам	1	2
225	для него	1	2
226	а потому	3	2
227	тем что	6	2
228	одной стороны	4	2
229	превращается в	1	2
230	этого не	2	2
231	из наиболее	4	2
232	не на	1	2
233	всей русской	1	2
234	одну из	1	2
235	так называемых	4	2
236	все более	3	2
237	русской литературы	1	2
238	автора в	1	2
239	тому как	1	2
240	своего времени	1	2
241	произведение в	1	2
242	не любил	1	2
243	можно было	7	2
244	это уже	1	2
245	этого рода	8	2
246	это как	1	2
247	которая в	1	2
248	особого рода	4	2
249	тем более	2	2
250	для друга	1	2
251	не есть	4	2
252	о своем	1	2
253	не говоря	2	2
254	отношению к	4	2
255	ко всему	1	2
256	по поводу	1	2
257	которая не	1	2
258	которых не	3	1
259	же как	3	1
260	на самом	1	1
261	художественных произведений	2	1
262	только потому	1	1
263	традиции как	1	1
264	языков но	1	1
265	установка на	1	1
266	достоевского в	1	1
267	на две	1	1
268	оно было	1	1
269	в основании	3	1
270	определяется в	1	1
271	и за	1	1
272	жизни для	1	1
273	с наукой	1	1
274	есть не	3	1
275	мы не	2	1
276	развития человечества	1	1
277	до него	1	1
278	текста со	1	1
279	вопрос о	8	1
280	и новые	1	1
281	нам в	1	1
282	не была	1	1
283	есть нечто	1	1
284	в полной	1	1
285	жизни как	2	1
286	которое в	2	1
287	зависимости от	1	1
288	того не	2	1
289	в xix	1	1
290	разумеется не	1	1
291	он был	1	1
292	он сам	3	1
293	быть в	4	1
294	скорее его	1	1
295	бы то	1	1
296	в различных	2	1
297	в чем	4	1
298	только после	2	1
299	как деятельность	1	1
300	достоевского или	1	1
301	из крупнейших	1	1
302	но как	2	1
303	в сторону	1	1
304	по тем	1	1
305	ответ на	3	1
306	различной степенью	1	1
307	отношение к	3	1
308	бы себя	1	1
309	и будет	1	1
310	не просто	4	1
311	теперь не	1	1
312	в настоящем	1	1
313	из таких	1	1
314	и эстетического	1	1
315	всех ее	1	1
316	и аристотеля	1	1
317	народа как	2	1
318	текста слова	1	1
319	культуре в	1	1
320	в центре	4	1
321	в одной	1	1
322	как к	1	1
323	о жизни	1	1
324	сам же	2	1
325	однако не	4	1
326	в особый	1	1
327	мы можем	2	1
328	как уже	2	1
329	и как	9	1
330	реальной действительности	1	1
331	и художественного	1	1
332	для которой	1	1
333	есть ли	1	1
334	то в	1	1
335	за собой	3	1
336	еще на	1	1
337	в которой	1	1
338	а во-вторых	2	1
339	большей части	2	1
340	что к	1	1
341	общеизвестно что	1	1
342	говорят о	1	1
343	на то	1	1
344	вследствие этого	1	1
345	так сказать	1	1
346	по словам	1	1
347	задний план	1	1
348	в статье	1	1
349	платона и	1	1
350	эту тему	1	1
351	с различной	1	1
352	в начале	3	1
353	и вот	3	1
354	и более	1	1
355	в зависимости	1	1
356	чтобы в	1	1
357	какой бы	2	1
358	но дело	3	1
359	так например	6	1
360	или иных	3	1
361	не бывает	2	1
362	не должно	1	1
363	но все	3	1
364	значительной степени	1	1
365	в каждом	4	1
366	подход к	1	1
367	то ни	1	1
368	он обладал	1	1
369	а затем	1	1
370	и с	2	1
371	говорил что	1	1
372	материала и	1	1
373	это было	1	1
374	искусства в	1	1
375	которая как	2	1
376	практически не	1	1
377	чаще всего	1	1
378	этом качестве	1	1
379	в них	4	1
380	соответствии с	2	1
381	в ее	11	1
382	мы имеем	3	1
383	с тем	6	1
384	не всегда	1	1
385	и уже	3	1
386	уклонением от	1	1
387	должно быть	2	1
388	иначе говоря	1	1
389	автора и	1	1
390	который как	1	1
391	со всей	3	1
392	одного и	2	1
393	перед собой	1	1
394	в эту	1	1
395	в этих	3	1
396	как некоторое	1	1
397	в г	5	1
398	во второй	3	1
399	представить себе	5	1
400	в следующем	1	1
401	начале xix	2	1
402	это делает	2	1
403	в отношении	2	1
404	к предмету	1	1
405	не от	1	1
406	в которых	6	1
407	превратиться в	1	1
408	по крайней	4	1
409	если бы	2	1
410	всякий акт	1	1
411	ни было	1	1
412	не могли	2	1
413	быть не	1	1
414	в духовной	1	1
415	вовсе не	6	1
416	в историческом	1	1
417	например и	1	1
418	что чем	2	1
419	если и	1	1
420	а от	1	1
421	как будет	2	1
422	во главе	1	1
423	литературы как	1	1
424	культурной жизни	2	1
425	можно указать	1	1
426	человечества и	1	1
427	иной раз	2	1
428	как о	4	1
429	человеческой истории	1	1
430	не имеет	4	1
431	самого начала	1	1
432	тогда когда	3	1
433	текста и	3	1
434	ее с	1	1
435	к новым	1	1
436	во время	1	1
437	и сама	1	1
438	как следует	2	1
439	говорить о	3	1
440	текст но	1	1
441	о них	2	1
442	это еще	2	1
443	на котором	2	1
444	и всегда	1	1
445	с материалом	1	1
446	и соответственно	1	1
447	кто умеет	1	1
448	что сами	1	1
449	из четырех	1	1
450	имеем дело	1	1
451	к концу	1	1
452	искусство которое	1	1
453	другой стороны	5	1
454	тех или	3	1
455	чем ближе	1	1
456	только с	3	1
457	уже и	7	1
458	явлениями в	2	1
459	в каком	1	1
460	например что	2	1
461	в момент	1	1
462	уже о	1	1
463	все то	1	1
464	в среде	1	1
465	указание на	1	1
466	отличается от	1	1
467	что при	1	1
468	не объект	1	1
469	на вопрос	6	1
470	из их	1	1
471	как мы	9	1
472	подобных случаях	1	1
473	свою очередь	1	1
474	как один	1	1
475	с каким	1	1
476	средних веков	2	1
477	и от	1	1
478	исторической жизни	1	1
479	тексте этого	1	1
480	до своего	1	1
481	с самого	1	1
482	культуры и	1	1
483	вопрос что	2	1
484	в дальнейшем	2	1
485	во-вторых это	1	1
486	что может	3	1
487	на нее	2	1
488	историю литературы	1	1
489	или в	1	1
490	больше в	1	1
491	собой в	2	1
492	мог бы	2	1
493	участия в	1	1
494	по тому	1	1
495	последний разумеется	1	1
496	в эпоху	1	1
497	другой не	1	1
498	собой задачу	1	1
499	отрываясь от	1	1
500	имеет право	1	1
501	люди с	1	1
502	и т.д	4	1
503	нам представляется	1	1
504	настолько что	1	1
505	второй половине	2	1
506	разумеется в	1	1
507	никак не	1	1
508	и что	4	1
509	очевидно что	1	1
510	текст по	1	1
511	культуры это	1	1
512	цикл так	1	1
513	можно сказать	3	1
514	пор пока	1	1
515	теми или	1	1
516	в значительной	2	1
517	все в	1	1
518	по слову	1	1
519	к нему	2	1
520	во всех	2	1
521	том или	1	1
522	которых в	1	1
523	ее от	2	1
524	этому поводу	2	1
525	или иными	1	1
526	во всей	1	1
527	не исчерпывается	2	1
528	что же	3	1
529	крайней мере	4	1
530	этот последний	1	1
531	и других	3	1
532	непосредственно в	1	1
533	наконец в	1	1
534	себе задачей	2	1
535	единого и	2	1
536	сверх того	1	1
537	существует как	1	1
538	не мешает	1	1
539	нового типа	2	1
540	в литературе	1	1
541	нашел в	1	1
542	быть названа	1	1
543	тот же	1	1
544	одной из	3	1
545	это во-первых	1	1
546	что даже	2	1
547	в какой	4	1
548	гораздо более	3	1
549	может оказаться	3	1
550	согласно которой	1	1
551	только при	1	1
552	однако с	2	1
553	своего собственного	1	1
554	с какой	1	1
555	человеческой личности	1	1
556	и у	1	1
557	в значении	1	1
558	языка как	2	1
559	в виде	4	1
560	от других	2	1
561	как писал	1	1
562	за ним	1	1
563	что будет	1	1
564	к мысли	1	1
565	самому и	1	1
566	пока не	1	1
567	слова в	1	1
568	в котором	4	1
569	в одном	4	1
570	произведения и	2	1
571	своих собственных	1	1
572	так как	13	1
573	которой находится	1	1
574	может служить	3	1
575	отношении к	2	1
576	как такового	2	1
577	ставит себе	1	1
578	до тех	1	1
579	или ином	1	1
580	значение только	1	1
581	представляют собой	6	1
582	из двух	2	1
583	нужно было	1	1
584	что и	3	1
585	деятельности как	1	1
586	до сих	5	1
587	может и	1	1
588	именно в	8	1
589	с той	1	1
590	тексте не	1	1
591	без особых	1	1
592	в соответствии	2	1
593	на основании	5	1
594	до конца	3	1
595	более того	1	1
596	однако и	1	1
597	момент своего	1	1
598	человек в	1	1
599	с одинаковым	1	1
600	имеет своей	1	1
601	есть лишь	2	1
602	или с	1	1
603	мы знаем	1	1
604	если не	1	1
605	для этой	1	1
606	проникновения в	1	1
607	него в	2	1
608	по праву	1	1
609	путь от	2	1
610	во множестве	1	1
611	себе самому	1	1
612	однако для	1	1
613	речь не	1	1
614	многих случаях	1	1
615	в особенности	4	1
616	ему до	1	1
617	целом ряде	2	1
618	это были	1	1
619	в той	7	1
620	и на	3	1
621	конечном итоге	1	1
622	от собственного	1	1
623	на эту	1	1
624	все той	1	1
625	в первой	1	1
626	по существу	2	1
627	тех пор	1	1
628	места и	1	1
629	как например	5	1
630	художественности в	1	1
631	перевод французского	1	1
632	предупредить о	1	1
633	и о	1	1
634	той мере	4	1
635	сих пор	5	1
636	текст и	3	1
637	лучшем случае	1	1
638	общественной жизни	1	1
639	имел в	1	1
640	этом и	1	1
641	естественно не	1	1
642	но для	1	1
643	как может	1	1
644	можно назвать	1	1
645	которые были	2	1
646	просто как	1	1
647	другом месте	2	1
648	из которых	2	1
649	на задний	1	1
650	об искусстве	4	1
651	а к	1	1
652	и все	1	1
653	это может	2	1
654	у них	1	1
655	было на	1	1
656	находит свое	1	1
657	уже у	1	1
658	как явление	1	1
659	но зато	2	1
660	на языке	2	1
661	только что	4	1
662	бы именовать	1	1
663	всего разумеется	1	1
664	или не	1	1
665	в общем	12	1
666	нами не	2	1
667	в лучшем	1	1
668	в свою	1	1
669	в ходе	1	1
670	между ними	2	1
671	с ней	2	1
672	сказать что	5	1
673	только как	6	1
674	состоит из	1	1
675	впервые в	1	1
676	совершенно не	1	1
677	понимается как	1	1
678	языка на	2	1
679	время не	1	1
680	в работах	2	1
681	в действительности	1	1
682	чтобы говорить	1	1
683	собой лишь	1	1
684	к действительности	2	1
685	вместе с	6	1
686	к этому	3	1
687	значение в	2	1
688	и особенно	1	1
689	все что	1	1
690	они не	1	1
