N	2gram	Trubetskoy_1	Narrotol
370	сопряжена с	1	1
371	свое собственное	2	1
372	если у	1	1
373	не могут	4	1
374	есть только	1	1
375	чтобы сделать	1	1
376	как только	1	1
377	же самое	1	1
378	в полной	1	1
379	если же	2	1
380	от которой	1	1
381	как мы	1	1
382	и о	2	1
383	но по	1	1
384	с ее	1	1
385	что все	3	1
386	языка и	1	1
387	приводит к	4	1
388	или нескольких	2	1
389	если они	2	1
390	ясно что	2	1
391	жизнь а	1	1
392	глубоко и	1	1
393	и неизбежно	1	1
394	это только	2	1
395	по сравнению	1	1
396	благодаря этому	2	1
397	о своей	1	1
398	собой и	3	1
399	не на	1	1
400	полной мере	1	1
401	такого взаимодействия	1	1
402	упускать из	1	1
403	то они	1	1
404	в самой	1	1
405	время в	2	1
406	таким же	3	1
407	может не	3	1
408	к нему	2	1
409	с одним	1	1
410	и во	3	1
411	а потому	5	1
412	лишь к	4	1
413	чем и	1	1
414	от этих	1	1
415	говорить и	1	1
416	следовало бы	1	1
417	другого для	1	1
418	индивидуальный характер	1	1
419	в лице	1	1
420	происходит в	1	1
421	на будущее	1	1
422	быть и	2	1
423	оно и	1	1
424	что только	2	1
425	каждого человека	1	1
426	связь и	1	1
427	время когда	2	1
428	одной из	3	1
429	уже принадлежит	1	1
430	этот вопрос	2	1
431	только сам	1	1
432	именно на	2	1
433	именно тем	1	1
434	так что	2	1
435	того же	1	1
436	не можем	2	1
437	в большинстве	3	1
438	является не	2	1
439	от своей	2	1
440	большинстве случаев	2	1
441	в данной	1	1
442	впереди лишь	1	1
443	и их	1	1
444	в прошлом	1	1
445	не для	1	1
446	не о	2	1
447	отдельного человека	1	1
448	тем что	3	1
449	в любви	1	1
450	и оставаться	1	1
451	бы это	1	1
452	для того	6	1
453	в последние	5	1
454	даже не	2	1
455	до сих	5	1
456	хоть и	1	1
457	ли это	4	1
458	как же	1	1
459	люди что	1	1
460	что не	1	1
461	связано с	1	1
462	от тех	1	1
463	похожие на	1	1
464	на этот	1	1
465	не исключает	1	1
466	ничем не	1	1
467	однако и	1	1
468	человеческой жизни	1	1
469	с которым	1	1
470	стороны и	1	1
471	характеров и	1	1
472	и с	7	1
473	на эту	2	1
474	для верующего	2	1
475	может иметь	1	1
476	вместе с	4	1
477	и потому	3	1
478	все свое	1	1
479	перелом в	1	1
480	однако для	1	1
481	как сказано	1	1
482	не удалось	1	1
483	что же	4	1
484	или хотя	1	1
485	и от	2	1
486	сих пор	5	1
487	характера в	1	1
488	все это	6	1
489	этом и	2	1
490	нем самом	1	1
491	которых он	1	1
492	слова но	1	1
493	в связи	1	1
494	не подлежит	2	1
495	или в	3	1
496	том виде	1	1
497	в другое	4	1
498	когда он	1	1
499	можно согласиться	1	1
500	оказались бы	1	1
501	может на	1	1
502	в этих	2	1
503	мы должны	7	1
504	или не	1	1
505	хотя в	1	1
506	соединяется с	1	1
507	к ее	1	1
508	на роль	1	1
509	страдает и	1	1
510	всего на	1	1
511	может и	1	1
512	и внешней	1	1
513	и внутренне	1	1
514	и сейчас	3	1
515	бы его	2	1
516	что при	1	1
517	из этого	3	1
518	и представления	1	1
519	имеет в	1	1
520	себе но	1	1
521	собой это	3	1
522	к другим	1	1
523	о себе	1	1
524	ее в	2	1
525	к этому	1	1
526	во всяком	9	1
