N	2gram	Savitsky_E_1	Hudozhes
116	с другой	7	3
117	прежде всего	9	3
118	в соответствии	1	3
119	так же	9	3
120	одной стороны	8	3
121	в состоянии	1	3
122	всего лишь	3	3
123	или в	2	3
124	все что	1	3
125	же как	5	2
126	и то	2	2
127	но тем	1	2
128	той же	1	2
129	который в	1	2
130	говорить о	1	2
131	а для	1	2
132	он сам	2	2
133	нам представляется	1	2
134	тем как	1	2
135	различия между	1	2
136	если в	2	2
137	более чем	2	2
138	человеческого бытия	1	2
139	все же	1	2
140	и к	3	2
141	но в	14	2
142	та же	1	2
143	бы с	1	2
144	в нашем	1	2
145	не более	3	2
146	тому же	1	2
147	т д	1	2
148	но именно	2	2
149	в принципе	1	2
150	не как	1	2
151	на этом	1	2
152	оно не	1	2
153	не будет	3	2
154	лишь в	1	2
155	о которых	1	2
156	и было	1	2
157	место в	3	2
158	с точки	17	2
159	если можно	1	2
160	она в	3	2
161	ибо в	1	2
162	одна из	1	2
163	к ней	4	2
164	в основе	1	2
165	к той	2	2
166	приходит к	1	2
167	как мы	5	2
168	ее собственного	1	2
169	людей в	1	2
170	данном случае	2	2
171	мысль о	1	2
172	она может	1	2
173	на свой	1	2
174	с собой	1	2
175	те же	1	2
176	во второй	3	2
177	а также	7	2
178	любви к	1	2
179	того или	4	2
180	во втором	2	2
181	и только	3	2
182	способность к	1	2
183	один из	1	2
184	себя с	1	2
185	дело с	1	2
186	ли он	1	2
187	страх перед	1	2
188	являет собой	1	2
189	в виде	5	2
190	потребность в	3	2
191	себе в	3	2
192	из них	3	2
193	вовсе не	6	2
194	или иной	4	2
195	именно в	4	2
196	как же	2	2
197	что не	1	2
198	мы знаем	1	2
199	нет ничего	1	2
200	вместе с	2	2
201	в данном	3	2
202	с такой	1	2
203	или иного	4	2
204	что же	2	2
205	и от	3	2
206	не является	3	2
207	и для	3	2
208	лицо и	1	2
209	отнюдь не	9	2
210	в двух	1	2
211	потому что	3	2
212	хотя бы	15	2
213	точки зрения	23	2
214	между ними	2	2
215	и эта	2	2
216	сказать что	4	2
217	что даже	1	2
218	т е	9	2
219	к числу	1	2
220	как на	3	2
221	но еще	2	2
222	тем самым	5	2
223	гораздо более	1	2
224	одних и	1	1
225	например в	1	1
226	в сфере	3	1
227	изолированности от	1	1
228	тех же	1	1
229	перед лицом	1	1
230	своем существовании	3	1
231	с в	2	1
232	также и	7	1
233	не случайны	1	1
234	мы не	4	1
235	что между	1	1
236	что если	2	1
237	просветления и	1	1
238	ответить на	1	1
239	время как	1	1
240	и другая	2	1
241	в будущем	3	1
242	в каждой	1	1
243	не чуждо	2	1
244	а другие	1	1
245	также о	1	1
246	не нужно	2	1
247	на них	2	1
248	между собой	2	1
249	бы то	4	1
250	во всех	6	1
251	и рядом	2	1
252	к нулю	2	1
253	точка зрения	2	1
254	к которой	1	1
255	в сторону	2	1
256	в общем	3	1
257	поскольку в	1	1
258	происходит ли	1	1
259	друг от	2	1
260	или иное	1	1
261	в свои	2	1
262	за пределы	1	1
263	и чем	2	1
264	один и	1	1
265	в течение	5	1
266	в одной	1	1
267	в той	5	1
268	поскольку они	2	1
269	на минуту	1	1
270	ней в	1	1
271	как нам	5	1
272	хотя и	2	1
273	когда он	3	1
274	сказал бы	1	1
275	его к	1	1
276	имеет в	2	1
277	себе не	3	1
278	от этого	5	1
279	и детей	1	1
280	от своей	1	1
281	характер как	1	1
282	как некий	1	1
283	представляет собой	3	1
284	он в	1	1
285	все эти	1	1
286	стремились показать	1	1
287	вне пределов	1	1
288	нами в	1	1
289	и тот	1	1
290	жизнью и	1	1
291	все ее	1	1
292	принятия на	1	1
293	и когда	1	1
294	пределах одного	1	1
295	в силу	2	1
296	будут ли	1	1
297	в корне	1	1
298	себя бремя	2	1
299	на земле	1	1
300	какой бы	2	1
301	известном смысле	3	1
302	но все	1	1
303	значительной степени	1	1
304	то ни	4	1
305	тем в	3	1
306	том случае	1	1
307	то есть	6	1
308	в будущее	2	1
309	и других	2	1
310	и иных	1	1
311	которая как	1	1
312	эти два	1	1
313	и тем	3	1
314	даже в	4	1
315	который по	1	1
316	только одно	2	1
317	к области	1	1
318	на уровне	2	1
319	она и	1	1
320	силы в	2	1
321	к осознанию	1	1
322	жизни но	1	1
323	духовной жизни	2	1
324	и еще	2	1
325	на месте	2	1
326	ценность в	2	1
327	на руси	1	1
328	от себя	1	1
329	признать что	1	1
330	свое существование	1	1
331	отношений между	2	1
332	одном из	2	1
333	своей судьбой	1	1
334	и более	2	1
335	том же	1	1
336	в духовной	1	1
337	освободиться от	1	1
338	нас к	2	1
339	о будущем	1	1
340	и притом	4	1
341	что с	1	1
342	и другое	1	1
343	в определении	1	1
344	в направлении	4	1
345	дело в	3	1
346	на себе	1	1
347	можно судить	1	1
348	та или	1	1
349	для всего	1	1
350	земли в	1	1
351	в отношениях	1	1
352	на язык	2	1
353	таковой не	1	1
354	в самой	1	1
355	или иная	1	1
356	того в	1	1
357	к определенному	1	1
358	к концу	1	1
359	такая же	1	1
360	для осуществления	1	1
361	в области	11	1
362	по нашему	3	1
363	когда мы	1	1
364	есть только	1	1
365	во все	3	1
366	ли не	1	1
367	числе и	1	1
368	всего в	2	1
369	от нее	1	1
370	той или	4	1
371	все еще	1	1
372	но сама	1	1
373	мы остановились	1	1
374	но по	2	1
375	а затем	1	1
376	от друга	2	1
377	то или	1	1
378	ли с	1	1
379	иначе говоря	2	1
380	может дать	1	1
381	нельзя сказать	1	1
382	то как	1	1
383	это состояние	1	1
384	каждого из	1	1
385	когда его	1	1
386	еще в	1	1
387	по ее	1	1
388	наше внимание	2	1
389	является в	1	1
390	был не	1	1
391	по себе	4	1
392	не случайна	1	1
393	в разных	1	1
394	именно потому	2	1
395	только бы	1	1
396	и что	2	1
397	времени в	1	1
398	в значительной	2	1
399	как было	3	1
400	нас в	1	1
401	заключается в	2	1
402	а у	1	1
403	или иначе	1	1
404	и всякая	1	1
405	в третьем	1	1
406	бы она	1	1
407	в другой	2	1
408	еще более	2	1
409	того что	7	1
410	на будущее	1	1
411	чтобы ответить	1	1
412	быть и	1	1
413	по своей	2	1
414	но с	2	1
415	в новой	1	1
416	а если	1	1
417	и потому	5	1
418	но как	2	1
419	например с	2	1
420	и теперь	2	1
421	для всех	1	1
422	уже в	1	1
423	в начале	1	1
424	отцов и	1	1
425	участие в	2	1
426	например к	1	1
427	следует что	1	1
428	представить себе	1	1
429	так как	7	1
430	то время	1	1
431	не о	1	1
432	отношении к	15	1
433	независимо от	4	1
434	он мог	1	1
435	этом отношении	3	1
436	от того	1	1
437	где в	1	1
438	и неизвестно	1	1
439	и даже	6	1
440	напомним о	1	1
441	по своим	3	1
442	а именно	2	1
443	из европейских	2	1
444	время многие	1	1
445	выступает в	1	1
446	настоящего времени	1	1
447	а на	1	1
448	которых мы	1	1
449	же обстоит	1	1
450	на которых	1	1
451	более того	1	1
452	не означает	2	1
453	с которым	1	1
454	долгое время	2	1
455	там где	3	1
456	стороны в	2	1
457	все более	9	1
458	существеннейшим образом	1	1
459	ни на	3	1
460	как одно	1	1
461	не сразу	1	1
462	в пределах	25	1
463	к жизни	1	1
464	что за	1	1
465	это были	1	1
466	чем в	4	1
467	поскольку он	2	1
468	о соотношении	1	1
469	возможность такого	1	1
470	с этой	6	1
471	слова и	1	1
472	но это	1	1
473	и таким	2	1
474	в аспекте	1	1
475	к двум	1	1
476	его собственная	2	1
477	к которому	1	1
478	в полном	1	1
479	только тогда	1	1
480	и среди	1	1
481	мира и	3	1
482	что нет	1	1
483	то не	2	1
484	ее и	1	1
485	из себя	1	1
486	бы в	2	1
487	по самой	1	1
488	же в	2	1
489	обстоит дело	3	1
490	мы стремились	1	1
491	отрекается от	1	1
492	с ней	1	1
493	другой стороны	2	1
494	существует в	1	1
495	но когда	1	1
496	в строе	2	1
497	скажем на	1	1
498	на примере	1	1
499	это так	3	1
500	к этой	1	1
501	случае если	1	1
502	в своих	2	1
503	том числе	1	1
504	это в	1	1
505	который не	1	1
506	можно назвать	1	1
507	в таком	3	1
508	смысле что	1	1
