N	2gram	Tiupa_Vved_1	EvropaiC
217	то есть	8	2
218	нашем случае	2	2
219	только одно	1	2
220	в них	2	2
221	и особенно	1	2
222	мы видели	2	2
223	на первый	1	2
224	но если	1	2
225	представить себе	2	2
226	можно ли	1	2
227	от времени	1	2
228	что до	1	2
229	в которых	1	2
230	и более	3	2
231	тому что	1	2
232	тем самым	5	2
233	одна из	4	2
234	на себе	1	2
235	на него	2	2
236	в процессе	1	2
237	в основе	3	2
238	говорить о	2	2
239	все без	1	2
240	невозможно но	1	2
241	на этом	1	2
242	заключает в	1	2
243	что на	2	2
244	всех прочих	1	2
245	имеет место	4	2
246	если же	1	2
247	о них	3	2
248	должен быть	1	2
249	как мы	3	2
250	быть вполне	1	2
251	или нескольких	2	2
252	на том	1	2
253	и сам	1	2
254	что у	1	2
255	те же	2	2
256	из одного	1	2
257	в виду	1	2
258	а к	3	2
259	сводится к	4	2
260	же время	3	2
261	к нему	1	2
262	во втором	2	2
263	сил и	1	2
264	было бы	4	2
265	но так	1	2
266	но с	1	2
267	и так	1	2
268	они могут	1	2
269	между этими	1	2
270	жизни и	7	2
271	то и	2	2
272	для него	3	2
273	всяком случае	1	2
274	вовсе не	1	2
275	к ним	2	2
276	при отсутствии	2	2
277	которые могут	1	2
278	и только	1	2
279	не было	2	2
280	однако это	1	2
281	что для	1	2
282	одной стороны	5	2
283	отнюдь не	7	2
284	медленно и	1	2
285	ближе к	1	2
286	в частности	13	2
287	все то	1	2
288	но не	5	2
289	что же	3	2
290	при условии	1	2
291	между прочим	1	2
292	ни для	1	2
293	при таком	1	2
294	между ними	1	2
295	не знает	1	2
296	в свою	4	2
297	они не	1	2
298	гораздо более	1	2
299	например в	2	1
300	он может	1	1
301	и пребывает	1	1
302	который можно	1	1
303	роль этого	1	1
304	в первом	2	1
305	высшей степени	2	1
306	в зависимости	1	1
307	и должен	1	1
308	той же	1	1
309	а как	1	1
310	мы не	4	1
311	нашу мысль	1	1
312	только благодаря	1	1
313	благодаря тому	1	1
314	на себя	1	1
315	на практике	1	1
316	вместо того	2	1
317	похожи на	1	1
318	зависимости от	1	1
319	отличными от	1	1
320	к своему	1	1
321	и самого	1	1
322	он сам	1	1
323	иное как	1	1
324	на их	1	1
325	и жизни	1	1
326	сознании это	1	1
327	же самые	1	1
328	бы не	2	1
329	а только	1	1
330	друг на	1	1
331	если в	2	1
332	со стороны	5	1
333	к сожалению	1	1
334	можно представить	1	1
335	еще один	1	1
336	к точке	2	1
337	мира в	8	1
338	в центре	2	1
339	первый взгляд	1	1
340	если она	2	1
341	нашем опыте	1	1
342	как в	4	1
343	однако не	1	1
344	перед нами	6	1
345	тем же	1	1
346	в этот	2	1
347	применительно к	1	1
348	он в	1	1
349	ни одна	1	1
350	рассказ о	1	1
351	возможен только	1	1
352	сливаются в	2	1
353	на его	1	1
354	как оно	2	1
355	задний план	1	1
356	но именно	1	1
357	образом для	1	1
358	зависит не	1	1
359	перестает быть	1	1
360	и еще	1	1
361	данного общества	1	1
362	в принципе	1	1
363	к одному	1	1
364	близким к	1	1
365	и вот	1	1
366	наших глазах	1	1
367	преклонения перед	1	1
368	людей и	1	1
369	без исключения	2	1
370	чем однако	1	1
371	этом последнем	1	1
372	здесь мы	1	1
373	поскольку все	1	1
374	различие между	1	1
375	а его	2	1
376	входит в	1	1
377	при встрече	1	1
378	с другими	1	1
379	или просто	1	1
380	он есть	1	1
381	и тем	2	1
382	кажется что	1	1
383	по всему	1	1
384	на второй	1	1
385	этого не	1	1
386	на друга	1	1
387	слова что	1	1
388	которой он	1	1
389	вскоре однако	1	1
390	не мог	1	1
391	к первому	1	1
392	бы на	1	1
393	в своей	5	1
394	что такое	18	1
395	нами два	1	1
396	это делает	1	1
397	и благодаря	1	1
398	не к	4	1
399	иначе как	1	1
400	далее в	1	1
401	что я	1	1
402	строго говоря	2	1
403	но он	1	1
404	состоит в	10	1
405	по крайней	1	1
406	их в	2	1
407	в корне	1	1
408	однако в	4	1
409	того кто	1	1
410	более широкую	1	1
411	конец а	1	1
412	случае мы	1	1
413	в отношении	1	1
414	или социальной	1	1
415	как о	2	1
416	не имеет	2	1
417	на котором	1	1
418	в науке	1	1
419	и притом	1	1
420	и сама	1	1
421	не по	1	1
422	мы воспринимаем	1	1
423	вытекает из	1	1
424	судя по	2	1
425	не имели	2	1
426	по терминологии	1	1
427	процессов и	1	1
428	с нами	1	1
429	же остается	1	1
430	роковым образом	1	1
431	не объективна	1	1
432	и его	5	1
433	со своим	1	1
434	мы бы	1	1
435	только с	1	1
436	ли это	2	1
437	может показаться	1	1
438	или ином	1	1
439	не совсем	1	1
440	начиная с	3	1
441	есть только	1	1
442	да и	1	1
443	числе и	1	1
444	бы он	1	1
445	т.е в	1	1
446	стороны жизни	1	1
447	для себя	1	1
448	выбирать между	1	1
449	оно может	1	1
450	но при	5	1
451	однако ни	1	1
452	здесь не	2	1
453	не могу	1	1
454	мысль о	1	1
455	так в	4	1
456	приводит к	2	1
457	роль в	1	1
458	в культуре	1	1
459	как с	1	1
460	котором мы	1	1
461	отличаться от	2	1
462	мире не	1	1
463	психический процесс	1	1
464	всеми силами	1	1
465	или иной	3	1
466	мы всегда	1	1
467	в состав	4	1
468	и та	1	1
469	более высокой	1	1
470	за пределами	3	1
471	своей истории	1	1
472	никак не	2	1
473	или их	1	1
474	в значительной	1	1
475	том или	1	1
476	и всю	1	1
477	нем не	1	1
478	от них	1	1
479	это сделать	1	1
480	этом и	2	1
481	во всей	1	1
482	без которого	1	1
483	крайней мере	1	1
484	в другой	1	1
485	который ему	1	1
486	от этих	2	1
487	и главное	1	1
488	на наших	1	1
489	но тут	1	1
490	в современной	3	1
491	один из	3	1
492	себя с	1	1
493	мы видим	1	1
494	зрения в	1	1
495	перед всеми	1	1
496	к их	1	1
497	в разные	1	1
498	поэтому и	1	1
499	нам удалось	1	1
500	к детской	1	1
501	непрерывно и	1	1
502	окружающей его	1	1
503	в качестве	8	1
504	уже не	5	1
505	уже в	1	1
506	только на	1	1
507	в нашей	1	1
508	этого нельзя	1	1
509	свидетельствует о	4	1
510	ее из	1	1
511	а то	2	1
512	для меня	1	1
513	ее не	2	1
514	случае не	1	1
515	заметить что	1	1
516	тем что	2	1
517	вследствие этой	2	1
518	следует признать	4	1
519	же еще	1	1
520	на стороне	1	1
521	и даже	1	1
522	в высшей	2	1
523	а именно	1	1
524	к которому	2	1
525	еще и	1	1
526	к его	3	1
527	и затем	1	1
528	только к	1	1
529	точке зрения	1	1
530	только по	1	1
531	а на	2	1
532	до конца	3	1
533	а не	15	1
534	зависит от	2	1
535	имея возможности	1	1
536	и оно	2	1
537	на эту	1	1
538	он и	2	1
539	именно поэтому	1	1
540	нет ничего	1	1
541	в историю	2	1
542	о возможности	1	1
543	наряду с	2	1
544	детей это	1	1
545	могут быть	4	1
546	общения с	1	1
547	в тот	1	1
548	по условиям	1	1
549	действительно так	1	1
550	быть не	4	1
551	к моменту	1	1
552	на разных	1	1
553	благодаря этому	1	1
554	же самое	1	1
555	пока еще	4	1
556	мире а	1	1
557	культуре это	1	1
558	не имея	1	1
559	ибо без	1	1
560	лишь из	1	1
561	еще более	1	1
562	приведенных выше	1	1
563	иначе обстоит	1	1
564	будто бы	3	1
565	или не	2	1
566	обстоит дело	1	1
567	в равной	1	1
568	в целях	1	1
569	жизни в	4	1
570	это все	1	1
571	сказать что	1	1
572	не замечать	1	1
573	проникнуть в	1	1
574	в своих	2	1
575	том числе	1	1
