N	2gram	Propp_Russ_2	Literetu
125	как все	1	2
126	а как	1	2
127	всяком случае	1	2
128	тем не	2	2
129	однако в	1	2
130	при всех	1	2
131	дело не	2	2
132	и является	1	2
133	как будто	1	2
134	этом отношении	1	2
135	могут быть	2	2
136	в поле	19	2
137	должен быть	2	2
138	ту же	1	2
139	в другом	1	2
140	о том	9	2
141	с одной	2	2
142	мир и	1	2
143	между тем	3	2
144	их не	1	2
145	по этому	2	2
146	только на	1	2
147	то и	4	2
148	так называемый	1	2
149	что для	3	2
150	для него	1	2
151	себе в	1	2
152	тем что	3	2
153	одной стороны	2	2
154	превращается в	1	2
155	из наиболее	2	2
156	не на	1	2
157	и м	8	2
158	тому как	3	2
159	можно было	2	2
160	не является	1	2
161	тем более	1	2
162	о своем	1	2
163	ко всему	1	2
164	же как	4	1
165	на самом	2	1
166	показать что	1	1
167	на две	2	1
168	и за	1	1
169	который в	1	1
170	мы не	6	1
171	уверен что	1	1
172	месту и	1	1
173	с руками	1	1
174	вопрос о	4	1
175	этом не	1	1
176	не была	1	1
177	в полной	1	1
178	которое в	2	1
179	это время	2	1
180	жизни столь	1	1
181	в xix	3	1
182	он был	1	1
183	в различных	1	1
184	тем как	1	1
185	ответ на	1	1
186	отношение к	1	1
187	не просто	1	1
188	ту сторону	1	1
189	что они	1	1
190	первый взгляд	1	1
191	же хотя	1	1
192	в одной	1	1
193	в различные	1	1
194	перед нами	1	1
195	как уже	2	1
196	и как	2	1
197	есть ли	1	1
198	куклу из	1	1
199	еще на	1	1
200	в которой	2	1
201	себя к	1	1
202	он в	1	1
203	в великой	1	1
204	право на	2	1
205	однако как	1	1
206	что к	1	1
207	после чего	2	1
208	на то	1	1
209	так сказать	1	1
210	при рассмотрении	2	1
211	в статье	1	1
212	подошедши к	1	1
213	и более	1	1
214	и по	3	1
215	так например	1	1
216	но все	1	1
217	в одну	1	1
218	а затем	4	1
219	и с	10	1
220	а по	1	1
221	знает что	1	1
222	новой жизни	1	1
223	чаще всего	1	1
224	из первых	1	1
225	и находит	1	1
226	смерть и	2	1
227	в них	4	1
228	он же	1	1
229	их как	1	1
230	куда-нибудь в	1	1
231	в ее	3	1
232	мы имеем	6	1
233	с тем	6	1
234	а за	4	1
235	не всегда	3	1
236	должно быть	2	1
237	такой же	1	1
238	который как	1	1
239	на первый	3	1
240	в эту	3	1
241	в этих	3	1
242	в г	2	1
243	и одно	1	1
244	этой связи	1	1
245	в советской	2	1
246	что от	3	1
247	на свою	1	1
248	не от	1	1
249	в которых	4	1
250	тот кто	1	1
251	если бы	1	1
252	как от	1	1
253	быть не	1	1
254	в послании	1	1
255	например и	1	1
256	что чем	1	1
257	что есть	1	1
258	она не	3	1
259	как о	1	1
260	не имеет	3	1
261	тогда когда	4	1
262	ее с	1	1
263	во время	12	1
264	на него	1	1
265	говорить о	1	1
266	когда они	2	1
267	о них	2	1
268	иметь в	1	1
269	это еще	1	1
270	к тебе	1	1
271	в день	7	1
272	другой стороны	1	1
273	для нас	6	1
274	только с	1	1
275	укладом жизни	1	1
276	в момент	2	1
277	все то	2	1
278	указание на	1	1
279	и другим	1	1
280	имеет место	1	1
281	что при	2	1
282	не единственный	1	1
283	быть назван	1	1
284	ничего общего	1	1
285	как мы	3	1
286	свою очередь	1	1
287	был уверен	1	1
288	и от	3	1
289	так в	2	1
290	к жизни	5	1
291	и иные	1	1
292	на нее	6	1
293	или в	7	1
294	мог бы	1	1
295	том где	1	1
296	к тем	1	1
297	с этого	1	1
298	собой и	1	1
299	на всю	1	1
300	но может	1	1
301	и здесь	1	1
302	не был	2	1
303	в состав	2	1
304	и что	5	1
305	очевидно что	2	1
306	можно сказать	1	1
307	это должно	1	1
308	затем в	1	1
309	на основе	1	1
310	все в	2	1
311	к нему	4	1
312	во всех	3	1
313	ему же	1	1
314	ее от	2	1
315	от них	1	1
316	этому поводу	2	1
317	и во	1	1
318	смертью и	1	1
319	во всей	1	1
320	и других	3	1
321	под именем	3	1
322	дома в	1	1
323	более что	1	1
324	это приводит	1	1
325	в литературе	1	1
326	платком и	1	1
327	тот же	1	1
328	в какой	1	1
329	но ее	1	1
330	иной характер	2	1
331	теперь уже	1	1
332	по убеждению	1	1
333	не можем	2	1
334	в большинстве	1	1
335	вернуться к	1	1
336	в виде	4	1
337	от других	1	1
338	тем сильнее	1	1
339	за ним	3	1
340	не так	1	1
341	в котором	3	1
342	представлений о	2	1
343	в одном	1	1
344	себя от	1	1
345	так как	13	1
346	ставит себе	1	1
347	представляют собой	7	1
348	нужно было	1	1
349	в исторической	1	1
350	что и	2	1
351	сюда же	2	1
352	именно в	4	1
353	человека а	2	1
354	с той	1	1
355	или под	2	1
356	а с	2	1
357	без особых	1	1
358	в некоторых	9	1
359	на основании	1	1
360	а на	9	1
361	до конца	3	1
362	ниже в	2	1
363	или с	3	1
364	и п	13	1
365	становится ясным	1	1
366	для этой	3	1
367	и если	1	1
368	него в	1	1
369	эти слова	1	1
370	смерть есть	1	1
371	многих случаях	2	1
372	в особенности	1	1
373	и на	6	1
374	на эту	2	1
375	такая форма	2	1
376	по существу	4	1
377	многих других	1	1
378	в состоянии	1	1
379	в это	1	1
380	этот не	1	1
381	места и	1	1
382	как например	3	1
383	к новому	1	1
384	и о	3	1
385	только для	1	1
386	этом и	2	1
387	из ряда	1	1
388	пока еще	2	1
389	под названием	2	1
390	моя не	1	1
391	другом месте	1	1
392	из которых	2	1
393	совершается на	1	1
394	и состоит	1	1
395	и другими	1	1
396	а к	2	1
397	от него	1	1
398	и все	4	1
399	у них	2	1
400	только что	1	1
401	или не	1	1
402	ее развития	1	1
403	жизни в	2	1
404	от первого	1	1
405	в свою	1	1
406	с ней	5	1
407	сказать что	1	1
408	только как	2	1
409	совершенно не	2	1
410	из этого	2	1
411	однако нет	1	1
412	время не	1	1
413	жизни по	1	1
414	многообразие этих	1	1
415	к этой	1	1
416	вместе с	6	1
417	к этому	5	1
418	значение в	1	1
419	и особенно	1	1
420	все что	1	1
