N	2gram	Tiupa_Narr_1	Myslijsy
487	в ряд	1	1
488	во втором	4	1
489	на одном	1	1
490	в глазах	1	1
491	частью в	1	1
492	следует обозначить	1	1
493	слов и	1	1
494	не знаю	1	1
495	может иметь	1	1
496	к нему	5	1
497	оно и	1	1
498	дело с	2	1
499	для себя	1	1
500	и быть	1	1
501	к их	1	1
502	ее смысл	1	1
503	имеет своим	1	1
504	который в	2	1
505	со всеми	1	1
506	человека с	1	1
507	от одной	2	1
508	этом что	1	1
509	в значении	1	1
510	времени когда	1	1
511	он существует	1	1
512	понимание было	1	1
513	никто не	1	1
514	цели и	1	1
515	не о	3	1
516	может служить	1	1
517	каждый из	2	1
518	при отсутствии	1	1
519	следует признать	2	1
520	к самому	2	1
521	в особенности	4	1
522	его мысли	1	1
523	а на	1	1
524	мы воспринимаем	1	1
525	или а	1	1
526	себе они	1	1
527	на ее	1	1
528	связаны с	1	1
529	нельзя сказать	1	1
530	именно в	6	1
531	а именно	3	1
532	и прежде	1	1
533	во второй	2	1
534	время было	1	1
535	по всей	2	1
536	и др	2	1
537	ей не	2	1
538	а за	1	1
539	стремится к	1	1
540	окружающих его	1	1
541	его как	2	1
542	как ни	2	1
543	когда же	1	1
544	за нею	1	1
545	оснований для	1	1
546	свидетельствует не	1	1
547	то она	2	1
548	очень часто	1	1
549	ко второй	1	1
550	все то	2	1
551	нее как	1	1
552	как представляется	2	1
553	которое в	1	1
554	некоторые из	1	1
555	человека к	1	1
556	не удается	1	1
557	делятся на	1	1
558	к своему	1	1
559	видит в	1	1
560	если оно	1	1
561	а если	2	1
562	в той	6	1
563	с точкой	2	1
564	прошедшего времени	1	1
565	что как	1	1
566	она названа	1	1
567	распадается на	1	1
568	к определению	1	1
569	с этой	1	1
570	той мере	1	1
571	чтобы сделать	1	1
572	не отличается	2	1
573	этом и	1	1
574	ни для	7	1
575	от нас	1	1
576	между собой	2	1
577	человек и	1	1
578	с содержанием	1	1
579	это часто	1	1
580	собственно говоря	1	1
581	было на	1	1
582	и совершенно	1	1
583	тем более	2	1
584	что касается	2	1
585	большую или	1	1
586	с собственно	1	1
587	есть уже	1	1
588	рассуждения или	1	1
589	но всегда	1	1
590	к ее	1	1
591	что слова	1	1
592	здесь только	1	1
593	связь с	1	1
594	вопрос как	1	1
595	нем самом	1	1
596	может и	1	1
597	две стороны	1	1
598	от всех	2	1
599	речи и	1	1
600	они еще	1	1
601	только о	2	1
602	который не	1	1
603	жизни и	3	1
604	но еще	1	1
605	ни на	1	1
606	от которой	1	1
607	в процессе	1	1
608	этой точки	2	1
