N	2gram	Bakhtin_Pr_2	Russkaja
278	и действительно	2	1
279	того же	1	1
280	связи между	1	1
281	он может	2	1
282	силы и	1	1
283	это и	1	1
284	идет о	2	1
285	показать что	2	1
286	смотрит на	1	1
287	время те	1	1
288	всякое иное	1	1
289	не хочет	1	1
290	ту же	1	1
291	можно лишь	1	1
292	с таким	1	1
293	в зависимости	3	1
294	яркое и	1	1
295	их и	3	1
296	есть не	1	1
297	на тех	1	1
298	мы не	1	1
299	же как	4	1
300	о церкви	1	1
301	и ничего	1	1
302	не была	1	1
303	он как	3	1
304	такое положение	1	1
305	в сущности	7	1
306	придется не	1	1
307	они были	1	1
308	формы в	2	1
309	без всякого	1	1
310	на них	2	1
311	не был	2	1
312	зрения все	1	1
313	друг к	3	1
314	в область	1	1
315	к этому	4	1
316	отказ от	1	1
317	но как	2	1
318	а только	2	1
319	точка зрения	7	1
320	есть по	1	1
321	к творчеству	1	1
322	из таких	1	1
323	в истории	2	1
324	в одной	5	1
325	которой они	1	1
326	перед нами	4	1
327	в полном	1	1
328	что по	1	1
329	от этого	1	1
330	вот на	1	1
331	взаимодействия между	1	1
332	должна руководить	1	1
333	еще на	1	1
334	в которой	2	1
335	ни один	3	1
336	бы не	3	1
337	что так	1	1
338	выражение в	3	1
339	но ведь	3	1
340	им в	4	1
341	только один	1	1
342	тому же	1	1
343	иначе и	1	1
344	но на	2	1
345	вследствие этого	1	1
346	он всегда	1	1
347	основным принципам	1	1
348	вообще не	1	1
349	на его	5	1
350	ему подобных	1	1
351	тем не	1	1
352	время и	1	1
353	а скорее	1	1
354	они в	1	1
355	же это	1	1
356	войти в	1	1
357	его можно	1	1
358	лишь с	1	1
359	так например	1	1
360	но все	4	1
361	это конечно	1	1
362	подход к	2	1
363	здесь мы	1	1
364	для всей	1	1
365	могла бы	1	1
366	об этом	3	1
367	и неизбежно	1	1
368	к другу	3	1
369	а по	1	1
370	то есть	50	1
371	гораздо труднее	1	1
372	в данной	1	1
373	входит в	9	1
374	заключается в	1	1
375	не умеет	1	1
376	с другими	7	1
377	его личности	2	1
378	это не	3	1
379	которая как	1	1
380	то все	1	1
381	в жизни	3	1
382	человека на	1	1
383	этого слова	2	1
384	это положение	1	1
385	она и	3	1
386	все равно	1	1
387	но сократ	1	1
388	со своими	6	1
389	не всегда	1	1
390	всегда и	2	1
391	для чего	1	1
392	нет и	3	1
393	еще одну	1	1
394	совершенно иному	1	1
395	ибо только	1	1
396	и того	1	1
397	одного и	2	1
398	что значит	2	1
399	нет для	1	1
400	от своего	1	1
401	а каждая	1	1
402	фактом что	1	1
403	прийти к	1	1
404	формы так	1	1
405	представление о	2	1
406	в которых	1	1
407	только но	1	1
408	для всякого	1	1
409	стало быть	3	1
410	надо чтобы	1	1
411	для данного	1	1
412	по крайней	2	1
413	и эти	1	1
414	который мы	1	1
415	смысл ее	1	1
416	вовсе не	7	1
417	даже в	6	1
418	все три	6	1
419	же мы	2	1
420	сознании в	1	1
421	если и	1	1
422	не менее	2	1
423	его целом	3	1
424	или что	1	1
425	что эта	2	1
426	самого начала	1	1
427	и всегда	2	1
428	дело в	1	1
429	а тогда	1	1
430	ее с	3	1
431	на себе	1	1
432	на него	2	1
433	не по	3	1
434	в основе	2	1
435	он еще	2	1
436	образом в	2	1
437	но только	2	1
438	себе самом	3	1
439	того и	1	1
440	найти в	1	1
441	казалось бы	1	1
442	с одним	2	1
443	бы все	1	1
444	более что	1	1
445	и теперь	1	1
446	особое значение	1	1
447	и сама	1	1
448	хочет быть	1	1
449	этом отношении	2	1
450	что на	1	1
451	или иных	1	1
452	являются уже	1	1
453	стороны и	1	1
454	нет ни	3	1
455	самостоятельность как	2	1
456	есть только	4	1
457	могут быть	4	1
458	чтобы сделать	1	1
459	человека в	5	1
460	как только	1	1
461	должны быть	1	1
462	всего в	1	1
463	одну и	1	1
464	третьей то	1	1
465	оно может	1	1
466	проявления этой	1	1
467	как мы	8	1
468	вступая в	1	1
469	с ее	3	1
470	как не	5	1
471	на нем	1	1
472	всего этого	3	1
473	в ее	3	1
474	только при	1	1
475	идет не	3	1
476	с самого	1	1
477	и когда	1	1
478	котором мы	1	1
479	что у	4	1
480	на службу	2	1
481	и себе	1	1
482	и ту	1	1
483	так и	3	1
484	не за	3	1
485	те же	2	1
486	его жизни	2	1
487	жизнь а	1	1
488	основанную на	1	1
489	по сравнению	2	1
490	а там	1	1
491	в эпоху	1	1
492	из одного	2	1
493	может в	1	1
494	другом месте	1	1
495	то они	2	1
496	этой статьи	1	1
497	никак не	1	1
498	одного из	1	1
499	и ставит	1	1
500	в новую	2	1
501	можно сказать	2	1
502	с другой	1	1
503	борьба с	1	1
504	а во	1	1
505	от них	2	1
506	может на	1	1
507	переходит в	2	1
508	высшей и	1	1
509	целиком в	1	1
510	свою новую	1	1
511	крайней мере	2	1
512	представления о	1	1
513	может иметь	1	1
514	происходит в	1	1
515	он есть	2	1
516	один из	2	1
517	образом как	1	1
518	поэтому для	1	1
519	обе эти	1	1
520	с ними	4	1
521	только сам	1	1
522	положение в	2	1
523	в разные	1	1
524	это стремление	1	1
525	нею в	1	1
526	они могут	3	1
527	никак нельзя	1	1
528	самом и	1	1
529	человека с	2	1
530	и истины	1	1
531	же и	1	1
532	в сторону	2	1
533	и у	2	1
534	или не	2	1
535	и сократ	1	1
536	а это	1	1
537	здесь же	1	1
538	этой новой	2	1
539	и обратно	1	1
540	и других	3	1
541	разума и	1	1
542	за ним	1	1
543	к своим	1	1
544	к мысли	1	1
545	если такое	1	1
546	и их	6	1
547	могло бы	1	1
548	свою точку	1	1
549	в прошлом	1	1
550	серьезного и	1	1
551	к ним	3	1
552	принципиально не	2	1
553	другом в	1	1
554	отдельного человека	1	1
555	превращается в	4	1
556	в очень	1	1
557	связан с	2	1
558	из среды	1	1
559	в свои	1	1
560	быть перед	1	1
561	не поддается	2	1
562	различны в	1	1
563	может ли	1	1
564	хоть и	3	1
565	на ее	1	1
566	может встретиться	2	1
567	по своим	2	1
568	человека а	1	1
569	и прежде	2	1
570	этом есть	1	1
571	как же	2	1
572	что не	5	1
573	для решения	1	1
574	а на	2	1
575	на этот	1	1
576	а за	2	1
577	не исключает	1	1
578	на которых	1	1
579	до конца	7	1
580	ничем не	2	1
581	не на	4	1
582	человеческой жизни	2	1
583	с которым	1	1
584	в свете	1	1
585	не допускает	1	1
586	из области	1	1
587	не об	3	1
588	всякому человеку	1	1
589	в одно	1	1
590	к сознанию	1	1
591	связь с	2	1
592	о себе	3	1
593	а вы	1	1
594	эта идея	1	1
595	но особенно	1	1
596	в самой	3	1
597	всех элементов	2	1
598	как это	2	1
599	в европе	1	1
600	с людьми	1	1
601	которые являются	1	1
602	в чужих	2	1
603	смысле этого	2	1
604	не удалось	1	1
605	из отдельных	1	1
606	быть не	1	1
607	и некоторые	2	1
608	своей жизни	3	1
609	числе и	2	1
610	сознании и	2	1
611	тех или	1	1
612	не является	3	1
613	его лежит	1	1
614	и ярко	1	1
615	идея на	1	1
616	это как	2	1
617	которая в	1	1
618	в те	1	1
619	любви и	1	1
620	единство все	1	1
621	ее и	1	1
622	бы в	5	1
623	тем более	1	1
624	сойтись друг	1	1
625	было только	1	1
626	и все	1	1
627	от всякого	1	1
628	к самому	1	1
629	а о	3	1
630	в свою	1	1
631	в какие	1	1
632	из тех	1	1
633	и внутренне	2	1
634	была бы	3	1
635	и живет	1	1
636	к его	1	1
637	всех других	1	1
638	отношению к	8	1
639	что ни	1	1
640	есть то	1	1
641	себе но	1	1
642	человека является	1	1
643	только она	2	1
644	том числе	2	1
645	они не	2	1
