N	2gram	Bakhtin_Pr_1	DiskursI
266	слово же	1	1
267	и должен	1	1
268	и за	1	1
269	той же	5	1
270	характеристик и	1	1
271	к предмету	1	1
272	и само	1	1
273	в полной	1	1
274	я не	3	1
275	но уже	1	1
276	и завершающей	1	1
277	степени как	1	1
278	как свой	2	1
279	меньшей степени	1	1
280	культурной традиции	2	1
281	себе а	1	1
282	предметом и	1	1
283	он сам	3	1
284	это принцип	1	1
285	иного рода	1	1
286	этих миров	1	1
287	как целое	2	1
288	а только	1	1
289	не то	1	1
290	и всякий	1	1
291	такой герой	2	1
292	формы героя	1	1
293	себе и	3	1
294	нет и	1	1
295	что они	1	1
296	были не	1	1
297	определенными и	1	1
298	рассказа до	1	1
299	независимо от	1	1
300	из возможных	2	1
301	его на	2	1
302	не согласиться	1	1
303	героя то	1	1
304	с их	5	1
305	построения целого	1	1
306	и нет	2	1
307	жизненного пути	1	1
308	в противном	1	1
309	это тоже	1	1
310	структурной особенности	1	1
311	и художественного	1	1
312	тем же	1	1
313	сходятся в	1	1
314	есть его	1	1
315	собственном мире	1	1
316	со своей	1	1
317	в которой	2	1
318	бы и	4	1
319	что это	1	1
320	образом и	1	1
321	он в	3	1
322	в нашем	1	1
323	из этих	1	1
324	по преимуществу	2	1
325	сознания с	2	1
326	другом случае	1	1
327	в случае	1	1
328	быть только	1	1
329	что она	6	1
330	противном случае	1	1
331	время и	1	1
332	он не	5	1
333	с ней	1	1
334	которых зиждется	1	1
335	раздвоенности не	1	1
336	к некоторому	1	1
337	литературных произведений	1	1
338	произведении как	1	1
339	всех этих	2	1
340	к одному	1	1
341	к собственному	1	1
342	войти в	2	1
343	одному и	1	1
344	или иных	1	1
345	дистанции между	1	1
346	одно и	1	1
347	но все	5	1
348	мы его	2	1
349	не будет	1	1
350	в мире	6	1
351	этих форм	1	1
352	и других	1	1
353	с другими	7	1
354	этим достигается	1	1
355	может стать	1	1
356	действительности в	1	1
357	которая как	1	1
358	на почве	3	1
359	то все	1	1
360	этом смысле	10	1
361	приходит в	1	1
362	в жизни	2	1
363	которому и	1	1
364	для них	1	1
365	полифонического романа	7	1
366	их взаимоотношения	1	1
367	с этой	2	1
368	со своими	2	1
369	и вне	1	1
370	мы видели	1	1
371	мы не	1	1
372	слова и	1	1
373	потому и	1	1
374	автора и	5	1
375	как таковой	2	1
376	как такое	1	1
377	к правде	1	1
378	или точнее	1	1
379	таким же	3	1
380	художественного творчества	3	1
381	свою речь	1	1
382	лежат в	1	1
383	а как	7	1
384	не становится	5	1
385	с точки	13	1
386	системное единство	1	1
387	не столько	1	1
388	в первый	1	1
389	как совокупность	1	1
390	своем собственном	1	1
391	должны были	1	1
392	искусства не	1	1
393	поэтому в	2	1
394	мир и	5	1
395	в философии	1	1
396	в россии	2	1
397	его к	2	1
398	что было	4	1
399	не могли	1	1
400	том и	1	1
401	слов о	1	1
402	образ не	1	1
403	творческой активности	1	1
404	раз и	4	1
405	если и	1	1
406	как точка	1	1
407	с миром	1	1
408	период своего	1	1
409	до конца	8	1
410	до известной	1	1
411	как можно	2	1
412	даже не	1	1
413	и художественной	1	1
414	самого начала	2	1
415	не имеет	1	1
416	построения образа	1	1
417	дело в	1	1
418	сознания это	1	1
419	и притом	1	1
420	в русской	1	1
421	образом в	1	1
422	но только	1	1
423	появляется в	1	1
424	в структуре	2	1
425	такова что	1	1
426	не все	1	1
427	словесного выражения	1	1
428	действительно в	1	1
429	к концу	1	1
430	это слово	1	1
431	о чем-то	1	1
432	на него	3	1
433	здесь же	1	1
434	входят в	2	1
435	как будто	3	1
436	героя а	5	1
437	этом отношении	3	1
438	рассказчик и	1	1
439	в каком	1	1
440	точке зрения	3	1
441	настоящего времени	1	1
442	личности в	4	1
443	и оно	1	1
444	взаимодействия с	1	1
445	не могут	6	1
446	в речах	1	1
447	во все	2	1
448	здесь совершенно	1	1
449	и вполне	2	1
450	про себя	1	1
451	об одном	1	1
452	глубокое и	3	1
453	всего в	1	1
454	его с	1	1
455	выходе за	1	1
456	все еще	1	1
457	активности в	1	1
458	если же	3	1
459	в работе	1	1
460	и это	5	1
461	наблюдений над	1	1
462	нельзя выдумать	1	1
463	и сами	1	1
464	здесь не	1	1
465	и от	2	1
466	чтобы быть	1	1
467	только то	3	1
468	с самого	1	1
469	и про	1	1
470	и сам	2	1
471	что каждый	1	1
472	те же	2	1
473	не трудно	1	1
474	мне как	1	1
475	он говорит	1	1
476	здесь как	1	1
477	в плоскости	4	1
478	человека можно	1	1
479	как таковые	1	1
480	как возможное	1	1
481	во второй	1	1
482	авторской индивидуальности	1	1
483	мыслью и	1	1
484	не исчерпывается	1	1
485	если бы	9	1
486	из одного	4	1
487	полной мере	1	1
488	развития в	1	1
489	типа но	1	1
490	то они	2	1
491	не позволяет	2	1
492	к одной	1	1
493	достигается не	1	1
494	героя не	5	1
495	мире она	1	1
496	утверждает что	1	1
497	один голос	1	1
498	к нему	6	1
499	определение и	1	1
500	тем или	2	1
501	творчества в	1	1
502	а потому	2	1
503	отметить что	1	1
504	этом как	1	1
505	утрачивает свою	1	1
506	наконец в	2	1
507	романа в	3	1
508	в книгу	1	1
509	а его	2	1
510	исключительной важности	1	1
511	и мы	1	1
512	он видел	1	1
513	известном смысле	1	1
514	целое в	1	1
515	речь о	1	1
516	согласиться с	1	1
517	одного сознания	9	1
518	не средство	1	1
519	и действительно	1	1
520	выбора и	1	1
521	или же	2	1
522	самого говорящего	1	1
523	в уста	3	1
524	только при	1	1
525	я в	1	1
526	в большинстве	2	1
527	то и	2	1
528	слова не	1	1
529	большинстве случаев	2	1
530	в известном	1	1
531	его и	2	1
532	за ним	3	1
533	и их	1	1
534	всяком случае	3	1
535	нет она	1	1
536	и романа	1	1
537	в конце	6	1
538	не о	2	1
539	может служить	1	1
540	друг друга	3	1
541	повесть о	1	1
542	как раз	6	1
543	автора как	3	1
544	или напротив	1	1
545	но эти	2	1
546	выходит за	1	1
547	в области	1	1
548	рассматриваемые в	1	1
549	до сих	2	1
550	оно лишь	1	1
551	и чем	1	1
552	а именно	1	1
553	было бы	5	1
554	себя и	2	1
555	на которых	1	1
556	нового времени	3	1
557	к более	2	1
558	от этого	1	1
559	ничем не	1	1
560	не на	4	1
561	принципиально не	1	1
562	изображенного с	1	1
563	их сочетания	1	1
564	на который	1	1
565	этом случае	1	1
566	на слово	1	1
567	в одно	1	1
568	несмотря на	6	1
569	к сознанию	2	1
570	с помощью	1	1
571	является его	1	1
572	в творчестве	5	1
573	не способна	2	1
574	ближе всего	1	1
575	во множестве	1	1
576	только его	1	1
577	романного жанра	1	1
578	что вся	1	1
579	до настоящего	1	1
580	целом ряде	3	1
581	если оно	1	1
582	в той	2	1
583	что всякое	1	1
584	романе достоевского	7	1
585	не создает	1	1
586	этого слова	1	1
587	в чистом	1	1
588	на языке	2	1
589	в контексте	2	1
590	быть и	1	1
591	сих пор	2	1
592	в основном	1	1
593	как предмет	4	1
594	автором но	1	1
595	не об	2	1
596	в смысле	2	1
597	о мире	6	1
598	тому или	1	1
599	тех или	1	1
600	в книге	1	1
601	особенность также	1	1
602	с авторской	2	1
603	не достигает	1	1
604	не существует	1	1
605	понятно что	1	1
606	в результате	4	1
607	вопрос о	2	1
608	или иным	1	1
609	себя самого	2	1
610	у них	1	1
611	у достоевского	16	1
612	это он	1	1
613	от того	4	1
614	своей индивидуальной	1	1
615	мы должны	3	1
616	пушкиным в	1	1
617	в большей	1	1
618	или между	1	1
619	но это	4	1
620	быть отнесены	1	1
621	лежит в	1	1
622	личности и	1	1
623	отношении к	3	1
624	но отчасти	1	1
625	нами не	1	1
626	не знает	3	1
627	или иного	1	1
628	людей но	1	1
629	на своем	1	1
630	этот термин	1	1
631	также не	2	1
632	и другие	1	1
633	случае если	1	1
634	значение а	1	1
635	событий в	1	1
636	в таком	1	1
