N	2gram	Vinokur_St_1	Myshleni
185	который в	1	3
186	между тем	3	3
187	по этому	3	3
188	если мы	1	3
189	в виде	3	3
190	и их	2	3
191	сами по	1	3
192	этом отношении	7	3
193	или иной	1	3
194	к которому	4	3
195	а с	3	3
196	с этой	3	3
197	в результате	3	3
198	с ней	1	3
199	другой стороны	7	3
200	их с	1	3
201	с несомненностью	1	3
202	к этому	1	3
203	и то	5	2
204	едва ли	1	2
205	то же	5	2
206	и могут	1	2
207	а как	2	2
208	мы называем	1	2
209	в чем	3	2
210	с его	1	2
211	бы в	1	2
212	что как	2	2
213	хотя и	1	2
214	что по	1	2
215	бы с	1	2
216	но все	4	2
217	это тот	1	2
218	с их	1	2
219	в себе	2	2
220	связанные с	3	2
221	нас сейчас	2	2
222	слова не	1	2
223	в нем	5	2
224	об этом	3	2
225	а по	1	2
226	того или	4	2
227	в них	1	2
228	это положение	1	2
229	в один	1	2
230	со всей	1	2
231	в этих	2	2
232	в своей	6	2
233	одним и	2	2
234	место в	1	2
235	всякий раз	2	2
236	которые должны	1	2
237	в корне	1	2
238	и эти	1	2
239	однако в	1	2
240	бы быть	1	2
241	нас к	1	2
242	тому что	3	2
243	можно ли	4	2
244	но они	1	2
245	тем самым	2	2
246	на котором	1	2
247	одна из	1	2
248	в плане	1	2
249	к изучению	1	2
250	вытекает из	2	2
251	имеем дело	2	2
252	на себя	1	2
253	они являются	1	2
254	и его	8	2
255	из того	2	2
256	в каком	3	2
257	очень часто	3	2
258	вся разница	1	2
259	той или	1	2
260	оно не	1	2
261	только при	1	2
262	своей речи	1	2
263	ясно что	10	2
264	еще в	1	2
265	мы в	1	2
266	основана на	1	2
267	поэтому в	3	2
268	для этого	2	2
269	внимание на	3	2
270	говорит об	2	2
271	а также	2	2
272	или иначе	2	2
273	и во	2	2
274	и только	3	2
275	в свете	1	2
276	этом смысле	1	2
277	знаков в	1	2
278	всех этих	2	2
279	так что	6	2
280	уже не	1	2
281	в начале	3	2
282	является не	4	2
283	и других	1	2
284	он имеет	1	2
285	слова в	1	2
286	как их	1	2
287	в одном	1	2
288	каждый из	1	2
289	с той	1	2
290	представляется в	1	2
291	на этот	3	2
292	которых мы	1	2
293	от всех	1	2
294	виде в	1	2
295	ни на	2	2
296	и потому	2	2
297	которые являются	1	2
298	в течение	1	2
299	такого рода	2	2
300	в тех	3	2
301	иначе говоря	1	2
302	является для	1	2
303	этом и	1	2
304	и для	3	2
305	которых он	1	2
306	что там	2	2
307	и от	1	2
308	включает в	1	2
309	или в	1	2
310	которой можно	2	2
311	о котором	2	2
312	для нас	7	2
313	тот же	1	2
314	или иного	4	2
315	отношению к	3	2
316	в своих	2	2
317	как на	1	2
318	в таком	3	2
319	в роли	1	2
320	даже более	1	1
321	отношения к	2	1
322	также и	9	1
323	должен быть	3	1
324	по отдельным	1	1
325	словами и	1	1
326	этого последнего	1	1
327	и до	1	1
328	на две	1	1
329	из его	1	1
330	видеть в	1	1
331	и этот	1	1
332	по его	2	1
333	например в	8	1
334	полагает что	1	1
335	смотреть на	1	1
336	им самим	1	1
337	по мнению	3	1
338	хотя сам	1	1
339	себе как	1	1
340	все уже	1	1
341	вопрос о	4	1
342	каждый отдельный	1	1
343	каком случае	1	1
344	который был	1	1
345	так чтобы	1	1
346	почти исключительно	1	1
347	с но	1	1
348	от друга	1	1
349	схеме которую	1	1
350	бы то	1	1
351	данных которые	1	1
352	во всех	8	1
353	мысль что	1	1
354	бы она	1	1
355	совсем не	2	1
356	достаточно для	2	1
357	тех же	1	1
358	очевидно что	1	1
359	как справедливо	1	1
360	отношение к	2	1
361	в наиболее	1	1
362	не просто	1	1
363	друг от	1	1
364	общего правила	1	1
365	значение для	1	1
366	конечно совершенно	1	1
367	общего с	3	1
368	чем мы	1	1
369	предполагает в	1	1
370	кроме того	1	1
371	и заслуживающий	1	1
372	в очень	3	1
373	целый ряд	2	1
374	и понимания	1	1
375	не являются	3	1
376	самое важное	1	1
377	на какой	1	1
378	или иную	1	1
379	впечатление что	1	1
380	еще на	1	1
381	не приходится	1	1
382	в которой	4	1
383	бы и	4	1
384	тот общий	1	1
385	он в	1	1
386	бы не	2	1
387	что так	3	1
388	думать что	2	1
389	случае можно	1	1
390	но ведь	8	1
391	вообще не	2	1
392	сейчас не	1	1
393	чтобы он	1	1
394	раз когда	1	1
395	чем у	2	1
396	по существу	2	1
397	которых эта	1	1
398	до конца	1	1
399	том чтобы	1	1
400	ни были	2	1
401	наших глазах	2	1
402	что каждая	1	1
403	он так	1	1
404	или правильнее	1	1
405	приходим к	1	1
406	что ни	2	1
407	значительной степени	1	1
408	то ни	1	1
409	для всей	1	1
410	могла бы	1	1
411	что все	2	1
412	вместе взятые	1	1
413	являются для	1	1
414	и с	3	1
415	которой является	1	1
416	разница между	2	1
417	между одним	1	1
418	и обратно	1	1
419	на путь	1	1
420	известно что	1	1
421	и тем	3	1
422	и методологическая	1	1
423	которым он	1	1
424	только одно	1	1
425	для них	1	1
426	о которых	1	1
427	и вы	1	1
428	является их	1	1
429	методологическом отношении	1	1
430	деле изучения	2	1
431	в слове	5	1
432	во внимание	1	1
433	которой он	1	1
434	всегда и	1	1
435	несмотря на	2	1
436	чем в	3	1
437	является основой	1	1
438	сейчас мы	1	1
439	такой же	5	1
440	нисколько не	2	1
441	которую он	1	1
442	первой ступенью	1	1
443	и при	1	1
444	нас не	1	1
445	в такой	2	1
446	свободен от	2	1
447	это делает	1	1
448	почти не	1	1
449	каждого отдельного	1	1
450	представление о	4	1
451	степени не	1	1
452	от себя	1	1
453	является еще	1	1
454	бы мы	2	1
455	сих пор	7	1
456	мы теперь	1	1
457	результате этого	1	1
458	ряда других	1	1
459	что было	1	1
460	и более	2	1
461	том же	1	1
462	каждой его	1	1
463	и вообще	3	1
464	даже в	3	1
465	не для	2	1
466	так называемого	1	1
467	и очень	4	1
468	этой области	5	1
469	с точки	8	1
470	случае в	4	1
471	остается несомненным	1	1
472	дело не	4	1
473	не имеет	4	1
474	в сущности	2	1
475	к этим	1	1
476	на него	2	1
477	не по	3	1
478	опираться на	1	1
479	констатировать что	1	1
480	не могло	1	1
481	чем он	1	1
482	только и	1	1
483	вывод который	1	1
484	которых по	1	1
485	что их	1	1
486	явление в	1	1
487	ту мысль	1	1
488	и является	1	1
489	и чувства	1	1
490	речи тем	1	1
491	уже и	1	1
492	больше того	1	1
493	ему не	1	1
494	не потому	1	1
495	том отношении	4	1
496	у нас	11	1
497	освобождается от	1	1
498	начиная с	2	1
499	вопроса но	1	1
500	и другой	1	1
501	числе и	2	1
502	с полной	1	1
503	и другим	1	1
504	бы это	2	1
505	что при	2	1
506	самостоятельно и	1	1
507	в применении	3	1
508	для себя	3	1
509	опираясь на	1	1
510	вещей в	1	1
511	в виду	1	1
512	но при	1	1
513	в ней	3	1
514	без всякого	2	1
515	в ее	4	1
516	данном случае	6	1
517	язык и	1	1
518	было сделать	1	1
519	стр и	5	1
520	на той	1	1
521	таком виде	1	1
522	что у	4	1
523	является чрезвычайно	1	1
524	в другом	3	1
525	за то	3	1
526	собой по	1	1
527	здесь нет	1	1
528	до сих	7	1
529	вокруг этого	1	1
530	она была	1	1
531	во многих	3	1
532	в эпоху	2	1
533	в последнем	1	1
534	против этого	1	1
535	о нем	1	1
536	постановке вопроса	1	1
537	другом месте	2	1
538	функция а	1	1
539	на вопрос	4	1
540	многих случаях	2	1
541	быть приняты	1	1
542	в глаза	1	1
543	утверждает что	1	1
544	отметить того	1	1
545	все его	1	1
546	и который	1	1
547	может не	2	1
548	что эта	2	1
549	к истине	1	1
550	но столь	1	1
551	которые мы	1	1
552	этому поводу	2	1
553	за основу	2	1
554	и всякая	1	1
555	помимо того	1	1
556	еще однако	1	1
557	для той	1	1
558	отметить что	2	1
559	во всей	1	1
560	в форме	1	1
561	в другой	1	1
562	если это	3	1
563	является результатом	1	1
564	в это	1	1
565	судить по	1	1
566	говорит в	2	1
567	не так	1	1
568	указывает что	1	1
569	на которой	2	1
570	этого материала	1	1
571	том как	4	1
572	что только	1	1
573	только у	2	1
574	сомнению что	1	1
575	мне кажется	5	1
576	нуждается в	1	1
577	самые разнообразные	1	1
578	деле не	1	1
579	можно уже	1	1
580	а только	1	1
581	голосом и	1	1
582	из которого	2	1
583	есть в	2	1
584	не отметить	1	1
585	стоят перед	1	1
586	мы очень	1	1
587	и выработки	1	1
588	получается по	1	1
589	как например	1	1
590	еще одну	1	1
591	целого ряда	2	1
592	каким образом	1	1
593	при помощи	2	1
594	если судить	1	1
595	например к	1	1
596	ту или	1	1
597	обратиться к	1	1
598	который как	2	1
599	был бы	1	1
600	одно из	2	1
601	представить себе	1	1
602	мы находим	4	1
603	в конце	3	1
604	вовсе не	19	1
605	слово как	1	1
606	с этими	1	1
607	о которой	3	1
608	не о	1	1
609	и язык	1	1
610	но что	1	1
611	дело и	1	1
612	у него	2	1
613	случае не	2	1
614	связано с	1	1
615	которые могут	1	1
616	и делает	1	1
617	с общим	1	1
618	без того	1	1
619	и даже	5	1
620	точек зрения	1	1
621	разные и	1	1
622	с известным	1	1
623	за пределы	2	1
624	здесь в	1	1
625	а именно	3	1
626	представляет собою	2	1
627	такое же	1	1
628	но о	1	1
629	что не	3	1
630	что для	3	1
631	говорит о	3	1
632	обратить внимание	1	1
633	превращается в	2	1
634	чтобы убедиться	1	1
635	а главное	1	1
636	не на	1	1
637	самое слово	1	1
638	а не	16	1
639	был свободен	1	1
640	каждому отдельному	1	1
641	но каждый	1	1
642	подобного рода	1	1
643	выяснить на	1	1
644	на эту	4	1
645	более высоким	1	1
646	не видит	1	1
647	уже давно	1	1
648	бы оно	1	1
649	так называемой	2	1
650	на который	2	1
651	вопрос можно	1	1
652	в малой	1	1
653	такой форме	1	1
654	какого бы	1	1
655	эту ошибку	1	1
656	обратил внимание	1	1
657	в данном	14	1
658	видит в	1	1
659	той и	1	1
660	так или	2	1
661	в той	6	1
662	применении к	3	1
663	что же	6	1
664	и там	1	1
665	им с	1	1
666	которые по	1	1
667	да и	3	1
668	быть не	1	1
669	этом случае	2	1
670	в одних	1	1
671	в так	1	1
672	точно и	2	1
673	но для	2	1
674	как раз	4	1
675	похоже на	1	1
676	к вопросу	1	1
677	это явление	2	1
678	вопрос в	3	1
679	указать на	1	1
680	не подлежит	1	1
681	это можно	3	1
682	к данной	1	1
683	научного изучения	4	1
684	или нет	1	1
685	эти особенности	1	1
686	вообще в	1	1
687	конце концов	1	1
688	хотя бы	6	1
689	увидим ниже	1	1
690	этот раз	2	1
691	на более	1	1
692	те из	1	1
693	всеми его	1	1
694	но если	4	1
695	в представлении	2	1
696	него в	1	1
697	по поводу	7	1
698	уже после	1	1
699	но в	10	1
700	который не	2	1
701	точно так	1	1
702	том числе	2	1
