N	2gram	Nazirov_Tv_2	Marksizm
144	xix века	7	3
145	и от	4	3
146	нет ничего	3	3
147	совершенно не	1	3
148	это и	1	3
149	говорили о	1	2
150	ту же	1	2
151	нем нет	1	2
152	одним из	3	2
153	же как	3	2
154	связана с	1	2
155	не остается	1	2
156	в какой-то	1	2
157	внутренний мир	1	2
158	мы уже	1	2
159	той же	1	2
160	со всех	1	2
161	таком случае	2	2
162	это отношение	1	2
163	и он	2	2
164	всех сторон	1	2
165	свою очередь	1	2
166	но при	1	2
167	быть в	1	2
168	в чем	4	2
169	то мы	1	2
170	не все	1	2
171	не просто	1	2
172	в одной	3	2
173	однако не	1	2
174	его к	1	2
175	то в	1	2
176	из этих	1	2
177	в себе	3	2
178	на стадии	1	2
179	если он	5	2
180	он ни	1	2
181	первой части	4	2
182	можно было	1	2
183	человека в	3	2
184	в работе	1	2
185	что все	1	2
186	в другом	1	2
187	и с	8	2
188	ведь в	1	2
189	ни в	1	2
190	для них	1	2
191	это положение	1	2
192	от него	1	2
193	жизни но	1	2
194	должно быть	1	2
195	общества и	1	2
196	это делает	1	2
197	первым и	1	2
198	точку зрения	2	2
199	в философии	1	2
200	и более	1	2
201	и относительно	1	2
202	зрения и	1	2
203	тому что	1	2
204	эта мысль	2	2
205	в русской	2	2
206	в основе	2	2
207	одна из	3	2
208	как она	1	2
209	и является	1	2
210	в сознании	1	2
211	у нас	2	2
212	от их	1	2
213	ни о	1	2
214	нет ни	1	2
215	могут быть	2	2
216	во все	1	2
217	числе и	1	2
218	является одним	1	2
219	к тому	1	2
220	она не	1	2
221	в виду	1	2
222	что само	1	2
223	культуры и	1	2
224	никогда не	11	2
225	мог бы	1	2
226	между собой	1	2
227	если бы	4	2
228	и вообще	2	2
229	и даже	5	2
230	по мере	1	2
231	о том	5	2
232	за пределами	1	2
233	художественный образ	1	2
234	этот момент	1	2
235	что и	1	2
236	и только	2	2
237	является объектом	1	2
238	ни к	2	2
239	в литературе	2	2
240	что он	6	2
241	целом ряде	1	2
242	и др	3	2
243	и других	2	2
244	менее всего	1	2
245	школы и	1	2
246	и их	1	2
247	всяком случае	2	2
248	так как	3	2
249	как раз	1	2
250	тем что	3	2
251	и сознание	1	2
252	и прежде	1	2
253	что не	3	2
254	зависит от	2	2
255	одну из	1	2
256	его именно	1	2
257	в частности	2	2
258	образ и	2	2
259	в первой	2	2
260	этого слова	1	2
261	с этой	3	2
262	в свою	1	2
263	но если	2	2
264	в романе	15	2
265	не знает	1	2
266	отношению к	3	2
267	из этого	2	2
268	вся история	1	2
269	в своих	3	2
270	в таком	3	2
271	том числе	1	2
272	а между	1	1
273	от этой	2	1
274	неотделима от	2	1
275	лишь ее	1	1
276	например в	5	1
277	должен быть	1	1
278	не видим	1	1
279	и без	2	1
280	отметим что	1	1
281	и до	1	1
282	века в	1	1
283	из всех	1	1
284	часть работы	1	1
285	за другом	1	1
286	элементами романа	1	1
287	говорить о	2	1
288	с философским	1	1
289	жизни как	1	1
290	в целом	6	1
291	и ни	1	1
292	из действительности	1	1
293	там нет	2	1
294	он сам	3	1
295	столь же	1	1
296	в различных	1	1
297	с его	1	1
298	чуть ли	1	1
299	не без	1	1
300	иного рода	1	1
301	отказ от	1	1
302	на основе	1	1
303	но как	1	1
304	а только	1	1
305	морали и	1	1
306	ответ на	1	1
307	должны были	1	1
308	и диалога	1	1
309	отношение к	1	1
310	значение имеет	1	1
311	ней в	1	1
312	это был	3	1
313	хотя и	4	1
314	и наконец	2	1
315	том где	1	1
316	для которого	2	1
317	романе не	1	1
318	еще на	1	1
319	что это	1	1
320	или во	1	1
321	к самому	2	1
322	тоже не	2	1
323	в этой	5	1
324	в известном	1	1
325	с их	1	1
326	нами в	1	1
327	во многих	2	1
328	но ведь	2	1
329	и если	2	1
330	главным образом	1	1
331	не внешнее	1	1
332	сказать в	1	1
333	как личность	1	1
334	эта система	1	1
335	поскольку он	1	1
336	не значит	1	1
337	дать лишь	1	1
338	них нет	1	1
339	и вот	1	1
340	в россии	2	1
341	их в	2	1
342	у пушкина	3	1
343	в плане	3	1
344	способен на	1	1
345	и по	2	1
346	в образе	3	1
347	так например	3	1
348	человек с	1	1
349	ни был	1	1
350	этого вопроса	1	1
351	же не	2	1
352	значение в	1	1
353	речи или	1	1
354	об этой	1	1
355	поэтому с	1	1
356	а по	1	1
357	ней нет	1	1
358	мы на	1	1
359	является общим	1	1
360	это не	7	1
361	понять его	1	1
362	к анализу	2	1
363	то все	1	1
364	после этого	1	1
365	действительности он	1	1
366	но уже	3	1
367	нет в	1	1
368	со своими	2	1
369	процесс и	1	1
370	всегда и	1	1
371	мы видели	1	1
372	отказаться от	2	1
373	для реализации	1	1
374	очень важный	1	1
375	еще в	1	1
376	в один	1	1
377	мы как	1	1
378	во время	1	1
379	метода в	1	1
380	не зависит	1	1
381	сам и	1	1
382	или вернее	1	1
383	что я	2	1
384	сведена к	1	1
385	является только	1	1
386	есть его	1	1
387	образом и	1	1
388	и всякого	1	1
389	является так	1	1
390	где нет	2	1
391	в устах	2	1
392	время был	1	1
393	в меру	1	1
394	тем самым	4	1
395	xviii века	2	1
396	виду что	1	1
397	мышления и	1	1
398	особая функция	1	1
399	на него	2	1
400	всей их	1	1
401	и имеет	1	1
402	он с	1	1
403	первая часть	4	1
404	в русском	1	1
405	к ней	1	1
406	потому что	7	1
407	для анализа	2	1
408	здесь же	1	1
409	то этот	1	1
410	соотносится с	1	1
411	перед ним	1	1
412	стороны и	1	1
413	в духе	4	1
414	в роде	1	1
415	как только	1	1
416	отличается от	1	1
417	одну и	1	1
418	той или	1	1
419	внутреннего движения	1	1
420	если же	1	1
421	в применении	1	1
422	из всего	1	1
423	не делает	1	1
424	характер и	1	1
425	только то	1	1
426	действия и	2	1
427	приводит к	2	1
428	и элементарного	1	1
429	мы наблюдаем	1	1
430	почти ничего	1	1
431	связан с	1	1
432	особенно в	2	1
433	вошел в	1	1
434	в которые	1	1
435	с человеком	1	1
436	форме в	1	1
437	образом в	1	1
438	в конкретизации	1	1
439	о нем	1	1
440	познания и	2	1
441	влечет за	2	1
442	же необходимо	1	1
443	и должно	1	1
444	не означает	2	1
445	и что	2	1
446	творческий процесс	3	1
447	как наиболее	1	1
448	ее и	1	1
449	мере своего	1	1
450	нет это	1	1
451	и лишь	2	1
452	в которую	2	1
453	и требует	1	1
454	но нет	1	1
455	в художественной	1	1
456	века и	1	1
457	в ту	2	1
458	а его	1	1
459	условия для	1	1
460	и мир	1	1
461	ориентация в	1	1
462	вырастают в	1	1
463	образом как	1	1
464	мы видим	4	1
465	с ними	2	1
466	пришел к	1	1
467	но ни	1	1
468	наше время	2	1
469	или же	1	1
470	с одной	1	1
471	без этого	1	1
472	взятая в	1	1
473	так что	2	1
474	от одной	1	1
475	опыта к	1	1
476	ясной и	1	1
477	уже не	3	1
478	и внутреннего	1	1
479	уже в	2	1
480	друг за	1	1
481	которую она	1	1
482	от социальной	1	1
483	или даже	2	1
484	при помощи	2	1
485	а потому	1	1
486	в одном	2	1
487	наука о	1	1
488	сами по	1	1
489	у этих	1	1
490	не о	1	1
491	может служить	2	1
492	как явления	1	1
493	со стороны	1	1
494	имеет лишь	1	1
495	идеологической сфере	1	1
496	и мотивов	1	1
497	романа в	1	1
498	что для	1	1
499	в идеологию	1	1
500	превращается в	3	1
501	весь роман	2	1
502	в любой	1	1
503	идеи в	2	1
504	как ни	1	1
505	человек в	1	1
506	и случайно	1	1
507	под влиянием	1	1
508	уже давно	1	1
509	отметим лишь	1	1
510	каждом из	1	1
511	к нескольким	1	1
512	сделать его	1	1
513	как это	1	1
514	в рамках	1	1
515	но не	5	1
516	и проблема	1	1
517	требует от	1	1
518	к жизни	2	1
519	применении к	1	1
520	не видят	1	1
521	мы же	1	1
522	значит что	1	1
523	лежит в	1	1
524	ли не	2	1
525	остается в	1	1
526	к другим	1	1
527	сооружения или	1	1
528	литературе в	1	1
529	в наше	2	1
530	отвечает на	1	1
531	изменения в	1	1
532	такого рода	1	1
533	такое понимание	1	1
534	а все	1	1
535	в силах	2	1
536	человек и	1	1
537	лишь одна	1	1
538	этой главе	1	1
539	важно было	1	1
540	находит свое	1	1
541	не должен	1	1
542	только с	2	1
543	более всего	2	1
544	и другие	1	1
545	быть понята	1	1
546	он же	2	1
547	с ней	1	1
548	была бы	1	1
549	не понимают	1	1
550	но этот	1	1
551	в последнем	1	1
552	процессы в	2	1
553	нас не	1	1
554	и особенно	1	1
