N	2gram	Potebnia_M_2	Tvorches
257	то это	3	1
258	же что	3	1
259	всех сторон	1	1
260	свою очередь	6	1
261	дает им	1	1
262	между собой	1	1
263	быть в	1	1
264	с его	2	1
265	во всех	7	1
266	связи между	1	1
267	не без	1	1
268	в создании	3	1
269	сознании все	1	1
270	а тем	1	1
271	и и	1	1
272	но как	1	1
273	а только	8	1
274	сознания не	1	1
275	не все	2	1
276	если в	3	1
277	ответ на	1	1
278	в жизни	2	1
279	отношение к	1	1
280	противоречиями в	1	1
281	значение имеет	1	1
282	это самое	2	1
283	общего с	2	1
284	с этим	7	1
285	однако не	1	1
286	перед нами	1	1
287	кому хочется	1	1
288	в мысли	5	1
289	условий создания	1	1
290	и как	6	1
291	его к	1	1
292	с г	1	1
293	в противоположность	1	1
294	разумеется с	1	1
295	сливается с	1	1
296	выше мы	1	1
297	что это	3	1
298	в известном	1	1
299	бы с	1	1
300	самым незаметным	1	1
301	а теперь	1	1
302	из этих	4	1
303	думать что	3	1
304	с их	1	1
305	нами в	1	1
306	и до	1	1
307	мы чувствуем	3	1
308	на то	5	1
309	например как	1	1
310	в прямом	1	1
311	главным образом	4	1
312	мысли и	1	1
313	сказать в	2	1
314	не говорит	1	1
315	от которого	1	1
316	о которой	3	1
317	и эти	1	1
318	к одному	1	1
319	не к	1	1
320	что нужно	1	1
321	переходит от	1	1
322	наших глазах	1	1
323	и независимо	1	1
324	в каждом	2	1
325	что все	2	1
326	этих восприятий	1	1
327	чего он	1	1
328	входит в	1	1
329	заключается в	1	1
330	образом если	1	1
331	же содержание	1	1
332	в глазах	1	1
333	смотреть на	1	1
334	было бы	13	1
335	то все	4	1
336	сделать его	2	1
337	раз повторяет	1	1
338	противоречит тому	1	1
339	по себе	15	1
340	мог бы	3	1
341	ни в	1	1
342	из нее	1	1
343	в них	5	1
344	мы видели	1	1
345	жизни но	1	1
346	мы знаем	2	1
347	в развитии	1	1
348	должно быть	2	1
349	его восприятие	1	1
350	в эту	3	1
351	в этих	3	1
352	во время	4	1
353	в ходе	1	1
354	от своего	1	1
355	таким же	1	1
356	слабого и	1	1
357	знаем что	1	1
358	всякий раз	1	1
359	и о	1	1
360	должны были	1	1
361	сознаться что	1	1
362	приблизительно так	3	1
363	почти совершенно	1	1
364	такую же	1	1
365	но он	2	1
366	слова был	1	1
367	и более	1	1
368	важную роль	1	1
369	в таких	1	1
370	ощущения в	2	1
371	зрения и	7	1
372	сам он	1	1
373	всего его	1	1
374	тому что	2	1
375	отдельно от	1	1
376	без него	1	1
377	по мере	5	1
378	виду что	1	1
379	это чувство	1	1
380	для меня	4	1
381	что с	2	1
382	на земле	1	1
383	не боль	1	1
384	дело в	1	1
385	она ни	1	1
386	на себе	1	1
387	точно так	9	1
388	которые были	1	1
389	но только	2	1
390	не имеет	6	1
391	отличительный признак	1	1
392	дает нам	1	1
393	тон с	1	1
394	к ней	2	1
395	в сознании	23	1
396	от их	4	1
397	представляется нам	5	1
398	который весь	1	1
399	стороны и	1	1
400	к себе	1	1
401	не могут	7	1
402	во все	2	1
403	о капитане	1	1
404	и вполне	1	1
405	похож на	1	1
406	сходство с	1	1
407	содержанием и	1	1
408	к тому	1	1
409	что оно	4	1
410	бы он	1	1
411	указывает на	2	1
412	не противоречит	2	1
413	он видит	1	1
414	день и	1	1
415	на это	1	1
416	ничего общего	1	1
417	принять за	2	1
418	в применении	1	1
419	должен быть	1	1
420	для себя	1	1
421	как мы	1	1
422	но при	1	1
423	в голубом	1	1
424	мысль о	7	1
425	что само	3	1
426	только то	1	1
427	в себя	2	1
428	с самого	2	1
429	то время	4	1
430	это для	1	1
431	этом на	1	1
432	мы наблюдаем	1	1
433	не с	3	1
434	вопрос этот	1	1
435	во второй	1	1
436	том как	3	1
437	поэтому в	1	1
438	был не	1	1
439	и всякого	1	1
440	с человеком	1	1
441	образом в	4	1
442	произвольное и	1	1
443	без которой	2	1
444	приближается к	1	1
445	и здесь	2	1
446	в другом	2	1
447	на вопрос	3	1
448	столь же	5	1
449	проявляется только	1	1
450	невозможно но	2	1
451	одного из	1	1
452	с одной	4	1
453	утверждает что	1	1
454	гораздо явственнее	1	1
455	лишь в	1	1
456	самому себе	1	1
457	мы понимаем	1	1
458	от него	4	1
459	а потому	5	1
460	то мы	2	1
461	средства не	1	1
462	не знаю	1	1
463	с а	4	1
464	при котором	1	1
465	исходною точкою	1	1
466	как она	1	1
467	от всех	1	1
468	значит что	1	1
469	т с	18	1
470	в формах	2	1
471	его собственная	1	1
472	что всегда	1	1
473	была для	1	1
474	не зная	2	1
475	как нечто	1	1
476	то в	1	1
477	его место	1	1
478	такое же	2	1
479	который в	1	1
480	приходит в	1	1
481	их жизни	1	1
482	в обществе	2	1
483	людьми но	1	1
484	или же	7	1
485	души и	4	1
486	в выражении	1	1
487	том чтобы	1	1
488	бы самым	1	1
489	не то	2	1
490	сильнее чем	1	1
491	от одной	1	1
492	связи с	6	1
493	переходит в	1	1
494	не можем	6	1
495	этом что	1	1
496	в большинстве	1	1
497	не дает	2	1
498	хотя быть	1	1
499	человека на	1	1
500	свой собственный	1	1
501	и их	5	1
502	сами по	7	1
503	не о	1	1
504	которого в	1	1
505	и сочетаниям	1	1
506	предшествует своему	1	1
507	это общее	1	1
508	следует признать	1	1
509	на деле	3	1
510	же это	1	1
511	что и	11	1
512	со стороны	3	1
513	говорим о	1	1
514	влияние на	4	1
515	его с	2	1
516	и прежде	1	1
517	что для	3	1
518	связано с	2	1
519	как ни	1	1
520	и психологии	1	1
521	когда же	1	1
522	в ущерб	1	1
523	самого начала	2	1
524	человека или	1	1
525	говоря что	1	1
526	в психологическом	1	1
527	оснований для	1	1
528	под влиянием	8	1
529	будет иметь	1	1
530	в связи	2	1
531	есть одно	1	1
532	к сознанию	1	1
533	и имеет	1	1
534	уже давно	1	1
535	эти слова	1	1
536	время с	1	1
537	нее как	1	1
538	с первого	2	1
539	как это	2	1
540	человека к	1	1
541	к другой	2	1
542	который видит	1	1
543	что за	2	1
544	он будет	1	1
545	не дают	2	1
546	в течение	1	1
547	применении к	1	1
548	что же	1	1
549	и такие	1	1
550	том смысле	4	1
551	что события	1	1
552	мысль с	1	1
553	этого слова	6	1
554	восприятие в	2	1
555	а к	2	1
556	ней в	1	1
557	отличается от	1	1
558	ничего кроме	1	1
559	больное и	1	1
560	этот образ	1	1
561	и для	3	1
562	в с	1	1
563	нам более	1	1
564	изменения в	1	1
565	и человек	3	1
566	мы только	1	1
567	это как	1	1
568	человек и	1	1
569	об этих	1	1
570	для нас	31	1
571	но когда	1	1
572	или нет	3	1
573	впечатление и	1	1
574	и ни	1	1
575	вообще в	1	1
576	ужасом и	1	1
577	и предметом	1	1
578	что вообще	2	1
579	тот же	5	1
580	этого развития	1	1
581	отношении к	2	1
582	за этим	1	1
583	не есть	6	1
584	по поводу	6	1
585	и сила	1	1
586	нем самом	1	1
587	и начинается	1	1
588	может и	1	1
589	в свою	6	1
590	между ними	2	1
591	сказать что	2	1
592	только как	6	1
593	была бы	1	1
594	несколько выше	1	1
595	в последнем	1	1
596	себе не	4	1
597	ни был	2	1
598	к другим	3	1
599	того времени	1	1
600	я могу	1	1
601	и свою	1	1
602	как на	3	1
603	смысле что	1	1
