N	2gram	Bakhtin_Fr_1	Sovremen
302	работы в	1	1
303	и особенно	2	1
304	почти не	1	1
305	никакому сомнению	1	1
306	представление о	1	1
307	xix века	5	1
308	в область	1	1
309	в течение	1	1
310	начале нашего	1	1
311	но эта	2	1
312	которые в	1	1
313	деле все	1	1
314	быть только	2	1
315	два организма	1	1
316	образом на	2	1
317	именно к	1	1
318	без всяких	1	1
319	и более	1	1
320	там где	1	1
321	человек с	1	1
322	жизни в	5	1
323	по себе	1	1
324	в своем	8	1
325	еще раз	2	1
326	и продуктивной	1	1
327	как например	1	1
328	несколько слов	1	1
329	сих пор	4	1
330	она дает	1	1
331	невозможным и	1	1
332	но они	1	1
333	с ним	3	1
334	описания и	1	1
335	xviii века	2	1
336	в образной	2	1
337	и развития	1	1
338	она не	1	1
339	что с	1	1
340	но для	3	1
341	свое время	2	1
342	мысли в	1	1
343	дело в	2	1
344	полного и	1	1
345	совершенно недопустимым	1	1
346	в процессе	2	1
347	это уже	4	1
348	не является	3	1
349	уже на	1	1
350	раз подчеркнуть	1	1
351	и от	2	1
352	этого явления	1	1
353	никогда не	6	1
354	не стремится	1	1
355	или в	2	1
356	все свои	1	1
357	это как	4	1
358	на язык	1	1
359	эта сторона	1	1
360	хотя и	2	1
361	только и	1	1
362	себя самого	1	1
363	с двух	1	1
364	действительное значение	1	1
365	видим что	1	1
366	жизни как	3	1
367	все они	1	1
368	и его	10	1
369	связи с	4	1
370	же в	2	1
371	наших дней	1	1
372	но это	3	1
373	на части	1	1
374	всеми его	1	1
375	а о	1	1
376	всюду где	1	1
377	между ними	4	1
378	это делает	1	1
379	не знает	6	1
380	сказать что	6	1
381	в живой	1	1
382	больших и	1	1
383	и для	2	1
384	он называет	2	1
385	стадии своего	1	1
386	в духе	8	1
387	развития и	1	1
388	человека в	1	1
389	можно наблюдать	1	1
390	в то	1	1
391	в свое	2	1
392	отметить что	2	1
393	в заключение	2	1
394	в какой	1	1
395	просто не	1	1
396	но еще	1	1
397	той или	5	1
398	в своих	5	1
399	и эта	3	1
400	и свою	1	1
401	два основных	1	1
402	на это	1	1
403	все что	1	1
404	они не	1	1
