N	2gram	Kanaev_Sov_1	Dialekti
330	всех моих	1	1
331	в обоих	1	1
332	зрения уже	1	1
333	бы план	1	1
334	в процессе	1	1
335	этого явления	1	1
336	и всегда	1	1
337	одна из	3	1
338	это то	1	1
339	явлений как	1	1
340	или как	1	1
341	нужно взять	1	1
342	связи с	1	1
343	мы помним	1	1
344	это уже	1	1
345	формы или	1	1
346	такие же	2	1
347	а в	4	1
348	с и	1	1
349	в духе	1	1
350	когда мы	3	1
351	всякой науки	3	1
352	человека в	1	1
353	зависимости от	4	1
354	этого и	1	1
355	и они	2	1
356	всегда будет	1	1
357	как мы	2	1
358	в дальнейшем	4	1
359	можно было	1	1
360	только тот	1	1
361	те же	1	1
362	которую можно	1	1
363	это только	1	1
364	мы в	1	1
365	можем поставить	1	1
366	но такая	1	1
367	имеет с	1	1
368	и должно	1	1
369	на их	2	1
370	совершенно достаточно	1	1
371	с одной	2	1
372	все его	1	1
373	пр но	1	1
374	к нему	1	1
375	одна наука	1	1
376	во втором	1	1
377	все время	1	1
378	человека как	1	1
379	одного из	1	1
380	этот вопрос	1	1
381	но этим	1	1
382	не сказано	1	1
383	я предпочел	1	1
384	точка зрения	1	1
385	к абсурду	6	1
386	мог пойти	3	1
387	и у	1	1
388	уже в	3	1
389	на такой	1	1
390	мы получим	3	1
391	его и	1	1
392	организма для	1	1
393	себе в	1	1
394	эти три	1	1
395	другую сторону	1	1
396	в конце	3	1
397	как его	1	1
398	на части	1	1
399	этой системы	1	1
400	не из	1	1
401	науки в	1	1
402	о каком	1	1
403	имеет только	1	1
404	она и	1	1
405	или иной	2	1
406	мы это	1	1
407	говорим о	2	1
408	с другой	1	1
409	и прежде	1	1
410	дело в	1	1
411	бы эти	1	1
412	такое же	1	1
413	на которые	1	1
414	на ней	1	1
415	только к	1	1
416	нужно сказать	1	1
417	на этот	2	1
418	то она	1	1
419	в связи	1	1
420	нет никаких	1	1
421	отличается от	3	1
422	всех трех	1	1
423	этот третий	1	1
424	в область	1	1
425	поручиться за	1	1
426	как физическая	1	1
427	а потом	1	1
428	ни то	1	1
429	быть только	1	1
430	ни другое	1	1
431	в обратном	1	1
432	возможность и	2	1
433	по существу	1	1
434	этом случае	1	1
435	несколько слов	1	1
436	поэтому что	1	1
437	в заключение	1	1
438	является ли	1	1
439	не является	1	1
440	не знаем	2	1
441	указать на	1	1
442	уже на	1	1
443	и от	1	1
444	она может	2	1
445	в известном	1	1
446	человек и	1	1
447	и философы	1	1
448	себя самого	1	1
449	не более	1	1
450	наконец все	1	1
451	в одинаковой	1	1
452	вполне достаточно	1	1
453	все они	1	1
454	древней греции	1	1
455	теперь же	2	1
456	ценность и	1	1
457	могли быть	1	1
458	жизни в	1	1
459	не знает	1	1
460	не быть	1	1
461	с необходимостью	3	1
462	но можно	1	1
463	равно будет	1	1
464	же природы	1	1
465	же необходимость	1	1
466	определенным образом	1	1
467	в своих	1	1
