N	2gram	Vygotskiy__7	Otkroven
138	и это	1	1
139	и самое	1	1
140	отношения к	2	1
141	также и	2	1
142	например в	1	1
143	связана с	3	1
144	в виду	5	1
145	сам по	1	1
146	на самом	3	1
147	тем же	5	1
148	между двумя	3	1
149	уже с	1	1
150	к другому	3	1
151	и до	2	1
152	в силе	1	1
153	и больше	2	1
154	этот период	2	1
155	нам человека	1	1
156	можно было	2	1
157	к чему	1	1
158	из всех	5	1
159	есть не	3	1
160	по природе	2	1
161	мы не	7	1
162	ту же	2	1
163	по сравнению	9	1
164	если бы	5	1
165	совершенно исключительное	1	1
166	в сущности	9	1
167	находится в	2	1
168	о нем	1	1
169	себе что	1	1
170	но к	1	1
171	в ней	3	1
172	и что	6	1
173	после того	1	1
174	это должно	1	1
175	любви к	1	1
176	там и	1	1
177	самому себе	1	1
178	во внешнем	1	1
179	одним словом	1	1
180	самом деле	6	1
181	которого не	2	1
182	и вопрос	1	1
183	но не	3	1
184	и всякий	1	1
185	сравнению с	8	1
186	нуждается в	3	1
187	когда дело	1	1
188	в форме	1	1
189	вообще и	1	1
190	все время	1	1
191	у одного	1	1
192	в центре	1	1
193	что во	1	1
194	в одной	3	1
195	как в	4	1
196	друг к	1	1
197	что как	1	1
198	в частности	1	1
199	один из	2	1
200	есть раскрытие	1	1
201	и как	1	1
202	самом начале	3	1
203	проникнуть в	1	1
204	и судьбу	2	1
205	от этого	1	1
206	то в	2	1
207	за собой	1	1
208	и после	1	1
209	может привести	1	1
210	который в	1	1
211	этот случай	1	1
212	что это	6	1
213	представляет собой	19	1
214	не оставляет	1	1
215	со всеми	2	1
216	к которой	1	1
217	человека с	1	1
218	думать что	1	1
219	с их	1	1
220	говорят о	1	1
221	толстого не	1	1
222	ее как	1	1
223	на то	4	1
224	этой природы	1	1
225	и везде	1	1
226	исследование в	1	1
227	что она	8	1
228	на этих	2	1
229	до последней	1	1
230	и других	2	1
231	речи и	30	1
232	ее внутреннее	1	1
233	из них	1	1
234	раз навсегда	1	1
235	его и	2	1
236	возможности для	1	1
237	ключ к	1	1
238	они в	1	1
239	чем у	3	1
240	человека не	1	1
241	в силу	5	1
242	в одном	1	1
243	месте и	1	1
244	его речь	1	1
245	двух противоположных	1	1
246	вовсе не	2	1
247	это ложное	1	1
248	у нее	5	1
249	так часто	1	1
250	само по	1	1
251	этом отношении	3	1
252	вещей и	1	1
253	от того	1	1
254	сказать с	1	1
255	это движение	1	1
256	в совершенно	1	1
257	к другу	2	1
258	самим собой	2	1
259	заключается в	6	1
260	главное и	2	1
261	в глазах	1	1
262	а именно	1	1
263	не совпадает	3	1
264	с вопросом	1	1
265	с той	1	1
266	а это	1	1
267	во внешней	4	1
268	во внутренней	2	1
269	этого она	1	1
270	в них	1	1
271	этого слова	3	1
272	а с	1	1
273	на этот	1	1
274	о чем	4	1
275	стороны с	1	1
276	и тогда	1	1
277	под влиянием	1	1
278	он и	1	1
279	в одно	1	1
280	связано у	1	1
281	не так	1	1
282	связь с	1	1
283	все основные	1	1
284	его как	1	1
285	и без	1	1
286	как это	5	1
287	в котором	4	1
288	оказывается что	2	1
289	и сделали	1	1
290	он говорит	1	1
291	смысле этого	3	1
292	в сферу	1	1
293	это есть	4	1
294	знания в	2	1
295	что было	2	1
296	человеке а	1	1
297	всяком случае	1	1
298	в конце	4	1
299	друг с	2	1
300	ней не	1	1
301	быть не	1	1
302	в отношении	2	1
303	и здесь	2	1
304	но это	3	1
305	чтобы иметь	1	1
306	отличается от	3	1
307	она не	5	1
308	начинает с	1	1
309	мысли в	9	1
310	того как	2	1
311	одна из	1	1
312	на два	1	1
313	ближе к	1	1
314	она должна	2	1
315	ее с	1	1
316	в процессе	5	1
317	не по	4	1
318	было не	1	1
319	он еще	1	1
320	в уме	2	1
321	в пределе	3	1
322	в разных	1	1
323	и весь	2	1
324	свойство ее	1	1
325	и лишь	1	1
326	бы в	5	1
327	еще более	1	1
328	для его	1	1
329	по своей	10	1
330	ни к	1	1
331	во всем	3	1
332	этой речи	7	1
333	свою мысль	1	1
334	б это	1	1
335	в сознании	6	1
336	внутренней жизни	1	1
337	но всегда	2	1
338	заключает в	1	1
339	отношении к	1	1
340	как будто	1	1
341	иначе чем	2	1
342	с другом	2	1
343	перед ним	1	1
344	лишь по	1	1
345	у нас	2	1
346	состоит из	1	1
347	это два	1	1
348	была бы	1	1
349	совершенно не	2	1
350	не той	1	1
351	природе и	2	1
352	к его	2	1
353	жизни а	1	1
354	и заключается	3	1
355	ко всему	2	1
356	чтобы сделать	2	1
357	но оно	1	1
358	одно только	1	1
359	та же	1	1
360	и состоит	3	1
361	его с	3	1
362	это так	1	1
363	во всяком	2	1
364	они и	1	1
365	а ее	1	1
