N	2gram	Propp_Morf_1	Myslijsy
186	к этой	1	3
187	мы должны	3	3
188	сказать что	2	3
189	как на	1	3
190	во всяком	2	3
191	одним из	1	2
192	и есть	2	2
193	в сущности	3	2
194	что до	1	2
195	бы то	3	2
196	то мы	4	2
197	одним словом	1	2
198	мы будем	3	2
199	значение и	1	2
200	не все	6	2
201	тогда как	2	2
202	которые не	1	2
203	что именно	1	2
204	в течение	1	2
205	более и	1	2
206	в полном	1	2
207	могли бы	1	2
208	вопросом о	1	2
209	на что	1	2
210	в которой	3	2
211	в целом	3	2
212	образом и	1	2
213	ни одна	4	2
214	бы только	1	2
215	предметов и	1	2
216	во многих	1	2
217	на то	2	2
218	но на	1	2
219	мы можем	2	2
220	он должен	2	2
221	и более	1	2
222	он старается	2	2
223	с этой	1	2
224	но все	3	2
225	могла бы	4	2
226	на все	1	2
227	то все	1	2
228	мы постараемся	2	2
229	мог бы	1	2
230	известным образом	1	2
231	о которых	1	2
232	переходим к	1	2
233	чем в	1	2
234	в один	3	2
235	в г	1	2
236	но если	7	2
237	быть названы	1	2
238	но он	1	2
239	это будет	1	2
240	эти формы	2	2
241	то чего	1	2
242	дело в	1	2
243	того чтобы	3	2
244	вытекает из	1	2
245	как во	1	2
246	связанное с	1	2
247	к ней	1	2
248	заметить что	8	2
249	как будто	2	2
250	не потому	1	2
251	образом что	1	2
252	когда мы	1	2
253	и развития	1	2
254	бы они	2	2
255	ничего общего	1	2
256	как мы	6	2
257	не будет	1	2
258	то она	1	2
259	с ее	1	2
260	в собственном	3	2
261	они ни	1	2
262	мысль о	1	2
263	и может	1	2
264	его самого	4	2
265	в виду	1	2
266	них не	1	2
267	о том	2	2
268	можно заметить	2	2
269	что бы	1	2
270	говоря что	1	2
271	в другую	2	2
272	не зная	1	2
273	как объект	1	2
274	как например	2	2
275	этот вопрос	2	2
276	для нее	1	2
277	в таких	2	2
278	уже не	2	2
279	не можем	1	2
280	вопроса о	1	2
281	же в	2	2
282	в начале	3	2
283	по законам	1	2
284	слова не	1	2
285	при помощи	9	2
286	за ним	1	2
287	в других	3	2
288	перейти к	2	2
289	на основании	1	2
290	у нас	2	2
291	на этот	1	2
292	таком случае	1	2
293	если не	1	2
294	как эти	2	2
295	что же	2	2
296	о его	1	2
297	видно что	1	2
298	между прочим	1	2
299	нисколько не	1	2
300	но с	1	2
301	ли в	1	2
302	с если	1	2
303	не существует	3	2
304	или в	4	2
305	хотя бы	4	2
306	только что	2	2
307	все они	1	2
308	ни было	2	2
309	что даже	1	2
310	из этого	1	2
311	но эти	1	2
312	этой цели	1	2
313	ли мы	1	1
314	вряд ли	2	1
315	например в	2	1
316	до него	1	1
317	начинается с	3	1
318	самом деле	4	1
319	он может	2	1
320	решительно все	1	1
321	показать что	4	1
322	от самого	1	1
323	проявляются в	1	1
324	явления и	1	1
325	из его	2	1
326	что эти	2	1
327	собственном смысле	3	1
328	психология народов	1	1
329	и этот	1	1
330	уже по	1	1
331	или ее	1	1
332	его не	1	1
333	что изучение	2	1
334	мы имеем	9	1
335	или наоборот	1	1
336	на эти	1	1
337	не столько	1	1
338	не вполне	1	1
339	средств к	2	1
340	какая разница	1	1
341	ему в	1	1
342	которое в	1	1
343	эта последовательность	1	1
344	и на	1	1
345	и многие	1	1
346	быть заменено	1	1
347	что его	2	1
348	в различных	2	1
349	в чем	1	1
350	с его	2	1
351	основано на	1	1
352	что вполне	1	1
353	на самом	4	1
354	наша наука	1	1
355	нет не	1	1
356	и сравнительно	1	1
357	друг на	2	1
358	если в	5	1
359	а и	3	1
360	некоторые черты	1	1
361	на чужих	1	1
362	это или	1	1
363	что они	2	1
364	может считаться	3	1
365	во что	1	1
366	о необходимости	1	1
367	вследствие чего	1	1
368	дает нам	1	1
369	можно предположить	1	1
370	и нет	1	1
371	перед нами	10	1
372	в теснейшем	1	1
373	может получить	1	1
374	в круг	1	1
375	не подчинены	1	1
376	более или	2	1
377	следующим образом	3	1
378	могут даваться	1	1
379	это определение	1	1
380	зависит и	1	1
381	та же	2	1
382	же быть	2	1
383	которую они	1	1
384	сказать о	2	1
385	все эти	2	1
386	в нашем	3	1
387	что так	1	1
388	всегда ли	2	1
389	приводит к	2	1
390	хотя мы	1	1
391	нами в	2	1
392	если он	1	1
393	их действия	1	1
394	его если	1	1
395	на его	4	1
396	что каждая	1	1
397	связанные с	1	1
398	высшей степени	1	1
399	этом с	1	1
400	не определяет	2	1
401	предложения и	1	1
402	не исчерпывают	1	1
403	определение должно	1	1
404	может существовать	3	1
405	и независимо	1	1
406	на этом	3	1
407	что она	2	1
408	в нее	1	1
409	одно и	1	1
410	наука не	1	1
411	же не	1	1
412	тем в	1	1
413	все ли	2	1
414	раз при	1	1
415	его в	2	1
416	входит в	2	1
417	того или	1	1
418	части одной	1	1
419	совершенно ясно	1	1
420	еще одно	1	1
421	которым он	1	1
422	из нее	1	1
423	форм а	1	1
424	далеко не	5	1
425	на друга	2	1
426	будем в	1	1
427	не всегда	9	1
428	с такой	1	1
429	их на	1	1
430	к развитию	1	1
431	или менее	2	1
432	во время	6	1
433	и другие	6	1
434	что такое	3	1
435	что одинаковые	1	1
436	как б	1	1
437	в которых	2	1
438	сходное с	1	1
439	а есть	1	1
440	совершенно различные	1	1
441	такой способ	1	1
442	и происхождении	1	1
443	их в	1	1
444	что этот	1	1
445	же может	2	1
446	или если	1	1
447	даже в	1	1
448	есть всегда	1	1
449	собою так	1	1
450	то с	2	1
451	в известные	1	1
452	показал в	1	1
453	а на	3	1
454	нового направления	1	1
455	что с	1	1
456	она могла	1	1
457	начинает с	1	1
458	и отсюда	1	1
459	это нисколько	1	1
460	в самых	2	1
461	может только	1	1
462	мы ценим	1	1
463	ничего не	4	1
464	приведены в	1	1
465	б в	2	1
466	действий не	1	1
467	вперед и	1	1
468	к исторической	1	1
469	путем то	1	1
470	этом отношении	1	1
471	в области	1	1
472	исходит не	1	1
473	этот закон	1	1
474	и сразу	2	1
475	понятие как	1	1
476	возможно с	1	1
477	а здесь	1	1
478	где начинается	1	1
479	по характеру	1	1
480	можно сравнить	2	1
481	дух в	1	1
482	и другим	3	1
483	были разнообразны	1	1
484	самостоятельно и	1	1
485	ниже мы	2	1
486	им в	1	1
487	как не	1	1
488	людей в	1	1
489	здесь не	2	1
490	всего этого	1	1
491	будет видно	1	1
492	жизни языка	1	1
493	ни стало	1	1
494	и говорит	1	1
495	действия и	1	1
496	то время	3	1
497	всей своей	1	1
498	мнение что	1	1
499	существовать и	1	1
500	и совершенно	1	1
501	если они	2	1
502	то как	2	1
503	из двенадцати	2	1
504	законам их	1	1
505	в образе	4	1
506	можно было	2	1
507	он именно	1	1
508	те же	1	1
509	не с	2	1
510	здесь нет	1	1
511	оно как	2	1
512	еще в	1	1
513	в результате	7	1
514	что от	1	1
515	других лиц	1	1
516	он служит	1	1
517	остановимся на	1	1
518	другой не	2	1
519	связанная с	1	1
520	слова а	1	1
521	стороны их	2	1
522	в другом	2	1
523	на вопрос	2	1
524	после того	1	1
525	но об	1	1
526	или как	1	1
527	к нему	3	1
528	на борьбу	1	1
529	по щучьему	2	1
530	с другими	1	1
531	два случая	1	1
532	образом мы	5	1
533	во всей	1	1
534	одна не	1	1
535	которые он	1	1
536	вслед за	5	1
537	другом значении	2	1
538	и правильность	1	1
539	в лице	1	1
540	содержания но	1	1
541	значит что	3	1
542	тех пор	1	1
543	мы однако	1	1
544	в формах	1	1
545	но так	1	1
546	на которой	1	1
547	один из	5	1
548	образом как	1	1
549	д и	1	1
550	к различным	2	1
551	с ними	1	1
552	дело с	1	1
553	что он	4	1
554	собою нечто	1	1
555	и две	1	1
556	в какой	3	1
557	что различные	1	1
558	как нечто	1	1
559	лиц не	1	1
560	нередко случается	1	1
561	такое же	1	1
562	их мы	1	1
563	всяком случае	2	1
564	и ее	3	1
565	но то	1	1
566	какой степени	1	1
567	с какой	1	1
568	бы по	1	1
569	но впоследствии	1	1
570	с двумя	2	1
571	многое не	1	1
572	себя в	1	1
573	друг за	2	1
574	в виде	2	1
575	ответ на	1	1
576	из них	3	1
577	относятся к	2	1
578	быть определено	1	1
579	говорит что	1	1
580	ни в	1	1
581	может отвечать	1	1
582	сознаем что	1	1
583	мы находим	1	1
584	наука о	2	1
585	от тех	1	1
586	с этими	1	1
587	ее не	1	1
588	из одной	1	1
589	как его	1	1
590	у него	1	1
591	тех которые	1	1
592	действие не	1	1
593	случае не	3	1
594	формы в	1	1
595	нечто готовое	1	1
596	которые могут	1	1
597	не противоречит	1	1
598	где есть	1	1
599	хотя оно	1	1
600	до сих	1	1
601	это вопросы	1	1
602	как же	2	1
603	еще и	1	1
604	и затем	4	1
605	себя и	2	1
606	но есть	3	1
607	к разрешению	1	1
608	или другими	1	1
609	системе и	1	1
610	не на	2	1
611	что несмотря	1	1
612	быть приведены	1	1
613	на смерть	1	1
614	нужно иметь	1	1
615	в связи	9	1
616	и отношение	1	1
617	так называемых	2	1
618	более чем	1	1
619	можно будет	1	1
620	и животным	1	1
621	в одной	1	1
622	д в	2	1
623	как вообще	1	1
624	их за	1	1
625	как та	1	1
626	то можно	2	1
627	за другом	2	1
628	по одному	1	1
629	но такое	2	1
630	приводит в	1	1
631	оно имеет	1	1
632	и строения	1	1
633	предположить что	1	1
634	другу и	2	1
635	в данном	1	1
636	видит в	1	1
637	что за	1	1
638	она есть	1	1
639	несколько таких	1	1
640	всех других	1	1
641	ведет к	1	1
642	в тех	6	1
643	и там	1	1
644	с тех	1	1
645	единица как	1	1
646	этом основании	1	1
647	многих других	1	1
648	это значит	1	1
649	или другого	1	1
650	следует отличать	1	1
651	на другое	1	1
652	происходит с	1	1
653	сих пор	1	1
654	и таким	2	1
655	получает от	1	1
656	что касается	1	1
657	но для	2	1
658	или по	2	1
659	согласие в	1	1
660	не получает	2	1
661	ее сущности	1	1
662	тем и	2	1
663	решить вопрос	1	1
664	потому не	1	1
665	не представляет	1	1
666	как эта	1	1
667	собственно говоря	1	1
668	органические существа	1	1
669	на других	1	1
670	случае и	1	1
671	пришлось бы	1	1
672	скажем что	1	1
673	и предметом	1	1
674	вопрос как	2	1
675	все органические	1	1
676	иначе чем	2	1
677	на другие	2	1
678	между ними	1	1
679	виды и	1	1
680	совершенно не	1	1
681	равно как	1	1
682	этому направлению	1	1
683	нет но	1	1
684	быть во	1	1
685	в последнем	2	1
686	первом случае	3	1
687	только о	1	1
688	в голову	1	1
689	это так	2	1
690	это было	3	1
691	предполагает уже	1	1
692	или непосредственно	1	1
693	следует сказать	1	1
694	к этому	3	1
695	они не	1	1
