N	2gram	Losev_Dial_4	Formalny
140	мы уже	3	3
141	той же	5	3
142	в виду	9	3
143	и на	5	3
144	в которых	1	3
145	во всех	2	3
146	как таковая	2	3
147	то мы	3	3
148	нет и	2	3
149	бы и	3	3
150	что это	13	3
151	в себе	8	3
152	исполнения и	1	3
153	и с	4	3
154	те же	1	3
155	это не	12	3
156	и тем	6	3
157	ее в	2	3
158	как таковой	5	3
159	никаких оснований	1	3
160	и более	1	3
161	в основе	10	3
162	что жизнь	1	3
163	ничто не	2	3
164	а что	2	3
165	они и	1	3
166	оно не	2	3
167	только то	1	3
168	ясно что	11	3
169	жизнь и	2	3
170	никак не	2	3
171	и что	9	3
172	можно сказать	5	3
173	их в	1	3
174	в них	2	3
175	и следовательно	3	3
176	в него	1	3
177	уже не	9	3
178	его и	1	3
179	наука о	1	3
180	в конце	1	3
181	не о	4	3
182	души и	1	3
183	у нас	3	3
184	одно а	1	3
185	на фоне	1	3
186	она есть	10	3
187	в той	1	3
188	того что	13	3
189	о нем	2	3
190	лишь как	4	3
191	мы мыслим	2	3
192	жизни в	1	3
193	может и	2	3
194	сказать что	6	3
195	равно как	2	3
196	смысле слова	1	2
197	отношения к	3	2
198	чтобы не	1	2
199	человека и	2	2
200	он может	1	2
201	это и	9	2
202	к другому	1	2
203	в котором	2	2
204	что уже	2	2
205	из своих	1	2
206	в сущности	5	2
207	так чтобы	3	2
208	совпадает с	2	2
209	говорить о	11	2
210	же что	3	2
211	с его	5	2
212	видели что	1	2
213	в общем	1	2
214	очевидно что	1	2
215	отличие от	2	2
216	или иное	3	2
217	за пределы	3	2
218	чем же	2	2
219	исторически и	1	2
220	эта связь	1	2
221	данный момент	2	2
222	вот как	2	2
223	пределах одной	1	2
224	в своем	5	2
225	стороны и	1	2
226	и понимаем	1	2
227	становления и	1	2
228	от этого	3	2
229	то в	5	2
230	это можно	1	2
231	бы не	2	2
232	из этих	2	2
233	учение о	5	2
234	в этой	4	2
235	только один	1	2
236	говорят о	1	2
237	как он	1	2
238	жизнью и	1	2
239	вообще не	1	2
240	что она	5	2
241	главным образом	2	2
242	всех этих	1	2
243	не значит	2	2
244	не как	4	2
245	одной и	3	2
246	его от	1	2
247	возможно только	3	2
248	на этом	3	2
249	именно это	1	2
250	в основу	1	2
251	человека в	1	2
252	этим самым	1	2
253	это значит	8	2
254	входя в	1	2
255	от одного	2	2
256	этом смысле	4	2
257	он является	1	2
258	не понимают	1	2
259	и вне	2	2
260	для чего	1	2
261	ни с	4	2
262	такой же	1	2
263	и тогда	2	2
264	нисколько не	2	2
265	том как	2	2
266	бы к	1	2
267	не от	1	2
268	в отличие	1	2
269	знаем что	1	2
270	произведение есть	1	2
271	это утверждение	2	2
272	в философии	1	2
273	друг другу	1	2
274	однако в	2	2
275	что этот	2	2
276	не требуется	1	2
277	необходимо чтобы	2	2
278	даже в	1	2
279	сам он	1	2
280	и очень	1	2
281	в отношении	2	2
282	виду что	1	2
283	как о	2	2
284	дело не	1	2
285	дело в	1	2
286	одна из	1	2
287	и притом	3	2
288	и именно	2	2
289	внести в	1	2
290	смысла но	1	2
291	в нас	1	2
292	не могло	1	2
293	только не	3	2
294	находятся в	1	2
295	и лишь	1	2
296	ровно ничего	7	2
297	тем не	2	2
298	что сегодня	3	2
299	в каком	5	2
300	это становление	2	2
301	отличается от	1	2
302	и это	8	2
303	с ее	10	2
304	как не	2	2
305	то или	3	2
306	и необходимости	3	2
307	и всякое	1	2
308	был бы	2	2
309	можно только	3	2
310	это только	1	2
311	могла быть	1	2
312	для этого	2	2
313	ничего не	17	2
314	познания и	2	2
315	на все	2	2
316	ее и	1	2
317	и во	2	2
318	поступков и	1	2
319	в языке	1	2
320	что и	6	2
321	и только	2	2
322	от этих	2	2
323	человека как	1	2
324	все существенные	1	2
325	но так	1	2
326	поэтому и	1	2
327	именно на	1	2
328	не можем	1	2
329	из них	2	2
330	ту или	2	2
331	совсем другое	1	2
332	говорить об	2	2
333	допустим что	2	2
334	они будут	1	2
335	от того	2	2
336	же деле	1	2
337	и даже	6	2
338	или иной	1	2
339	в области	3	2
340	и из	2	2
341	и тех	2	2
342	мы еще	2	2
343	исторического развития	1	2
344	превращается в	1	2
345	самом же	2	2
346	и самый	1	2
347	самый факт	1	2
348	нет никаких	1	2
349	но оно	1	2
350	и иной	1	2
351	быть только	1	2
352	но это	4	2
353	но для	2	2
354	она должна	2	2
355	в точном	1	2
356	сознания и	3	2
357	от него	3	2
358	у них	1	2
359	конце концов	1	2
360	мы должны	4	2
361	именно для	2	2
362	это учение	2	2
363	в целях	2	2
364	одной из	2	2
365	но если	5	2
366	возможно лишь	2	2
367	является и	1	2
368	к этому	3	2
369	это понятие	3	2
370	я и	1	1
371	то на	3	1
372	нем нет	2	1
373	и через	1	1
374	сам по	2	1
375	и то	3	1
376	а из	1	1
377	тех же	2	1
378	переход от	1	1
379	с какой-то	1	1
380	для науки	1	1
381	ведь и	2	1
382	все те	1	1
383	собственном смысле	2	1
384	видеть в	1	1
385	и этот	1	1
386	есть не	5	1
387	бы уже	1	1
388	мы имеем	5	1
389	теперь мы	7	1
390	во времени	1	1
391	в каждый	1	1
392	под нее	1	1
393	оно есть	4	1
394	и становление	1	1
395	из того	1	1
396	то это	1	1
397	жизни это	1	1
398	необходимо но	1	1
399	это время	1	1
400	так или	1	1
401	себе а	1	1
402	действительности когда	1	1
403	произведение и	2	1
404	как таковые	1	1
405	это возможно	2	1
406	или от	22	1
407	то слово	1	1
408	а отношение	1	1
409	из сторон	1	1
410	находит в	1	1
411	коем случае	2	1
412	смысле мы	1	1
413	явлений и	1	1
414	не входит	1	1
415	значение и	1	1
416	только тогда	5	1
417	к слову	1	1
418	вообще как	2	1
419	себе и	2	1
420	изменения и	3	1
421	не просто	7	1
422	друга и	1	1
423	неизменным в	1	1
424	и чем	2	1
425	сама по	5	1
426	ни одна	2	1
427	явление которое	1	1
428	никакой другой	1	1
429	и вовсе	1	1
430	с этим	3	1
431	совершенно очевидно	1	1
432	далее мы	2	1
433	и нет	3	1
434	е она	2	1
435	кроме того	2	1
436	хотя и	6	1
437	было только	1	1
438	и художественного	1	1
439	как таковое	3	1
440	или иную	2	1
441	формы их	1	1
442	та же	3	1
443	существует лишь	1	1
444	чем больше	2	1
445	раз от	1	1
446	жизни так	1	1
447	в нашем	1	1
448	более подробно	1	1
449	и действительное	2	1
450	что так	1	1
451	тоже не	2	1
452	с их	4	1
453	остановиться на	1	1
454	и тот	1	1
455	идет речь	4	1
456	напряженной и	1	1
457	имеем в	1	1
458	смысла о	1	1
459	на то	5	1
460	всей его	2	1
461	вне своего	1	1
462	и если	3	1
463	положение что	1	1
464	мы совершенно	1	1
465	время и	2	1
466	он не	1	1
467	же именно	3	1
468	теперь это	1	1
469	из нашего	1	1
470	чувственный образ	1	1
471	моменты которые	1	1
472	этого вопроса	1	1
473	такого человека	1	1
474	значение может	1	1
475	по существу	1	1
476	чем она	1	1
477	дано и	1	1
478	еще одну	1	1
479	и по	2	1
480	или иных	1	1
481	в нее	1	1
482	одно и	1	1
483	но все	2	1
484	исходя из	1	1
485	а вместе	1	1
486	в одну	3	1
487	он будет	1	1
488	не будет	2	1
489	через все	1	1
490	же не	1	1
491	если нет	1	1
492	его не	1	1
493	ними как	1	1
494	а его	1	1
495	и непрерывно	1	1
496	того или	2	1
497	с другими	1	1
498	только вещь	1	1
499	отца и	1	1
500	быть не	2	1
501	чаще всего	1	1
502	еще одно	1	1
503	о которых	1	1
504	под категорию	1	1
505	что совершенно	1	1
506	с этой	2	1
507	всегда и	3	1
508	переходим к	1	1
509	становится и	2	1
510	значит не	1	1
511	выйти за	5	1
512	в чистом	1	1
513	способ их	1	1
514	можно считать	1	1
515	форма и	1	1
516	должно быть	2	1
517	когда вся	1	1
518	одного и	1	1
519	и иное	1	1
520	на первый	1	1
521	в первую	1	1
522	вещи в	1	1
523	и при	2	1
524	что такая	1	1
525	ничего принципиально	1	1
526	именно и	1	1
527	в их	3	1
528	она в	3	1
529	теперь эта	1	1
530	значение то	1	1
531	она совершенно	1	1
532	и той	3	1
533	но он	1	1
534	конечно то	1	1
535	при условии	2	1
536	и диалектически	1	1
537	в понятии	2	1
538	тому чтобы	1	1
539	том же	1	1
540	не должна	1	1
541	всего этот	1	1
542	есть всегда	3	1
543	же такое	1	1
544	можем сказать	2	1
545	и необходимость	2	1
546	нет никакого	3	1
547	смысла как	1	1
548	категория в	1	1
549	представлений об	1	1
550	с ним	3	1
551	тем самым	3	1
552	что эта	2	1
553	она могла	1	1
554	того как	2	1
555	как таковых	2	1
556	на себе	5	1
557	это нисколько	1	1
558	категорию и	2	1
559	самая эта	1	1
560	из их	1	1
561	иметь в	2	1
562	но только	5	1
563	та или	3	1
564	как самое	2	1
565	их собственного	1	1
566	работы но	1	1
567	не их	2	1
568	слово и	1	1
569	в разных	2	1
570	момент этой	1	1
571	при всем	1	1
572	учения о	1	1
573	говорить как	1	1
574	воспринимается нами	1	1
575	его смысл	1	1
576	говорить лишь	1	1
577	е не	2	1
578	когда ему	1	1
579	ему не	1	1
580	идею и	3	1
581	в специальном	1	1
582	своему месту	1	1
583	если он	1	1
584	этого и	1	1
585	той или	4	1
586	и обозначает	1	1
587	всегда есть	2	1
588	можем считать	1	1
589	становлении и	1	1
590	можно и	2	1
591	что поэтическая	1	1
592	всего этого	1	1
593	эти последние	1	1
594	только при	1	1
595	совершенно ясно	2	1
596	определенным образом	1	1
597	в собственном	3	1
598	чтобы быть	1	1
599	можно сделать	1	1
600	непонятно в	1	1
601	в себя	5	1
602	эстетику и	1	1
603	и может	2	1
604	этого они	1	1
605	и совершенно	1	1
606	ее осуществления	1	1
607	можно было	1	1
608	только тот	1	1
609	вещи и	2	1
610	не имеем	2	1
611	именно этот	2	1
612	в которые	1	1
613	форма но	1	1
614	совершенно невозможно	2	1
615	и вообще	7	1
616	в коем	2	1
617	первый план	1	1
618	об этом	3	1
619	объективно как	1	1
620	и человека	1	1
621	часто и	2	1
622	и здесь	1	1
623	и должно	1	1
624	и возможно	2	1
625	лишь такое	1	1
626	и та	3	1
627	говорит об	1	1
628	но мы	2	1
629	одного из	1	1
630	е о	3	1
631	все в	1	1
632	где же	1	1
633	от них	1	1
634	исторического становления	1	1
635	и понятно	1	1
636	нем как	1	1
637	того в	1	1
638	что бы	1	1
639	в лучшем	1	1
640	и самые	1	1
641	не так	1	1
642	в современной	1	1
643	известно что	3	1
644	быть и	3	1
645	но с	1	1
646	что только	1	1
647	мы видим	4	1
648	тот же	1	1
649	и влияние	1	1
650	допустим даже	1	1
651	но этим	1	1
652	именно о	4	1
653	следовательно она	2	1
654	которое мы	1	1
655	и так	2	1
656	одних и	2	1
657	и жизни	2	1
658	с одной	1	1
659	это совсем	1	1
660	в качестве	2	1
661	себя в	2	1
662	так что	6	1
663	для всех	3	1
664	есть в	4	1
665	да еще	2	1
666	и у	1	1
667	так можно	1	1
668	то и	2	1
669	в нашей	2	1
670	и чисто	5	1
671	здесь же	1	1
672	не из	1	1
673	и показать	1	1
674	а то	1	1
675	все толкования	1	1
676	и других	1	1
677	или просто	1	1
678	е на	1	1
679	за ним	1	1
680	процесс и	1	1
681	мир не	2	1
682	одно из	1	1
683	говорит о	3	1
684	себе в	1	1
685	и нового	1	1
686	в одном	4	1
687	прибавить что	1	1
688	чтобы она	1	1
689	от тех	1	1
690	таких категорий	1	1
691	для меня	2	1
692	без этого	1	1
693	это значило	1	1
694	жить как	1	1
695	случае не	2	1
696	которые могут	1	1
697	эту категорию	1	1
698	ими и	1	1
699	о вмешательстве	1	1
700	quaternio terminorum	1	1
701	и вместе	1	1
702	даже и	3	1
703	без того	3	1
704	только смысл	1	1
705	ней и	1	1
706	даже не	2	1
707	в данный	2	1
708	с другим	1	1
709	другую сторону	1	1
710	или иначе	2	1
711	что человек	2	1
712	однако это	1	1
713	именно в	5	1
714	оно будет	1	1
715	а эти	1	1
716	оказывается и	1	1
717	с той	2	1
718	выражено в	1	1
719	в природе	3	1
720	на ней	1	1
721	только к	1	1
722	что для	1	1
723	слиты в	1	1
724	через это	1	1
725	не было	2	1
726	она является	2	1
727	самое слово	1	1
728	жизнь в	1	1
729	как ни	1	1
730	более общими	1	1
731	другой ее	1	1
732	понятие о	2	1
733	тогда было	1	1
734	его именно	1	1
735	или с	1	1
736	что мы	7	1
737	отлично от	1	1
738	мира в	1	1
739	если это	1	1
740	становления но	1	1
741	между собою	2	1
742	стороны в	1	1
743	нет ничего	6	1
744	в частности	2	1
745	нами как	1	1
746	в непрерывном	1	1
747	эта теория	1	1
748	только его	2	1
749	и абсолютно	3	1
750	не удается	1	1
751	появления нового	1	1
752	но никак	1	1
753	к своему	2	1
754	в течение	4	1
755	а потом	1	1
756	в словах	3	1
757	в это	1	1
758	зависящим от	1	1
759	в контексте	1	1
760	на другое	3	1
761	случайной и	1	1
762	этом случае	1	1
763	и о	8	1
764	только для	3	1
765	лучшем случае	1	1
766	один из	4	1
767	тех или	4	1
768	за его	2	1
769	и часто	2	1
770	образом есть	1	1
771	при таком	2	1
772	она может	1	1
773	его пределы	2	1
774	не объясняет	2	1
775	мы только	2	1
776	этому понятию	1	1
777	мира и	1	1
778	о котором	1	1
779	в другое	1	1
780	это так	1	1
781	таковая совершенно	1	1
782	у достоевского	2	1
783	возникает вопрос	1	1
784	поэтому все	1	1
785	такое явление	1	1
786	от всего	3	1
787	становления в	1	1
788	никакого права	1	1
789	все они	1	1
790	на такой	1	1
791	или не	4	1
792	есть уже	1	1
793	лежит в	3	1
794	а в	1	1
795	отношении к	2	1
796	как продукт	1	1
797	вопрос как	1	1
798	е в	2	1
799	и начинается	1	1
800	как ряд	1	1
801	не знает	1	1
802	что под	1	1
803	явления в	1	1
804	время не	1	1
805	категорий как	1	1
806	до степени	1	1
807	можно назвать	3	1
808	всем этом	1	1
809	сущности в	1	1
810	значило бы	1	1
811	о характере	1	1
812	вполне понятно	1	1
813	построение но	1	1
814	как результат	1	1
815	этой точки	2	1
816	уж подавно	1	1
