N	2gram	Potebnia_M_4	Hudozhes
255	с ним	5	2
256	отношении к	1	2
257	одной из	1	2
258	от всех	1	2
259	из этого	2	2
260	только о	2	2
261	том числе	1	2
262	искусство есть	1	1
263	этого в	1	1
264	в сфере	1	1
265	начинается с	1	1
266	и через	1	1
267	отделен от	1	1
268	художественных произведений	1	1
269	бы для	1	1
270	и есть	3	1
271	не признает	1	1
272	то в	3	1
273	отношения между	2	1
274	можно говорить	1	1
275	можно лишь	2	1
276	др в	1	1
277	иметь место	1	1
278	уже по	2	1
279	частностей не	1	1
280	той же	3	1
281	есть не	4	1
282	и себя	2	1
283	прямого значения	1	1
284	не во	1	1
285	смысле можно	1	1
286	к новой	1	1
287	устанавливает между	1	1
288	не была	1	1
289	в сущности	2	1
290	что иное	2	1
291	а для	1	1
292	человек должен	1	1
293	никогда не	3	1
294	которое в	3	1
295	зависимости от	1	1
296	в каждой	1	1
297	не что	2	1
298	проявляется в	2	1
299	не от	3	1
300	на них	1	1
301	иное как	2	1
302	себя а	1	1
303	нечто в	1	1
304	столь же	2	1
305	что его	2	1
306	в различных	2	1
307	тем как	2	1
308	а тем	1	1
309	искусство в	1	1
310	более как	1	1
311	друг от	1	1
312	том чем	1	1
313	на основе	1	1
314	и я	2	1
315	в истории	4	1
316	более чем	3	1
317	от друга	1	1
318	забвение всего	1	1
319	перед нами	1	1
320	что по	2	1
321	неизмеримо более	1	1
322	тем же	1	1
323	могли бы	4	1
324	говорят о	1	1
325	бы и	5	1
326	что это	7	1
327	а во-вторых	1	1
328	таковы например	1	1
329	то я	1	1
330	из этих	2	1
331	в известном	1	1
332	имеем в	1	1
333	во многих	2	1
334	на то	7	1
335	на его	3	1
336	что она	2	1
337	и иные	1	1
338	время и	1	1
339	все это	5	1
340	каком говорится	1	1
341	тем и	6	1
342	есть от	2	1
343	зрения в	1	1
344	к одному	3	1
345	отношений между	2	1
346	свое время	1	1
347	впечатление в	1	1
348	подобно тому	2	1
349	его можно	1	1
350	образа и	3	1
351	заключает в	8	1
352	форма в	1	1
353	но самое	2	1
354	многих других	1	1
355	бы они	2	1
356	что все	4	1
357	свое имя	1	1
358	произведения с	1	1
359	том случае	3	1
360	бы быть	1	1
361	а по	1	1
362	не с	2	1
363	а как	2	1
364	это было	2	1
365	было бы	8	1
366	он ни	1	1
367	войны и	1	1
368	прибавить ни	1	1
369	например с	2	1
370	по этому	1	1
371	нет в	1	1
372	рядом с	1	1
373	на второй	1	1
374	обратимся к	1	1
375	миросозерцания в	1	1
376	перед собой	1	1
377	исчезает и	2	1
378	от своего	1	1
379	поводу этой	1	1
380	свою речь	1	1
381	в такой	1	1
382	и без	2	1
383	может зависеть	1	1
384	в котором	4	1
385	что от	2	1
386	одним и	1	1
387	в единстве	1	1
388	к предмету	1	1
389	ни прибавить	1	1
390	на каждом	1	1
391	оно живет	2	1
392	рождается не	1	1
393	от его	2	1
394	быть названо	4	1
395	об отсутствии	1	1
396	значение для	1	1
397	и другого	1	1
398	и внутренних	1	1
399	есть его	1	1
400	друг другу	1	1
401	по крайней	5	1
402	более сложные	1	1
403	из виду	2	1
404	и наоборот	1	1
405	том же	2	1
406	случае мы	1	1
407	есть деятельность	1	1
408	например говорит	1	1
409	в таких	2	1
410	ее не	3	1
411	с которой	1	1
412	виду что	2	1
413	но для	1	1
414	не имеет	5	1
415	на котором	4	1
416	что такое	7	1
417	к этим	1	1
418	к изучению	1	1
419	мнения о	1	1
420	в систему	1	1
421	иметь в	2	1
422	как принято	1	1
423	того и	1	1
424	казалось бы	1	1
425	невозможно так	1	1
426	внутрь себя	1	1
427	в самой	2	1
428	такова например	1	1
429	не говорит	1	1
430	этих случаях	2	1
431	связи с	3	1
432	ее можно	1	1
433	не по	1	1
434	как будто	1	1
435	в каком	4	1
436	настоящего времени	2	1
437	и здесь	2	1
438	произведений такая	1	1
439	этом отношение	1	1
440	все то	1	1
441	ни убавить	1	1
442	куда же	1	1
443	когда мы	6	1
444	сравнении с	1	1
445	а можно	1	1
446	в каждом	3	1
447	от неполноты	1	1
448	здесь мы	2	1
449	восприятия но	1	1
450	в настоящее	1	1
451	следует иметь	1	1
452	как мы	2	1
453	значения и	1	1
454	точно так	2	1
455	меня в	1	1
456	языка и	3	1
457	в собственном	1	1
458	мысль о	6	1
459	но мы	2	1
460	или для	1	1
461	то время	1	1
462	вопрос что	2	1
463	значение в	1	1
464	как с	1	1
465	и совершенно	1	1
466	переход к	1	1
467	условие его	1	1
468	на нее	3	1
469	те же	3	1
470	в научном	1	1
471	можно только	2	1
472	по признаку	2	1
473	к языку	1	1
474	о ней	1	1
475	первое слово	1	1
476	незаметно для	1	1
477	возможна только	1	1
478	и поэтому	1	1
479	внимание на	5	1
480	настоящее время	1	1
481	в лес	6	1
482	после того	2	1
483	для говорящего	3	1
484	может не	1	1
485	только посредственно	1	1
486	от всего	1	1
487	на отдельные	1	1
488	нее нет	1	1
489	состоит не	1	1
490	от одного	3	1
491	крайней мере	5	1
492	в другой	2	1
493	отдельные слова	1	1
494	средств и	1	1
495	вслед за	1	1
496	сойти с	1	1
497	если он	1	1
498	речи есть	1	1
499	глядя на	2	1
500	может иметь	2	1
501	и мир	1	1
502	эти последние	1	1
503	внутренней стороны	2	1
504	с той	1	1
505	на которой	1	1
506	один из	2	1
507	но с	1	1
508	есть процесс	2	1
509	обе эти	1	1
510	мы видим	2	1
511	тот же	2	1
512	дело с	1	1
513	на языке	1	1
514	что даже	2	1
515	этом состоит	1	1
516	например так	1	1
517	в природу	1	1
518	человеческие фигуры	1	1
519	такое же	2	1
520	самые разнообразные	1	1
521	они могут	2	1
522	сложности и	1	1
523	или же	1	1
524	между этими	1	1
525	бы ни	2	1
526	этим словом	3	1
527	тот что	1	1
528	отдельных лиц	1	1
529	так что	5	1
530	с нею	3	1
531	если мы	2	1
532	в поэзии	3	1
533	они ни	1	1
534	других в	1	1
535	то и	4	1
536	свидетельствует о	1	1
537	состоит чтобы	1	1
538	из них	1	1
539	что речь	1	1
540	но от	1	1
541	за ним	2	1
542	поэзии есть	1	1
543	себе в	3	1
544	представить себе	2	1
545	до того	3	1
546	и против	1	1
547	от горя	1	1
548	так как	14	1
549	к ним	2	1
550	ту сторону	1	1
551	бытия и	1	1
552	должен был	1	1
553	образом что	2	1
554	но из	1	1
555	не было	12	1
556	разница в	1	1
557	и даже	2	1
558	как у	1	1
559	на чем	1	1
560	перед ним	1	1
561	что не	6	1
562	себе никаких	1	1
563	стремится к	2	1
564	всю жизнь	1	1
565	и означает	1	1
566	с которым	2	1
567	что хотя	3	1
568	не всегда	3	1
569	в бытии	1	1
570	не об	1	1
571	что основной	1	1
572	стороны в	1	1
573	его как	1	1
574	в одно	1	1
575	то она	1	1
576	в связи	1	1
577	как ни	2	1
578	только к	1	1
579	в лесу	1	1
580	вместе с	6	1
581	до этого	3	1
582	всем остальным	2	1
583	не могут	2	1
584	определяет его	1	1
585	другу и	1	1
586	он говорит	1	1
587	для обозначения	1	1
588	этого слова	7	1
589	истории не	1	1
590	второй план	1	1
591	тому как	2	1
592	и вполне	2	1
593	да и	4	1
594	чувства и	1	1
595	в состоянии	2	1
596	никем не	2	1
597	быть не	2	1
598	в это	2	1
599	и формы	1	1
600	этом случае	5	1
601	и другим	3	1
602	над тем	1	1
603	действительность в	1	1
604	только для	2	1
605	между прочим	3	1
606	все же	1	1
607	от нас	1	1
608	мы по	1	1
609	в более	2	1
610	самой природы	1	1
611	в следующей	1	1
612	говорящего и	2	1
613	жизни когда	1	1
614	если не	1	1
615	совершается в	1	1
616	что делает	2	1
617	не подлежит	1	1
618	о котором	1	1
619	в отдельных	2	1
620	больше и	1	1
621	глаза как	1	1
622	для нас	14	1
623	от него	2	1
624	к различным	1	1
625	бы в	2	1
626	не более	1	1
627	с не	1	1
628	время ее	1	1
629	же в	1	1
630	но если	1	1
631	быть и	2	1
632	не есть	9	1
633	себе никакого	1	1
634	к самому	1	1
635	здесь только	1	1
636	имеет в	2	1
637	не быть	1	1
638	понимается как	2	1
639	менее не	1	1
640	не сами	1	1
641	в сравнении	4	1
642	в свое	1	1
643	одно слово	5	1
644	быть назван	3	1
645	жизни и	1	1
646	ее в	1	1
647	видим в	1	1
648	случае если	1	1
649	в своих	2	1
650	нее как	2	1
651	по поводу	4	1
652	лес не	1	1
653	можно назвать	2	1
654	все что	2	1
655	случае его	1	1
