N	2gram	Tiupa_Disk_1	Problemy
264	и вообще	2	2
265	громадное значение	1	2
266	с человеком	2	2
267	и должно	1	2
268	о том	8	2
269	в форме	2	2
270	быть и	1	2
271	один из	3	2
272	что даже	2	2
273	и ее	2	2
274	при всей	3	2
275	со всеми	1	2
276	не то	1	2
277	уже не	4	2
278	другим что	1	2
279	слова не	1	2
280	за ним	1	2
281	друг друга	1	2
282	как его	2	2
283	каждый из	1	2
284	и делает	1	2
285	выходит за	1	2
286	или иной	5	2
287	и создает	1	2
288	к которому	2	2
289	было и	1	2
290	говорит о	1	2
291	не было	7	2
292	о чем	2	2
293	когда она	1	2
294	и потому	3	2
295	это в	2	2
296	чем теперь	1	2
297	тому как	3	2
298	утверждение в	1	2
299	я к	1	2
300	с этой	1	2
301	которой он	1	2
302	пока еще	6	2
303	более того	2	2
304	это уже	1	2
305	вопрос о	1	2
306	а к	1	2
307	не с	3	2
308	будто бы	2	2
309	мысли о	2	2
310	сказать что	3	2
311	на который	1	2
312	к другим	2	2
313	того или	2	2
314	нем нет	1	1
315	можно говорить	1	1
316	одним из	2	1
317	также и	3	1
318	чтобы не	1	1
319	и пришел	1	1
320	идет о	1	1
321	а непосредственно	1	1
322	в первом	3	1
323	по преимуществу	1	1
324	отношения к	2	1
325	появилось в	1	1
326	в их	5	1
327	обойтись без	1	1
328	этом направлении	1	1
329	и само	1	1
330	и лицо	1	1
331	смысле можно	1	1
332	но она	1	1
333	и завершающей	1	1
334	которое не	1	1
335	они были	1	1
336	степени как	1	1
337	явлениях а	1	1
338	в каждой	3	1
339	свою очередь	3	1
340	меньшей степени	1	1
341	себе вопрос	1	1
342	я на	1	1
343	сказать и	2	1
344	и главное	1	1
345	не все	1	1
346	в позднейшем	1	1
347	xix столетия	1	1
348	тут же	1	1
349	произведение в	2	1
350	форме и	1	1
351	лицом к	1	1
352	сих пор	1	1
353	независимо от	1	1
354	из уст	2	1
355	в различные	1	1
356	перед нами	3	1
357	и точность	1	1
358	часто на	1	1
359	бы я	1	1
360	не являются	1	1
361	вследствие своей	1	1
362	всего как	1	1
363	вообще по	1	1
364	исторические корни	2	1
365	или во	1	1
366	имеет громадное	1	1
367	в этой	2	1
368	с их	1	1
369	и до	1	1
370	роль в	7	1
371	говорит не	1	1
372	жизнь как	1	1
373	человек не	1	1
374	в общении	1	1
375	этот процесс	1	1
376	литературных произведений	1	1
377	он вдруг	1	1
378	собой не	1	1
379	из виду	1	1
380	характер в	1	1
381	к собственному	1	1
382	так например	2	1
383	на то	1	1
384	которое как	1	1
385	одно и	1	1
386	и заключается	1	1
387	человека в	2	1
388	значительной степени	2	1
389	введение в	1	1
390	совпадают с	1	1
391	и может	1	1
392	об этом	2	1
393	не каждое	1	1
394	слов о	1	1
395	а его	1	1
396	то есть	20	1
397	косвенной речи	1	1
398	зрения на	3	1
399	может стать	1	1
400	и мы	1	1
401	приходит в	1	1
402	рассказчика и	1	1
403	но уже	1	1
404	событиях но	1	1
405	правильного понимания	1	1
406	со своими	1	1
407	или напротив	1	1
408	строгом смысле	1	1
409	и было	2	1
410	как таковой	1	1
411	одного и	2	1
412	в этих	1	1
413	в г	2	1
414	бы на	1	1
415	можно сказать	5	1
416	дошли до	1	1
417	и при	1	1
418	таким же	1	1
419	человеком и	1	1
420	начиная от	1	1
421	не столько	1	1
422	нельзя понять	1	1
423	должны были	1	1
424	вопрос на	1	1
425	обобщающий образ	1	1
426	и эти	1	1
427	и более	1	1
428	том и	1	1
429	согласно его	1	1
430	бы быть	3	1
431	каждый тип	1	1
432	однако уже	2	1
433	отметить что	1	1
434	для каждого	1	1
435	уст в	1	1
436	в процессе	5	1
437	в основе	7	1
438	после своего	1	1
439	не случайно	1	1
440	образом в	1	1
441	к такому	2	1
442	что-нибудь сделать	1	1
443	этих двух	1	1
444	и по	2	1
445	сам я	1	1
446	и теперь	1	1
447	связи с	4	1
448	здесь же	1	1
449	этом отношении	1	1
450	ни о	1	1
451	не могут	1	1
452	когда мы	1	1
453	случаях когда	1	1
454	об одном	1	1
455	нашего рассмотрения	1	1
456	всего в	1	1
457	и другим	1	1
458	они и	3	1
459	все еще	1	1
460	оно не	2	1
461	и кому	1	1
462	и о	4	1
463	момент в	1	1
464	как не	3	1
465	но при	3	1
466	на нем	1	1
467	здесь не	1	1
468	говорит и	2	1
469	данном случае	2	1
470	он мог	3	1
471	для всего	1	1
472	в особенности	4	1
473	в себя	5	1
474	приводит к	2	1
475	значение в	1	1
476	же касается	2	1
477	времени и	3	1
478	кого и	2	1
479	в отношениях	1	1
480	создает особый	1	1
481	поэтому в	1	1
482	между собой	2	1
483	из одного	1	1
484	в построении	2	1
485	вся ее	1	1
486	на все	1	1
487	в произведении	3	1
488	внимание на	4	1
489	героя не	1	1
490	что каждый	1	1
491	свое произведение	1	1
492	или на	3	1
493	один голос	1	1
494	рассказу в	1	1
495	самому себе	2	1
496	в значительной	2	1
497	должно было	1	1
498	нет у	1	1
499	служит для	2	1
500	и требует	2	1
501	краткость и	1	1
502	мне как	1	1
503	в середине	1	1
504	и судия	2	1
505	выражению как	1	1
506	еще только	1	1
507	большей или	2	1
508	уходит в	1	1
509	что здесь	1	1
510	в формах	1	1
511	по своей	11	1
512	в большей	1	1
513	или меньшей	2	1
514	ее к	1	1
515	согласиться с	1	1
516	одного сознания	1	1
517	не средство	1	1
518	и действительно	1	1
519	указывающие на	1	1
520	и кончая	1	1
521	по мнению	1	1
522	всех его	1	1
523	самого говорящего	1	1
524	в уста	1	1
525	с одной	9	1
526	себя в	2	1
527	для всех	1	1
528	а напротив	1	1
529	обращения к	1	1
530	или не	1	1
531	все многообразие	1	1
532	оно в	1	1
533	здесь это	1	1
534	сторону не	1	1
535	приводит в	1	1
536	и других	1	1
537	это такая	1	1
538	и их	1	1
539	которая может	1	1
540	для правильного	1	1
541	в прошлом	1	1
542	исторический роман	1	1
543	установки и	1	1
544	мы можем	1	1
545	к той	3	1
546	событий и	1	1
547	никого не	2	1
548	что на	1	1
549	до сих	1	1
550	что человек	1	1
551	стиль по	1	1
552	чем он	2	1
553	еще и	1	1
554	или о	1	1
555	его из	1	1
556	не говоря	2	1
557	может ли	1	1
558	а сам	2	1
559	ничем не	1	1
560	в рассказе	2	1
561	одну из	2	1
562	невозможно ибо	1	1
563	и вне	1	1
564	пришел к	1	1
565	фигурирует в	1	1
566	но оно	1	1
567	к его	2	1
568	человека к	1	1
569	в строгом	3	1
570	требует от	1	1
571	в данном	5	1
572	на себя	2	1
573	сострадания и	1	1
574	общения с	3	1
575	в основном	1	1
576	если оно	1	1
577	что касается	2	1
578	какой он	1	1
579	сюжетом но	1	1
580	под названием	1	1
581	и часто	1	1
582	каким бы	1	1
583	котором он	2	1
584	или в	2	1
585	которая в	1	1
586	своей собственной	2	1
587	мысль о	1	1
588	в повесть	2	1
589	нечто смешное	1	1
590	несмотря на	1	1
591	хотя в	2	1
592	к лицу	1	1
593	здесь только	1	1
594	одной из	4	1
595	может и	2	1
596	в свою	3	1
597	с ней	1	1
598	всех других	1	1
599	остается неизменным	1	1
600	который не	1	1
601	в непосредственной	1	1
602	себе не	3	1
603	речи как	2	1
604	в своих	3	1
605	другому что	1	1
606	причастности к	1	1
