N	2gram	Tiupa_Lite_1	Psycholo
462	и всякое	1	1
463	мы никогда	1	1
464	что искусство	1	1
465	нашел в	1	1
466	положение в	1	1
467	в литературу	1	1
468	по этому	2	1
469	образов в	1	1
470	и у	1	1
471	только на	2	1
472	мы получим	1	1
473	себя и	1	1
474	в поэзии	1	1
475	в нашей	2	1
476	в начале	1	1
477	целого ряда	1	1
478	за счет	1	1
479	от других	1	1
480	и других	1	1
481	за ним	1	1
482	представлений о	1	1
483	своих собственных	1	1
484	тому же	2	1
485	не о	1	1
486	друг друга	4	1
487	с действительностью	2	1
488	ее развития	1	1
489	указание на	1	1
490	всегда больше	1	1
491	бы это	1	1
492	перейти к	1	1
493	не было	3	1
494	любит и	1	1
495	со всем	1	1
496	на второй	2	1
497	философа в	1	1
498	а на	1	1
499	явно как	1	1
500	я только	1	1
501	именно в	1	1
502	и прежде	3	1
503	чем он	1	1
504	тому как	2	1
505	в отличие	5	1
506	ни на	1	1
507	а жизнь	1	1
508	что для	2	1
509	превращается в	2	1
510	полагал что	2	1
511	света и	1	1
512	а сам	1	1
513	в рассказе	1	1
514	лирики и	1	1
515	на эту	1	1
516	ближе может	1	1
517	мы знаем	1	1
518	если не	1	1
519	для этой	1	1
520	в момент	1	1
521	в частности	15	1
522	о себе	4	1
523	и особенно	1	1
524	целом ряде	1	1
525	найти то	1	1
526	а нам	1	1
527	одновременно с	1	1
528	эту мысль	1	1
529	а отнюдь	1	1
530	с тобой	1	1
531	для понимания	2	1
532	на свете	1	1
533	поэзия в	1	1
534	художественное произведение	2	1
535	о его	1	1
536	текст и	1	1
537	отличается от	1	1
538	между прочим	1	1
539	имел в	1	1
540	я от	2	1
541	пока еще	1	1
542	не является	2	1
543	уже на	1	1
544	этого рода	2	1
545	для автора	1	1
546	затруднительное положение	1	1
547	и описана	1	1
548	тот кто	1	1
549	в отдельных	1	1
550	от него	1	1
551	собственно говоря	1	1
552	оказались бы	1	1
553	от всех	1	1
554	было на	1	1
555	в-третьих эта	1	1
556	человеческих характеров	1	1
557	бы на	2	1
558	утверждал что	2	1
559	отношении к	1	1
560	в романе	1	1
561	между ними	1	1
562	с ней	1	1
563	только как	1	1
564	автора в	2	1
565	ко всему	2	1
566	не мыслит	1	1
567	самое и	1	1
568	сам того	1	1
569	жизни и	3	1
570	тем самым	5	1
571	поэзии то	1	1
572	все что	1	1
573	этой точки	3	1
574	гораздо более	1	1
