N	2gram	Bakhtin_sl_1	DiskursI
206	на том	2	2
207	в другом	2	2
208	и вообще	2	2
209	в построении	2	2
210	о нем	4	2
211	во всяком	7	2
212	и что	1	2
213	одного из	2	2
214	в значительной	1	2
215	это было	1	2
216	на протяжении	2	2
217	и во	3	2
218	в форме	1	2
219	в литературе	1	2
220	большей или	4	2
221	и одновременно	2	2
222	дело с	1	2
223	в какой	1	2
224	в литературу	1	2
225	и ее	3	2
226	точка зрения	8	2
227	есть в	1	2
228	миров и	1	2
229	или даже	2	2
230	и понимание	1	2
231	слова в	8	2
232	в одном	2	2
233	как его	5	2
234	никогда не	3	2
235	здесь в	4	2
236	чем он	2	2
237	и др	14	2
238	героя и	1	2
239	более того	3	2
240	однако и	1	2
241	его как	2	2
242	о чем	1	2
243	произведение в	1	2
244	автора в	2	2
245	к лирике	2	2
246	из уст	1	2
247	и композиционно	2	2
248	для понимания	2	2
249	своего времени	1	2
250	и было	1	2
251	высказывания и	2	2
252	в начале	1	2
253	за его	1	2
254	известной степени	4	2
255	говорящего и	2	2
256	или в	8	2
257	о котором	1	2
258	и все	4	2
259	или меньшей	4	2
260	одновременно и	2	2
261	речи как	1	2
262	они не	1	2
263	к этому	2	2
264	как известно	1	1
265	в обычном	1	1
266	в словесной	1	1
267	чтобы не	1	1
268	исторического существования	2	1
269	диалогический момент	1	1
270	не остается	1	1
271	и то	2	1
272	не находя	1	1
273	сын и	1	1
274	на самом	2	1
275	которого должны	1	1
276	науки о	1	1
277	чего не	1	1
278	и до	1	1
279	из его	1	1
280	жанров как	1	1
281	той же	2	1
282	тридевять земель	1	1
283	к предмету	4	1
284	высказывание которое	1	1
285	обладает способностью	1	1
286	из своих	2	1
287	входит как	1	1
288	но она	1	1
289	но уже	1	1
290	они были	2	1
291	мы и	2	1
292	непосредственное отношение	1	1
293	своего исторического	3	1
294	чужих высказываний	5	1
295	как свой	1	1
296	предстает как	1	1
297	форм в	1	1
298	меньшей степени	4	1
299	стоят на	1	1
300	как целое	1	1
301	и главное	1	1
302	не требует	3	1
303	могло быть	1	1
304	а только	1	1
305	свою специфическую	1	1
306	в противовес	1	1
307	иногда и	1	1
308	слову в	2	1
309	широкого круга	1	1
310	мы называем	1	1
311	нет и	1	1
312	что они	2	1
313	речи но	2	1
314	в чужой	1	1
315	определенными и	1	1
316	контексте и	1	1
317	его на	1	1
318	особенности у	1	1
319	в различные	2	1
320	и нет	1	1
321	в противном	1	1
322	в меру	1	1
323	всего как	1	1
324	отнесены к	1	1
325	есть его	1	1
326	в которой	4	1
327	бы и	3	1
328	отношения с	1	1
329	таковы например	1	1
330	не был	1	1
331	он в	5	1
332	без учета	1	1
333	из этих	3	1
334	и те	2	1
335	рассказчика в	1	1
336	по преимуществу	4	1
337	жанров с	1	1
338	сознания с	1	1
339	другом случае	2	1
340	говорит не	1	1
341	целого которое	1	1
342	на то	1	1
343	высказывания как	1	1
344	быть только	2	1
345	что она	1	1
346	противном случае	1	1
347	случае перед	1	1
348	в определенном	1	1
349	время и	2	1
350	он не	3	1
351	с ней	2	1
352	они в	2	1
353	за тридевять	1	1
354	всех этих	4	1
355	в понимании	3	1
356	категорий в	1	1
357	чем у	1	1
358	к одному	1	1
359	не к	1	1
360	понимания и	1	1
361	высказываний в	1	1
362	войти в	2	1
363	нашего времени	1	1
364	свое время	1	1
365	одному и	2	1
366	или иных	1	1
367	дистанции между	4	1
368	одно и	2	1
369	подход к	1	1
370	совпадают с	1	1
371	где нет	2	1
372	и может	3	1
373	есть все	1	1
374	значение в	1	1
375	входящие в	1	1
376	на все	2	1
377	этих форм	1	1
378	косвенной речи	1	1
379	только своим	2	1
380	всех областях	1	1
381	и других	3	1
382	с другими	5	1
383	может стать	1	1
384	действительности в	1	1
385	на почве	4	1
386	устных и	1	1
387	всякое конкретное	2	1
388	рассказчика и	3	1
389	в жизни	1	1
390	в бытовом	1	1
391	для них	2	1
392	протекающей в	1	1
393	о которых	1	1
394	речах персонажей	1	1
395	с этой	3	1
396	в слове	7	1
397	устная речь	1	1
398	и вне	1	1
399	риторическими жанрами	1	1
400	мы видели	1	1
401	это система	1	1
402	мы не	2	1
403	как вещь	2	1
404	слова и	13	1
405	слово со	1	1
406	автора и	4	1
407	как таковой	1	1
408	различные формы	2	1
409	в этих	2	1
410	на разных	1	1
411	таким же	1	1
412	в изучении	1	1
413	а как	2	1
414	с точки	8	1
415	не столько	1	1
416	в первый	1	1
417	свое высказывание	1	1
418	его разновидностях	1	1
419	оно живет	1	1
420	от его	3	1
421	мир и	1	1
422	размежевания и	1	1
423	которые в	3	1
424	его к	1	1
425	тем не	1	1
426	и эти	2	1
427	и более	1	1
428	том и	2	1
429	не должно	3	1
430	слов о	2	1
431	вместе со	2	1
432	и вся	1	1
433	как точка	1	1
434	до конца	12	1
435	до известной	2	1
436	а иногда	3	1
437	самого начала	1	1
438	дело в	1	1
439	сознания это	1	1
440	эвристическое значение	2	1
441	мы все	2	1
442	образом в	3	1
443	но только	1	1
444	для всего	1	1
445	при наличии	1	1
446	данных жанров	2	1
447	и речевой	1	1
448	в романной	1	1
449	не все	1	1
450	признакам в	1	1
451	к концу	1	1
452	языка это	2	1
453	во всем	1	1
454	помимо воли	1	1
455	данный исторический	1	1
456	входят в	1	1
457	здесь возможны	1	1
458	этом отношении	1	1
459	рассказчик и	1	1
460	которому мы	1	1
461	в каком	1	1
462	эстетический объект	1	1
463	замкнутой и	1	1
464	точке зрения	2	1
465	ни о	2	1
466	в специальном	1	1
467	взаимодействия с	3	1
468	не могут	3	1
469	в речах	2	1
470	на границе	1	1
471	во все	1	1
472	формой которой	1	1
473	глубокое и	1	1
474	всего в	1	1
475	и другим	2	1
476	здесь они	1	1
477	того о	1	1
478	его с	1	1
479	не встречается	1	1
480	но сама	1	1
481	и это	1	1
482	но по	2	1
483	здесь не	2	1
484	с сохранением	1	1
485	религиозные и	1	1
486	и от	4	1
487	с самого	1	1
488	чужой речи	7	1
489	с языком	2	1
490	и сам	3	1
491	по аналогии	1	1
492	те же	2	1
493	здесь как	1	1
494	особенно в	1	1
495	в плоскости	1	1
496	как таковые	3	1
497	авторской индивидуальности	1	1
498	не исчерпывается	2	1
499	если бы	1	1
500	из одного	2	1
501	и разговорного	1	1
502	к языку	3	1
503	оно определяется	1	1
504	но здесь	3	1
505	говорения и	1	1
506	жанровые разновидности	2	1
507	свое произведение	2	1
508	иное значение	1	1
509	по их	1	1
510	жанрах в	1	1
511	нас в	2	1
512	в эстетической	1	1
513	и вследствие	1	1
514	а напротив	1	1
515	к нему	5	1
516	в евгении	2	1
517	говорящего на	1	1
518	речевого целого	1	1
519	и остаются	1	1
520	но внутренняя	1	1
521	творчества в	1	1
522	а потому	1	1
523	общему мнению	2	1
524	этом как	1	1
525	наконец в	2	1
526	романа в	3	1
527	и письменных	1	1
528	как композиционная	1	1
529	а его	1	1
530	как индивидуальное	1	1
531	форме то	1	1
532	известном смысле	2	1
533	с ними	3	1
534	композиционная форма	2	1
535	слово живет	1	1
536	всех его	7	1
537	персонажей а	1	1
538	или же	1	1
539	и лингвистикой	1	1
540	ощущение и	1	1
541	со всеми	1	1
542	одни и	1	1
543	чаще всего	1	1
544	до наших	1	1
545	не имеют	1	1
546	можно рассматривать	1	1
547	в большинстве	10	1
548	только на	2	1
549	концу прошлого	1	1
550	вернуться к	1	1
551	то и	1	1
552	в виде	2	1
553	слова не	1	1
554	большинстве случаев	6	1
555	в известном	2	1
556	его текст	1	1
557	стиль высказывания	1	1
558	его и	3	1
559	к своим	1	1
560	и их	1	1
561	всяком случае	5	1
562	в известной	2	1
563	в прозе	1	1
564	он весь	2	1
565	друг друга	3	1
566	каждый из	1	1
567	замкнутое и	1	1
568	как раз	2	1
569	форм повествования	1	1
570	автора как	1	1
571	или напротив	2	1
572	момент в	1	1
573	тем чем	3	1
574	но эти	3	1
575	предложение а	1	1
576	выходит за	3	1
577	своем живом	1	1
578	между которыми	1	1
579	до сих	2	1
580	оно лишь	2	1
581	есть без	1	1
582	уходит в	1	1
583	и прежде	1	1
584	было бы	3	1
585	свои особые	1	1
586	текст в	1	1
587	же о	1	1
588	себя и	1	1
589	эту форму	1	1
590	его из	1	1
591	данного высказывания	1	1
592	только по	1	1
593	громадное значение	1	1
594	от этого	2	1
595	есть к	1	1
596	ничем не	1	1
597	не на	5	1
598	которое по	1	1
599	основных и	2	1
600	и требования	1	1
601	от жанра	2	1
602	на который	1	1
603	этом случае	2	1
604	несмотря на	1	1
605	с помощью	1	1
606	но оно	3	1
607	исходить из	1	1
608	вместе с	1	1
609	до этого	1	1
610	в иных	1	1
611	романного жанра	7	1
612	в языковом	4	1
613	в официальных	1	1
614	в той	10	1
615	когда она	1	1
616	да и	1	1
617	евгении онегине	2	1
618	как высказывания	1	1
619	событием самого	1	1
620	этого слова	1	1
621	на языке	1	1
622	в контексте	2	1
623	ответное понимание	2	1
624	в первые	1	1
625	в эстетический	1	1
626	быть и	4	1
627	аналогии с	1	1
628	впрочем не	1	1
629	сих пор	2	1
630	в основном	3	1
631	конкретное высказывание	1	1
632	в формировании	1	1
633	в смысле	4	1
634	о мире	1	1
635	тому или	1	1
636	при всем	3	1
637	ближе к	1	1
638	тех или	1	1
639	и часто	4	1
640	с авторской	1	1
641	лицо и	1	1
642	его контекста	2	1
643	в результате	3	1
644	которая в	1	1
645	у них	2	1
646	от того	1	1
647	тем более	1	1
648	может избежать	1	1
649	полноты и	1	1
650	в большей	3	1
651	но это	1	1
652	различные эпохи	1	1
653	быть отнесены	1	1
654	лежит в	4	1
655	личности и	1	1
656	отношении к	6	1
657	в системе	1	1
658	речь или	1	1
659	профессиональной и	1	1
660	к авторскому	2	1
661	не знает	1	1
662	отношением к	1	1
663	речи и	1	1
664	или иного	2	1
665	в свое	3	1
666	романной прозе	2	1
667	на своем	5	1
668	будучи в	1	1
669	строится на	1	1
670	из романа	2	1
671	и другие	1	1
672	или во	2	1
673	по причине	1	1
674	который не	1	1
675	им и	1	1
676	в таком	1	1
