N	2gram	Nazirov_Tv_2	formyVre
114	она ни	1	3
115	самой жизни	1	3
116	веселая смерть	1	3
117	к тому	1	3
118	на основе	1	3
119	роль в	2	3
120	мы наблюдаем	1	3
121	том как	1	3
122	жизнь и	1	3
123	в другом	1	3
124	как у	3	3
125	что и	1	3
126	тот же	1	3
127	что он	6	3
128	дана в	1	3
129	для него	3	3
130	тем что	3	3
131	что на	2	3
132	и даже	5	3
133	и прежде	1	3
134	не было	2	3
135	еще нет	1	3
136	под знаком	1	3
137	не является	3	3
138	в этих	1	3
139	а в	4	3
140	но эти	2	3
141	и другие	1	3
142	к этому	3	3
143	том числе	1	3
144	этого романа	1	2
145	ту же	1	2
146	как его	1	2
147	связи между	1	2
148	эту жизнь	1	2
149	и есть	2	2
150	и до	1	2
151	почти всегда	1	2
152	развития человечества	1	2
153	и стиль	1	2
154	говорить о	2	2
155	роман в	1	2
156	жизни как	1	2
157	он был	1	2
158	не был	1	2
159	если в	1	2
160	значение имеет	1	2
161	в одной	3	2
162	то в	1	2
163	и к	1	2
164	всего романа	1	2
165	в этой	5	2
166	с одной	1	2
167	особое место	2	2
168	о смерти	1	2
169	после этого	1	2
170	и вот	1	2
171	на земле	1	2
172	мыслится как	1	2
173	имеет у	1	2
174	лишь в	1	2
175	смеха и	1	2
176	более глубокой	1	2
177	по себе	1	2
178	и рядом	1	2
179	в париже	1	2
180	случайностей и	2	2
181	со своими	2	2
182	которой он	2	2
183	мы видели	1	2
184	очень важный	1	2
185	бога и	1	2
186	автора и	1	2
187	всего нужно	1	2
188	за свой	1	2
189	представление о	7	2
190	одном из	2	2
191	но эта	2	2
192	но он	1	2
193	в прямом	1	2
194	и более	1	2
195	вплоть до	1	2
196	она не	1	2
197	и имеет	1	2
198	в день	1	2
199	на землю	2	2
200	не похож	1	2
201	мире и	1	2
202	особое значение	1	2
203	в роман	2	2
204	вырваться из	1	2
205	в духе	4	2
206	могут быть	2	2
207	во все	1	2
208	похож на	1	2
209	числе и	1	2
210	и потому	4	2
211	дальнейшем мы	1	2
212	и это	3	2
213	и о	1	2
214	золотом веке	1	2
215	чем не	1	2
216	он утверждает	1	2
217	и от	4	2
218	в себя	1	2
219	не мог	1	2
220	особенно в	2	2
221	и должно	1	2
222	другом месте	1	2
223	влияние на	1	2
224	утверждает что	1	2
225	каждом из	1	2
226	в сюжете	1	2
227	это не	7	2
228	и только	2	2
229	века и	1	2
230	в литературе	2	2
231	значит что	1	2
232	литературы в	1	2
233	один из	3	2
234	мы видим	4	2
235	в литературу	1	2
236	и детей	1	2
237	в поэзии	1	2
238	и других	2	2
239	сами по	1	2
240	в конце	6	2
241	рядом с	2	2
242	или иной	1	2
243	до сих	3	2
244	с другой	2	2
245	именно в	6	2
246	было бы	1	2
247	и несколько	1	2
248	романа в	1	2
249	у нас	2	2
250	не знает	1	2
251	жизни но	1	2
252	человек в	1	2
253	если не	4	2
254	что все	1	2
255	не может	7	2
256	так же	5	2
257	как это	1	2
258	наряду с	7	2
259	в последнем	1	2
260	лежит в	1	2
261	сих пор	3	2
262	только для	2	2
263	главных героев	1	2
264	с большой	1	2
265	ее и	1	2
266	но это	5	2
267	образ человека	2	2
268	между ними	1	2
269	не быть	1	2
270	как на	1	2
271	во всяком	2	2
272	говорили о	1	1
273	можно говорить	1	1
274	кто бы	1	1
275	например в	5	1
276	относится и	2	1
277	связан с	1	1
278	характера а	2	1
279	это и	1	1
280	я тебя	1	1
281	по преимуществу	2	1
282	на этих	1	1
283	и юмора	1	1
284	он всегда	2	1
285	в какой-то	1	1
286	ряда в	1	1
287	видеть в	1	1
288	действительности и	1	1
289	со всех	1	1
290	бы уже	1	1
291	что если	1	1
292	общества и	1	1
293	что уже	1	1
294	большую роль	1	1
295	на место	1	1
296	со смертью	1	1
297	одновременно в	1	1
298	начинается с	2	1
299	дневник и	2	1
300	письма к	3	1
301	же что	1	1
302	всех сторон	1	1
303	там нет	2	1
304	время путешествия	1	1
305	между собой	1	1
306	он сам	3	1
307	в чем	4	1
308	глубокой и	1	1
309	с его	1	1
310	самом деле	2	1
311	жизни например	1	1
312	характерная для	1	1
313	франчески и	1	1
314	связанного с	1	1
315	отличие от	2	1
316	это самое	1	1
317	искусстве и	1	1
318	это герои	1	1
319	о жизни	3	1
320	однако не	1	1
321	когда он	4	1
322	его к	1	1
323	и отчасти	3	1
324	начинает раскрываться	1	1
325	в идеологической	1	1
326	он дал	1	1
327	в самом	3	1
328	в письмах	3	1
329	в которой	2	1
330	в гамлете	1	1
331	от бога	1	1
332	романа это	1	1
333	бы не	2	1
334	его а	1	1
335	в кровь	1	1
336	так в	2	1
337	черт был	1	1
338	частности с	1	1
339	романа но	1	1
340	его но	1	1
341	в случае	1	1
342	но прежде	2	1
343	с чувством	3	1
344	идей и	2	1
345	сказать в	1	1
346	он ни	1	1
347	и школы	1	1
348	не значит	1	1
349	же это	1	1
350	о золотом	1	1
351	образом и	1	1
352	на его	4	1
353	образов и	1	1
354	в мистическом	1	1
355	так например	3	1
356	лишь что	1	1
357	ни был	1	1
358	традиции у	1	1
359	в каждом	1	1
360	об этом	4	1
361	мифологии в	1	1
362	в будущее	1	1
363	с прошлым	1	1
364	свой собственный	1	1
365	ни в	1	1
366	новый мир	1	1
367	в действии	1	1
368	мы не	4	1
369	герои романа	1	1
370	такой же	2	1
371	зато в	2	1
372	в один	1	1
373	и еще	2	1
374	в своей	6	1
375	роман о	1	1
376	с самого	1	1
377	не столько	2	1
378	заявил что	2	1
379	в поэме	1	1
380	точку зрения	2	1
381	такую же	1	1
382	в философии	1	1
383	и эти	1	1
384	важную роль	1	1
385	однако в	1	1
386	где нет	2	1
387	в устах	2	1
388	важно лишь	1	1
389	сам он	1	1
390	тому что	1	1
391	стремился восстановить	1	1
392	о будущем	1	1
393	в таких	1	1
394	о значении	1	1
395	виду что	1	1
396	не имеет	1	1
397	самого начала	1	1
398	дело в	1	1
399	одна из	3	1
400	на него	2	1
401	родился в	2	1
402	но только	1	1
403	через него	1	1
404	трагедии в	2	1
405	и лишь	2	1
406	как она	1	1
407	ее у	1	1
408	человека так	1	1
409	только с	2	1
410	есть у	1	1
411	мифов и	1	1
412	и здесь	1	1
413	начиная с	2	1
414	не могут	1	1
415	в кн	3	1
416	с исключительной	1	1
417	сама жизнь	1	1
418	как только	1	1
419	для развития	1	1
420	его с	1	1
421	важно было	1	1
422	бы он	1	1
423	той или	1	1
424	день и	1	1
425	сказать что	1	1
426	если же	1	1
427	она дана	1	1
428	опираясь на	2	1
429	приходит к	1	1
430	обликом ни	1	1
431	более не	2	1
432	и художественное	1	1
433	здесь необходимо	1	1
434	свою очередь	1	1
435	но при	1	1
436	в ее	2	1
437	себе самом	1	1
438	характер и	1	1
439	сочетается с	1	1
440	действия и	2	1
441	говорили что	1	1
442	то время	1	1
443	это для	1	1
444	в правом	2	1
445	и сам	5	1
446	и дальше	1	1
447	резко отличает	1	1
448	здесь он	1	1
449	как большая	1	1
450	отлична от	1	1
451	античной мифологии	1	1
452	с народом	2	1
453	к самой	1	1
454	с собой	1	1
455	еще в	1	1
456	она была	1	1
457	что от	1	1
458	если бы	4	1
459	и вообще	2	1
460	быту и	1	1
461	с человеком	1	1
462	сводится к	2	1
463	отчасти в	1	1
464	часу в	1	1
465	и поэтому	2	1
466	за пределами	1	1
467	и что	2	1
468	совершенно ясна	1	1
469	в различных	1	1
470	этот принцип	1	1
471	может не	1	1
472	там же	9	1
473	и биографии	1	1
474	и легенд	1	1
475	между тем	3	1
476	человек был	1	1
477	этот момент	1	1
478	и хорошо	1	1
479	нуждается в	1	1
480	в бытовой	6	1
481	непосредственно в	1	1
482	что весь	1	1
483	герой в	1	1
484	в формах	1	1
485	них более	1	1
486	и одновременно	1	1
487	романа и	3	1
488	важно подчеркнуть	1	1
489	же напротив	1	1
490	ли он	1	1
491	для себя	1	1
492	и является	1	1
493	из многих	1	1
494	как нечто	1	1
495	должен быть	1	1
496	должен был	1	1
497	он действует	1	1
498	и ее	2	1
499	без него	1	1
500	времени как	1	1
501	взятая в	1	1
502	себя в	2	1
503	романа еще	1	1
504	не можем	1	1
505	в виде	2	1
506	еще одну	1	1
507	является не	1	1
508	же у	1	1
509	здесь же	1	1
510	рассказывает о	3	1
511	участие в	1	1
512	глубину и	1	1
513	и паоло	1	1
514	менее всего	1	1
515	был бы	1	1
516	и прямой	1	1
517	руки и	1	1
518	и мотивов	1	1
519	от горя	1	1
520	бытия и	1	1
521	другом в	2	1
522	все такие	1	1
523	в любви	1	1
524	не противоречит	1	1
525	у шекспира	1	1
526	и всему	1	1
527	окружающий мир	1	1
528	на свое	1	1
529	типичен для	1	1
530	такое же	1	1
531	святых и	1	1
532	в отличие	2	1
533	души и	1	1
534	когда герой	1	1
535	что не	3	1
536	показано в	1	1
537	позиция автора	1	1
538	может жить	1	1
539	на этот	2	1
540	более того	2	1
541	в рассказе	3	1
542	другой стороны	2	1
543	одну из	1	1
544	под влиянием	1	1
545	несмотря на	1	1
546	но как	1	1
547	в речи	1	1
548	попытка раскрыть	1	1
549	всегда является	1	1
550	не знал	2	1
551	мире без	1	1
552	в изображении	1	1
553	человек с	1	1
554	и мотивы	1	1
555	этого слова	1	1
556	средневекового человека	1	1
557	с раскрытием	1	1
558	фоном и	1	1
559	с примерами	1	1
560	и тогда	2	1
561	свой счет	1	1
562	это уже	2	1
563	и тесно	1	1
564	пор еще	1	1
565	культуры и	1	1
566	романа становится	1	1
567	в результате	1	1
568	а все	1	1
569	это как	1	1
570	иного рода	1	1
571	но когда	1	1
572	и события	1	1
573	всякого рода	2	1
574	и ни	1	1
575	своих героев	3	1
576	мы как	1	1
577	вообще в	1	1
578	действительной жизни	1	1
579	для читателя	1	1
580	природа человека	1	1
581	смеха в	1	1
582	не являются	1	1
583	и вдруг	2	1
584	в целях	1	1
585	к самому	2	1
586	и сила	1	1
587	от ее	2	1
588	он же	2	1
589	в свою	1	1
590	от всех	1	1
591	совершенно не	1	1
592	авантюрного романа	1	1
593	в быту	2	1
594	но этот	1	1
595	частности в	1	1
596	по поводу	1	1
597	в таком	3	1
