N	2gram	Propp_Isto_3	VLabPisa
101	имеет свою	3	3
102	и он	2	3
103	в которых	2	3
104	видели что	4	3
105	но как	1	3
106	нет и	1	3
107	что они	8	3
108	с этим	8	3
109	и как	3	3
110	и к	3	3
111	следующим образом	3	3
112	всех этих	2	3
113	фактического материала	1	3
114	и по	1	3
115	в работе	2	3
116	его в	3	3
117	далеко не	3	3
118	что не	2	3
119	с тем	2	3
120	мы видели	13	3
121	во время	6	3
122	точки зрения	2	3
123	и ее	3	3
124	это делает	2	3
125	одном из	3	3
126	например что	1	3
127	это мы	1	3
128	у нас	4	3
129	и отдельных	1	3
130	она не	4	3
131	образом в	2	3
132	никак не	1	3
133	что и	9	3
134	говорит в	1	3
135	того что	5	3
136	этот вопрос	2	3
137	и их	1	3
138	из приведенных	3	3
139	материалов в	1	3
140	мы знаем	2	3
141	можно утверждать	2	3
142	так же	3	3
143	и от	3	3
144	или в	11	3
145	видно из	1	3
146	жизни и	2	3
147	как на	1	3
148	ее в	3	3
149	ту же	2	2
150	также что	1	2
151	также и	1	2
152	и через	1	2
153	связана с	3	2
154	видеть в	1	2
155	и этот	1	2
156	а как	1	2
157	мы имеем	19	2
158	же как	2	2
159	на эти	1	2
160	то это	2	2
161	в ней	2	2
162	еще не	10	2
163	что его	1	2
164	в различных	1	2
165	в чем	3	2
166	бы не	1	2
167	но не	7	2
168	том числе	1	2
169	относится к	2	2
170	отнюдь не	1	2
171	от до	1	2
172	стороны и	3	2
173	хотя и	2	2
174	но в	10	2
175	с нею	1	2
176	он в	1	2
177	ни одна	1	2
178	некоторые авторы	1	2
179	этот процесс	1	2
180	что она	5	2
181	после этого	2	2
182	он не	5	2
183	том чтобы	1	2
184	подобно тому	1	2
185	так например	1	2
186	человека в	1	2
187	а затем	3	2
188	в другом	2	2
189	заключается в	1	2
190	с другими	1	2
191	в жизни	2	2
192	рассказывает что	1	2
193	не всегда	4	2
194	он и	3	2
195	и для	2	2
196	что такое	1	2
197	всяком случае	2	2
198	самый факт	1	2
199	о наличии	1	2
200	знаем что	2	2
201	которые в	1	2
202	если бы	6	2
203	по себе	1	2
204	можно ли	3	2
205	не менее	5	2
206	только не	2	2
207	не вполне	6	2
208	связанное с	2	2
209	ли это	2	2
210	от того	1	2
211	нет ни	1	2
212	отличается от	1	2
213	они и	3	2
214	в самых	2	2
215	что при	1	2
216	на это	2	2
217	основываясь на	1	2
218	только то	1	2
219	роль в	2	2
220	примеров можно	1	2
221	в образе	1	2
222	он сам	1	2
223	и даже	2	2
224	во всяком	2	2
225	представления об	1	2
226	от них	3	2
227	о его	1	2
228	и быть	1	2
229	с одной	2	2
230	одной из	1	2
231	при помощи	3	2
232	могло бы	1	2
233	эти вопросы	1	2
234	вовсе не	2	2
235	к ним	1	2
236	эти явления	1	2
237	в особенности	2	2
238	одной стороны	2	2
239	даже не	2	2
240	до сих	5	2
241	как у	1	2
242	несколько примеров	1	2
243	показывает что	5	2
244	к сожалению	1	2
245	о чем	1	2
246	что мы	1	2
247	тому как	1	2
248	нет никаких	2	2
249	начиная с	1	2
250	и потому	2	2
251	в течение	6	2
252	и некоторые	2	2
253	сих пор	5	2
254	между прочим	3	2
255	но для	1	2
256	можно было	1	2
257	в книге	1	2
258	например не	1	2
259	все они	1	2
260	а в	6	2
261	сообщает о	2	2
262	этой точки	1	2
263	они не	4	2
264	которая не	1	2
265	пор не	1	1
266	таком случае	1	1
267	начинается с	1	1
268	самом деле	1	1
269	она у	1	1
270	и так	2	1
271	всем что	1	1
272	все те	1	1
273	должна быть	1	1
274	укажем что	1	1
275	несколько иной	1	1
276	со всех	1	1
277	как мы	8	1
278	случае вот	1	1
279	вопрос о	2	1
280	они могут	2	1
281	наличие в	1	1
282	но она	2	1
283	на себя	2	1
284	приходит к	1	1
285	из того	2	1
286	мы и	1	1
287	к общему	1	1
288	свою очередь	1	1
289	и то	2	1
290	между собой	1	1
291	быть в	1	1
292	здесь не	3	1
293	по своему	1	1
294	сад и	1	1
295	как если	1	1
296	не все	6	1
297	ответ на	1	1
298	такое толкование	3	1
299	некоторые черты	1	1
300	себе и	2	1
301	толстой очень	1	1
302	которые не	1	1
303	внимания то	1	1
304	общего с	1	1
305	понимать в	1	1
306	что ее	1	1
307	кроме того	1	1
308	еще больше	1	1
309	целый ряд	3	1
310	что по	2	1
311	материалов и	1	1
312	не очень	1	1
313	его работе	1	1
314	уже в	1	1
315	за это	2	1
316	что так	1	1
317	общеизвестно что	1	1
318	такая форма	2	1
319	имеем в	4	1
320	тому же	2	1
321	на то	1	1
322	если он	2	1
323	соответствующие этим	1	1
324	на его	3	1
325	в определенном	1	1
326	да и	2	1
327	не как	1	1
328	что еще	2	1
329	но вместе	1	1
330	в сад	1	1
331	уже не	7	1
332	его от	1	1
333	на этом	4	1
334	оно и	1	1
335	этих материалов	3	1
336	связанных с	2	1
337	свойств и	1	1
338	в несколько	1	1
339	не нашел	1	1
340	входит в	1	1
341	приходит в	3	1
342	смерть и	2	1
343	в ином	6	1
344	для них	3	1
345	двух лет	1	1
346	ни одной	1	1
347	соответствии с	1	1
348	с этой	1	1
349	которой он	1	1
350	здесь можно	6	1
351	на этот	1	1
352	природой в	1	1
353	в этих	11	1
354	этому же	3	1
355	это подтверждается	1	1
356	не самый	1	1
357	и той	1	1
358	образом и	2	1
359	но он	4	1
360	друг другу	2	1
361	был только	1	1
362	и эти	3	1
363	что этот	1	1
364	все данные	1	1
365	бы быть	1	1
366	не представляют	2	1
367	вплоть до	1	1
368	говорит по	1	1
369	в таких	1	1
370	как можно	1	1
371	эти формы	1	1
372	того как	1	1
373	на себе	1	1
374	время как	2	1
375	и пытается	1	1
376	указывалось что	1	1
377	не имеет	2	1
378	казалось бы	1	1
379	не имели	1	1
380	это то	1	1
381	в три	2	1
382	к ней	4	1
383	видим что	4	1
384	от него	2	1
385	друг друга	6	1
386	как не	1	1
387	подтверждает это	1	1
388	свою мать	1	1
389	е не	1	1
390	из вариантов	2	1
391	только с	1	1
392	так то	1	1
393	как будто	2	1
394	они показывают	1	1
395	в каком	1	1
396	только наиболее	1	1
397	становится понятным	1	1
398	к таким	1	1
399	лежит в	1	1
400	об одном	1	1
401	которые его	1	1
402	функцию в	1	1
403	перейти к	2	1
404	ничего общего	1	1
405	и это	2	1
406	и поэтому	1	1
407	но по	3	1
408	с ее	1	1
409	как один	1	1
410	же не	2	1
411	данном случае	3	1
412	всегда были	1	1
413	течение двух	1	1
414	то время	2	1
415	очень существенно	1	1
416	вопрос что	1	1
417	в дальнейшем	4	1
418	и сам	1	1
419	что у	3	1
420	только через	1	1
421	и ту	1	1
422	что автор	1	1
423	это вовсе	1	1
424	это настолько	1	1
425	каждого из	1	1
426	часто в	1	1
427	по тому	1	1
428	за этими	1	1
429	является в	1	1
430	этой жизни	1	1
431	силу того	1	1
432	для этого	1	1
433	по мере	1	1
434	с ним	1	1
435	на море	1	1
436	даже из	1	1
437	это происходит	1	1
438	и та	1	1
439	и что	2	1
440	после того	2	1
441	с того	2	1
442	для нас	4	1
443	а также	2	1
444	ли она	1	1
445	толстой и	1	1
446	по их	1	1
447	связанной с	1	1
448	помощи которых	1	1
449	говорят о	1	1
450	которой мы	1	1
451	или иначе	1	1
452	толстой в	1	1
453	и тех	1	1
454	в свете	5	1
455	из моментов	1	1
456	в русском	2	1
457	если это	3	1
458	в него	2	1
459	наконец и	1	1
460	указывает что	1	1
461	быть и	3	1
462	следует ли	1	1
463	которых она	1	1
464	большею частью	1	1
465	но этим	1	1
466	по наблюдениям	1	1
467	эту задачу	1	1
468	как нечто	1	1
469	очень много	2	1
470	который в	1	1
471	в большом	8	1
472	сознания человека	1	1
473	стороны он	1	1
474	на охоте	1	1
475	конечно не	1	1
476	можно установить	5	1
477	только на	2	1
478	не знать	1	1
479	в виде	2	1
480	в начале	1	1
481	еще одну	2	1
482	этому вопросу	1	1
483	не дает	2	1
484	или даже	1	1
485	его и	4	1
486	характерно что	1	1
487	роль и	1	1
488	себе в	2	1
489	ни в	2	1
490	к более	2	1
491	сами по	1	1
492	в состоянии	1	1
493	себя от	1	1
494	отношение к	4	1
495	заметить что	1	1
496	тем что	4	1
497	и вместе	1	1
498	к двум	1	1
499	частности из	1	1
500	только у	1	1
501	так не	1	1
502	связаны с	1	1
503	а именно	4	1
504	потом в	2	1
505	в свою	4	1
506	себя и	1	1
507	близко к	1	1
508	в соответствии	1	1
509	связано с	4	1
510	них и	1	1
511	не создает	1	1
512	не означает	1	1
513	жизнь в	1	1
514	подобного рода	1	1
515	имеет своей	2	1
516	более поздних	2	1
517	на эту	1	1
518	самого начала	1	1
519	со своими	2	1
520	или с	1	1
521	обычно не	1	1
522	если не	2	1
523	очень часто	3	1
524	есть одно	1	1
525	нет ничего	2	1
526	он обычно	1	1
527	у различных	1	1
528	целом но	1	1
529	сказки о	2	1
530	теперь к	2	1
531	имеются в	2	1
532	что некоторые	3	1
533	как в	2	1
534	обратил внимание	1	1
535	где же	1	1
536	в данном	4	1
537	а если	3	1
538	так или	1	1
539	образом на	1	1
540	изучение этих	1	1
541	имеем дело	1	1
542	бы его	1	1
543	исходя из	1	1
544	это значит	1	1
545	следующее у	1	1
546	том смысле	1	1
547	только для	1	1
548	но это	3	1
549	на своем	1	1
550	ранних стадиях	1	1
551	мы видим	8	1
552	русских народных	1	1
553	происходит в	2	1
554	свете этих	2	1
555	же другие	1	1
556	и все	3	1
557	еще более	2	1
558	находится в	4	1
559	потому что	3	1
560	словесное выражение	1	1
561	увидим ниже	3	1
562	и наоборот	1	1
563	или не	2	1
564	сохранила нам	1	1
565	приводящие к	1	1
566	рассмотрим несколько	1	1
567	дело с	2	1
568	это в	1	1
569	состоит из	1	1
570	от всех	1	1
571	совершенно не	2	1
572	вступает с	1	1
573	не один	1	1
574	по которой	1	1
575	есть и	5	1
576	они всегда	1	1
577	с возникновением	1	1
578	к этой	1	1
579	в поиски	1	1
580	видим в	1	1
581	и другие	4	1
582	может меняться	1	1
583	часто встречается	2	1
584	в таком	1	1
585	или наоборот	2	1
