N	2gram	Vinokur_St_1	Formalny
194	отношению к	3	3
195	является для	1	3
196	абсолютно никаких	1	3
197	о нем	1	3
198	сказать что	7	3
199	отношения к	2	2
200	чтобы не	1	2
201	в такой	2	2
202	а иногда	2	2
203	это и	4	2
204	в котором	5	2
205	одним и	2	2
206	который был	1	2
207	в сущности	2	2
208	так чтобы	1	2
209	совпадает с	2	2
210	говорить о	2	2
211	эпохи в	3	2
212	не знают	1	2
213	проявляется в	1	2
214	научной работы	4	2
215	с его	1	2
216	конечно это	2	2
217	в сторону	2	2
218	очевидно что	1	2
219	или иное	3	2
220	и речи	2	2
221	за пределы	2	2
222	в своем	2	2
223	стороны и	1	2
224	не являются	3	2
225	от этого	2	2
226	то в	3	2
227	это можно	3	2
228	бы не	2	2
229	из этих	6	2
230	в этой	11	2
231	е с	3	2
232	как он	1	2
233	вообще не	2	2
234	что она	4	2
235	всех этих	2	2
236	не значит	3	2
237	не как	1	2
238	в россии	4	2
239	какой бы	1	2
240	что ни	2	2
241	об эволюции	2	2
242	в основу	4	2
243	на протяжении	1	2
244	этом смысле	1	2
245	ведь если	2	2
246	кажется что	3	2
247	он является	1	2
248	ни с	3	2
249	такой же	5	2
250	и тогда	2	2
251	нисколько не	2	2
252	том как	4	2
253	но эта	1	2
254	это утверждение	1	2
255	однако в	1	2
256	что этот	2	2
257	даже в	3	2
258	и очень	4	2
259	в отношении	9	2
260	как о	2	2
261	дело не	4	2
262	правда в	1	2
263	дело в	6	2
264	одна из	1	2
265	и притом	1	2
266	не могло	1	2
267	вытекает из	2	2
268	и лишь	1	2
269	п в	3	2
270	тем не	2	2
271	в каком	3	2
272	на тему	1	2
273	отличается от	1	2
274	отношении чрезвычайно	1	2
275	в истолковании	1	2
276	и это	2	2
277	но при	1	2
278	то или	3	2
279	так в	1	2
280	был бы	1	2
281	можно только	1	2
282	это только	1	2
283	является в	1	2
284	поэтому в	3	2
285	для этого	2	2
286	ничего не	2	2
287	на все	1	2
288	притом в	1	2
289	и во	2	2
290	что и	6	2
291	и только	3	2
292	является результатом	1	2
293	говорит в	2	2
294	должен быть	3	2
295	именно на	1	2
296	является не	4	2
297	в данной	2	2
298	из них	8	2
299	ту или	1	2
300	тогда он	1	2
301	как их	1	2
302	допустим что	2	2
303	сами по	1	2
304	от того	1	2
305	без всякой	3	2
306	и даже	5	2
307	или иной	1	2
308	в области	14	2
309	и из	1	2
310	и тех	1	2
311	ведь на	1	2
312	к которому	4	2
313	и др	1	2
314	связано с	1	2
315	превращается в	2	2
316	а на	3	2
317	была бы	5	2
318	нет никаких	2	2
319	существуют в	1	2
320	без труда	1	2
321	смысле этого	2	2
322	этого слова	2	2
323	но это	6	2
324	ни для	1	2
325	но для	2	2
326	у них	1	2
327	конце концов	1	2
328	в стихах	1	2
329	в целях	1	2
330	одной из	1	2
331	слово в	1	2
332	но если	4	2
333	история литературы	2	2
334	бы быть	1	2
335	в последнем	1	2
336	но вовсе	1	2
337	к этому	1	2
338	в таком	3	2
339	то на	1	1
340	не должны	1	1
341	литературы а	1	1
342	исторического значения	1	1
343	не дала	1	1
344	времени не	4	1
345	и то	5	1
346	художественных произведений	1	1
347	тех же	1	1
348	ее задач	1	1
349	в первом	2	1
350	и до	1	1
351	не имеют	1	1
352	ведь и	3	1
353	в какой-то	1	1
354	видеть в	1	1
355	объясняется и	1	1
356	было глубоко	1	1
357	и этот	1	1
358	значения как	1	1
359	мы имеем	2	1
360	всех его	1	1
361	и последующих	1	1
362	этом не	1	1
363	не была	2	1
364	в каждый	1	1
365	историческое явление	1	1
366	понять смысл	1	1
367	из того	2	1
368	то это	3	1
369	так а	1	1
370	одного слова	1	1
371	это время	1	1
372	от всей	1	1
373	так или	2	1
374	ведь то	1	1
375	же мере	1	1
376	не имел	1	1
377	бы еще	1	1
378	быть никакого	1	1
379	это действительно	1	1
380	каждое произведение	1	1
381	а только	1	1
382	в стихе	1	1
383	должны были	1	1
384	нужно быть	1	1
385	иногда и	2	1
386	не просто	1	1
387	всему тому	1	1
388	значение для	1	1
389	из таких	1	1
390	конечно совершенно	1	1
391	и вовсе	1	1
392	с этим	3	1
393	что как	2	1
394	путь в	1	1
395	в одних	1	1
396	кроме того	1	1
397	хотя и	1	1
398	стиля и	1	1
399	или иную	1	1
400	и конечно	1	1
401	в литературном	2	1
402	существует лишь	1	1
403	в нашем	1	1
404	у каждого	1	1
405	то я	1	1
406	что так	3	1
407	распространено в	1	1
408	с их	1	1
409	им в	1	1
410	эпохи и	3	1
411	иначе и	1	1
412	на то	4	1
413	всей его	1	1
414	не могла	2	1
415	время и	1	1
416	своей статьи	3	1
417	он не	2	1
418	была та	1	1
419	этого вопроса	2	1
420	по существу	2	1
421	новой форме	1	1
422	ни были	2	1
423	евгения онегина	5	1
424	еще одну	1	1
425	смысле как	1	1
426	и по	5	1
427	так например	7	1
428	ни был	1	1
429	но все	4	1
430	значительной степени	1	1
431	самым простым	1	1
432	в одну	1	1
433	в работе	1	1
434	так называемым	1	1
435	факт что	1	1
436	так во	1	1
437	деле конечно	1	1
438	же касается	3	1
439	являются для	1	1
440	историей и	1	1
441	его не	1	1
442	и обратно	1	1
443	того или	4	1
444	собой по	1	1
445	быть не	1	1
446	этой работы	2	1
447	этом от	1	1
448	и творчества	2	1
449	литература по	1	1
450	о которых	1	1
451	под категорию	1	1
452	с этой	3	1
453	место и	1	1
454	всегда и	1	1
455	чем в	3	1
456	только во	1	1
457	выйти за	1	1
458	в развитии	1	1
459	можно считать	1	1
460	этого произведения	1	1
461	не больше	1	1
462	который как	2	1
463	в первую	2	1
464	нужно было	2	1
465	и при	1	1
466	что такая	1	1
467	быть абсолютно	1	1
468	работы в	3	1
469	что о	3	1
470	пушкина с	3	1
471	то было	1	1
472	значение то	1	1
473	могло бы	2	1
474	о языке	1	1
475	ни была	1	1
476	эволюции но	1	1
477	но он	2	1
478	при условии	1	1
479	и эти	1	1
480	такой литературы	1	1
481	мере в	2	1
482	том же	1	1
483	же мы	1	1
484	нет никакого	1	1
485	каждого отдельного	1	1
486	тем самым	2	1
487	что эта	2	1
488	меня не	2	1
489	того как	1	1
490	не вытекает	1	1
491	к этим	1	1
492	на него	2	1
493	тогда и	1	1
494	для кого	1	1
495	но только	1	1
496	пушкинской эпохи	14	1
497	работы но	1	1
498	литературы о	1	1
499	в разных	1	1
500	больше чем	2	1
501	таким путем	1	1
502	явление в	1	1
503	совершенно неправильно	1	1
504	говорить как	1	1
505	за исключением	1	1
506	то у	1	1
507	убедиться в	2	1
508	в сознании	2	1
509	е не	1	1
510	и делает	1	1
511	больше того	1	1
512	ему не	1	1
513	не потому	1	1
514	в момент	1	1
515	но там	1	1
516	если он	1	1
517	и другой	1	1
518	числе и	2	1
519	порою и	1	1
520	с полной	1	1
521	той или	1	1
522	в наши	1	1
523	поэтического языка	1	1
524	что при	2	1
525	эпохи как	3	1
526	как известно	1	1
527	правда не	1	1
528	эпохи не	3	1
529	на основе	1	1
530	только при	1	1
531	слова здесь	1	1
532	его создания	1	1
533	языка и	4	1
534	как по	1	1
535	последнее время	1	1
536	можно сделать	1	1
537	и этим	1	1
538	на той	1	1
539	с самого	1	1
540	то нужно	1	1
541	можно было	13	1
542	только тот	1	1
543	отсюда и	1	1
544	произведения не	1	1
545	и приемов	1	1
546	для него	6	1
547	и вообще	3	1
548	об этом	3	1
549	лишь то	1	1
550	и возможно	1	1
551	это объясняется	2	1
552	и та	1	1
553	язык и	1	1
554	настоящее время	1	1
555	говорит об	2	1
556	можно утверждать	1	1
557	и просто	1	1
558	что его	1	1
559	и который	1	1
560	отчета в	2	1
561	исключения в	1	1
562	там же	1	1
563	на человека	1	1
564	все в	2	1
565	но столь	1	1
566	те или	1	1
567	случае ясно	1	1
568	а потому	2	1
569	в форме	1	1
570	новая форма	1	1
571	того в	1	1
572	приводит и	1	1
573	что бы	1	1
574	каких бы	1	1
575	наукой она	1	1
576	в лучшем	1	1
577	не так	1	1
578	в современной	1	1
579	известно что	1	1
580	как например	1	1
581	быть и	2	1
582	но с	3	1
583	научная работа	1	1
584	в двух	3	1
585	что только	1	1
586	тот же	1	1
587	простым и	1	1
588	языка на	1	1
589	и так	3	1
590	это очень	3	1
591	в данных	1	1
592	который в	1	1
593	одних и	1	1
594	другое это	1	1
595	с одной	3	1
596	в качестве	4	1
597	себя в	1	1
598	так что	6	1
599	целом это	1	1
600	есть в	2	1
601	оказывается в	2	1
602	литературы в	1	1
603	и у	2	1
604	видеть что	1	1
605	вопроса о	3	1
606	ни одного	2	1
607	этого понятия	1	1
608	в начале	3	1
609	целого ряда	2	1
610	а то	2	1
611	прямого отношения	1	1
612	языка может	1	1
613	и других	1	1
614	одно из	2	1
615	говорит о	3	1
616	себе в	1	1
617	невозможно было	2	1
618	ведь это	1	1
619	слова в	1	1
620	пушкина то	1	1
621	в одном	1	1
622	чтобы она	1	1
623	ему поэтому	1	1
624	дело и	1	1
625	случае не	2	1
626	должен был	2	1
627	которые могут	1	1
628	и никогда	1	1
629	этот термин	1	1
630	в случаях	1	1
631	в других	2	1
632	противоречия в	1	1
633	даже и	2	1
634	это положение	1	1
635	и научное	1	1
636	где в	1	1
637	с общим	1	1
638	из двух	3	1
639	без того	1	1
640	даже не	4	1
641	дают в	1	1
642	с другим	1	1
643	до сих	7	1
644	или иначе	2	1
645	где та	1	1
646	именно в	6	1
647	здесь в	1	1
648	с той	1	1
649	еще и	2	1
650	этой категории	2	1
651	его первоначальном	1	1
652	в середине	1	1
653	объясняется тем	1	1
654	что для	3	1
655	к сожалению	3	1
656	по тем	1	1
657	что таким	1	1
658	не было	4	1
659	чтобы убедиться	1	1
660	одной стороны	2	1
661	самое слово	1	1
662	рядом других	1	1
663	в руках	1	1
664	отделить от	1	1
665	о чем	1	1
666	ведь именно	1	1
667	нашей точки	1	1
668	время оно	1	1
669	что мы	5	1
670	на который	2	1
671	для этой	1	1
672	если это	3	1
673	с нашей	2	1
674	стороны в	2	1
675	бы оно	1	1
676	как материала	1	1
677	в частности	4	1
678	им по	1	1
679	и абсолютно	1	1
680	тот факт	1	1
681	какого бы	1	1
682	к своему	1	1
683	не дают	1	1
684	которые являются	1	1
685	в течение	1	1
686	а другое	1	1
687	пишет в	1	1
688	и впредь	1	1
689	им с	1	1
690	на какой-то	1	1
691	и всей	1	1
692	для понимания	1	1
693	этих случаев	1	1
694	с рядом	1	1
695	указывает что	1	1
696	в категорию	1	1
697	в это	1	1
698	этом случае	2	1
699	но даже	1	1
700	и о	1	1
701	той мере	1	1
702	сих пор	7	1
703	лучшем случае	1	1
704	пришлось бы	1	1
705	и новой	1	1
706	слова с	1	1
707	каждой из	1	1
708	на форму	1	1
709	тем и	1	1
710	при таком	2	1
711	что там	2	1
712	только тем	2	1
713	работа никогда	1	1
714	о котором	2	1
715	в настоящее	1	1
716	у некоторых	1	1
717	же степени	1	1
718	еще более	4	1
719	не должен	1	1
720	в ином	1	1
721	вообще в	1	1
722	раз ту	1	1
723	а в	17	1
724	отношении к	1	1
725	е в	2	1
726	с окончанием	3	1
727	и начинается	1	1
728	случае дело	1	1
729	данном месте	2	1
730	не знает	2	1
731	состоит из	1	1
732	уже говорить	1	1
733	или иного	4	1
734	в каком-то	2	1
735	время не	1	1
736	них это	2	1
737	можно назвать	2	1
738	это в	4	1
739	пушкин и	1	1
740	том числе	2	1
