N	2gram	Voloshinov_1	StatiiOP
217	к сожалению	2	2
218	как известно	1	1
219	вряд ли	3	1
220	ту же	1	1
221	за пределы	3	1
222	одним из	1	1
223	также и	1	1
224	и то	3	1
225	шансов на	1	1
226	смысле слова	2	1
227	на самом	1	1
228	произведений которые	1	1
229	и до	1	1
230	собственном смысле	1	1
231	есть не	2	1
232	на материале	1	1
233	при анализе	3	1
234	вопрос о	1	1
235	темы в	1	1
236	стиля в	1	1
237	которая связана	1	1
238	на себя	1	1
239	сложнее и	1	1
240	событий и	1	1
241	ему в	1	1
242	и он	1	1
243	с большим	1	1
244	является таким	1	1
245	то мы	1	1
246	со всеми	1	1
247	которые не	1	1
248	чем же	2	1
249	в истории	1	1
250	только ее	2	1
251	в своем	1	1
252	из статьи	3	1
253	пр с	1	1
254	и как	1	1
255	более или	1	1
256	с г	2	1
257	от этого	2	1
258	при таком	1	1
259	значения как	1	1
260	думать что	2	1
261	и стилистически	1	1
262	в дальнейшем	1	1
263	чем его	1	1
264	что она	1	1
265	в нем	2	1
266	связанные с	2	1
267	и социальной	1	1
268	такие явления	1	1
269	говорит следующее	1	1
270	что такой	1	1
271	конечно в	2	1
272	г по	2	1
273	один этап	1	1
274	литературного языка	2	1
275	понятие об	1	1
276	ко второму	1	1
277	которая как	1	1
278	моменты в	1	1
279	между отдельными	1	1
280	остановиться на	1	1
281	еще одно	1	1
282	времени эта	1	1
283	этом мы	1	1
284	соответствии с	2	1
285	отражается в	1	1
286	этого произведения	1	1
287	г о	1	1
288	хх века	1	1
289	или менее	1	1
290	и при	2	1
291	к истории	1	1
292	напр в	1	1
293	на фоне	4	1
294	и один	1	1
295	как напр	1	1
296	бы быть	1	1
297	т.е на	1	1
298	соответствующего материала	1	1
299	по себе	1	1
300	на три	1	1
301	вплоть до	1	1
302	о значении	1	1
303	того как	1	1
304	к новым	1	1
305	напр у	1	1
306	и именно	1	1
307	и над	1	1
308	иметь в	1	1
309	того чтобы	1	1
310	например у	1	1
311	в разных	1	1
312	в самой	1	1
313	или как	1	1
314	с одним	1	1
315	мыслей и	1	1
316	по своей	1	1
317	а лишь	1	1
318	песенного типа	1	1
319	поэтической формы	1	1
320	своей статье	1	1
321	для анализа	1	1
322	и серьезную	1	1
323	до того	1	1
324	вырос органически	1	1
325	все то	1	1
326	но там	1	1
327	его мышления	1	1
328	когда мы	1	1
329	же самое	1	1
330	лексические и	1	1
331	бы подумать	1	1
332	обычно в	1	1
333	для себя	2	1
334	и оно	1	1
335	своего развития	1	1
336	и о	1	1
337	но мало	1	1
338	но вообще	1	1
339	значительной мере	1	1
340	на нем	1	1
341	в ее	3	1
342	формы и	1	1
343	в собственном	1	1
344	последнее время	1	1
345	в произведении	2	1
346	в пределах	3	1
347	так в	1	1
348	с языком	1	1
349	на том	1	1
350	в образе	1	1
351	можно было	1	1
352	в нескольких	1	1
353	здесь он	1	1
354	те же	2	1
355	особенно в	1	1
356	поэтическому сознанию	1	1
357	отчасти в	1	1
358	но у	1	1
359	мы в	1	1
360	в эпоху	1	1
361	из одного	1	1
362	по мере	1	1
363	форме в	1	1
364	но может	1	1
365	связанная с	1	1
366	приближается к	1	1
367	или только	1	1
368	и должно	2	1
369	и т.д	5	1
370	его общественного	1	1
371	отдельном случае	1	1
372	и который	1	1
373	времени в	1	1
374	в значительной	1	1
375	известно еще	1	1
376	должно было	1	1
377	жизни он	1	1
378	говорить об	2	1
379	материала к	1	1
380	каждом отдельном	1	1
381	которая и	1	1
382	объясняется только	1	1
383	говоря даже	1	1
384	и последнее	1	1
385	статье о	1	1
386	но так	2	1
387	пушкина или	1	1
388	в двух	4	1
389	его в	1	1
390	стиль в	1	1
391	этого материала	1	1
392	на очень	1	1
393	в поэтическом	1	1
394	который в	1	1
395	в выражении	1	1
396	для всех	1	1
397	не имеющие	1	1
398	эпохи но	1	1
399	конечно не	1	1
400	литературы в	1	1
401	можно установить	1	1
402	точно и	1	1
403	не можем	1	1
404	первое и	1	1
405	является не	1	1
406	не из	1	1
407	в живом	1	1
408	языка но	2	1
409	только одно	1	1
410	и их	7	1
411	содержания и	1	1
412	в одном	3	1
413	только одного	1	1
414	и язык	1	1
415	но что	1	1
416	того или	2	1
417	во всей	2	1
418	даже и	1	1
419	широко пользуется	1	1
420	имеет и	1	1
421	то это	1	1
422	элементов в	1	1
423	на родную	1	1
424	еще и	4	1
425	системы и	1	1
426	к более	1	1
427	же объясняется	1	1
428	материал в	2	1
429	она является	2	1
430	долгое время	1	1
431	там где	2	1
432	речи и	1	1
433	сказался в	1	1
434	если не	1	1
435	не дан	1	1
436	с помощью	2	1
437	вступает в	1	1
438	нет ничего	2	1
439	внимания к	1	1
440	эти слова	1	1
441	за незначительными	1	1
442	подхода к	1	1
443	теперь к	1	1
444	то можно	1	1
445	так рождается	1	1
446	в данном	2	1
447	и этот	2	1
448	тому как	1	1
449	что же	3	1
450	должно быть	1	1
451	в контексте	1	1
452	но для	3	1
453	хуже для	1	1
454	в книге	2	1
455	порядка не	1	1
456	и все	3	1
457	собственно говоря	2	1
458	бы в	2	1
459	вообще в	1	1
460	властью и	1	1
461	хотя бы	5	1
462	тем хуже	1	1
463	от первого	1	1
464	не знает	1	1
465	видим у	1	1
466	работы и	1	1
467	мы здесь	1	1
468	или иного	2	1
469	художественного творчества	1	1
470	пути к	2	1
471	как социальная	1	1
472	вполне понятно	4	1
473	поэтики в	1	1
474	этой точки	1	1
475	и эта	5	1
476	так же	2	1
477	они не	1	1
