N	2gram	Tiupa_Disk_2	Analitik
227	и с	2	2
228	художественного письма	7	2
229	из них	3	2
230	реальности и	2	2
231	вовсе не	1	2
232	несмотря на	1	2
233	жизни но	3	2
234	такой же	2	2
235	одного и	3	2
236	системы ценностей	2	2
237	для него	5	2
238	при изучении	1	2
239	не столько	3	2
240	на каждом	1	2
241	самого рассказывания	1	2
242	вопрос о	1	2
243	художественного мира	1	2
244	для данного	3	2
245	для этого	1	2
246	текстом и	1	2
247	человеческого я	1	2
248	эстетического переживания	1	2
249	свое время	2	2
250	в процессе	1	2
251	личности к	1	2
252	совпадает с	2	2
253	никогда не	2	2
254	героя это	1	2
255	потому что	4	2
256	нас самих	1	2
257	отличается от	1	2
258	для себя	2	2
259	роль в	4	2
260	ни одно	2	2
261	здесь не	2	2
262	об онтологической	1	2
263	мысль о	3	2
264	в пределах	4	2
265	представляют собой	1	2
266	в искусстве	1	2
267	читателя в	1	2
268	и сам	1	2
269	одного из	4	2
270	еще в	3	2
271	не говоря	1	2
272	на примере	2	2
273	должно быть	2	2
274	основе своей	2	2
275	можно сказать	3	2
276	данного текста	1	2
277	ним и	1	2
278	чем и	1	2
279	является по	1	2
280	не сводится	4	2
281	может иметь	2	2
282	текста на	1	2
283	один из	1	2
284	этого смысла	1	2
285	субъекта в	3	2
286	объектом эстетического	1	2
287	оказывается в	1	2
288	по рассуждению	1	2
289	или не	1	2
290	с позиций	3	2
291	по выражению	1	2
292	в новом	1	2
293	при всей	7	2
294	не о	2	2
295	может служить	1	2
296	бытия и	2	2
297	случае не	1	2
298	каждый из	1	2
299	присутствия в	3	2
300	этом отношении	4	2
301	со стороны	10	2
302	соответствии с	3	2
303	только через	1	2
304	и составляет	1	2
305	исторической поэтики	2	2
306	в ряду	2	2
307	что из	1	2
308	и адресата	2	2
309	мира в	3	2
310	на фоне	1	2
311	внешнем мире	1	2
312	в данном	7	2
313	что же	2	2
314	той мере	1	2
315	см ниже	1	2
316	не является	4	2
317	лирического героя	5	2
318	мире и	3	2
319	равной степени	1	2
320	на роль	2	2
321	другой стороны	2	2
322	поведения в	3	2
323	в свое	2	2
324	героя в	5	2
325	в какой	1	2
326	себя как	1	1
327	речь идет	1	1
328	например в	3	1
329	адекватное восприятие	1	1
330	к статусу	1	1
331	ряду всех	1	1
332	тех же	1	1
333	в чужой	1	1
334	другими как	1	1
335	отношения между	2	1
336	или о	1	1
337	по преимуществу	2	1
338	не имеют	1	1
339	между ним	1	1
340	должна быть	2	1
341	в году	1	1
342	целого но	1	1
343	и была	1	1
344	можно выявить	1	1
345	мы не	1	1
346	я как	2	1
347	сведена к	1	1
348	ивана петровича	2	1
349	высказывания в	1	1
350	он как	1	1
351	не упускать	1	1
352	нарративную форму	1	1
353	равно как	1	1
354	разворачивается в	1	1
355	повести покойного	1	1
356	принадлежит к	3	1
357	не вполне	1	1
358	здесь как	1	1
359	героев в	1	1
360	пребывания в	1	1
361	диалогического отношения	1	1
362	в ней	2	1
363	целого не	1	1
364	петровича белкина	2	1
365	обращен к	1	1
366	он был	1	1
367	он сам	1	1
368	упускать из	1	1
369	и служит	1	1
370	я на	1	1
371	ценностей данного	1	1
372	в чем	1	1
373	границах литературного	1	1
374	во всех	1	1
375	тем как	1	1
376	действующее лицо	1	1
377	без которого	1	1
378	в ее	1	1
379	чем это	1	1
380	следует указать	1	1
381	к которой	2	1
382	в сторону	1	1
383	или по	2	1
384	присутствует в	1	1
385	личность как	1	1
386	быть сведена	1	1
387	в е	1	1
388	связи и	1	1
389	вследствие чего	1	1
390	первый взгляд	2	1
391	как в	8	1
392	есть в	2	1
393	что касается	1	1
394	и той	1	1
395	рода в	1	1
396	это отнюдь	1	1
397	в полном	2	1
398	и наконец	3	1
399	чувство себя	1	1
400	новом качестве	1	1
401	я к	1	1
402	к числу	1	1
403	со своей	1	1
404	знаменательно что	1	1
405	этим моментам	1	1
406	и отношения	1	1
407	коммуникативной ситуации	1	1
408	претендовать на	3	1
409	в притче	2	1
410	но прежде	1	1
411	самих состоят	1	1
412	к миру	1	1
413	однако при	3	1
414	не как	1	1
415	а о	1	1
416	его от	1	1
417	что ни	2	1
418	письма не	1	1
419	не бывает	1	1
420	и наоборот	1	1
421	но все	1	1
422	объект и	1	1
423	в состоянии	1	1
424	и может	3	1
425	высказывания и	1	1
426	его в	3	1
427	к художественной	1	1
428	в коммуникативное	1	1
429	и адресат	1	1
430	жанровая стратегия	4	1
431	контакте с	1	1
432	еще одно	1	1
433	из первых	1	1
434	который по	2	1
435	и романа	1	1
436	коммуникативной стратегии	1	1
437	и во-вторых	1	1
438	в них	3	1
439	героя или	1	1
440	убедительно возводит	1	1
441	не подчинение	1	1
442	выготским и	1	1
443	покойного ивана	1	1
444	как сказано	1	1
445	по формуле	2	1
446	несет в	2	1
447	в этих	3	1
448	автором и	1	1
449	мифологического мышления	1	1
450	она сама	1	1
451	и ее	3	1
452	том же	1	1
453	в такой	1	1
454	однако этот	1	1
455	в которых	1	1
456	бы мы	1	1
457	жизни с	1	1
458	в предыдущих	1	1
459	к художественности	1	1
460	одном из	3	1
461	своей коммуникативной	1	1
462	втором случае	1	1
463	по крайней	1	1
464	речи в	2	1
465	их в	2	1
466	ставит себя	1	1
467	не должно	1	1
468	в непредсказуемом	1	1
469	нарративного дискурса	1	1
470	события что	1	1
471	случае мы	1	1
472	например и	1	1
473	с позицией	1	1
474	с миром	1	1
475	система ценностей	11	1
476	возникает в	1	1
477	не менее	7	1
478	подобная позиция	1	1
479	все три	1	1
480	из нас	1	1
481	в обоих	2	1
482	одна из	1	1
483	и креативной	1	1
484	первая часть	1	1
485	к этим	1	1
486	на него	1	1
487	в самых	1	1
488	картины мира	7	1
489	при обращении	2	1
490	одной и	1	1
491	это еще	2	1
492	не всякий	1	1
493	ничего не	1	1
494	его речи	1	1
495	иными словами	1	1
496	онегина и	1	1
497	такая же	1	1
498	не говорит	1	1
499	во всем	1	1
500	персонажа в	1	1
501	но это	3	1
502	их внутреннюю	1	1
503	дистанции между	1	1
504	выхожу один	1	1
505	моральной ответственности	1	1
506	одно и	2	1
507	в специальном	2	1
508	уже о	1	1
509	начиная с	1	1
510	к себе	1	1
511	к анекдоту	2	1
512	он видел	1	1
513	к позиции	1	1
514	числе и	1	1
515	всего в	1	1
516	частности как	2	1
517	преображения и	1	1
518	обряда инициации	1	1
519	его с	1	1
520	именно таков	1	1
521	эстетическая модальность	2	1
522	оно не	1	1
523	утверждать что	1	1
524	его текста	1	1
525	но при	2	1
526	проявляется в	3	1
527	людей в	1	1
528	говоря уже	1	1
529	лирическому герою	1	1
530	события как	1	1
531	в в	1	1
532	субъекта как	1	1
533	как система	1	1
534	языка и	1	1
535	и внутреннее	1	1
536	упоминаемые в	1	1
537	человеческого сознания	1	1
538	сознания с	1	1
539	лирической поэзии	4	1
540	на свой	1	1
541	однако эта	1	1
542	автора не	1	1
543	как с	1	1
544	субъекта объекта	1	1
545	же касается	2	1
546	ты прекрасно	1	1
547	что может	1	1
548	по аналогии	1	1
549	в.т и	1	1
550	строго говоря	1	1
551	творческой воли	1	1
552	не отвечает	1	1
553	в разных	1	1
554	об одном	3	1
555	этот принципиально	1	1
556	как замечал	1	1
557	и должно	1	1
558	и т.д	1	1
559	сам повествователь	1	1
560	предстает уже	1	1
561	внимание на	1	1
562	говорит об	2	1
563	и что	1	1
564	индивидуального смысла	1	1
565	организация художественного	1	1
566	другого как	1	1
567	повествователя о	1	1
568	себя самого	1	1
569	может не	1	1
570	аналогии с	1	1
571	на дорогу	1	1
572	как было	1	1
573	времени в	4	1
574	столкновения двух	1	1
575	речевого акта	1	1
576	и во	1	1
577	предстает в	1	1
578	и вследствие	1	1
579	восходит к	3	1
580	по слову	1	1
581	перформативный дискурс	1	1
582	адресата к	4	1
583	ожидания и	1	1
584	дискурса на	1	1
585	складывается из	1	1
586	или напротив	2	1
587	и только	1	1
588	крайней мере	1	1
589	всем потому	1	1
590	коммуникативный объект	1	1
591	целого а	1	1
592	внешнее и	1	1
593	которая и	1	1
594	очевидным образом	3	1
595	аспект художественной	1	1
596	слов и	1	1
597	и иных	1	1
598	между полюсами	1	1
599	он создал	1	1
600	вплоть до	1	1
601	своей природе	1	1
602	следует однако	1	1
603	в современной	1	1
604	быть и	1	1
605	в формах	2	1
606	мгновенье ты	1	1
607	своему собственному	1	1
608	и искушенность	1	1
609	изданные а.п	1	1
610	дневниковая запись	1	1
611	жанровой стратегии	3	1
612	не само	1	1
613	друг друга	1	1
614	к субъекту	1	1
615	как нечто	1	1
616	позволяет рассматривать	1	1
617	входит в	2	1
618	даже если	1	1
619	может оказаться	1	1
620	рецептивной и	1	1
621	романа как	1	1
622	рассказывания в	1	1
623	бытия в	1	1
624	две неотождествимые	1	1
625	своей жанровой	2	1
626	нем а	1	1
627	так что	1	1
628	есть откровение	1	1
629	для всех	1	1
630	со своим	2	1
631	другим что	1	1
632	слова не	2	1
633	во втором	1	1
634	чего бы	1	1
635	к своим	2	1
636	символической смерти	1	1
637	жизненного поведения	2	1
638	восходящего к	1	1
639	остановись мгновенье	1	1
640	всяком случае	1	1
641	могло бы	1	1
642	речевой акт	1	1
643	в одном	4	1
644	может претендовать	3	1
645	сама в	1	1
646	при отсутствии	1	1
647	субъекта с	1	1
648	тут же	2	1
649	это по	1	1
650	идентифицировать себя	1	1
651	и напротив	1	1
652	ядро и	1	1
653	позиций исторической	1	1
654	были бы	1	1
655	только на	1	1
656	в особенности	1	1
657	и актуализация	1	1
658	собою не	2	1
659	она и	1	1
660	и даже	1	1
661	между которыми	1	1
662	в любой	1	1
663	всей своей	3	1
664	может и	2	1
665	являет собой	2	1
666	оказывается своего	1	1
667	обращении к	1	1
668	здесь в	3	1
669	лица в	1	1
670	быть ничего	1	1
671	с той	2	1
672	действующих лиц	1	1
673	и быть	1	1
674	и др	1	1
675	и коммуникативной	1	1
676	личностью в	1	1
677	нового времени	5	1
678	касается самого	1	1
679	к человеку	1	1
680	в соответствии	2	1
681	превращается в	1	1
682	не было	3	1
683	сюжета в	1	1
684	на единой	1	1
685	и оценен	1	1
686	в рассказе	4	1
687	человеческой жизни	2	1
688	сколько в	1	1
689	его как	1	1
690	о чем	2	1
691	для человека	1	1
692	места времени	1	1
693	речи и	1	1
694	н.д тамарченко	2	1
695	состояние предшествующее	1	1
696	можно утверждать	1	1
697	как представляется	1	1
698	его внимание	1	1
699	как это	1	1
700	индивидуальный характер	1	1
701	л.с выготский	1	1
702	все моменты	1	1
703	требует от	1	1
704	к своему	2	1
705	к ролевому	2	1
706	по своему	1	1
707	все люди	2	1
708	для обозначения	1	1
709	феноменов жизни	1	1
710	художественное целое	2	1
711	его событийной	1	1
712	типа как	1	1
713	в мир	1	1
714	да и	1	1
715	блудный сын	1	1
716	их внутренней	1	1
717	я с	2	1
718	страны мертвых	1	1
719	рассказ в	2	1
720	один я	1	1
721	мира с	2	1
722	с субъектом	1	1
723	в художественную	1	1
724	мира однако	1	1
725	как того	1	1
726	с этой	1	1
727	столько в	1	1
728	бытия с	1	1
729	является для	1	1
730	однако они	1	1
731	белкина изданные	1	1
732	речевого общения	1	1
733	первых двух	1	1
734	и действия	1	1
735	приобщаясь к	1	1
736	граница между	1	1
737	коммуникативным событием	2	1
738	перед нами	3	1
739	к другим	1	1
740	о мире	1	1
741	при всем	1	1
742	между персонажами	1	1
743	художественного времени	2	1
744	за которыми	2	1
745	и для	2	1
746	говорящего и	1	1
747	указать на	2	1
748	три момента	1	1
749	же недостаточно	1	1
750	стороны адресата	1	1
751	и от	1	1
752	не подлежит	2	1
753	человека для	1	1
754	в результате	2	1
755	мира и	4	1
756	между ними	1	1
757	своей собственной	1	1
758	но одновременно	3	1
759	я не	1	1
760	хотя и	1	1
761	как сам	1	1
762	на первый	2	1
763	в литературной	1	1
764	жизненной драмы	1	1
765	ядра личности	1	1
766	присутствия я	1	1
767	же в	1	1
768	хотя в	1	1
769	искушенность в	1	1
770	в пушкинском	1	1
771	в своих	6	1
772	в сюжете	1	1
773	даже при	1	1
774	к самому	1	1
775	жизни в	3	1
776	рассуждению бахтина	2	1
777	в романе	1	1
778	но всякий	1	1
779	не знает	3	1
780	в придании	1	1
781	к его	4	1
782	возводит к	1	1
783	из этого	1	1
784	как коммуникативного	2	1
785	включает в	1	1
786	их взаимодополнительности	1	1
787	согласно рассуждению	1	1
788	жизни и	3	1
789	также может	1	1
790	также не	1	1
791	ее в	1	1
792	прямой речи	1	1
793	который не	2	1
794	во всяком	1	1
795	интересно всем	1	1
