N	2gram	Vinokur_St_2	Narrotol
101	едва ли	1	3
102	мы не	1	3
103	он сам	1	3
104	этого эпизода	1	3
105	но как	1	3
106	в своем	9	3
107	и как	2	3
108	большей части	1	3
109	у карамзина	4	3
110	но именно	1	3
111	он не	9	3
112	для того	7	3
113	и с	4	3
114	еще раз	1	3
115	себя внимание	2	3
116	тем не	2	3
117	не менее	3	3
118	но они	2	3
119	в русской	5	3
120	о них	1	3
121	обращает на	3	3
122	как будто	1	3
123	этом отношении	9	3
124	у нас	3	3
125	и о	4	3
126	еще в	2	3
127	между тем	5	3
128	что он	13	3
129	по отношению	1	3
130	в прозе	1	3
131	могло бы	1	3
132	может служить	1	3
133	представляют собой	1	3
134	именно в	4	3
135	по большей	1	3
136	не было	3	3
137	как это	2	3
138	быть не	1	3
139	в начале	3	3
140	но для	1	3
141	не является	3	3
142	не существует	1	3
143	и все	1	3
144	в поле	1	3
145	отношению к	1	3
146	героя в	1	3
147	что в	19	3
148	именно эта	1	2
149	тем же	2	2
150	в зависимости	1	2
151	и для	1	2
152	в сущности	1	2
153	не вполне	1	2
154	зависимости от	1	2
155	столько же	3	2
156	в чем	1	2
157	отличие от	2	2
158	в той	5	2
159	если она	1	2
160	что касается	1	2
161	них как	1	2
162	в известном	3	2
163	раз в	2	2
164	роль в	1	2
165	на то	2	2
166	о смерти	1	2
167	и еще	1	2
168	одно и	1	2
169	не будет	1	2
170	говорил о	1	2
171	а по	1	2
172	это было	2	2
173	для них	1	2
174	а за	1	2
175	он и	1	2
176	в москве	2	2
177	в этих	3	2
178	в город	1	2
179	рассказе о	1	2
180	в отличие	2	2
181	сих пор	5	2
182	обмен репликами	1	2
183	через посредство	1	2
184	она не	1	2
185	в обоих	3	2
186	не имеет	2	2
187	дело в	4	2
188	дело не	2	2
189	не могло	3	2
190	ничего не	4	2
191	этих двух	1	2
192	как она	1	2
193	связи с	4	2
194	ни о	1	2
195	они и	1	2
196	оно не	3	2
197	как мы	1	2
198	у себя	1	2
199	значения и	1	2
200	свою очередь	1	2
201	здесь не	1	2
202	другой стороны	3	2
203	в пределах	1	2
204	особенно в	2	2
205	она была	1	2
206	этом месте	2	2
207	со словами	1	2
208	никак не	2	2
209	до сих	6	2
210	с другой	4	2
211	в форме	1	2
212	от этих	1	2
213	же в	1	2
214	известном смысле	1	2
215	чем он	2	2
216	с ними	1	2
217	муж и	1	2
218	он уже	1	2
219	всяком случае	3	2
220	который в	1	2
221	только на	1	2
222	ее из	1	2
223	до конца	3	2
224	сами по	2	2
225	в конце	2	2
226	не о	1	2
227	мы можем	1	2
228	в особенности	2	2
229	и даже	3	2
230	в области	2	2
231	о своей	2	2
232	в результате	2	2
233	как у	3	2
234	и стал	1	2
235	а на	1	2
236	если не	2	2
237	вместе с	7	2
238	к его	1	2
239	по своим	1	2
240	по своему	2	2
241	да и	1	2
242	слов в	1	2
243	в связи	1	2
244	и от	1	2
245	не подлежит	1	2
246	в году	3	2
247	хотя бы	3	2
248	только что	2	2
249	жизни в	1	2
250	в романе	4	2
251	между ними	1	2
252	сказать что	2	2
253	в свою	1	2
254	все что	1	2
255	в таком	1	2
256	во всяком	3	2
257	если б	4	1
258	и т	9	1
259	одним из	6	1
260	же как	3	1
261	жил в	1	1
262	сам по	1	1
263	на самом	3	1
264	только потому	2	1
265	это и	1	1
266	в приведенном	1	1
267	за все	1	1
268	характерное для	1	1
269	и до	1	1
270	по его	3	1
271	из всех	1	1
272	например в	3	1
273	встречается ни	1	1
274	не приходится	4	1
275	дни после	1	1
276	карамзина в	3	1
277	то и	1	1
278	из того	1	1
279	событий и	1	1
280	мы и	1	1
281	этого термина	1	1
282	не совсем	1	1
283	о роли	1	1
284	годится в	1	1
285	пребывания в	2	1
286	и сами	1	1
287	он был	2	1
288	зрения но	1	1
289	этот текст	1	1
290	в последних	1	1
291	не представляется	2	1
292	бы то	2	1
293	скорее наоборот	1	1
294	на своих	1	1
295	своей работе	1	1
296	при жизни	1	1
297	могло быть	3	1
298	достаточно для	2	1
299	не то	3	1
300	перед глазами	1	1
301	здесь реплики	1	1
302	ответ на	1	1
303	отношение к	1	1
304	тут же	1	1
305	знакомства с	1	1
306	и я	2	1
307	что именно	2	1
308	с этим	3	1
309	и лишь	1	1
310	в герои	1	1
311	еще и	3	1
312	в полном	3	1
313	когда он	1	1
314	целый ряд	1	1
315	и к	4	1
316	чем нам	1	1
317	он на	1	1
318	что слово	1	1
319	за собой	1	1
320	для которого	1	1
321	и придает	1	1
322	в которой	11	1
323	в литературном	1	1
324	что это	3	1
325	к своей	1	1
326	что к	1	1
327	и тот	1	1
328	особое место	1	1
329	видим и	1	1
330	в общий	1	1
331	не годится	1	1
332	к тексту	1	1
333	как он	2	1
334	именно этим	1	1
335	например как	1	1
336	что она	1	1
337	т д	6	1
338	одному из	1	1
339	с естественным	1	1
340	не как	1	1
341	нам только	1	1
342	новое и	1	1
343	евгения онегина	1	1
344	его от	1	1
345	и по	3	1
346	так например	7	1
347	говоря в	1	1
348	таким образом	10	1
349	но все	7	1
350	значительной степени	2	1
351	то ни	2	1
352	карамзина а	1	1
353	значение в	1	1
354	той же	1	1
355	или целиком	1	1
356	его в	2	1
357	с другими	1	1
358	и отдельные	1	1
359	именно что	1	1
360	всю свою	1	1
361	лишь на	1	1
362	из истории	1	1
363	но уже	1	1
364	жизни то	1	1
365	на основании	1	1
366	в ее	2	1
367	с тем	7	1
368	мы видели	1	1
369	и чувствовали	1	1
370	в один	2	1
371	нисколько не	1	1
372	или менее	2	1
373	во время	2	1
374	два слова	2	1
375	казалось что	1	1
376	который характеризуется	1	1
377	в котором	7	1
378	с точки	2	1
379	не находит	1	1
380	в их	3	1
381	больше не	1	1
382	что вся	1	1
383	как произведение	2	1
384	роман а	1	1
385	что я	2	1
386	от его	2	1
387	нее то	1	1
388	нельзя было	1	1
389	что было	2	1
390	ни было	2	1
391	что этот	2	1
392	как видим	1	1
393	даже в	2	1
394	что эта	3	1
395	нас к	1	1
396	тому что	7	1
397	можно ли	1	1
398	на рубеже	3	1
399	так как	2	1
400	не раз	2	1
401	сущности говоря	1	1
402	собственному признанию	1	1
403	хотелось бы	1	1
404	освободиться от	1	1
405	того как	7	1
406	которые не	3	1
407	не говоря	1	1
408	было не	1	1
409	с и	2	1
410	и автор	1	1
411	это еще	2	1
412	и уже	1	1
413	к подлинному	2	1
414	вследствие того	1	1
415	значений которые	1	1
416	ср в	1	1
417	в изложении	1	1
418	как не	1	1
419	будет зависеть	1	1
420	только с	2	1
421	образом не	2	1
422	ему не	2	1
423	в момент	1	1
424	читателей в	1	1
425	сомневаться в	3	1
426	отличается от	1	1
427	для такого	1	1
428	настроений в	1	1
429	не встречается	1	1
430	ли в	1	1
431	подчеркнуть что	3	1
432	было для	2	1
433	в виду	7	1
434	самом тексте	2	1
435	для всего	1	1
436	а когда	1	1
437	реальной действительности	1	1
438	представляется возможным	2	1
439	в более	1	1
440	различие между	1	1
441	слова а	1	1
442	и совершенно	1	1
443	разговора с	1	1
444	и сам	2	1
445	в другом	4	1
446	в образе	3	1
447	в соборе	1	1
448	переход к	1	1
449	на нее	3	1
450	не за	1	1
451	не с	1	1
452	каждого из	1	1
453	так называемую	1	1
454	на которую	1	1
455	речь как	1	1
456	он писал	3	1
457	с собой	1	1
458	во второй	1	1
459	была в	1	1
460	поэтому в	1	1
461	и вообще	2	1
462	похожим на	1	1
463	и вся	2	1
464	не существовало	1	1
465	которому не	1	1
466	и здесь	3	1
467	зависеть от	1	1
468	не самим	1	1
469	любви по	1	1
470	средство общения	1	1
471	разумеется в	2	1
472	голоса в	1	1
473	имея в	1	1
474	нее есть	1	1
475	для нас	1	1
476	в значительной	2	1
477	не умеет	1	1
478	из толпы	1	1
479	были слабые	1	1
480	же несомненна	1	1
481	нуждается в	1	1
482	что и	2	1
483	чем и	1	1
484	все время	1	1
485	к ней	1	1
486	как результат	1	1
487	с той	2	1
488	в двух	1	1
489	тот же	1	1
490	одной из	3	1
491	что один	1	1
492	значения как	1	1
493	монастырь в	1	1
494	до нас	1	1
495	по мнению	1	1
496	бы ни	2	1
497	их не	1	1
498	место из	2	1
499	с которыми	1	1
500	к одному	1	1
501	узнает о	1	1
502	того же	2	1
503	внимание что	1	1
504	на всем	2	1
505	уже в	1	1
506	в исторический	1	1
507	ни одного	3	1
508	русского языка	3	1
509	языка как	1	1
510	действующего лица	2	1
511	различия в	1	1
512	от других	1	1
513	времени когда	1	1
514	но совершенно	1	1
515	на своего	1	1
516	этом в	1	1
517	а то	1	1
518	не случайно	1	1
519	случае не	2	1
520	с легкой	1	1
521	ни для	1	1
522	тем что	3	1
523	хотя тоже	1	1
524	не просто	1	1
525	на том	1	1
526	не до	2	1
527	в исторической	1	1
528	даже не	1	1
529	следует подчеркнуть	1	1
530	который не	1	1
531	в обращении	2	1
532	и ему	1	1
533	на чем	1	1
534	наконец в	3	1
535	а с	3	1
536	конца как	1	1
537	что для	1	1
538	говорит о	2	1
539	связано с	1	1
540	на этот	2	1
541	на которых	1	1
542	не верит	1	1
543	не на	2	1
544	следующее место	2	1
545	его как	2	1
546	одну из	1	1
547	ср у	3	1
548	там где	2	1
549	и слово	1	1
550	именно поэтому	1	1
551	связь с	2	1
552	в творчестве	1	1
553	о себе	1	1
554	в городе	1	1
555	в лесу	1	1
556	так же	3	1
557	и потому	2	1
558	отразилось в	1	1
559	его собственному	1	1
560	исторической реальности	1	1
561	над ним	1	1
562	что за	2	1
563	самим ее	1	1
564	в ответ	1	1
565	в тех	2	1
566	легкой руки	1	1
567	и всей	1	1
568	не сливаются	1	1
569	материал для	3	1
570	в контексте	1	1
571	но это	3	1
572	все это	11	1
573	здесь следует	1	1
574	в книге	1	1
575	и грубых	1	1
576	сам же	1	1
577	которых он	1	1
578	являются не	1	1
579	на стороне	1	1
580	ранее не	1	1
581	в голову	1	1
582	то не	1	1
583	это позволяет	1	1
584	еще более	4	1
585	у которого	1	1
586	будто бы	1	1
587	все они	1	1
588	можно признать	1	1
589	отношении к	3	1
590	в период	2	1
591	слова с	1	1
592	была бы	5	1
593	совершенно не	2	1
594	только о	2	1
595	в свое	1	1
596	более или	2	1
597	не говорится	1	1
598	к этой	1	1
599	по поводу	8	1
600	следует сказать	1	1
601	к этому	4	1
602	точно так	1	1
603	это время	2	1
604	том числе	1	1
605	они не	2	1
606	которая не	1	1
