N	2gram	Tiupa_Teor_1	FransuaR
103	но именно	1	3
104	игра с	1	3
105	и по	2	3
106	в мире	19	3
107	его в	2	3
108	в своей	6	3
109	таким же	1	3
110	в их	2	3
111	тем самым	4	3
112	не должно	1	3
113	в отношении	3	3
114	тем что	1	3
115	очень часто	1	3
116	все то	1	3
117	человеческое тело	1	3
118	свою очередь	2	3
119	можно было	1	3
120	и вся	1	3
121	это была	1	3
122	в форме	2	3
123	в формах	2	3
124	что он	1	3
125	по этому	1	3
126	из них	1	3
127	и их	1	3
128	в одном	2	3
129	так как	1	3
130	нового времени	3	3
131	не на	2	3
132	не было	1	3
133	не может	4	3
134	и потому	2	3
135	в область	1	3
136	в той	2	3
137	в это	1	3
138	не подлежит	1	3
139	с ними	1	3
140	в свою	3	3
141	не знает	3	3
142	того же	3	3
143	и другие	2	3
144	ту же	1	2
145	также и	1	2
146	начинается с	1	2
147	и то	2	2
148	здесь и	1	2
149	есть не	1	2
150	со всех	1	2
151	в которой	2	2
152	но по	1	2
153	еще не	4	2
154	в чем	1	2
155	с его	5	2
156	а только	3	2
157	по отношению	4	2
158	отношение к	5	2
159	в одной	1	2
160	первых двух	1	2
161	перед нами	2	2
162	говорит что	2	2
163	более или	2	2
164	имеем в	3	2
165	рассказ о	2	2
166	и вот	3	2
167	одно и	1	2
168	значительной степени	1	2
169	что все	1	2
170	это было	2	2
171	но их	3	2
172	далеко не	2	2
173	мы имеем	7	2
174	числе и	1	2
175	в этих	3	2
176	вещи в	1	2
177	места в	1	2
178	во второй	7	2
179	мы в	2	2
180	или менее	2	2
181	своего рода	7	2
182	образом и	1	2
183	их в	3	2
184	дело не	2	2
185	дело в	2	2
186	и сама	1	2
187	глядя на	1	2
188	ряд произведений	1	2
189	в области	4	2
190	к тому	2	2
191	оно не	1	2
192	в каждой	1	2
193	должен быть	1	2
194	в себя	3	2
195	роль в	2	2
196	никогда не	4	2
197	здесь как	1	2
198	особенно в	1	2
199	начала и	1	2
200	жизнь и	1	2
201	в словах	1	2
202	остановимся на	1	2
203	а также	6	2
204	и т.д	3	2
205	одного из	1	2
206	и мира	2	2
207	в значительной	1	2
208	бы в	1	2
209	во всей	1	2
210	в литературе	2	2
211	того что	4	2
212	и высшей	1	2
213	на которой	1	2
214	оно и	1	2
215	тот же	1	2
216	одной из	2	2
217	во времени	3	2
218	и ее	3	2
219	для всех	1	2
220	уже не	4	2
221	в большинстве	2	2
222	только на	1	2
223	свидетельствует о	1	2
224	большинстве случаев	1	2
225	дает ему	1	2
226	системе образов	1	2
227	входят в	1	2
228	отношению к	4	2
229	в особенности	1	2
230	именно в	3	2
231	и др	1	2
232	а на	3	2
233	а не	9	2
234	в связи	1	2
235	нигде не	1	2
236	по своему	2	2
237	в данном	8	2
238	те и	1	2
239	в первой	5	2
240	или в	3	2
241	имеет дело	1	2
242	в результате	1	2
243	о котором	1	2
244	и как	2	2
245	ни было	1	2
246	одновременно и	1	2
247	однако по	1	2
248	исторического человека	1	2
249	и наиболее	1	1
250	обращена к	1	1
251	отношения к	2	1
252	одним из	2	1
253	для построения	1	1
254	с жизнью	1	1
255	человека и	1	1
256	в такой	1	1
257	сын и	1	1
258	в христианском	1	1
259	между всеми	1	1
260	между двумя	3	1
261	в первом	2	1
262	именно к	1	1
263	его мира	1	1
264	себя свою	1	1
265	что иное	1	1
266	принадлежит к	3	1
267	бы ни	1	1
268	подчеркнуть что	1	1
269	о судьбе	1	1
270	героев в	1	1
271	оказывается как	1	1
272	всех сторон	1	1
273	ах как	1	1
274	за это	1	1
275	иное как	1	1
276	как смысл	1	1
277	в ее	5	1
278	но не	9	1
279	для других	1	1
280	свою жизнь	2	1
281	тогда как	15	1
282	отличие от	6	1
283	друг от	1	1
284	за пределы	2	1
285	что они	1	1
286	внешних и	1	1
287	в центре	1	1
288	родного дома	1	1
289	дается в	1	1
290	имеет в	2	1
291	силе и	1	1
292	ни одно	1	1
293	в самом	4	1
294	первый момент	1	1
295	он в	1	1
296	в нашем	4	1
297	еще один	1	1
298	это тот	1	1
299	с их	2	1
300	говорят о	1	1
301	античности в	1	1
302	ее как	1	1
303	но на	1	1
304	всей его	1	1
305	не могла	1	1
306	вследствие этого	1	1
307	жизнью и	1	1
308	время и	1	1
309	возвращения жизни	1	1
310	к миру	1	1
311	силу своей	1	1
312	поэтому оно	1	1
313	ему на	1	1
314	два эпизода	2	1
315	этом мире	2	1
316	том же	1	1
317	в каждом	1	1
318	не будет	2	1
319	как к	2	1
320	и иных	1	1
321	этом смысле	2	1
322	в речевом	1	1
323	употребления в	1	1
324	укажем на	1	1
325	и тем	3	1
326	данном случае	5	1
327	в жизни	2	1
328	что сама	2	1
329	в единое	3	1
330	как об	1	1
331	с тем	1	1
332	в слове	3	1
333	все моменты	1	1
334	и некоторые	2	1
335	автора и	1	1
336	обратимся к	1	1
337	и становится	1	1
338	на первый	1	1
339	полубогов и	1	1
340	с вещами	1	1
341	ведущая роль	1	1
342	первому эпизоду	1	1
343	и без	1	1
344	и вокруг	1	1
345	большей степени	1	1
346	и каждая	1	1
347	в силу	1	1
348	которые в	1	1
349	и наоборот	1	1
350	свобода и	1	1
351	по себе	1	1
352	даже в	3	1
353	не была	1	1
354	содержит в	1	1
355	и многих	1	1
356	она не	1	1
357	на котором	1	1
358	и эпизод	1	1
359	в основе	3	1
360	того и	1	1
361	и вещи	1	1
362	только и	1	1
363	с одним	1	1
364	из древнейших	1	1
365	это отношение	3	1
366	своей природе	2	1
367	по своей	3	1
368	ценностей жизни	2	1
369	связи с	1	1
370	не принадлежит	2	1
371	не по	1	1
372	здесь явственно	1	1
373	и делает	1	1
374	ему не	1	1
375	у нас	2	1
376	места для	1	1
377	не могут	2	1
378	его за	1	1
379	вокруг него	1	1
380	что его	1	1
381	является одним	1	1
382	для такого	1	1
383	механический характер	1	1
384	своего развития	1	1
385	вещами и	1	1
386	и о	4	1
387	значения и	2	1
388	от друга	1	1
389	здесь не	1	1
390	здесь также	1	1
391	каждая вещь	1	1
392	зрения не	1	1
393	так в	4	1
394	внешне не	1	1
395	различие между	1	1
396	с собой	1	1
397	времени и	2	1
398	не с	3	1
399	такое совпадение	1	1
400	на которую	1	1
401	чем выше	1	1
402	жизни он	1	1
403	слова ни	1	1
404	мире в	1	1
405	об этом	2	1
406	в разбираемом	1	1
407	на весьма	1	1
408	именно потому	1	1
409	тех кто	1	1
410	в другом	3	1
411	достигается не	1	1
412	и что	3	1
413	в глаза	2	1
414	от своего	2	1
415	в новую	1	1
416	в смерти	1	1
417	времени в	2	1
418	том или	1	1
419	в другой	1	1
420	наконец в	1	1
421	также в	1	1
422	но она	2	1
423	о своих	1	1
424	не оспаривает	1	1
425	и пусть	1	1
426	к которому	3	1
427	в двух	1	1
428	есть для	1	1
429	целого и	1	1
430	еще и	1	1
431	который в	2	1
432	между тем	5	1
433	в контексте	3	1
434	на которые	1	1
435	с которыми	1	1
436	типов но	1	1
437	себя в	6	1
438	так что	1	1
439	если мы	2	1
440	а напротив	2	1
441	его лице	1	1
442	но самое	1	1
443	во втором	3	1
444	или даже	4	1
445	этого мира	1	1
446	ведь это	1	1
447	в известной	1	1
448	слова в	2	1
449	нет никаких	1	1
450	от горя	1	1
451	к ним	1	1
452	ту сторону	1	1
453	не говорит	1	1
454	момент для	1	1
455	или ином	1	1
456	ее на	1	1
457	уровне не	1	1
458	и даже	2	1
459	как у	1	1
460	такого понимания	1	1
461	написано и	1	1
462	в воображении	3	1
463	героя и	5	1
464	говорит о	1	1
465	превращается в	2	1
466	более того	1	1
467	в рассказе	2	1
468	однако и	1	1
469	один из	2	1
470	же точно	1	1
471	по ту	1	1
472	обращенной к	1	1
473	о чем	1	1
474	когда же	1	1
475	этим и	1	1
476	и слово	1	1
477	ближе к	1	1
478	не названо	1	1
479	в разрушении	1	1
480	на фоне	2	1
481	в частности	16	1
482	и особенно	2	1
483	как это	8	1
484	вещей но	1	1
485	мы говорим	1	1
486	ему или	1	1
487	на конец	1	1
488	к другому	1	1
489	настоящему и	1	1
490	этого типа	1	1
491	с некоторыми	1	1
492	такого рода	8	1
493	будущее в	1	1
494	лицом и	1	1
495	первом случае	1	1
496	в мир	1	1
497	многих других	1	1
498	но оказывается	1	1
499	грани между	1	1
500	слова и	1	1
501	же самое	1	1
502	жизненного процесса	1	1
503	в одно	2	1
504	это уже	1	1
505	в следующей	2	1
506	что юность	1	1
507	в мировой	1	1
508	каким бы	1	1
509	котором он	1	1
510	обращается к	2	1
511	тем более	1	1
512	на языке	2	1
513	от всего	1	1
514	указывает на	1	1
515	по пути	3	1
516	и внутренних	1	1
517	в системе	1	1
518	помимо его	1	1
519	но эта	1	1
520	как ряд	1	1
521	между ними	4	1
522	с ней	1	1
523	на смену	4	1
524	из тех	2	1
525	сказать что	3	1
526	от всех	1	1
527	дело с	1	1
528	к его	2	1
529	не что	1	1
530	из этого	1	1
531	перед нею	1	1
532	изобразительных искусств	1	1
533	в каком	1	1
534	речи как	1	1
535	ее в	2	1
536	в своих	1	1
537	тайны и	1	1
538	они не	1	1
