N	2gram	Bakhtin_fo_2	Freidism
498	жизни человек	1	1
499	она ни	3	1
500	на два	1	1
501	не по	1	1
502	это состояние	1	1
503	материала в	1	1
504	это мы	1	1
505	дело в	1	1
506	трагедии в	1	1
507	на волю	1	1
508	в форму	1	1
509	или как	1	1
510	того в	1	1
511	он хочет	1	1
512	работу и	1	1
513	и является	1	1
514	что на	3	1
515	тела и	5	1
516	одною из	1	1
517	и здесь	1	1
518	на границе	3	1
519	в телесном	2	1
520	похож на	2	1
521	и неожиданной	1	1
522	о таких	1	1
523	его с	1	1
524	смерти и	4	1
525	той или	1	1
526	по сравнению	1	1
527	уже на	1	1
528	время болезни	1	1
529	больной зуб	1	1
530	весь остальной	1	1
531	если же	1	1
532	о том	4	1
533	существует только	1	1
534	и это	2	1
535	приходит к	1	1
536	и глубину	1	1
537	более тонкой	1	1
538	но при	1	1
539	свои силы	1	1
540	действия и	1	1
541	то время	1	1
542	это для	1	1
543	в дальнейшем	5	1
544	основе этой	1	1
545	дано в	2	1
546	и сам	1	1
547	котором он	1	1
548	в мире	4	1
549	по аналогии	2	1
550	времени и	1	1
551	это впечатление	1	1
552	другая форма	1	1
553	с собой	1	1
554	в результате	1	1
555	и внутренняя	1	1
556	жизнь и	3	1
557	мы в	1	1
558	в эпоху	4	1
559	из одного	1	1
560	физиологического анализа	1	1
561	природе его	1	1
562	к прошлому	1	1
563	находится в	2	1
564	все его	4	1
565	прикосновения к	3	1
566	часто и	1	1
567	то есть	10	1
568	в широком	1	1
569	а также	3	1
570	внимание на	1	1
571	и та	2	1
572	близки к	1	1
573	утверждает что	2	1
574	но когда	1	1
575	особого рода	1	1
576	аналогии с	1	1
577	там же	1	1
578	затем в	3	1
579	и во	6	1
580	борьба с	3	1
581	принимают участие	1	1
582	не выходит	1	1
583	на ее	1	1
584	человек был	1	1
585	этим путем	1	1
586	на одном	1	1
587	в форме	3	1
588	исходя из	1	1
589	и следовательно	1	1
590	содержание но	1	1
591	скрытой форме	1	1
592	этого ряда	6	1
593	в двух	2	1
594	дело с	1	1
595	вступить в	1	1
596	во всем	1	1
597	дана в	3	1
598	быть сведены	1	1
599	не боится	2	1
600	и так	2	1
601	поэтому и	1	1
602	совершенно иные	1	1
603	всех его	1	1
604	себя самих	1	1
605	и гармонии	1	1
606	ноги и	1	1
607	бы ни	1	1
608	которые так	1	1
609	это же	1	1
610	образов в	1	1
611	есть в	1	1
612	с нею	1	1
613	идеологии и	1	1
614	человека эта	1	1
615	для других	3	1
616	то и	1	1
617	также и	4	1
618	за пределами	1	1
619	в виде	1	1
620	различия в	1	1
621	нормальной жизни	1	1
622	а это	1	1
623	широко пользуется	1	1
624	и других	2	1
625	право говорить	1	1
626	образы этого	1	1
627	сказано в	2	1
628	в корне	2	1
629	явлений он	1	1
630	в землю	1	1
631	бытия и	1	1
632	в случаях	1	1
633	тем что	3	1
634	и строго	1	1
635	и только	2	1
636	момент в	1	1
637	связан с	1	1
638	представление о	2	1
639	природы природа	1	1
640	или иной	2	1
641	точек зрения	1	1
642	достоинства и	1	1
643	именно в	2	1
644	характерно для	1	1
645	личной жизни	1	1
646	такое же	1	1
647	которых оно	1	1
648	и шире	1	1
649	в некоторых	2	1
650	громадное значение	5	1
651	человеческого рода	1	1
652	а на	2	1
653	у других	1	1
654	человек в	2	1
655	так называемой	1	1
656	было для	1	1
657	отнюдь не	4	1
658	у всех	2	1
659	там где	2	1
660	пр и	1	1
661	или с	1	1
662	ребенка и	1	1
663	здесь имеет	2	1
664	страшное и	1	1
665	мир для	1	1
666	как нового	1	1
667	все основные	2	1
668	будем их	1	1
669	для самого	1	1
670	себе самому	3	1
671	и жажда	1	1
672	нужно отнести	1	1
673	сравнению с	1	1
674	и голос	1	1
675	что весь	1	1
676	его мать	1	1
677	на нескольких	1	1
678	ко всему	1	1
679	ведь для	1	1
680	этого сделать	1	1
681	распадается на	1	1
682	они сами	2	1
683	и мотивы	1	1
684	мира с	1	1
685	эту черту	1	1
686	в это	3	1
687	и большинство	1	1
688	этого слова	1	1
689	в первые	1	1
690	благодаря этому	1	1
691	в смысле	5	1
692	место этого	1	1
693	корни в	1	1
694	под влиянием	1	1
695	в дальнейшей	1	1
696	мира в	3	1
697	и тесно	1	1
698	указать на	1	1
699	и ярко	1	1
700	этого рода	1	1
701	на время	1	1
702	этот принцип	1	1
703	он по	1	1
704	которая в	1	1
705	чтобы понять	1	1
706	в индивидуальном	2	1
707	членов и	1	1
708	его происхождение	1	1
709	ее и	2	1
710	но эти	3	1
711	целый ряд	3	1
712	у них	2	1
713	и события	1	1
714	бы в	1	1
715	еще более	4	1
716	тем более	3	1
717	в динамике	1	1
718	и смысл	1	1
719	же в	4	1
720	в различных	1	1
721	всю полноту	1	1
722	в том	10	1
723	основе их	1	1
724	природа человека	1	1
725	требует чтобы	1	1
726	нам не	1	1
727	не похожи	1	1
728	весь мир	3	1
729	же относится	1	1
730	роль играет	1	1
731	равно как	2	1
732	мир но	1	1
733	в иной	2	1
734	имеет место	3	1
735	жизни а	2	1
736	философских построениях	1	1
737	мы считаем	1	1
738	пр все	1	1
739	на своем	1	1
740	на свет	4	1
741	исключительное значение	1	1
742	борьба и	1	1
743	самосознания и	1	1
744	является выражением	1	1
