N	2gram	Propp_Morf_1	Vladivir
147	тех же	4	2
148	это и	2	2
149	и до	1	2
150	и за	2	2
151	по его	1	2
152	на первом	1	2
153	хотя бы	4	2
154	ему в	1	2
155	еще не	3	2
156	он сам	1	2
157	в чем	1	2
158	мы будем	3	2
159	ответ на	1	2
160	из этих	1	2
161	учение о	3	2
162	и тот	1	2
163	что она	2	2
164	больше всего	1	2
165	при этом	1	2
166	в тот	1	2
167	т д	39	2
168	была не	1	2
169	на этом	3	2
170	так например	3	2
171	а по	3	2
172	было бы	3	2
173	кажется что	1	2
174	ни в	1	2
175	в них	1	2
176	за это	1	2
177	на основании	1	2
178	с тем	2	2
179	на первый	3	2
180	точки зрения	2	2
181	что такое	3	2
182	это делает	1	2
183	значение для	1	2
184	не будем	4	2
185	тем не	5	2
186	для нее	1	2
187	даже в	1	2
188	сам с	1	2
189	не менее	5	2
190	что с	1	2
191	дело не	2	2
192	не по	2	2
193	того чтобы	3	2
194	больше чем	1	2
195	к концу	1	2
196	в каком	2	2
197	в момент	1	2
198	со стороны	3	2
199	для того	2	2
200	куда он	1	2
201	то время	3	2
202	это мы	1	2
203	не столько	1	2
204	то как	2	2
205	ясно что	5	2
206	о котором	1	2
207	ними и	1	2
208	на все	1	2
209	но мы	3	2
210	на что	1	2
211	с того	3	2
212	как было	1	2
213	этот момент	3	2
214	а именно	1	2
215	того что	3	2
216	с ними	1	2
217	всяком случае	2	2
218	никак нельзя	1	2
219	одной из	1	2
220	из них	3	2
221	и никогда	1	2
222	тем что	4	2
223	в очень	1	2
224	даже не	3	2
225	и затем	4	2
226	только что	2	2
227	что мы	2	2
228	где же	1	2
229	в тех	6	2
230	по существу	12	2
231	в это	1	2
232	для тех	1	2
233	о его	1	2
234	этом и	1	2
235	нисколько не	1	2
236	и для	2	2
237	указать на	1	2
238	в результате	7	2
239	от него	1	2
240	которую он	1	2
241	и ни	1	2
242	мы должны	3	2
243	а н	1	2
244	сведения о	1	2
245	совершенно не	1	2
246	из этого	1	2
247	к этой	1	2
248	в частности	2	2
249	как на	1	2
250	во всяком	2	2
251	от отца	1	1
252	на самом	4	1
253	всего это	1	1
254	и есть	2	1
255	то в	3	1
256	было более	1	1
257	можно говорить	1	1
258	ведь и	1	1
259	он ничего	1	1
260	то для	1	1
261	чего в	1	1
262	г в	1	1
263	к моему	1	1
264	большую роль	1	1
265	случае это	1	1
266	ответить на	1	1
267	есть нечто	3	1
268	время как	3	1
269	не вполне	1	1
270	для наших	1	1
271	постоянные и	1	1
272	с большим	1	1
273	ехать в	1	1
274	может дать	1	1
275	или раньше	1	1
276	бы то	3	1
277	в различных	2	1
278	которые однако	1	1
279	жениться на	1	1
280	во всех	4	1
281	изучения в	2	1
282	что никаких	1	1
283	заметим что	2	1
284	явлений и	1	1
285	с трудом	1	1
286	значение и	1	1
287	по отношению	4	1
288	а и	3	1
289	тогда как	2	1
290	на вопрос	2	1
291	тем больше	1	1
292	дает нам	1	1
293	итак в	1	1
294	как уже	2	1
295	может получить	1	1
296	из причин	1	1
297	даже просто	1	1
298	считаться с	2	1
299	не приходится	1	1
300	сказать о	2	1
301	представляет собой	17	1
302	может считаться	3	1
303	им в	1	1
304	если он	1	1
305	свою собственную	1	1
306	в силу	1	1
307	чтобы в	1	1
308	все с	1	1
309	одно и	1	1
310	но все	3	1
311	в подробности	1	1
312	наука не	1	1
313	однако все	1	1
314	не будет	1	1
315	те же	1	1
316	них не	1	1
317	с другими	1	1
318	три дня	1	1
319	это не	6	1
320	они по	1	1
321	например с	2	1
322	и тем	2	1
323	в итоге	2	1
324	из первых	2	1
325	по всему	2	1
326	лет в	1	1
327	о которых	1	1
328	ни одной	1	1
329	в высшей	1	1
330	дать более	1	1
331	мы имеем	9	1
332	тому что	4	1
333	этим и	1	1
334	с такой	1	1
335	чем в	1	1
336	это совершенно	1	1
337	мы не	8	1
338	и тогда	1	1
339	в этих	13	1
340	и сопоставлению	1	1
341	в г	1	1
342	бы на	1	1
343	где мы	1	1
344	она в	2	1
345	вопрос о	7	1
346	вплоть до	1	1
347	много лет	1	1
348	но эта	1	1
349	но во	1	1
350	теми же	1	1
351	не меняет	2	1
352	их в	1	1
353	ни было	2	1
354	сам он	3	1
355	она не	2	1
356	приводят к	1	1
357	нашем распоряжении	1	1
358	таких случаях	2	1
359	в таких	2	1
360	с теми	4	1
361	и сама	1	1
362	случае не	3	1
363	с некоторой	1	1
364	то чего	1	1
365	и сразу	2	1
366	для всех	1	1
367	одна из	4	1
368	вывод который	1	1
369	или как	1	1
370	действительно в	1	1
371	за исключением	1	1
372	к исторической	1	1
373	связи с	10	1
374	весь этот	1	1
375	этом отношении	1	1
376	в области	1	1
377	не потому	1	1
378	и далее	1	1
379	детей в	1	1
380	очень часто	6	1
381	не могут	4	1
382	же самое	1	1
383	этого и	1	1
384	здесь под	1	1
385	в каждом	1	1
386	мы привели	1	1
387	то ни	3	1
388	с ее	1	1
389	всего этого	1	1
390	нами выше	1	1
391	может только	1	1
392	за нами	1	1
393	с самого	1	1
394	правильно но	1	1
395	всей своей	1	1
396	случаях очень	1	1
397	как с	1	1
398	и совершенно	1	1
399	и когда	1	1
400	о тех	1	1
401	не с	2	1
402	а этот	1	1
403	представляют собою	1	1
404	работе но	1	1
405	показать как	1	1
406	семь лет	1	1
407	если бы	2	1
408	в настоящее	3	1
409	разбойники и	1	1
410	он говорил	1	1
411	связанная с	1	1
412	но к	1	1
413	настоящее время	3	1
414	всех подобных	1	1
415	этой работе	1	1
416	а во	1	1
417	в приведенных	1	1
418	для изучения	1	1
419	почти всегда	1	1
420	во всей	1	1
421	с последующей	1	1
422	в другой	1	1
423	которые он	1	1
424	которой все	1	1
425	подробности этой	1	1
426	что бы	1	1
427	если это	3	1
428	говорить только	1	1
429	содержания но	1	1
430	еще несколько	1	1
431	тех пор	1	1
432	в формах	1	1
433	на которой	1	1
434	можно отметить	2	1
435	но с	1	1
436	если сравнить	1	1
437	сразу же	2	1
438	можно ограничиться	4	1
439	убежден что	1	1
440	что даже	1	1
441	ли он	1	1
442	его жизнь	1	1
443	как нечто	1	1
444	который в	2	1
445	нам возможность	1	1
446	а после	1	1
447	с одной	1	1
448	со всеми	1	1
449	с какой	1	1
450	самом деле	4	1
451	что сказки	1	1
452	или не	3	1
453	же в	2	1
454	что не	1	1
455	от других	2	1
456	слова не	1	1
457	а то	3	1
458	соглашаясь с	1	1
459	и хорошо	1	1
460	их как	2	1
461	одно из	1	1
462	ту же	2	1
463	в одном	1	1
464	у нее	1	1
465	друг друга	3	1
466	мы можем	2	1
467	как его	1	1
468	заметить что	8	1
469	от того	3	1
470	в других	3	1
471	брак и	2	1
472	прямо с	1	1
473	формах в	1	1
474	мы скажем	1	1
475	которые можно	1	1
476	человека а	1	1
477	далеко не	5	1
478	не прав	1	1
479	если задача	1	1
480	мы еще	1	1
481	себя и	2	1
482	от другого	2	1
483	прежде всего	9	1
484	и пр	37	1
485	одной стороны	1	1
486	теперь вспомнить	1	1
487	которые не	1	1
488	а не	11	1
489	однако и	1	1
490	легко и	1	1
491	ниже в	2	1
492	книга о	1	1
493	о чем	1	1
494	бы по	1	1
495	на эту	1	1
496	№ здесь	4	1
497	с помощью	1	1
498	уже давно	1	1
499	в точности	3	1
500	входить в	2	1
501	можно утверждать	1	1
502	так же	3	1
503	приводит в	1	1
504	в одной	1	1
505	д в	2	1
506	то можно	2	1
507	незадолго до	2	1
508	так мы	1	1
509	из которых	3	1
510	в брак	1	1
511	только об	1	1
512	и объект	1	1
513	в данном	1	1
514	что за	1	1
515	в церковь	1	1
516	она есть	1	1
517	иначе но	1	1
518	не удалось	1	1
519	определен как	3	1
520	одновременно с	1	1
521	самого себя	2	1
522	религиозного характера	1	1
523	из этой	1	1
524	с изучением	1	1
525	в состоянии	1	1
526	никем не	1	1
527	и более	1	1
528	быть не	1	1
529	указанием на	1	1
530	с этой	1	1
531	что здесь	1	1
532	на пути	4	1
533	то перед	5	1
534	в который	1	1
535	постановке и	1	1
536	с большой	1	1
537	известной степени	1	1
538	в немецкой	1	1
539	в с	1	1
540	не существует	3	1
541	или в	4	1
542	раз он	1	1
543	это уже	3	1
544	мысль о	1	1
545	у которого	1	1
546	ни к	2	1
547	ее в	1	1
548	но вот	2	1
549	не есть	1	1
550	но если	7	1
551	между ними	1	1
552	то здесь	3	1
553	дело с	1	1
554	которым он	1	1
555	в быту	1	1
556	по одному	1	1
557	к родителям	1	1
558	огромное значение	2	1
559	столько по	1	1
560	и другие	6	1
561	которые в	1	1
562	в таком	1	1
