N	2gram	Bakhtin_Pr_2	DiskursI
379	героя но	1	1
380	по крайней	2	1
381	и более	2	1
382	произведения в	1	1
383	перед ним	2	1
384	и герой	2	1
385	сознании в	1	1
386	любви и	1	1
387	все три	6	1
388	она не	5	1
389	здесь невозможно	1	1
390	самого начала	1	1
391	одна из	3	1
392	к этим	1	1
393	на него	2	1
394	в процессе	2	1
395	xix века	1	1
396	всей их	1	1
397	о них	2	1
398	тяготение к	1	1
399	себе самом	3	1
400	например не	1	1
401	и всегда	2	1
402	ничего не	3	1
403	того как	3	1
404	в особое	1	1
405	своей природе	1	1
406	и до	4	1
407	героя это	1	1
408	во всем	1	1
409	звучит в	2	1
410	этом диалоге	2	1
411	и иваном	1	1
412	а тогда	1	1
413	точке зрения	3	1
414	быть а	1	1
415	или не	2	1
416	внутреннюю свободу	1	1
417	он видел	1	1
418	на некоторое	1	1
419	не могут	1	1
420	но все	4	1
421	отличается от	1	1
422	только еще	1	1
423	числе и	2	1
424	всего в	1	1
425	к тому	1	1
426	его с	2	1
427	чужом голосе	1	1
428	не есть	2	1
429	от друга	2	1
430	основе этого	1	1
431	в зоне	4	1
432	между сознаниями	3	1
433	с самого	1	1
434	эти две	1	1
435	сознания с	1	1
436	в условиях	2	1
437	слова а	1	1
438	как с	1	1
439	знает он	1	1
440	и сам	3	1
441	все о	1	1
442	что может	1	1
443	в образе	3	1
444	ориентировано на	1	1
445	в споре	1	1
446	его героев	1	1
447	и каждый	1	1
448	изображенное слово	1	1
449	смерть не	1	1
450	можно только	1	1
451	своих границах	1	1
452	строго говоря	1	1
453	жанра в	1	1
454	и большого	1	1
455	в эпоху	1	1
456	для этого	3	1
457	и даже	3	1
458	остановимся на	2	1
459	человека это	1	1
460	не отдельная	1	1
461	с ним	8	1
462	с человеком	1	1
463	рассматривать их	1	1
464	и смерть	1	1
465	каждый из	1	1
466	о ней	1	1
467	о нем	6	1
468	образа такой	1	1
469	и здесь	2	1
470	и должно	1	1
471	не был	2	1
472	другом месте	1	1
473	возможна только	1	1
474	и т.д	3	1
475	никак не	1	1
476	и что	2	1
477	с авторским	4	1
478	не стоит	1	1
479	себя самого	1	1
480	не несут	1	1
481	он его	1	1
482	всякий человек	1	1
483	романа как	2	1
484	на одном	1	1
485	в форме	2	1
486	крайней мере	2	1
487	эти возможности	1	1
488	внешнее и	1	1
489	которая и	1	1
490	и радикально	1	1
491	и следовательно	7	1
492	как она	1	1
493	и мир	5	1
494	в жизнь	1	1
495	но тут	1	1
496	в современной	1	1
497	в освещении	1	1
498	именно о	1	1
499	и быть	1	1
500	художественной литературе	1	1
501	отказ от	1	1
502	и так	1	1
503	до нас	1	1
504	выбора и	1	1
505	жизнь личности	2	1
506	самого говорящего	1	1
507	на мир	2	1
508	от них	2	1
509	с которыми	2	1
510	так что	2	1
511	же и	1	1
512	оказывается в	1	1
513	только на	1	1
514	и они	1	1
515	а напротив	1	1
516	же из	1	1
517	себя и	2	1
518	не слияние	1	1
519	особое отношение	1	1
520	не дает	1	1
521	большинстве случаев	2	1
522	присутствует в	1	1
523	мир в	2	1
524	в книге	1	1
525	и их	6	1
526	могло бы	1	1
527	художественного образа	2	1
528	вовсе не	7	1
529	высказывания и	1	1
530	периода его	1	1
531	для меня	2	1
532	дела до	1	1
533	авторского слова	2	1
534	может служить	1	1
535	друг друга	7	1
536	и художественный	1	1
537	принципиально не	2	1
538	человек как	1	1
539	тем что	2	1
540	и оценки	1	1
541	индивидуальных сознаний	2	1
542	правд не	1	1
543	в других	1	1
544	и строго	1	1
545	замкнутом сознании	1	1
546	были бы	2	1
547	из того	1	1
548	того что	3	1
549	мире где	1	1
550	точек зрения	3	1
551	и тех	1	1
552	о своем	1	1
553	здесь это	1	1
554	бытия в	2	1
555	и др	4	1
556	в романе	3	1
557	три момента	1	1
558	между ними	4	1
559	но есть	1	1
560	к человеку	1	1
561	в некоторых	2	1
562	превращается в	4	1
563	позиции в	1	1
564	уж и	1	1
565	на этот	1	1
566	до конца	7	1
567	в бессмертие	2	1
568	предметом художественного	1	1
569	жанра поэтому	1	1
570	миром в	1	1
571	его как	1	1
572	все то	2	1
573	там где	6	1
574	что из	1	1
575	оценки и	2	1
576	и слово	6	1
577	в одно	1	1
578	и глубоко	1	1
579	именно поэтому	1	1
580	к лицу	1	1
581	человек в	3	1
582	зрения автора	2	1
583	изображении как	1	1
584	как это	2	1
585	прошлого к	1	1
586	опирается на	2	1
587	в особенности	2	1
588	в разговоре	1	1
589	из которых	2	1
590	это были	1	1
591	лицом к	1	1
592	и там	1	1
593	общения с	1	1
594	до его	1	1
595	в мир	1	1
596	да и	1	1
597	бы стать	1	1
598	в художественную	1	1
599	и смерти	7	1
600	даже в	6	1
601	момент кризиса	1	1
602	в поступках	1	1
603	слова и	1	1
604	и от	3	1
605	той мере	1	1
606	личность как	1	1
607	но для	1	1
608	один из	2	1
609	что существенно	1	1
610	о мире	5	1
611	имел место	1	1
612	но с	3	1
613	между персонажами	1	1
614	более того	5	1
615	я нахожу	1	1
616	мысли не	1	1
617	с позицией	1	1
618	его не	1	1
619	контакта с	3	1
620	вне контекста	1	1
621	к чужому	1	1
622	еще более	1	1
623	и ни	1	1
624	прошлого и	1	1
625	по самой	2	1
626	же в	1	1
627	в равной	1	1
628	ним он	1	1
629	но всегда	1	1
630	его произведениях	1	1
631	к самому	1	1
632	равной степени	1	1
633	одной из	2	1
634	а о	3	1
635	слово в	3	1
636	сказать что	5	1
637	я к	1	1
638	следовательно с	1	1
639	она сама	1	1
640	их с	1	1
641	подтверждает его	1	1
642	одновременно и	1	1
643	я это	2	1
644	бы его	1	1
645	написать роман	2	1
646	значимости то	1	1
647	занимает в	1	1
648	и повести	1	1
649	или нескольких	1	1
650	строится на	2	1
651	в какой	1	1
652	прошлого в	1	1
653	но тоже	1	1
654	также не	2	1
655	ее в	2	1
656	как слово	5	1
657	т.е в	1	1
658	во всяком	1	1
659	том числе	2	1
