N	2gram	Vinokur_Ku_3	PoTuStor
153	поэтому и	1	2
154	да еще	1	2
155	не можем	1	2
156	если мы	7	2
157	в начале	1	2
158	эти понятия	1	2
159	для меня	2	2
160	что не	4	2
161	а на	1	2
162	что мы	2	2
163	с помощью	6	2
164	в частности	2	2
165	так же	2	2
166	в область	2	2
167	с этой	3	2
168	в свое	2	2
169	в систему	1	2
170	но это	5	2
171	и для	1	2
172	нет никаких	1	2
173	не есть	3	2
174	не знает	2	2
175	есть и	1	2
176	а может	1	2
177	к этому	1	2
178	они не	3	2
179	но вернемся	1	1
180	говоря о	1	1
181	в движение	1	1
182	и то	1	1
183	науки о	1	1
184	это и	3	1
185	самый предмет	1	1
186	далее и	1	1
187	бы очень	1	1
188	когда человек	1	1
189	повлечь за	1	1
190	что эти	2	1
191	не имеют	1	1
192	случае нельзя	1	1
193	к нашей	2	1
194	для достижения	1	1
195	мы имеем	2	1
196	что если	2	1
197	вопрос о	11	1
198	одних и	1	1
199	на место	1	1
200	нам в	1	1
201	память о	1	1
202	в основных	1	1
203	другую и	1	1
204	так чтобы	1	1
205	почти исключительно	1	1
206	я не	5	1
207	как я	2	1
208	из того	2	1
209	конечно и	1	1
210	не совсем	1	1
211	же что	1	1
212	зависимости от	8	1
213	в ней	3	1
214	было до	1	1
215	же нужно	1	1
216	столь же	4	1
217	бы то	1	1
218	какое-либо отношение	1	1
219	чем это	2	1
220	но не	3	1
221	отказ от	1	1
222	коем случае	1	1
223	же на	1	1
224	не входит	1	1
225	значение и	1	1
226	с совершенно	1	1
227	менее всего	1	1
228	что они	2	1
229	только путем	1	1
230	мы снова	1	1
231	это самое	2	1
232	в рамках	5	1
233	же с	1	1
234	сказать то	1	1
235	дает нам	2	1
236	сам же	2	1
237	все же	5	1
238	находящиеся в	1	1
239	хотя и	5	1
240	когда он	2	1
241	увидим что	2	1
242	этой цели	1	1
243	чего же	1	1
244	уже не	8	1
245	точку зрения	2	1
246	под ним	1	1
247	ни один	1	1
248	а во-вторых	2	1
249	в нашем	7	1
250	или во	1	1
251	словарь для	1	1
252	то я	1	1
253	на некоторых	1	1
254	как он	2	1
255	имеем в	1	1
256	как совершенно	1	1
257	что она	5	1
258	главным образом	2	1
259	с нашим	1	1
260	образом и	1	1
261	отношений между	2	1
262	в корне	2	1
263	наших глазах	1	1
264	свое время	2	1
265	в классе	2	1
266	приходим к	1	1
267	находит себе	1	1
268	без исключения	1	1
269	а вместе	1	1
270	двух слов	1	1
271	то ни	1	1
272	одна на	1	1
273	как они	2	1
274	а то	2	1
275	не должна	1	1
276	конечно в	1	1
277	той же	3	1
278	лишь в	8	1
279	как видим	1	1
280	входит в	1	1
281	ничего удивительного	1	1
282	мы на	1	1
283	искусства в	1	1
284	в свой	1	1
285	не ясно	1	1
286	он является	1	1
287	не связанное	1	1
288	под прикрытием	1	1
289	он действительно	1	1
290	с тем	6	1
291	несмотря на	1	1
292	друга в	1	1
293	б не	1	1
294	ясно из	1	1
295	форма и	3	1
296	и того	2	1
297	смысл и	2	1
298	одного и	2	1
299	лучше всего	1	1
300	классе и	1	1
301	но если	3	1
302	что есть	2	1
303	для содержания	1	1
304	в следующем	1	1
305	может повлечь	1	1
306	на первых	1	1
307	что до	1	1
308	свой смысл	1	1
309	такие стороны	1	1
310	что я	1	1
311	значение для	1	1
312	к такой	2	1
313	не будем	5	1
314	которые в	4	1
315	каждое из	1	1
316	творчества и	1	1
317	друг другу	1	1
318	на другую	1	1
319	есть еще	1	1
320	однако в	2	1
321	так называемого	3	1
322	же мы	4	1
323	вернемся к	2	1
324	или что	1	1
325	есть прежде	1	1
326	в смысле	1	1
327	тогда когда	4	1
328	в сущности	4	1
329	к новым	2	1
330	может сыграть	1	1
331	в самых	1	1
332	того чтобы	11	1
333	можно получить	1	1
334	для всего	1	1
335	работы но	1	1
336	только не	1	1
337	не имеет	3	1
338	если ему	1	1
339	в коем	1	1
340	ничего не	6	1
341	очень плохо	2	1
342	в форму	1	1
343	они являются	1	1
344	того в	1	1
345	в русском	2	1
346	во всем	1	1
347	к этим	1	1
348	связи с	6	1
349	языка который	1	1
350	в виду	8	1
351	и делает	1	1
352	легко убедиться	1	1
353	мы и	1	1
354	и со	1	1
355	содержания как	1	1
356	от того	5	1
357	не давая	1	1
358	и такие	2	1
359	одно только	2	1
360	отличается от	2	1
361	же самое	1	1
362	должны быть	1	1
363	приходится повторить	1	1
364	к тому	3	1
365	той или	5	1
366	на это	1	1
367	она не	3	1
368	бы по	1	1
369	из всего	2	1
370	свободно и	1	1
371	без всякого	1	1
372	данном случае	4	1
373	но во-первых	1	1
374	характер и	1	1
375	культуры и	1	1
376	приводит к	1	1
377	и что	7	1
378	будет как	1	1
379	отношения эти	1	1
380	в другом	1	1
381	можно было	11	1
382	мере уже	1	1
383	каждого из	1	1
384	отсюда и	1	1
385	мог бы	2	1
386	не место	1	1
387	это только	1	1
388	формы то	1	1
389	если бы	8	1
390	остановимся на	1	1
391	о нем	1	1
392	и здесь	2	1
393	на вопрос	3	1
394	внимание на	2	1
395	необходим для	1	1
396	нас в	3	1
397	метод к	1	1
398	на пользу	1	1
399	говорить об	1	1
400	эти два	2	1
401	никаких сомнений	1	1
402	отметить что	3	1
403	которые сделали	1	1
404	не более	2	1
405	и содержания	2	1
406	деле в	1	1
407	в свете	2	1
408	все время	1	1
409	на наших	1	1
410	и об	2	1
411	к нему	1	1
412	что здесь	1	1
413	но так	1	1
414	мы сталкиваемся	1	1
415	их о	1	1
416	тот же	6	1
417	мы увидим	1	1
418	бы из	1	1
419	может оказаться	2	1
420	это же	1	1
421	с одной	4	1
422	в качестве	2	1
423	пользуется этой	1	1
424	же и	1	1
425	оказывается в	1	1
426	культурой и	1	1
427	уже в	3	1
428	то и	2	1
429	в нашей	4	1
430	только такое	1	1
431	не дает	2	1
432	конечно нет	1	1
433	перевести на	1	1
434	конечно у	1	1
435	центр тяжести	1	1
436	в известной	1	1
437	вовсе не	5	1
438	с этими	1	1
439	не случайно	4	1
440	заметить что	1	1
441	не говорит	1	1
442	как раз	4	1
443	свой основной	1	1
444	это какой-то	1	1
445	быть совершенно	2	1
446	перейти к	2	1
447	для того	12	1
448	уже совершенно	2	1
449	со всем	1	1
450	со стороны	1	1
451	или иной	7	1
452	деле есть	1	1
453	с другой	7	1
454	от удовлетворения	1	1
455	которые можно	2	1
456	и тех	1	1
457	в каких	1	1
458	и прежде	1	1
459	в свою	1	1
460	представляет собою	1	1
461	а с	3	1
462	что для	1	1
463	месте и	1	1
464	в некоторых	2	1
465	связано с	1	1
466	у нас	10	1
467	основной вопрос	1	1
468	одной стороны	4	1
469	материал в	1	1
470	как часть	1	1
471	конечно остается	1	1
472	на этот	2	1
473	а наоборот	1	1
474	и самый	2	1
475	зависит от	1	1
476	а не	11	1
477	своем месте	1	1
478	именно так	2	1
479	весь его	1	1
480	не всегда	1	1
481	в связи	5	1
482	знает все	1	1
483	намек на	1	1
484	не сразу	1	1
485	его остается	1	1
486	в данном	7	1
487	он будет	2	1
488	чрезвычайно любопытных	1	1
489	тому как	2	1
490	что же	5	1
491	том смысле	1	1
492	быть не	2	1
493	о его	1	1
494	нужно отметить	1	1
495	имеет значение	1	1
496	точно и	1	1
497	мы скажем	1	1
498	это уже	3	1
499	и часто	1	1
500	пор еще	3	1
501	формы и	3	1
502	она может	2	1
503	да мы	1	1
504	и представления	1	1
505	которая в	1	1
506	в эту	1	1
507	но теоретически	1	1
508	интерес к	1	1
509	еще более	2	1
510	мы должны	3	1
511	только что	2	1
512	я в	3	1
513	же в	1	1
514	входить в	1	1
515	по поводу	3	1
516	является его	1	1
517	в период	1	1
518	работы и	1	1
519	а ведь	1	1
520	а во	1	1
521	сделать некоторые	1	1
522	сказали бы	1	1
523	является и	2	1
524	на своем	1	1
525	самое важное	2	1
526	этой точки	1	1
527	именно здесь	1	1
528	и эта	1	1
529	это в	2	1
530	ведь когда	1	1
531	как на	8	1
