N	2gram	Tiupa_Anal_1	Problemy
164	одно и	1	3
165	то ни	3	3
166	было бы	2	3
167	этом смысле	1	3
168	с тем	1	3
169	такой же	2	3
170	в котором	3	3
171	не как	1	3
172	собой и	1	3
173	раз и	1	3
174	с миром	1	3
175	ничего не	1	3
176	к концу	1	3
177	только с	1	3
178	и т.д	1	3
179	перед его	1	3
180	не могу	2	3
181	в ее	1	3
182	внутренняя речь	1	3
183	сводится к	5	3
184	и во	1	3
185	что и	3	3
186	это не	6	3
187	слов и	1	3
188	в него	1	3
189	того что	4	3
190	одного сознания	1	3
191	нуждается в	8	3
192	он уже	1	3
193	уже не	4	3
194	из них	2	3
195	его и	2	3
196	в диалоге	1	3
197	а с	3	3
198	рассказ в	1	3
199	должно быть	2	3
200	в начале	2	3
201	и от	1	3
202	это как	2	3
203	я как	1	3
204	мы должны	1	3
205	в речь	2	3
206	ни было	4	3
207	том что	12	3
208	отношением к	1	3
209	другой стороны	2	3
210	я и	6	2
211	например в	1	2
212	зависимость от	1	2
213	сам по	1	2
214	в первом	2	2
215	а как	2	2
216	она в	1	2
217	в ней	1	2
218	в которых	1	2
219	быть в	1	2
220	столь же	4	2
221	бы не	2	2
222	герой не	1	2
223	отличие от	6	2
224	не просто	2	2
225	определяется не	1	2
226	однако в	3	2
227	хотя и	1	2
228	и как	5	2
229	я к	1	2
230	в которой	2	2
231	бы с	1	2
232	другого как	1	2
233	становления мысли	1	2
234	как он	3	2
235	героя к	2	2
236	при этом	12	2
237	другим что	1	2
238	всех этих	1	2
239	собой не	2	2
240	внутреннего и	2	2
241	этот процесс	1	2
242	их в	1	2
243	и по	2	2
244	на этом	2	2
245	без исключения	1	2
246	ни был	1	2
247	а затем	1	2
248	что все	1	2
249	той же	2	2
250	с другими	4	2
251	ни в	4	2
252	все равно	1	2
253	и того	5	2
254	же я	1	2
255	в этих	1	2
256	с точки	4	2
257	в отличие	6	2
258	своего рода	3	2
259	и другого	4	2
260	речи в	1	2
261	войти в	1	2
262	между двумя	3	2
263	тому что	1	2
264	вопрос о	2	2
265	если и	1	2
266	не менее	1	2
267	его собственного	1	2
268	ничего что	1	2
269	к другим	1	2
270	подобно тому	3	2
271	этих двух	1	2
272	и внешнего	2	2
273	по своей	6	2
274	такая же	1	2
275	мире и	2	2
276	обращает на	1	2
277	уже с	1	2
278	всей своей	1	2
279	те же	1	2
280	времени и	6	2
281	особенно в	2	2
282	для этого	2	2
283	о нем	3	2
284	о том	5	2
285	на вопрос	4	2
286	и та	2	2
287	себя но	1	2
288	быть и	1	2
289	на которой	1	2
290	среди других	1	2
291	мы увидим	1	2
292	что даже	1	2
293	то в	2	2
294	в произведении	5	2
295	себя в	6	2
296	со своим	1	2
297	в сторону	1	2
298	эпизод с	1	2
299	иной форме	1	2
300	в душе	1	2
301	за ним	1	2
302	чего бы	1	2
303	для другого	1	2
304	друг друга	1	2
305	не случайно	3	2
306	каждый из	2	2
307	один в	2	2
308	здесь в	1	2
309	совпадает с	2	2
310	говорит о	1	2
311	в рассказе	1	2
312	слова не	1	2
313	одна и	1	2
314	человека как	1	2
315	вступает в	3	2
316	вместе с	4	2
317	смысле этого	1	2
318	тому как	3	2
319	из этого	1	2
320	с этой	1	2
321	или в	1	2
322	что оно	1	2
323	хотя бы	3	2
324	будто бы	3	2
325	найти себя	2	2
326	ни на	1	2
327	сохраняется и	1	2
328	же нам	1	1
329	и цельного	1	1
330	одним из	3	1
331	и фактически	1	1
332	с кем	1	1
333	самим по	1	1
334	он может	2	1
335	в напряженном	1	1
336	по преимуществу	1	1
337	и до	2	1
338	нем но	1	1
339	все те	1	1
340	и больше	1	1
341	отношения к	2	1
342	в их	5	1
343	по его	1	1
344	есть не	8	1
345	мы не	1	1
346	опять как	1	1
347	ни единого	1	1
348	есть нечто	1	1
349	себя свою	1	1
350	как я	1	1
351	которое не	1	1
352	событий и	1	1
353	результат тот	1	1
354	степени как	1	1
355	явлениях а	1	1
356	зависимости от	1	1
357	того же	4	1
358	проявляется в	1	1
359	свою очередь	1	1
360	меньшей степени	1	1
361	и самого	2	1
362	он был	1	1
363	ни одно	2	1
364	я на	1	1
365	служит для	1	1
366	без которого	1	1
367	то он	2	1
368	к которой	1	1
369	тех же	1	1
370	не все	2	1
371	в качестве	31	1
372	как справедливо	3	1
373	тут же	1	1
374	отнюдь не	15	1
375	независимо от	1	1
376	без другого	2	1
377	за этим	1	1
378	тем более	2	1
379	что действительно	1	1
380	встречи с	2	1
381	как нам	1	1
382	что касается	1	1
383	перед нами	1	1
384	бы я	1	1
385	могли бы	2	1
386	в точке	1	1
387	ведь я	1	1
388	именно эта	1	1
389	не дано	1	1
390	о тебе	1	1
391	вопрос почему	1	1
392	а во-вторых	1	1
393	что достоевский	1	1
394	или во	1	1
395	чужих слов	1	1
396	в этой	5	1
397	романа но	1	1
398	роль в	2	1
399	чужими устами	1	1
400	ответом на	1	1
401	вследствие этого	3	1
402	не следует	4	1
403	кажется не	1	1
404	к миру	1	1
405	одному из	2	1
406	литературных произведений	1	1
407	а вовсе	1	1
408	из виду	2	1
409	свое время	2	1
410	языком и	1	1
411	из него	1	1
412	него свою	1	1
413	его можно	1	1
414	из мертвых	1	1
415	не бывает	1	1
416	и заключается	2	1
417	здесь мы	1	1
418	мышления с	1	1
419	выражение и	1	1
420	и внутренняя	1	1
421	есть введение	1	1
422	в глубине	1	1
423	а его	1	1
424	на все	2	1
425	с целью	2	1
426	входит в	1	1
427	в итоге	1	1
428	участие в	1	1
429	только одно	1	1
430	она и	1	1
431	далеко не	6	1
432	для чего	2	1
433	действительно не	1	1
434	одного и	2	1
435	перед собой	2	1
436	этих трех	1	1
437	ему во	1	1
438	том как	1	1
439	таким же	1	1
440	и ее	1	1
441	с первой	2	1
442	что говорит	1	1
443	свой смысл	1	1
444	я один	1	1
445	которые в	2	1
446	по крайней	1	1
447	и эти	1	1
448	и более	4	1
449	том и	2	1
450	том же	1	1
451	бы быть	3	1
452	нас к	1	1
453	да ведь	1	1
454	от нас	1	1
455	на котором	1	1
456	одна из	1	1
457	первая часть	1	1
458	в процессе	2	1
459	в основе	6	1
460	на того	1	1
461	того чтобы	3	1
462	это еще	1	1
463	все без	1	1
464	только не	2	1
465	в самой	1	1
466	слова как	1	1
467	того в	1	1
468	не говорит	1	1
469	ему и	1	1
470	связи с	1	1
471	эти три	1	1
472	и при	1	1
473	входят в	1	1
474	этом отношении	2	1
475	и позволяют	1	1
476	эту сторону	1	1
477	не до	1	1
478	по-своему в	1	1
479	полный простор	1	1
480	не могут	3	1
481	отличается от	2	1
482	же самое	2	1
483	об одном	1	1
484	всего в	1	1
485	не способен	1	1
486	как для	1	1
487	для того	4	1
488	оно не	1	1
489	время он	1	1
490	особый тип	1	1
491	героя для	1	1
492	оно может	3	1
493	решается в	1	1
494	тогда я	1	1
495	можно и	1	1
496	но по	1	1
497	как не	1	1
498	на нем	1	1
499	здесь не	2	1
500	говорит и	2	1
501	данном случае	2	1
502	миром и	1	1
503	своей полноте	1	1
504	в особенности	1	1
505	в себя	6	1
506	но мы	1	1
507	и может	1	1
508	условии что	1	1
509	мы наблюдаем	1	1
510	на свой	1	1
511	же касается	1	1
512	что может	1	1
513	здесь как	1	1
514	даже у	1	1
515	является в	1	1
516	в диалог	1	1
517	если бы	3	1
518	первой фразы	1	1
519	приближается к	1	1
520	и должно	1	1
521	но к	2	1
522	его художественной	1	1
523	образом в	1	1
524	других людей	2	1
525	связь между	1	1
526	том или	3	1
527	во втором	1	1
528	них дает	1	1
529	ним и	2	1
530	во всей	1	1
531	и только	1	1
532	крайней мере	1	1
533	каков бы	1	1
534	в ту	1	1
535	которой в	1	1
536	в последующих	1	1
537	происходит в	1	1
538	большей или	4	1
539	в формах	1	1
540	один из	2	1
541	в большей	1	1
542	его уже	1	1
543	сознаний в	1	1
544	и дело	1	1
545	путем слияния	1	1
546	бы ни	2	1
547	не происходит	1	1
548	что ж	1	1
549	с одной	3	1
550	для всех	1	1
551	есть в	1	1
552	не входит	1	1
553	тогда ей	1	1
554	то и	1	1
555	или не	2	1
556	все многообразие	1	1
557	чтобы он	1	1
558	оно в	1	1
559	есть уже	1	1
560	а то	1	1
561	только ему	1	1
562	или даже	1	1
563	в ином	1	1
564	ибо он	1	1
565	слова если	1	1
566	себе в	2	1
567	установки и	1	1
568	случае не	2	1
569	или напротив	1	1
570	быть по	1	1
571	или ином	3	1
572	и вместе	1	1
573	до сих	1	1
574	представляя собою	1	1
575	а именно	3	1
576	человека а	1	1
577	при всей	2	1
578	действующих лиц	1	1
579	и быть	1	1
580	к его	1	1
581	но о	2	1
582	обратиться к	3	1
583	превращается в	1	1
584	возможно лишь	1	1
585	других для	1	1
586	же точно	1	1
587	о чем	1	1
588	не он	1	1
589	его собственной	1	1
590	произведение в	2	1
591	него не	1	1
592	что из	2	1
593	этот принцип	1	1
594	если не	1	1
595	все более	1	1
596	нет ничего	2	1
597	человек в	3	1
598	осложняется в	1	1
599	и иную	1	1
600	и особенно	1	1
601	ко всем	1	1
602	и сознание	1	1
603	зачем же	1	1
604	и потому	2	1
605	требует от	1	1
606	из которых	4	1
607	как если	1	1
608	над ним	1	1
609	в данном	2	1
610	это произведение	1	1
611	если оно	1	1
612	отношения человека	2	1
613	фактами которые	1	1
614	художественного мира	2	1
615	в мир	1	1
616	в тот	1	1
617	всякого сомнения	1	1
618	или хотя	1	1
619	еще раз	1	1
620	слова ибо	1	1
621	его из	1	1
622	в любом	3	1
623	художественное произведение	5	1
624	можно сказать	2	1
625	сих пор	1	1
626	только для	2	1
627	внимания на	1	1
628	о его	1	1
629	с иным	1	1
630	в аспекте	1	1
631	какой он	1	1
632	вы говорите	1	1
633	остается в	1	1
634	при всем	1	1
635	не является	2	1
636	глубине души	1	1
637	отвечает на	2	1
638	еще одна	1	1
639	всего произведения	1	1
640	я всегда	1	1
641	в результате	1	1
642	между ними	1	1
643	которая в	3	1
644	своей собственной	1	1
645	в двух	2	1
646	в отдельных	1	1
647	мысль о	2	1
648	в романе	1	1
649	не должен	2	1
650	образ героя	1	1
651	или несколько	1	1
652	вот этот	1	1
653	же в	1	1
654	или меньшей	4	1
655	не я	1	1
656	на фоне	2	1
657	требует чтобы	1	1
658	может и	1	1
659	в свою	1	1
660	этом сознании	1	1
661	может лишь	1	1
662	в свое	2	1
663	того или	3	1
664	в своих	1	1
665	и эта	1	1
666	который не	1	1
667	и вновь	1	1
