N	2gram	Medvedev_F_1	Analitik
121	одной из	2	3
122	так что	1	3
123	борьбы с	1	3
124	из них	1	3
125	только на	5	3
126	со стороны	5	3
127	или иной	1	3
128	именно в	8	3
129	было бы	6	3
130	литературное произведение	10	3
131	лишь одной	1	3
132	или иного	3	3
133	в первой	1	3
134	этого слова	3	3
135	или в	1	3
136	романа в	1	3
137	бы в	3	3
138	прежде всего	22	3
139	а в	6	3
140	не знает	1	3
141	в действительности	2	3
142	по поводу	1	3
143	отношения к	6	2
144	художественного произведения	23	2
145	и до	5	2
146	из его	1	2
147	той же	1	2
148	а как	2	2
149	целого в	1	2
150	еще не	6	2
151	на основе	6	2
152	в общем	3	2
153	отличие от	1	2
154	себе не	1	2
155	с их	1	2
156	на то	1	2
157	вообще не	1	2
158	не следует	1	2
159	он не	3	2
160	таким образом	13	2
161	на этой	1	2
162	е к	1	2
163	этом смысле	1	2
164	по себе	5	2
165	он и	1	2
166	жизни но	2	2
167	еще в	2	2
168	в этих	1	2
169	в своей	11	2
170	в котором	1	2
171	с точки	13	2
172	к предмету	1	2
173	в отличие	1	2
174	о себе	1	2
175	но эта	2	2
176	для нее	1	2
177	она не	6	2
178	в обоих	1	2
179	в то	9	2
180	не имеет	1	2
181	на котором	1	2
182	текста и	1	2
183	на него	2	2
184	же время	8	2
185	так например	3	2
186	особого рода	1	2
187	или иных	1	2
188	всего в	3	2
189	роль в	1	2
190	с ее	7	2
191	сторону и	1	2
192	языка и	1	2
193	по природе	1	2
194	в борьбе	1	2
195	с ним	2	2
196	что в	4	2
197	произведения как	2	2
198	в произведении	2	2
199	его в	3	2
200	и во	1	2
201	на всех	1	2
202	между тем	2	2
203	в его	23	2
204	же является	1	2
205	того что	5	2
206	один из	3	2
207	художественного восприятия	2	2
208	времени как	1	2
209	себя в	1	2
210	для всех	1	2
211	не есть	2	2
212	и их	10	2
213	или даже	1	2
214	в одном	2	2
215	вовсе не	10	2
216	не о	3	2
217	уже и	1	2
218	с действительностью	1	2
219	не оказывается	1	2
220	здесь в	2	2
221	вслед за	1	2
222	своего собственного	1	2
223	его как	3	2
224	одну из	1	2
225	была бы	2	2
226	вступает в	2	2
227	вместе с	2	2
228	так же	4	2
229	к его	1	2
230	данного произведения	2	2
231	к своему	1	2
232	организации произведения	1	2
233	по существу	2	2
234	тех или	1	2
235	и для	1	2
236	еще одна	2	2
237	при таком	4	2
238	в двух	1	2
239	еще более	1	2
240	сказать что	1	2
241	другой стороны	1	2
242	т е	34	2
243	к этому	1	2
244	а между	1	1
245	произведения но	1	1
246	этого в	1	1
247	ко всем	2	1
248	и т	12	1
249	также и	1	1
250	всех иных	2	1
251	самом деле	6	1
252	идет о	2	1
253	между всеми	1	1
254	а непосредственно	1	1
255	в первом	1	1
256	действительности и	3	1
257	художественную значимость	1	1
258	мы уже	1	1
259	со всех	1	1
260	бы уже	1	1
261	и входит	1	1
262	на первом	1	1
263	в становлении	1	1
264	этот эффект	1	1
265	почти все	1	1
266	нечего делать	1	1
267	они были	2	1
268	но даже	1	1
269	социальной группы	4	1
270	всех сторон	1	1
271	и сами	1	1
272	как один	1	1
273	художественном языке	1	1
274	в чем	1	1
275	в сюжете	1	1
276	тем как	1	1
277	во внешнем	2	1
278	и всего	1	1
279	совсем не	1	1
280	является эти	1	1
281	сил и	1	1
282	данное произведение	1	1
283	и всякий	2	1
284	в противовес	2	1
285	тех же	2	1
286	сама по	2	1
287	один и	1	1
288	независимо от	4	1
289	в художественном	3	1
290	этой стороны	1	1
291	однако не	2	1
292	в противном	1	1
293	применении к	2	1
294	когда он	3	1
295	и наконец	3	1
296	более или	6	1
297	искусство и	1	1
298	о самом	1	1
299	не приходится	2	1
300	в которой	4	1
301	бы и	1	1
302	в литературном	2	1
303	так или	1	1
304	все эти	6	1
305	из этих	1	1
306	конкретное единство	2	1
307	и те	2	1
308	но ведь	2	1
309	не приводит	3	1
310	как он	1	1
311	так сказать	3	1
312	в замкнутом	4	1
313	быть только	1	1
314	мы их	1	1
315	по-видимому не	1	1
316	в нем	14	1
317	в статье	1	1
318	внутренняя форма	1	1
319	время и	1	1
320	и легко	1	1
321	всех этих	3	1
322	к одному	1	1
323	не как	4	1
324	прочим и	1	1
325	в силу	1	1
326	из виду	2	1
327	чтобы в	1	1
328	настоящего времени	2	1
329	не гарантирует	1	1
330	на наш	1	1
331	и по	1	1
332	определенной социальной	1	1
333	равнодушен к	1	1
334	конца и	1	1
335	может остаться	1	1
336	в каждом	3	1
337	и неизбежно	1	1
338	первый и	1	1
339	входит в	6	1
340	заключается в	1	1
341	восприятия в	1	1
342	это не	2	1
343	тенденцией к	1	1
344	каждого из	2	1
345	литературном произведении	3	1
346	в жизни	3	1
347	только одно	1	1
348	ни в	2	1
349	в них	3	1
350	далеко не	1	1
351	но лишь	1	1
352	этого не	1	1
353	место и	1	1
354	словами в	1	1
355	определенной жанровой	1	1
356	такой же	1	1
357	нисколько не	2	1
358	со всей	3	1
359	в восприятии	1	1
360	в понимании	5	1
361	таким же	2	1
362	в такой	1	1
363	не становится	1	1
364	жизнь и	3	1
365	его жизнь	1	1
366	особое место	1	1
367	этой плоскости	2	1
368	времени не	1	1
369	здесь приобретает	1	1
370	соотнесении с	1	1
371	и эти	1	1
372	и более	2	1
373	не должна	7	1
374	и вся	1	1
375	тому что	1	1
376	раз и	2	1
377	виду что	2	1
378	вообще но	1	1
379	мира не	1	1
380	одна из	2	1
381	в центр	1	1
382	было не	1	1
383	которого он	1	1
384	материала в	3	1
385	облекается в	1	1
386	этот кругозор	2	1
387	но только	1	1
388	для всего	1	1
389	вся его	1	1
390	только и	4	1
391	жизни не	2	1
392	как она	3	1
393	по своей	1	1
394	убедиться в	2	1
395	потому что	1	1
396	связи с	3	1
397	что впрочем	1	1
398	только с	1	1
399	у нас	5	1
400	если он	3	1
401	встречается в	1	1
402	и заключается	2	1
403	во все	1	1
404	из самого	1	1
405	отличается от	3	1
406	должны быть	5	1
407	переходя к	1	1
408	что при	1	1
409	если же	2	1
410	его художественной	3	1
411	в применении	2	1
412	и о	1	1
413	и тогда	1	1
414	значения и	2	1
415	то она	1	1
416	свою очередь	6	1
417	в ее	8	1
418	характер и	1	1
419	однако эта	1	1
420	слова а	1	1
421	если они	1	1
422	в образе	1	1
423	в отношении	3	1
424	здесь он	1	1
425	связан с	1	1
426	начала и	2	1
427	она была	2	1
428	деталей или	1	1
429	целом все	1	1
430	из одного	1	1
431	это свойственно	1	1
432	и здесь	6	1
433	в другом	1	1
434	и что	2	1
435	к действительному	1	1
436	может не	1	1
437	ни принимало	1	1
438	ведь у	1	1
439	нас а	1	1
440	которая сама	1	1
441	к нему	1	1
442	с его	4	1
443	или иначе	2	1
444	от них	1	1
445	искусство не	1	1
446	и взаимодействия	1	1
447	именно она	1	1
448	непосредственно в	5	1
449	в художественной	1	1
450	во внутренней	1	1
451	не будучи	1	1
452	не тот	1	1
453	с а	1	1
454	равнодушии к	1	1
455	в литературе	5	1
456	здесь совершается	1	1
457	и конкретном	1	1
458	воздействия на	3	1
459	мы видим	1	1
460	менее в	1	1
461	в основном	3	1
462	перемещается в	1	1
463	лишь на	1	1
464	на природу	1	1
465	хотя бы	5	1
466	который в	1	1
467	место лишь	1	1
468	коррективы в	1	1
469	между этими	1	1
470	и ее	10	1
471	не мешает	1	1
472	кроме этого	1	1
473	в литературоведении	3	1
474	в следующих	1	1
475	не вне	1	1
476	мышления и	1	1
477	его и	2	1
478	жизнь для	1	1
479	представить себе	1	1
480	слова в	1	1
481	сами по	2	1
482	так как	1	1
483	как его	1	1
484	его внутренний	1	1
485	общественной и	1	1
486	образом не	1	1
487	и речи	1	1
488	художественное целое	1	1
489	даже не	1	1
490	определить и	1	1
491	и из	1	1
492	как у	1	1
493	на ее	1	1
494	в свою	8	1
495	характерно для	1	1
496	может показаться	1	1
497	его из	1	1
498	противном случае	1	1
499	более того	3	1
500	зависит от	1	1
501	то эти	1	1
502	есть лишь	2	1
503	идет уже	1	1
504	возвращаясь к	1	1
505	в ряду	2	1
506	или с	1	1
507	произведения искусства	3	1
508	мира в	2	1
509	среда в	3	1
510	в связи	4	1
511	оно ни	1	1
512	мире в	1	1
513	было в	1	1
514	материал для	1	1
515	чем глубже	1	1
516	художественное значение	1	1
517	и потому	9	1
518	этом достаточно	1	1
519	весь его	1	1
520	и тех	1	1
521	свою собственную	1	1
522	над другими	1	1
523	и нисколько	1	1
524	целом ряде	2	1
525	между нами	1	1
526	однако эти	1	1
527	или менее	6	1
528	для человека	1	1
529	стороны и	4	1
530	культуре и	1	1
531	что же	1	1
532	все детали	1	1
533	с этой	4	1
534	этот не	1	1
535	на которой	1	1
536	конкретном целом	1	1
537	между прочим	1	1
538	с этими	1	1
539	перед нами	1	1
540	пределы этой	1	1
541	к другим	2	1
542	произведения а	2	1
543	не является	1	1
544	за его	1	1
545	и сама	1	1
546	прежде чем	2	1
547	как на	4	1
548	его не	2	1
549	но отнюдь	1	1
550	для нас	1	1
551	за исключением	2	1
552	в литературной	1	1
553	к этой	4	1
554	тем более	1	1
555	и как	3	1
556	ни к	1	1
557	зрения в	1	1
558	но это	3	1
559	только что	1	1
560	все остальные	1	1
561	же в	3	1
562	всю полноту	1	1
563	отношении к	2	1
564	в системе	2	1
565	может и	2	1
566	а о	1	1
567	с ней	1	1
568	отношением к	1	1
569	совершенно не	1	1
570	в отдельности	1	1
571	из этого	1	1
572	языка то	1	1
573	просто не	1	1
574	без исключения	1	1
575	ее в	1	1
576	этой точки	1	1
577	это в	1	1
578	значение в	3	1
