N	2gram	Vinokur_Vv_1	Literetu
265	для которого	1	1
266	таков путь	1	1
267	только по	3	1
268	о своем	1	1
269	в этот	2	1
270	которая в	1	1
271	здесь не	2	1
272	связи с	3	1
273	полным основанием	1	1
274	после того	2	1
275	должна быть	2	1
276	искусства и	1	1
277	в духовной	1	1
278	искусство и	2	1
279	самих себя	1	1
280	рядом с	2	1
281	из таких	1	1
282	и все	1	1
283	есть в	1	1
284	гораздо более	3	1
285	таким образом	19	1
286	которой состоит	1	1
287	есть лишь	2	1
288	руки и	1	1
289	все той	1	1
290	автора с	1	1
291	что это	3	1
292	это конечно	1	1
293	ей но	1	1
294	поэта и	1	1
295	к которому	1	1
296	и трудно	1	1
297	нами не	2	1
298	т.д и	1	1
299	мы ее	1	1
300	исследования в	1	1
301	с другими	1	1
302	того чтобы	21	1
303	этой системе	1	1
304	был задан	1	1
305	только то	1	1
306	в этих	3	1
307	можно было	7	1
308	же автора	1	1
309	которых и	1	1
310	и те	2	1
311	понятий в	1	1
312	наряду с	2	1
313	вот почему	3	1
314	также не	1	1
315	на то	1	1
316	частности в	1	1
317	казалось бы	2	1
318	более того	1	1
319	и искусство	1	1
320	в ряду	1	1
321	слова не	1	1
322	что уже	3	1
323	но зато	2	1
324	его в	6	1
325	и я	1	1
326	иначе говоря	1	1
327	он сам	3	1
328	мы находим	1	1
329	культуры в	5	1
330	однако с	2	1
331	в отношении	2	1
332	не мог	2	1
333	искусство в	1	1
334	целом ряде	2	1
335	в строгом	3	1
336	дело с	6	1
337	отношения между	1	1
338	пока не	1	1
339	пути каким	1	1
340	эстетических ценностей	1	1
341	что же	3	1
342	все то	1	1
343	всем что	1	1
344	и этого	3	1
345	есть не	3	1
346	именно она	1	1
347	что может	3	1
348	вещей и	1	1
349	впервые в	1	1
350	этот образ	1	1
351	имея в	1	1
352	в тексте	4	1
353	искусством с	1	1
354	литературное произведение	2	1
355	а для	1	1
356	место у	1	1
357	отношения к	1	1
358	не его	1	1
359	что ни	1	1
360	от содержания	1	1
361	можно назвать	1	1
362	здесь все	2	1
363	этой точки	1	1
364	на самом	1	1
365	нет и	1	1
366	который по	2	1
367	мы видели	2	1
368	в глубине	1	1
369	он по	1	1
370	второй половины	3	1
371	еще более	1	1
372	особого рода	4	1
373	образцы этого	1	1
374	взгляде на	2	1
375	жизнь и	1	1
376	во всем	2	1
377	тех или	3	1
378	различие между	1	1
379	свет с	1	1
380	на рубеже	2	1
381	что этот	1	1
382	в новом	1	1
383	не чувствует	1	1
384	и всегда	1	1
385	и будет	1	1
386	приходит к	1	1
387	не считал	2	1
388	они не	1	1
389	как в	1	1
390	мог бы	2	1
391	о жизни	1	1
392	как мы	9	1
393	пока мы	1	1
394	имеем дело	1	1
395	отличие от	3	1
396	не объект	1	1
397	это и	1	1
398	ее в	1	1
399	в свою	1	1
400	и художественного	1	1
401	исторической жизни	1	1
402	неудивительно что	1	1
403	и иного	1	1
404	в статье	1	1
405	к тому	4	1
406	общего с	1	1
407	истории в	2	1
408	за собой	3	1
409	к новым	1	1
410	как явление	1	1
411	поэтов и	2	1
412	нас и	1	1
413	пор пока	1	1
414	нам дан	1	1
415	в своей	4	1
416	в определенной	1	1
417	что на	1	1
418	то ни	1	1
419	или враждебно	1	1
420	в чем	4	1
421	именно так	1	1
422	свою очередь	1	1
423	и от	1	1
424	и о	1	1
425	во многих	1	1
426	что способно	1	1
427	во второй	3	1
428	однако не	4	1
429	автора и	1	1
430	разумеется и	3	1
431	все более	3	1
432	он нам	1	1
433	в системе	1	1
434	в подлинном	2	1
435	русский язык	3	1
436	мысль которая	1	1
437	в первом	5	1
438	руках у	1	1
439	не могло	1	1
440	во главе	1	1
441	она имеет	1	1
442	еще при	2	1
443	в произведениях	1	1
444	вопроса о	1	1
445	в цепи	1	1
446	к делу	3	1
447	с полным	1	1
448	мы имеем	3	1
449	человек в	1	1
450	до тех	1	1
451	от языка	1	1
452	него в	2	1
453	которая сама	1	1
454	сам же	2	1
455	меньшей степени	1	1
456	однако и	1	1
457	сказано в	1	1
458	в особенности	4	1
459	можно указать	1	1
460	этот текст	1	1
461	к человеку	1	1
462	не всегда	1	1
463	слова в	1	1
464	своего предмета	1	1
465	он был	1	1
466	на отдельные	1	1
467	в интересах	3	1
468	именно в	8	1
469	того как	3	1
470	отрицать того	1	1
471	должно было	1	1
472	это тоже	1	1
473	среди них	1	1
474	тому что	2	1
475	с позиций	1	1
476	в ходе	1	1
477	в историческом	1	1
478	в самом	12	1
479	русской культуры	1	1
480	во всей	1	1
481	что находится	1	1
482	ни с	2	1
483	не от	1	1
484	в новой	1	1
485	не могут	5	1
486	памятник а	3	1
487	в отличие	3	1
488	от себя	3	1
489	а так	2	1
490	культуры и	1	1
491	понятия в	2	1
492	иного рода	1	1
493	он есть	1	1
494	быть названа	1	1
495	не просто	4	1
496	языка в	4	1
497	таков что	1	1
498	деле есть	1	1
499	в действительности	1	1
500	сколько о	1	1
501	деятельности как	1	1
502	от других	2	1
503	времени в	3	1
504	в известном	3	1
505	искусством в	1	1
506	практически не	1	1
507	у того	1	1
508	с какой	1	1
509	бы кажется	1	1
510	в построении	1	1
511	же касается	2	1
512	еще и	3	1
513	и прежде	1	1
514	слова а	1	1
515	собой одно	1	1
516	у каждого	1	1
517	история перестает	1	1
518	никак не	1	1
519	есть и	4	1
520	не имеет	4	1
521	на свой	1	1
522	нам не	1	1
523	всего в	1	1
524	русской литературы	1	1
525	не лучше	1	1
526	быть сказано	1	1
527	с веком	1	1
528	не следует	2	1
529	самом деле	6	1
530	это не	8	1
531	не предполагает	1	1
532	которые не	1	1
533	тексте не	1	1
534	кто из	1	1
535	ответ на	3	1
536	он должен	1	1
537	к этому	3	1
538	стороны и	3	1
539	как такую	1	1
540	время не	1	1
541	со всей	3	1
542	которых он	1	1
543	должен был	4	1
544	одного из	1	1
545	о людях	1	1
546	этого рода	8	1
547	на протяжении	2	1
548	могло не	1	1
549	нового типа	2	1
550	и прозаиков	2	1
551	только на	3	1
552	искусством и	1	1
553	поставив на	1	1
554	или иной	1	1
555	этих двух	1	1
556	с чем	2	1
557	на нее	2	1
558	для этой	1	1
559	имел в	1	1
560	их содержание	1	1
561	в соответствии	2	1
562	против этой	1	1
563	искусства в	1	1
564	от его	1	1
565	что мы	2	1
566	ни к	2	1
567	и прямо	1	1
568	той или	1	1
569	признать его	1	1
570	тех пор	1	1
571	и эта	1	1
572	же самое	2	1
573	была с	1	1
574	по праву	1	1
575	которым в	1	1
576	от своего	1	1
577	к числу	1	1
578	в своем	3	1
579	в отношениях	2	1
580	во втором	2	1
