N	2gram	Vinokur_Ku_2	Formalny
118	литературы а	1	3
119	это и	3	3
120	мы не	1	3
121	зависимости от	5	3
122	связи со	1	3
123	время в	1	3
124	бы то	1	3
125	но не	6	3
126	в общем	1	3
127	отношение к	1	3
128	как к	1	3
129	все же	7	3
130	когда он	1	3
131	целый ряд	5	3
132	и как	1	3
133	в себе	1	3
134	он не	3	3
135	перестает быть	1	3
136	роли в	1	3
137	всех этих	3	3
138	он должен	1	3
139	так например	1	3
140	в каждом	1	3
141	то ни	1	3
142	на все	2	3
143	в них	4	3
144	вещей и	1	3
145	лучшем случае	3	3
146	они не	1	3
147	в отношении	2	3
148	тем самым	2	3
149	но для	3	3
150	на язык	1	3
151	связи с	3	3
152	сводится к	3	3
153	в роде	1	3
154	отличается от	3	3
155	всего в	3	3
156	к тому	4	3
157	здесь не	3	3
158	ясно что	5	3
159	в широком	2	3
160	аналогии с	3	3
161	воздействия на	1	3
162	бы в	1	3
163	в лучшем	3	3
164	один из	5	3
165	или же	2	3
166	в большинстве	1	3
167	для него	1	3
168	не для	1	3
169	в особенности	4	3
170	и даже	2	3
171	в области	11	3
172	представлять себе	1	3
173	не было	4	3
174	и непосредственно	1	3
175	произведение в	1	3
176	на фоне	3	3
177	ни на	2	3
178	смысле этого	2	3
179	или иного	2	3
180	этого слова	5	3
181	но это	3	3
182	более того	1	3
183	у них	1	3
184	с помощью	7	3
185	же в	3	3
186	между ними	1	3
187	что он	5	3
188	же как	2	2
189	чтобы не	2	2
190	е как	1	2
191	и это	3	2
192	тех же	2	2
193	в зависимости	4	2
194	и должен	1	2
195	в году	2	2
196	а как	1	2
197	совершенно справедливо	1	2
198	сами же	1	2
199	вопрос о	9	2
200	реагировать на	1	2
201	а только	3	2
202	уже как	1	2
203	нет и	1	2
204	идет о	1	2
205	с этим	3	2
206	более и	1	2
207	в него	1	2
208	однако не	4	2
209	в действительности	1	2
210	стиля и	1	2
211	от этого	2	2
212	от чего	1	2
213	не приходится	1	2
214	в литературном	1	2
215	в нашем	7	2
216	эпохи и	1	2
217	не могла	1	2
218	и если	2	2
219	и вот	5	2
220	том чтобы	1	2
221	и более	2	2
222	ни были	3	2
223	но ведь	1	2
224	эта же	1	2
225	но все	4	2
226	могла бы	2	2
227	того или	2	2
228	это не	6	2
229	всю свою	1	2
230	ни в	4	2
231	с тем	2	2
232	мы видели	2	2
233	фигурирует в	1	2
234	нисколько не	3	2
235	не так	1	2
236	таким же	2	2
237	значение для	1	2
238	бы быть	1	2
239	этой работы	1	2
240	какие бы	1	2
241	виду что	1	2
242	следовательно и	2	2
243	ничего не	4	2
244	одна из	1	2
245	в самой	2	2
246	в структуру	1	2
247	во всем	1	2
248	убедиться в	1	2
249	может и	1	2
250	фактов и	1	2
251	от того	4	2
252	своей книге	1	2
253	указать на	1	2
254	не есть	1	2
255	если же	1	2
256	замечаем что	1	2
257	всего этого	1	2
258	приводит к	5	2
259	являются лишь	1	2
260	не с	1	2
261	для всякого	1	2
262	два круга	1	2
263	часто и	1	2
264	на их	1	2
265	и что	8	2
266	и содержание	1	2
267	не выходит	1	2
268	между тем	6	2
269	ее от	1	2
270	что и	3	2
271	только в	5	2
272	уже не	8	2
273	если мы	4	2
274	ни одного	1	2
275	большинстве случаев	2	2
276	его и	1	2
277	могло бы	1	2
278	в одном	1	2
279	иначе как	1	2
280	сами по	1	2
281	в современном	2	2
282	как такового	1	2
283	как раз	3	2
284	даже и	2	2
285	или иначе	3	2
286	сама по	1	2
287	не на	2	2
288	самое понятие	1	2
289	была бы	4	2
290	пр и	1	2
291	но есть	2	2
292	все более	1	2
293	вместе с	5	2
294	для нашего	1	2
295	она есть	1	2
296	по существу	5	2
297	в ряду	1	2
298	совершается в	1	2
299	для этой	2	2
300	прежде чем	1	2
301	в результате	4	2
302	ни было	1	2
303	в своих	2	2
304	тот или	1	2
305	предполагает уже	1	2
306	одной из	1	2
307	только как	2	2
308	дело шло	1	2
309	что такое	3	2
310	смысле слова	2	1
311	ту же	6	1
312	можно говорить	2	1
313	также и	5	1
314	к вопросу	3	1
315	он может	1	1
316	и есть	2	1
317	что смысл	1	1
318	установка на	2	1
319	по преимуществу	2	1
320	sui generis	2	1
321	также что	2	1
322	едва ли	1	1
323	мы уже	1	1
324	той же	2	1
325	бы уже	1	1
326	словами в	1	1
327	на первом	1	1
328	литературного явления	1	1
329	для уха	1	1
330	нечего делать	1	1
331	вместо того	1	1
332	самый термин	1	1
333	задачи которые	1	1
334	это время	1	1
335	имеет первостепенное	1	1
336	не был	1	1
337	говоря уже	2	1
338	же основную	2	1
339	в чем	1	1
340	как таковая	1	1
341	но конечно	1	1
342	глаза на	1	1
343	свое специфическое	1	1
344	предисловии к	1	1
345	что этого	1	1
346	в данном	4	1
347	самой природы	1	1
348	что язык	1	1
349	или иное	3	1
350	и вовсе	2	1
351	и выражения	2	1
352	общего с	1	1
353	вот как	1	1
354	за этим	2	1
355	как элементы	1	1
356	на минуту	1	1
357	не хватает	2	1
358	первостепенное значение	1	1
359	словом в	1	1
360	что касается	2	1
361	и этическую	1	1
362	перед нами	4	1
363	отношением к	1	1
364	хотя и	4	1
365	помощью этого	1	1
366	даже просто	1	1
367	нет почти	1	1
368	становится только	1	1
369	основная тенденция	1	1
370	то в	1	1
371	значения как	1	1
372	бы и	4	1
373	мы получаем	1	1
374	так или	2	1
375	из этих	1	1
376	сущности и	1	1
377	так в	3	1
378	в последнее	1	1
379	сюда относятся	1	1
380	нами в	1	1
381	средств выражения	1	1
382	творчества и	1	1
383	на то	4	1
384	быть только	2	1
385	широком смысле	4	1
386	что без	1	1
387	противном случае	1	1
388	как оно	1	1
389	не следует	5	1
390	в статье	3	1
391	сказать в	1	1
392	тем не	6	1
393	все те	1	1
394	они в	1	1
395	выражения и	1	1
396	и утверждает	1	1
397	не значит	1	1
398	состоит в	2	1
399	к одному	1	1
400	этой книге	3	1
401	этот процесс	1	1
402	вообще не	1	1
403	том и	1	1
404	свою силу	1	1
405	какой бы	1	1
406	приходим к	1	1
407	и по	3	1
408	на этом	3	1
409	лишь с	2	1
410	или иных	1	1
411	не замечаем	1	1
412	это конечно	2	1
413	языком в	1	1
414	связанных с	1	1
415	есть одна	1	1
416	данного периода	1	1
417	и русский	1	1
418	на этой	4	1
419	заключается в	2	1
420	этом смысле	5	1
421	характерный для	1	1
422	и основные	1	1
423	должен был	1	1
424	лучше чем	1	1
425	и тем	5	1
426	материал для	2	1
427	но уже	2	1
428	нет в	1	1
429	это положение	2	1
430	далеко не	1	1
431	а прежде	1	1
432	этого не	3	1
433	место и	1	1
434	и уже	1	1
435	он и	2	1
436	в научном	1	1
437	мы с	2	1
438	значение как	1	1
439	такой же	1	1
440	смысл и	3	1
441	не мог	1	1
442	что собственно	1	1
443	в этих	1	1
444	все должно	1	1
445	и другие	1	1
446	все элементы	1	1
447	что между	2	1
448	что если	2	1
449	к тем	1	1
450	никаких оснований	2	1
451	можно найти	1	1
452	в такой	1	1
453	не становится	1	1
454	основе такого	1	1
455	в котором	1	1
456	бы к	1	1
457	почти ни	2	1
458	этому же	1	1
459	это необычайное	1	1
460	в первый	3	1
461	в отличие	2	1
462	из конкретных	1	1
463	знаем что	3	1
464	них есть	1	1
465	своего рода	4	1
466	но здесь	2	1
467	в силу	7	1
468	и связей	1	1
469	не понимает	1	1
470	но он	1	1
471	как от	1	1
472	не должно	2	1
473	тому чтобы	1	1
474	языка то	1	1
475	для нее	1	1
476	не знает	3	1
477	и вся	1	1
478	тому что	1	1
479	случае в	1	1
480	менее трудно	1	1
481	самого начала	1	1
482	не имеет	4	1
483	на котором	1	1
484	каждого данного	1	1
485	говорить о	4	1
486	но только	4	1
487	того чтобы	11	1
488	в структуре	1	1
489	для всего	1	1
490	свой язык	1	1
491	его от	1	1
492	всякой иной	2	1
493	и без	1	1
494	под этим	2	1
495	что самое	1	1
496	в русском	10	1
497	п в	3	1
498	потому что	25	1
499	только с	1	1
500	этом отношении	3	1
501	мы и	1	1
502	что на	4	1
503	чем сложнее	1	1
504	этот в	1	1
505	свое собственное	1	1
506	уже о	3	1
507	не удержался	1	1
508	не могут	5	1
509	следует еще	3	1
510	могут быть	4	1
511	лежит в	1	1
512	же что	1	1
513	по возможности	1	1
514	свое значение	1	1
515	поэзии как	1	1
516	ничего общего	1	1
517	элементы в	1	1
518	и о	4	1
519	то она	1	1
520	данном случае	2	1
521	языка и	8	1
522	характер и	2	1
523	и всякой	2	1
524	последнее время	3	1
525	тем это	1	1
526	ее элементы	1	1
527	с самого	1	1
528	роль в	2	1
529	и иные	1	1
530	слова а	1	1
531	привести в	2	1
532	что у	2	1
533	по природе	1	1
534	как поэтическое	1	1
535	здесь нет	1	1
536	мог бы	1	1
537	во многом	1	1
538	как специфическая	1	1
539	живет и	3	1
540	подойти к	1	1
541	пройти мимо	1	1
542	что дело	1	1
543	по сравнению	2	1
544	что от	1	1
545	за этими	1	1
546	понятно что	1	1
547	понимании этого	1	1
548	резко отличен	1	1
549	в другом	2	1
550	быть более	1	1
551	язык и	2	1
552	одного из	2	1
553	иное значение	1	1
554	и просто	1	1
555	можно сказать	4	1
556	а также	3	1
557	языке как	3	1
558	е к	1	1
559	от них	1	1
560	вся эта	2	1
561	этих условий	1	1
562	понимать язык	1	1
563	в языке	10	1
564	самом процессе	1	1
565	в форме	3	1
566	искусства это	1	1
567	вслед за	1	1
568	в свете	1	1
569	ведь на	1	1
570	с а	1	1
571	для самого	2	1
572	в современной	2	1
573	мысли не	1	1
574	к нему	2	1
575	могло быть	1	1
576	переходят к	1	1
577	очень много	1	1
578	по мнению	1	1
579	и требует	1	1
580	в предисловии	1	1
581	именно на	1	1
582	так что	1	1
583	к идее	1	1
584	борьбы с	1	1
585	слова в	6	1
586	в виде	1	1
587	а это	2	1
588	в понятие	1	1
589	за счет	2	1
590	есть однако	1	1
591	язык это	1	1
592	случае действительно	1	1
593	или даже	1	1
594	уже внутри	1	1
595	мы знаем	4	1
596	был бы	2	1
597	как некоторое	2	1
598	представить себе	2	1
599	ли этот	1	1
600	отличен от	1	1
601	у нее	1	1
602	так как	15	1
603	но что	2	1
604	у него	3	1
605	меньше чем	2	1
606	отличие от	2	1
607	в руки	1	1
608	действительно в	1	1
609	связан с	1	1
610	выходит за	2	1
611	или иной	1	1
612	за ними	2	1
613	как у	2	1
614	научный трактат	1	1
615	здесь дело	1	1
616	что они	2	1
617	а именно	2	1
618	что не	6	1
619	нельзя в	1	1
620	что для	2	1
621	смысла и	2	1
622	а на	2	1
623	такового в	1	1
624	первая задача	1	1
625	однако и	2	1
626	в слове	1	1
627	там где	5	1
628	слово а	1	1
629	беспомощны перед	1	1
630	несмотря на	5	1
631	здесь эта	1	1
632	смысл может	1	1
633	деле это	1	1
634	и данного	1	1
635	данной формы	1	1
636	из которых	3	1
637	почти всех	1	1
638	по своему	1	1
639	если оно	1	1
640	по поводу	2	1
641	сравнению с	1	1
642	не дают	1	1
643	лингвистики и	1	1
644	наряду с	1	1
645	в той	2	1
646	что же	5	1
647	действительно было	1	1
648	различные типы	1	1
649	и историей	1	1
650	что как	1	1
651	е на	2	1
652	значит что	1	1
653	тех пор	2	1
654	в это	1	1
655	этот не	1	1
656	но даже	2	1
657	такова же	1	1
658	не результат	1	1
659	всей совокупности	1	1
660	между прочим	2	1
661	еще указать	1	1
662	в противном	1	1
663	кроме того	1	1
664	тех или	1	1
665	и для	2	1
666	слова но	1	1
667	заумный язык	1	1
668	значение совершенно	1	1
669	или в	4	1
670	что оно	3	1
671	сознания и	2	1
672	понять что	2	1
673	том что	11	1
674	чтобы понять	2	1
675	довести до	1	1
676	для нас	4	1
677	в литературной	1	1
678	тем более	1	1
679	и смысл	1	1
680	не должен	1	1
681	ни к	15	1
682	зрения в	3	1
683	только что	1	1
684	процесса как	1	1
685	к делу	1	1
686	до тех	1	1
687	нам в	1	1
688	е в	1	1
689	первый период	2	1
690	лишь что	1	1
691	не говоря	2	1
692	сказать что	4	1
693	другой стороны	7	1
694	в позу	1	1
695	а ее	1	1
696	совершенно не	3	1
697	не принимают	1	1
698	на средства	2	1
699	особенность эта	1	1
700	партии и	2	1
701	были и	1	1
702	себе не	2	1
703	ли они	1	1
704	в ссср	1	1
705	это в	2	1
706	свое и	1	1
707	ученое собрание	1	1
708	к этому	4	1
709	этой цели	2	1
710	этой точки	2	1
