N	2gram	Tiupa_Anal_2	Russkaja
459	еще и	1	1
460	а главное	1	1
461	и стал	2	1
462	на этот	2	1
463	не исключает	1	1
464	означало бы	1	1
465	для человека	1	1
466	не допускает	1	1
467	душевной жизни	1	1
468	ближе к	1	1
469	в связи	1	1
470	внешней жизни	1	1
471	общечеловеческой культуре	1	1
472	о себе	2	1
473	конечно мы	1	1
474	но особенно	1	1
475	как это	6	1
476	с людьми	2	1
477	этих случаях	2	1
478	вступление в	1	1
479	христианин в	1	1
480	применении к	1	1
481	в состоянии	2	1
482	материал для	1	1
483	с этой	1	1
484	эстетическим и	1	1
485	между прочим	1	1
486	к другим	1	1
487	тех или	2	1
488	не является	1	1
489	что позволяет	3	1
490	известной степени	1	1
491	которых он	1	1
492	при таком	2	1
493	своей собственной	1	1
494	человек и	1	1
495	тот кто	2	1
496	но когда	1	1
497	бы в	3	1
498	тем более	1	1
499	не будучи	1	1
500	другая в	1	1
501	его жизнь	1	1
502	и все	3	1
503	силы в	1	1
504	личности и	2	1
505	к ее	1	1
506	к самому	1	1
507	может и	1	1
508	а о	1	1
509	в свою	1	1
510	с ней	1	1
511	из тех	1	1
512	понимать как	1	1
513	и внутренне	2	1
514	была бы	2	1
515	к его	2	1
516	отношению к	4	1
517	начале этой	1	1
518	что ни	1	1
519	у которых	1	1
520	есть то	1	1
521	также может	2	1
