N	2gram	Losev_Dial_4	Literetu
130	и нет	3	2
131	этой цели	1	2
132	или иную	2	2
133	только то	1	2
134	все эти	3	2
135	из этих	2	2
136	как он	1	2
137	с чем	1	2
138	в нем	5	2
139	поскольку он	2	2
140	в нашей	2	2
141	же это	5	2
142	подобно тому	4	2
143	на этом	3	2
144	для всей	1	2
145	субъекта есть	1	2
146	здесь как	1	2
147	для нее	2	2
148	было бы	9	2
149	в москве	1	2
150	бы на	1	2
151	что такое	5	2
152	как все	1	2
153	а как	2	2
154	с точки	9	2
155	мы в	1	2
156	от себя	2	2
157	что я	5	2
158	тем не	2	2
159	однако в	2	2
160	даже в	1	2
161	общему и	1	2
162	именно так	2	2
163	нас самих	1	2
164	при всех	1	2
165	вплоть до	1	2
166	дело не	1	2
167	как будто	2	2
168	могут быть	3	2
169	и вполне	1	2
170	у достоевского	2	2
171	более не	3	2
172	в себя	5	2
173	говоря уже	3	2
174	роль в	1	2
175	к смерти	1	2
176	на том	1	2
177	имеется в	3	2
178	или иной	1	2
179	о том	5	2
180	с одной	1	2
181	не могло	1	2
182	мир и	4	2
183	во втором	1	2
184	и только	2	2
185	хотя бы	4	2
186	их не	1	2
187	то и	2	2
188	что не	3	2
189	ту или	2	2
190	что для	1	2
191	себе в	1	2
192	от тех	1	2
193	тем что	2	2
194	за пределы	3	2
195	сознания для	1	2
196	превращается в	1	2
197	нет ничего	6	2
198	тому как	4	2
199	художественное произведение	2	2
200	можно было	1	2
201	это уже	1	2
202	не является	1	2
203	объекта и	1	2
204	это как	2	2
205	которая в	1	2
206	тем более	6	2
207	все они	1	2
208	не есть	40	2
209	о своем	1	2
210	не говоря	3	2
211	которая не	2	2
212	же как	1	1
213	переходит к	1	1
214	на самом	1	1
215	только потому	3	1
216	всего это	1	1
217	идет о	1	1
218	мир имеет	1	1
219	к другому	1	1
220	достоевского в	1	1
221	когда это	1	1
222	есть такое	1	1
223	каком отношении	1	1
224	и этот	1	1
225	жизни для	1	1
226	есть не	5	1
227	мы не	9	1
228	которую я	1	1
229	вопрос о	2	1
230	почему мы	1	1
231	есть нечто	2	1
232	ты для	1	1
233	личности с	3	1
234	знания это	1	1
235	зависимости от	1	1
236	и он	1	1
237	это время	1	1
238	произведение и	2	1
239	он сам	1	1
240	быть в	5	1
241	и нигде	1	1
242	в чем	8	1
243	только после	2	1
244	но как	2	1
245	отношение к	1	1
246	и будет	2	1
247	тут же	1	1
248	не просто	7	1
249	есть подлинный	1	1
250	что они	4	1
251	исторически и	1	1
252	в одной	1	1
253	мифа с	2	1
254	для всех	3	1
255	как к	1	1
256	пределах одной	1	1
257	сам же	1	1
258	перед нами	6	1
259	совершенно без	1	1
260	и жить	1	1
261	мы можем	3	1
262	и как	4	1
263	и логически	1	1
264	и художественного	1	1
265	имеет в	1	1
266	как таковое	3	1
267	в противоположность	2	1
268	то в	5	1
269	в которой	2	1
270	как то	1	1
271	собственное слово	3	1
272	а во-вторых	1	1
273	в нашем	1	1
274	если мы	5	1
275	говорят о	1	1
276	в образы	1	1
277	на то	5	1
278	вытекающее из	1	1
279	и лучше	1	1
280	он не	1	1
281	же именно	3	1
282	свою собственную	1	1
283	едва ли	3	1
284	идеи и	4	1
285	и вот	11	1
286	и более	1	1
287	в зависимости	1	1
288	на эстетику	1	1
289	чтобы в	1	1
290	то самое	2	1
291	и по	2	1
292	но дело	1	1
293	или иных	1	1
294	не бывает	1	1
295	но все	2	1
296	человека в	1	1
297	этом последнем	1	1
298	в одну	3	1
299	оно и	3	1
300	то ни	4	1
301	а то	1	1
302	об этой	2	1
303	и с	4	1
304	говорил что	1	1
305	что перед	1	1
306	это было	2	1
307	и мы	7	1
308	мне это	1	1
309	чаще всего	1	1
310	религиозного сознания	2	1
311	в них	2	1
312	бытие и	1	1
313	ничего о	1	1
314	их как	1	1
315	в ее	2	1
316	мы имеем	5	1
317	с тем	4	1
318	всю жизнь	1	1
319	не всегда	3	1
320	и уже	4	1
321	должно быть	2	1
322	потому и	1	1
323	такой же	1	1
324	в один	3	1
325	со всей	2	1
326	одного и	1	1
327	на первый	1	1
328	уединение и	1	1
329	в отношении	2	1
330	которого является	1	1
331	не от	1	1
332	из классических	1	1
333	в которых	1	1
334	сама собой	1	1
335	до последнего	1	1
336	тот кто	2	1
337	канта не	1	1
338	по крайней	7	1
339	если бы	6	1
340	абсолютная истина	1	1
341	не могли	2	1
342	быть не	2	1
343	тому чтобы	1	1
344	того кто	1	1
345	вовсе не	6	1
346	есть всегда	3	1
347	что есть	2	1
348	как будет	1	1
349	она не	4	1
350	иной раз	3	1
351	как о	2	1
352	не имеет	14	1
353	тогда когда	5	1
354	ее с	1	1
355	и сама	1	1
356	но принципиально	1	1
357	говорить о	11	1
358	и образуется	1	1
359	о полном	1	1
360	оно вообще	1	1
361	иметь в	2	1
362	во всякой	1	1
363	но только	5	1
364	это мы	1	1
365	и всегда	1	1
366	была выявлена	1	1
367	этого сознания	1	1
368	имеем дело	1	1
369	должны ограничиться	1	1
370	в наше	1	1
371	другой стороны	2	1
372	есть стремление	1	1
373	тех или	4	1
374	о нем	2	1
375	сущности только	1	1
376	в каком	5	1
377	в детстве	1	1
378	или бессознательно	1	1
379	бог и	1	1
380	уже о	4	1
381	отличается от	1	1
382	жизни это	1	1
383	страдает и	1	1
384	день и	2	1
385	ничего общего	4	1
386	из их	1	1
387	можно и	2	1
388	как мы	1	1
389	в целую	1	1
390	свою очередь	2	1
391	как один	1	1
392	и от	1	1
393	ее природы	1	1
394	в дальнейшем	1	1
395	к жизни	3	1
396	что может	1	1
397	действительности это	1	1
398	или в	7	1
399	больше в	1	1
400	собой в	1	1
401	мог бы	2	1
402	оно мыслится	1	1
403	к тем	1	1
404	быть может	1	1
405	в словах	3	1
406	выполняет свое	1	1
407	никогда и	2	1
408	не абсолютная	2	1
409	и здесь	1	1
410	возможна только	1	1
411	никак не	2	1
412	и что	9	1
413	очевидно что	1	1
414	его жизни	1	1
415	можно сказать	5	1
416	это должно	2	1
417	в пользу	2	1
418	теми или	1	1
419	все в	1	1
420	который уже	1	1
421	к нему	1	1
422	оказались бы	1	1
423	во всех	2	1
424	от них	1	1
425	и во	2	1
426	и всякая	1	1
427	же самом	1	1
428	во всей	2	1
429	что же	2	1
430	крайней мере	7	1
431	и других	1	1
432	под именем	1	1
433	вслед за	1	1
434	к личности	1	1
435	интеллигенции и	2	1
436	вся жизнь	1	1
437	который бы	1	1
438	существует как	1	1
439	не мешает	2	1
440	это приводит	1	1
441	одной личности	5	1
442	тот же	1	1
443	одной из	2	1
444	что даже	2	1
445	гораздо более	1	1
446	было и	1	1
447	бы ни	2	1
448	в теле	1	1
449	только при	1	1
450	своего собственного	1	1
451	с какой	1	1
452	не можем	1	1
453	и у	1	1
454	самой жизни	1	1
455	мир во	1	1
456	мы получим	1	1
457	однако так	1	1
458	в виде	3	1
459	за ним	1	1
460	где бы	2	1
461	что будет	1	1
462	не так	1	1
463	не искусство	1	1
464	идеи или	1	1
465	в котором	2	1
466	только лишь	1	1
467	в одном	4	1
468	никто не	2	1
469	не для	1	1
470	себя от	1	1
471	само собою	1	1
472	так как	14	1
473	самосознания в	1	1
474	не о	4	1
475	отношении к	2	1
476	человек как	1	1
477	значение только	1	1
478	и всякое	1	1
479	бы это	1	1
480	о каком	1	1
481	что и	6	1
482	может и	2	1
483	именно в	5	1
484	с той	2	1
485	бесконечное и	1	1
486	себя и	3	1
487	на основании	3	1
488	до конца	1	1
489	и жизни	2	1
490	однако и	1	1
491	другим это	1	1
492	личности в	5	1
493	человек в	1	1
494	понятие о	2	1
495	и эстетической	4	1
496	посмотрите на	1	1
497	только от	1	1
498	или с	1	1
499	становится ясным	1	1
500	между собою	2	1
501	я говорю	2	1
502	и если	3	1
503	в последней	1	1
504	нами как	1	1
505	ни на	6	1
506	из мира	1	1
507	и подчиненные	1	1
508	в особенности	4	1
509	к своему	2	1
510	в той	1	1
511	и на	5	1
512	в чистом	1	1
513	сознательно или	1	1
514	в обратном	1	1
515	вокруг себя	1	1
516	романе достоевского	1	1
517	по существу	1	1
518	ней не	1	1
519	сам не	1	1
520	на свете	4	1
521	в состоянии	1	1
522	в это	1	1
523	с ее	10	1
524	как тут	2	1
525	и о	8	1
526	только для	3	1
527	при условии	2	1
528	лучшем случае	1	1
529	поэтому что	1	1
530	имел в	1	1
531	но для	2	1
532	можно назвать	3	1
533	просто как	2	1
534	из которых	3	1
535	и искусства	1	1
536	уже на	1	1
537	из прошлого	1	1
538	не имея	1	1
539	но такой	1	1
540	при таком	2	1
541	потому не	1	1
542	сознания и	3	1
543	в силах	1	1
544	говоря о	1	1
545	себя самого	1	1
546	от него	3	1
547	и все	11	1
548	собственно говоря	2	1
549	у них	1	1
550	не будучи	1	1
551	у которого	1	1
552	от всего	3	1
553	только что	2	1
554	на берегу	1	1
555	или не	4	1
556	могли быть	1	1
557	и вдруг	1	1
558	в общем	1	1
559	целый ряд	1	1
560	жизни в	1	1
561	нами не	1	1
562	собою без	1	1
563	в лучшем	1	1
564	в свою	3	1
565	в романе	1	1
566	не знает	1	1
567	сказать что	6	1
568	совершенно не	3	1
569	от собственной	1	1
570	она по	1	1
571	из этого	1	1
572	же природы	1	1
573	время не	1	1
574	а я	1	1
575	вместе с	2	1
576	прийти в	1	1
577	к этому	3	1
578	все что	2	1
