N	2gram	Medvedev_F_1	Istorich
238	один из	3	2
239	под влиянием	2	2
240	и потому	9	2
241	из которых	1	2
242	одновременно с	2	2
243	как бы	6	2
244	по существу	2	2
245	это значит	1	2
246	с этой	4	2
247	сих пор	6	2
248	но для	3	2
249	и для	1	2
250	формы и	5	2
251	это уже	1	2
252	также не	1	2
253	с ней	1	2
254	сказать что	1	2
255	совершенно не	1	2
256	к его	1	2
257	отношению к	4	2
258	к этому	1	2
259	жизни и	7	2
260	также и	1	1
261	себя как	1	1
262	вне связи	1	1
263	и иными	1	1
264	всего это	1	1
265	на наших	2	1
266	и есть	1	1
267	между двумя	1	1
268	из его	1	1
269	должна быть	7	1
270	едва ли	1	1
271	в зависимости	2	1
272	той же	1	1
273	и живых	1	1
274	на первом	1	1
275	место в	7	1
276	нас это	1	1
277	они были	2	1
278	но даже	1	1
279	же что	1	1
280	зависимости от	3	1
281	может совершаться	1	1
282	не был	1	1
283	одним словом	5	1
284	своей работе	2	1
285	на самом	7	1
286	совсем не	1	1
287	мешает ему	1	1
288	и приемы	1	1
289	таком положении	2	1
290	отношение к	3	1
291	иногда и	1	1
292	отличие от	1	1
293	что они	1	1
294	думать что	3	1
295	его развития	1	1
296	отнюдь не	6	1
297	чем же	2	1
298	вследствие чего	1	1
299	стороны и	4	1
300	как к	3	1
301	что как	1	1
302	части в	1	1
303	словом в	1	1
304	что касается	1	1
305	целый ряд	3	1
306	и наконец	3	1
307	и к	4	1
308	себе не	1	1
309	очень распространены	1	1
310	увидим что	1	1
311	но в	5	1
312	есть ли	1	1
313	и отчасти	3	1
314	впечатление что	2	1
315	та же	1	1
316	мы получаем	1	1
317	он в	2	1
318	может считаться	1	1
319	такую же	1	1
320	только на	5	1
321	остановиться на	2	1
322	сюда относятся	1	1
323	нами в	1	1
324	формы не	1	1
325	в себе	3	1
326	если он	3	1
327	и если	2	1
328	при этом	5	1
329	и легко	1	1
330	они в	1	1
331	всех этих	3	1
332	и социальной	1	1
333	работах о	1	1
334	не изучены	1	1
335	состоит в	1	1
336	пределах одного	1	1
337	в силу	1	1
338	и вот	2	1
339	теперь с	1	1
340	борьба с	3	1
341	другой все	1	1
342	главным образом	4	1
343	они должны	1	1
344	этих форм	1	1
345	было бы	6	1
346	уже знаем	1	1
347	на почве	13	1
348	в социальной	3	1
349	в жизни	3	1
350	он является	1	1
351	это положение	1	1
352	героя или	1	1
353	она и	1	1
354	этого не	1	1
355	новые формы	1	1
356	и уже	1	1
357	включить в	1	1
358	его отражение	1	1
359	и тогда	1	1
360	смысл и	1	1
361	что собственно	1	1
362	которую он	1	1
363	места в	2	1
364	к тем	1	1
365	художественного творчества	1	1
366	мотив мы	1	1
367	он должен	3	1
368	с точки	13	1
369	не хватает	1	1
370	в их	11	1
371	этому же	1	1
372	в своем	11	1
373	в отличие	1	1
374	от его	1	1
375	весь ход	1	1
376	в одном	2	1
377	а всякий	1	1
378	превратиться в	1	1
379	и эти	1	1
380	и более	2	1
381	войти в	2	1
382	на всю	2	1
383	быть дана	1	1
384	явлений а	1	1
385	лишь косвенно	1	1
386	делали и	1	1
387	тем самым	3	1
388	виду что	2	1
389	извне и	1	1
390	особенно ярко	1	1
391	самого начала	1	1
392	этими двумя	1	1
393	как о	4	1
394	эти формы	1	1
395	не имеет	1	1
396	на котором	1	1
397	правда в	1	1
398	в науке	2	1
399	два мира	1	1
400	свою силу	1	1
401	не по	3	1
402	к изучению	1	1
403	материала в	3	1
404	не могло	5	1
405	здесь может	1	1
406	и всегда	1	1
407	он пытается	1	1
408	же время	8	1
409	всего и	1	1
410	к ней	2	1
411	связи в	1	1
412	мире и	1	1
413	же он	1	1
414	в сознании	1	1
415	в процессе	9	1
416	из истории	1	1
417	однако это	1	1
418	и свой	1	1
419	числе и	1	1
420	должны быть	5	1
421	к тому	3	1
422	его с	2	1
423	как для	1	1
424	они и	1	1
425	оно не	4	1
426	этой теорией	1	1
427	и входит	1	1
428	и о	1	1
429	свою очередь	6	1
430	здесь не	3	1
431	другими словами	1	1
432	мы остановимся	1	1
433	у разных	1	1
434	с самого	1	1
435	или для	2	1
436	приводит к	2	1
437	и извне	3	1
438	каждого из	2	1
439	здесь нет	1	1
440	мог бы	1	1
441	во многом	1	1
442	связанных с	1	1
443	остается только	1	1
444	думает что	1	1
445	с предшествующим	1	1
446	для этого	4	1
447	то эти	1	1
448	даже не	1	1
449	через этот	1	1
450	о ней	1	1
451	сводится к	3	1
452	первый и	1	1
453	в состав	1	1
454	того он	1	1
455	что перед	1	1
456	одного из	1	1
457	а также	1	1
458	нет у	1	1
459	на основе	6	1
460	эти два	1	1
461	во всей	2	1
462	вслед за	1	1
463	наконец в	3	1
464	не тот	1	1
465	в русском	1	1
466	оно еще	1	1
467	в литературе	5	1
468	как из	1	1
469	это наиболее	1	1
470	хотя бы	5	1
471	одной из	2	1
472	быть найдены	1	1
473	а часто	2	1
474	несколько подробнее	2	1
475	по мнению	1	1
476	всяком случае	4	1
477	явление более	1	1
478	и ее	10	1
479	не мешает	1	1
480	потом в	1	1
481	всего мы	1	1
482	не исчерпывают	1	1
483	борьбы с	1	1
484	что не	1	1
485	а это	1	1
486	есть однако	1	1
487	не дает	2	1
488	или даже	1	1
489	который сам	1	1
490	не так	2	1
491	для него	3	1
492	себе в	1	1
493	руки и	1	1
494	слова в	1	1
495	в котором	1	1
496	целом его	1	1
497	в современном	2	1
498	с этими	1	1
499	в систему	3	1
500	и никакой	1	1
501	в руки	1	1
502	и всякий	2	1
503	он один	1	1
504	говорит он	3	1
505	нет в	1	1
506	перейти к	2	1
507	что на	1	1
508	не были	1	1
509	со всем	3	1
510	ней и	1	1
511	и даже	3	1
512	или иной	1	1
513	имеет и	1	1
514	здесь в	2	1
515	эти две	1	1
516	это со	1	1
517	а с	1	1
518	что для	1	1
519	не было	3	1
520	здесь дело	1	1
521	не знает	1	1
522	или у	1	1
523	и самые	1	1
524	механическое соединение	1	1
525	литература в	4	1
526	единства и	2	1
527	очень важное	1	1
528	принципы и	1	1
529	ни на	3	1
530	нее как	1	1
531	как это	6	1
532	пространства и	1	1
533	одну из	1	1
534	к своему	1	1
535	xix века	1	1
536	конечно не	4	1
537	только как	2	1
538	по своему	1	1
539	ибо оно	1	1
540	дана только	1	1
541	и основной	1	1
542	даже с	1	1
543	ней не	1	1
544	в современной	1	1
545	к следующему	1	1
546	два основных	1	1
547	есть и	1	1
548	является для	2	1
549	как таковой	6	1
550	все остальные	1	1
551	от орудий	2	1
552	к другим	2	1
553	происходит не	1	1
554	процессе развития	1	1
555	только одна	1	1
556	потому не	1	1
557	и от	7	1
558	группы не	1	1
559	что оно	1	1
560	мира и	1	1
561	одна очень	2	1
562	уже как	2	1
563	или другой	1	1
564	особого рода	1	1
565	в основе	3	1
566	у них	3	1
567	бы в	3	1
568	к этой	4	1
569	только что	1	1
570	то их	1	1
571	на двух	1	1
572	гораздо больше	1	1
573	к самым	1	1
574	обычно не	1	1
575	материал и	1	1
576	из этого	1	1
577	формы его	1	1
578	в самом	5	1
579	проникнуть в	1	1
580	что такое	2	1
581	себе но	1	1
582	в искусстве	5	1
583	и другие	1	1
584	в своих	2	1
585	как на	4	1
586	во всяком	4	1
587	этой точки	1	1
588	том числе	1	1
