N	2gram	Medvedev_U_1	Problemy
212	материал для	2	1
213	со своими	1	1
214	приема и	1	1
215	как таковой	2	1
216	в г	1	1
217	отсюда тот	1	1
218	же ведь	1	1
219	можно сказать	1	1
220	не столько	2	1
221	что этот	1	1
222	она не	1	1
223	у кого	1	1
224	в процессе	1	1
225	метода а	1	1
226	к изучению	1	1
227	не случайно	2	1
228	тогда когда	1	1
229	этом отношении	2	1
230	слово является	1	1
231	не могут	2	1
232	данном случае	1	1
233	приводит к	1	1
234	слова у	1	1
235	является в	2	1
236	смысле и	1	1
237	никогда и	1	1
238	в произведении	1	1
239	тех кто	1	1
240	героя не	1	1
241	в пользу	1	1
242	в значительной	1	1
243	все в	1	1
244	большей или	1	1
245	но нам	1	1
246	в большей	1	1
247	или меньшей	1	1
248	что только	1	1
249	ее к	1	1
250	и действительно	1	1
251	по мнению	1	1
252	мыслей о	1	1
253	с одной	1	1
254	для всех	2	1
255	и строится	1	1
256	живого человека	1	1
257	точно и	1	1
258	или просто	1	1
259	слово как	1	1
260	мы можем	1	1
261	но что	1	1
262	в некоторых	2	1
263	быть по	1	1
264	отношении очень	1	1
265	и материал	1	1
266	именно как	2	1
267	стилистический прием	1	1
268	до сих	2	1
269	и быть	1	1
270	у других	1	1
271	него не	1	1
272	и вне	1	1
273	себя на	1	1
274	в данном	1	1
275	образом на	1	1
276	дан в	1	1
277	быть не	1	1
278	у стерна	1	1
279	художественное произведение	5	1
280	только для	1	1
281	поступка в	1	1
282	так он	1	1
283	еще раз	1	1
284	все они	2	1
285	тут мы	1	1
286	к лицу	1	1
287	и свое	1	1
288	с каждым	1	1
