N	2gram	Bakhtin_Pr_3	Hudozhes
169	том и	1	2
170	художественное произведение	1	2
171	оно не	1	2
172	художественного мира	1	2
173	самим собою	9	2
174	литературных произведений	1	2
175	в себя	1	2
176	для такого	1	2
177	от всех	1	2
178	но как	4	2
179	к своему	5	2
180	значительной степени	1	2
181	и о	1	2
182	из которых	1	2
183	всей своей	2	2
184	причастности к	1	2
185	за пределы	2	2
186	сама по	2	2
187	и прежде	4	2
188	с самим	14	2
189	между двумя	2	2
190	от себя	6	2
191	идет о	1	2
192	как в	4	2
193	для меня	1	2
194	с человеком	2	2
195	из этого	1	2
196	это и	2	2
197	человека и	1	2
198	не входит	2	2
199	одного сознания	1	2
200	в чем	5	2
201	мире и	2	2
202	не все	1	2
203	не является	2	2
204	для того	1	2
205	но на	4	2
206	в романе	1	2
207	и потому	2	2
208	собою в	1	2
209	а с	3	2
210	свою очередь	1	2
211	слове о	2	2
212	я на	1	2
213	об этом	1	2
214	отношении к	7	2
215	с их	1	2
216	он оказывается	1	2
217	в них	2	2
218	глаза в	1	2
219	одна из	1	2
220	слова в	7	2
221	у него	4	2
222	по преимуществу	1	2
223	к другому	20	2
224	с одной	1	2
225	тому что	2	2
226	о том	2	2
227	в сторону	2	2
228	и на	6	2
229	совпадает с	2	2
230	себя и	8	2
231	для себя	6	2
232	другого в	2	2
233	я как	2	2
234	роль в	1	2
235	не как	3	2
236	несмотря на	1	2
237	о себе	18	2
238	я не	7	2
239	и сам	5	2
240	этих двух	1	2
241	проявляет себя	1	2
242	передо мной	3	2
243	в глаза	3	2
244	из которого	1	2
245	говорит что	1	2
246	слова как	2	2
247	и по	1	2
248	времени и	1	2
249	что может	1	2
250	другим и	3	2
251	внутренний голос	3	2
252	и это	4	2
253	ни был	4	2
254	и более	1	2
255	в своем	2	2
256	несколько иной	1	1
257	что по	1	1
258	столь же	2	1
259	точек зрения	2	1
260	говорят о	1	1
261	обращен к	1	1
262	не могла	1	1
263	образ его	1	1
264	смысле можно	1	1
265	бы они	2	1
266	и совершенно	1	1
267	может и	1	1
268	для всех	1	1
269	но из	1	1
270	себе в	1	1
271	характерные для	1	1
272	когда мы	1	1
273	с матерью	1	1
274	но с	2	1
275	на его	4	1
276	оно стремится	3	1
277	говорит не	1	1
278	бы быть	1	1
279	места в	1	1
280	входят в	2	1
281	бы в	3	1
282	то я	1	1
283	на котором	1	1
284	он переживает	1	1
285	в него	3	1
286	составлено не	1	1
287	на второй	1	1
288	с внутренним	3	1
289	вместе с	4	1
290	всю жизнь	2	1
291	с иным	1	1
292	собственный голос	3	1
293	достоевского в	3	1
294	жизни и	3	1
295	с читателем	1	1
296	говорит о	2	1
297	бы то	4	1
298	перед другим	1	1
299	в каждый	1	1
300	что они	6	1
301	героя как	1	1
302	каждый из	2	1
303	момент в	1	1
304	и пусть	2	1
305	ибо и	2	1
306	начинается с	1	1
307	мнению и	1	1
308	нет в	2	1
309	каждая его	1	1
310	оно является	1	1
311	ни были	1	1
312	здесь и	2	1
313	о своем	1	1
314	и внутреннюю	2	1
315	о своих	1	1
316	связи с	1	1
317	и со	2	1
318	крайней мере	3	1
319	своему смыслу	2	1
320	как с	1	1
321	себя самого	11	1
322	существенный момент	1	1
323	не было	2	1
324	после того	1	1
325	служит для	1	1
326	рядом с	4	1
327	речи рассказчика	1	1
328	героев или	1	1
329	на то	1	1
330	в жизни	2	1
331	ту сторону	2	1
332	герой из	4	1
333	наконец в	3	1
334	вследствие своей	1	1
335	что это	5	1
336	ивана карамазова	3	1
337	отнюдь не	2	1
338	боже мой	1	1
339	его можно	1	1
340	действующих лиц	1	1
341	бы ни	1	1
342	можно лишь	2	1
343	вступает в	2	1
344	жить и	1	1
345	его воли	2	1
346	в преступлении	2	1
347	в конце	5	1
348	я сама	1	1
349	а говорит	1	1
350	так что	5	1
351	и без	2	1
352	в различные	1	1
353	от него	6	1
354	себя а	1	1
355	в центре	1	1
356	из условий	1	1
357	такого отношения	1	1
358	как впрочем	1	1
359	другом а	1	1
360	все же	7	1
361	в другой	2	1
362	тот же	2	1
363	основе того	1	1
364	проявляется в	1	1
365	значение в	1	1
366	бы и	4	1
367	говорил о	1	1
368	жизнь в	1	1
369	более того	2	1
370	тем как	1	1
371	для героя	1	1
372	то в	2	1
373	которого он	3	1
374	и становится	1	1
375	те же	2	1
376	заключает в	1	1
377	если не	3	1
378	к самому	3	1
379	со всеми	2	1
380	и теперь	1	1
381	которого герой	1	1
382	меня в	2	1
383	образа в	1	1
384	стиля в	3	1
385	собой в	1	1
386	такое же	1	1
387	лишь путем	1	1
388	тем к	1	1
389	всех людей	1	1
390	чтобы в	1	1
391	с ума	1	1
392	действительной жизни	1	1
393	за это	1	1
394	ее как	3	1
395	не объективно	1	1
396	нуждается в	3	1
397	в строгом	1	1
398	но для	3	1
399	с совершенно	1	1
400	теперь в	1	1
401	над собою	1	1
402	путь к	1	1
403	между собой	1	1
404	внимание на	1	1
405	но только	2	1
406	с эстетической	1	1
407	и внутренне	2	1
408	к такому	1	1
409	уст в	1	1
410	здесь мы	1	1
411	реплики и	2	1
412	с этой	2	1
413	себе самом	5	1
414	о мире	8	1
415	что касается	1	1
416	нет на	2	1
417	раз в	2	1
418	в формах	1	1
419	к чему	2	1
420	быть не	1	1
421	котором он	1	1
422	а затем	1	1
423	он ни	3	1
424	иной форме	1	1
425	что даже	2	1
426	человек как	1	1
427	строя но	1	1
428	время от	2	1
429	в совершенном	1	1
430	он мог	1	1
431	ли я	4	1
432	по ту	2	1
433	так с	1	1
434	не с	2	1
435	именно эта	1	1
436	этим и	1	1
437	обращения к	1	1
438	и мир	2	1
439	из его	4	1
440	именно потому	2	1
441	во многих	1	1
442	к изучению	1	1
443	оно в	1	1
444	не происходит	1	1
445	к миру	1	1
446	себе самому	18	1
447	в узком	1	1
448	преступлении и	1	1
449	без его	1	1
450	к чужому	4	1
451	а как	2	1
452	с чужим	1	1
453	на которой	1	1
454	а напротив	1	1
455	из уст	1	1
456	проникает в	1	1
457	и внутренняя	1	1
458	нас к	1	1
459	косвенной речи	1	1
460	ни одно	1	1
461	как мы	7	1
462	и слово	8	1
463	с которым	7	1
464	можно говорить	1	1
465	требует от	1	1
466	о каком	1	1
467	что его	3	1
468	что не	7	1
469	в статье	1	1
470	до того	1	1
471	над собой	4	1
472	в прошлом	1	1
473	но вы	1	1
474	определяет его	1	1
475	что такое	2	1
476	то ни	4	1
477	своей полноте	1	1
478	суда над	1	1
479	ведь это	1	1
480	же точно	1	1
481	и от	5	1
482	в сущности	11	1
483	всему свету	1	1
484	о тебе	1	1
485	с которыми	2	1
486	зависимости от	1	1
487	да и	4	1
488	в отдельных	1	1
489	уклоняется от	1	1
490	обратим внимание	1	1
491	в одной	3	1
492	ты и	1	1
493	тому же	2	1
494	один из	2	1
495	на основе	1	1
496	же я	3	1
497	приводят к	1	1
498	никогда не	8	1
499	вы как	3	1
500	является как	1	1
501	все это	16	1
502	и даже	7	1
503	как феномена	1	1
504	исканий и	1	1
505	на мир	1	1
506	сливается с	3	1
507	из виду	1	1
508	же и	2	1
509	вы говорите	1	1
510	помимо его	1	1
511	это было	3	1
512	кто бы	3	1
513	что все	4	1
514	лишь на	2	1
515	тому как	2	1
516	своему герою	1	1
517	а во-вторых	1	1
518	на один	1	1
519	они ни	1	1
520	в особенности	1	1
521	человека как	4	1
522	и другим	1	1
523	перед тем	1	1
524	вопрос что	1	1
525	от нас	1	1
526	для этого	3	1
527	условии что	1	1
528	и кому	1	1
529	в котором	3	1
530	этого слова	7	1
531	ни было	4	1
532	каким бы	1	1
533	зрения не	1	1
534	том же	1	1
535	в мир	1	1
536	себе и	5	1
537	в такой	3	1
538	всего романа	2	1
539	этом случае	2	1
540	чтобы не	1	1
541	ему и	1	1
542	чего бы	2	1
543	не для	2	1
544	внутренней жизни	2	1
545	не могут	1	1
546	по крайней	3	1
547	тоже не	1	1
548	так он	1	1
549	героя в	5	1
550	во внешнем	1	1
551	точно и	1	1
552	его мысли	1	1
553	у достоевского	13	1
554	также и	1	1
555	из своего	4	1
556	и дает	1	1
557	не просто	1	1
558	в произведениях	2	1
559	к третьему	2	1
560	и определяется	2	1
561	и внешнего	2	1
562	чужими устами	1	1
563	впрочем и	1	1
564	на них	5	1
565	в своих	1	1
566	той же	2	1
567	не средство	1	1
568	быть и	2	1
569	героя не	1	1
570	по его	1	1
571	должен быть	1	1
572	того и	1	1
573	еще и	1	1
574	для других	3	1
575	глазами другого	1	1
576	всех его	1	1
577	все и	4	1
578	одну из	1	1
579	я этого	2	1
580	все они	1	1
581	другим в	1	1
582	героя к	2	1
583	перейдем к	1	1
584	между этими	1	1
585	за ним	2	1
586	я уже	2	1
587	только для	1	1
588	на свой	1	1
589	делает его	1	1
590	не бывает	2	1
591	всего в	1	1
592	перед собой	1	1
593	эти последние	2	1
594	в каждой	1	1
595	здесь только	1	1
596	которыми он	1	1
597	другом и	1	1
598	главного героя	1	1
599	нечто смешное	1	1
600	и пр	1	1
601	на свое	1	1
602	него не	1	1
603	как я	3	1
604	было бы	2	1
605	всем его	1	1
606	все человеческие	1	1
607	его за	3	1
608	в груди	1	1
609	одному из	1	1
610	все без	2	1
611	стремится к	6	1
612	как будто	7	1
613	в каждом	3	1
614	перед нами	1	1
615	на фоне	1	1
616	на нее	2	1
617	именно это	1	1
618	из них	5	1
619	своей внутренней	1	1
620	еще одна	1	1
621	так как	4	1
622	другому что	1	1
623	и делает	2	1
624	в уста	1	1
625	характерно что	1	1
626	мысль о	1	1
627	один голос	1	1
628	как такового	3	1
629	того времени	2	1
630	к одному	3	1
631	могли бы	1	1
632	обращаясь к	2	1
633	с собою	6	1
634	характерна для	1	1
635	героев и	1	1
636	друг другу	4	1
637	он уже	3	1
638	подобно тому	2	1
639	он и	5	1
640	пусть пусть	1	1
641	не появляется	1	1
642	и другого	3	1
643	согласен с	1	1
