N	2gram	Losev_Prob_5	StatiiOP
117	не то	2	3
118	которые не	1	3
119	предание о	1	3
120	как в	2	3
121	с этим	1	3
122	в полном	1	3
123	не было	1	3
124	что это	1	3
125	тому же	1	3
126	вообще не	1	3
127	в начале	3	3
128	этой поэмы	2	3
129	за свою	1	3
130	из них	2	3
131	ни в	4	3
132	не мог	4	3
133	и сейчас	2	3
134	в поэме	2	3
135	но он	5	3
136	по себе	2	3
137	не менее	5	3
138	на рубеже	1	3
139	что эта	1	3
140	самого начала	1	3
141	одной из	1	3
142	никогда не	7	3
143	на себя	1	3
144	и по	1	3
145	тем что	2	3
146	у нас	7	3
147	с самого	1	3
148	в образе	1	3
149	на нее	1	3
150	за то	2	3
151	что трагедия	1	3
152	и здесь	1	3
153	как у	1	3
154	должно было	1	3
155	с iii	1	3
156	но это	1	3
157	вот что	1	3
158	так что	11	3
159	борьбы с	2	3
160	всяком случае	2	3
161	и даже	14	3
162	в предисловии	1	3
163	еще и	4	3
164	а с	4	3
165	до конца	1	3
166	так же	5	3
167	xix века	1	3
168	другой стороны	6	3
169	во всяком	2	3
170	также и	12	2
171	того же	4	2
172	только потому	1	2
173	тем же	3	2
174	из его	1	2
175	то же	2	2
176	поэзии и	1	2
177	и была	1	2
178	на первом	3	2
179	пребывания в	1	2
180	это время	2	2
181	далее в	1	2
182	бы то	2	2
183	с его	1	2
184	за него	2	2
185	и который	3	2
186	нет и	1	2
187	что они	3	2
188	на то	2	2
189	там где	1	2
190	мере в	2	2
191	в одной	2	2
192	и как	6	2
193	по пути	1	2
194	на тот	2	2
195	все эти	2	2
196	в этой	10	2
197	в себе	4	2
198	и те	1	2
199	на его	2	2
200	больше всего	1	2
201	при этом	4	2
202	тем не	5	2
203	не к	2	2
204	и более	2	2
205	то ни	2	2
206	его в	6	2
207	которая была	1	2
208	в это	2	2
209	как и	7	2
210	несмотря на	6	2
211	что такое	1	2
212	нас не	3	2
213	в отношении	3	2
214	с точки	8	2
215	возвышенное в	1	2
216	что я	1	2
217	не раз	1	2
218	что было	1	2
219	борьбу с	2	2
220	не могли	1	2
221	что этот	5	2
222	где нет	1	2
223	в устах	1	2
224	даже в	1	2
225	нет никакого	3	2
226	xviii века	1	2
227	в то	4	2
228	не имеет	1	2
229	у кюхельбекера	2	2
230	вообще нет	1	2
231	не может	5	2
232	доказать что	2	2
233	в области	2	2
234	не потому	1	2
235	в духе	3	2
236	искусства и	1	2
237	на это	1	2
238	где он	1	2
239	и это	1	2
240	меня в	1	2
241	в ее	3	2
242	этому поводу	2	2
243	и сам	4	2
244	еще в	5	2
245	он был	2	2
246	а также	3	2
247	никак не	8	2
248	в значительной	2	2
249	что и	6	2
250	судить по	1	2
251	чем он	1	2
252	этот вопрос	1	2
253	в какой	2	2
254	только в	9	2
255	бы ни	1	2
256	по этому	2	2
257	говорит у	1	2
258	знаком с	1	2
259	раз в	2	2
260	в конце	8	2
261	так как	6	2
262	может быть	7	2
263	к дельвигу	1	2
264	в них	2	2
265	лет до	1	2
266	со стороны	1	2
267	и речи	2	2
268	о своей	1	2
269	в период	4	2
270	и др	1	2
271	говорит о	7	2
272	и самый	1	2
273	только по	1	2
274	не на	1	2
275	ниже в	1	2
276	если не	4	2
277	и вообще	9	2
278	и потому	1	2
279	как это	1	2
280	что именно	2	2
281	к своему	1	2
282	предисловии к	1	2
283	в данном	2	2
284	такого рода	2	2
285	в тех	1	2
286	из этой	1	2
287	по существу	2	2
288	сравнении с	3	2
289	том смысле	1	2
290	только о	1	2
291	с этой	2	2
292	ее в	2	2
293	это был	1	2
294	до выхода	1	2
295	в результате	7	2
296	не должен	1	2
297	находим в	2	2
298	только что	1	2
299	ни было	1	2
300	диалог между	1	2
301	сказать что	9	2
302	и другие	3	2
303	они не	2	2
304	xvii века	1	1
305	жил в	2	1
306	сам по	1	1
307	и то	5	1
308	трагедии и	2	1
309	к своей	1	1
310	это и	1	1
311	за все	2	1
312	характерное для	2	1
313	ii и	1	1
314	и до	2	1
315	разных источников	1	1
316	значение но	1	1
317	их и	1	1
318	из всех	2	1
319	мы не	2	1
320	бы что	1	1
321	что самый	1	1
322	было при	1	1
323	образом уже	1	1
324	не вполне	1	1
325	в составе	1	1
326	ни малейшего	1	1
327	цветы на	1	1
328	еще не	3	1
329	верить в	1	1
330	он сам	3	1
331	этот текст	1	1
332	в чем	2	1
333	после получения	1	1
334	в создании	1	1
335	на другой	1	1
336	своей работе	1	1
337	что означает	1	1
338	сомневаться что	1	1
339	малейшего намека	1	1
340	совсем не	3	1
341	нет не	1	1
342	не удивительно	1	1
343	действительно мог	1	1
344	по отношению	2	1
345	отношение к	2	1
346	тут же	6	1
347	не просто	5	1
348	годах прошлого	1	1
349	помимо всего	1	1
350	xviii вв	1	1
351	в поисках	1	1
352	о необходимости	1	1
353	если она	1	1
354	что касается	3	1
355	еще больше	1	1
356	напечатанной в	1	1
357	когда он	2	1
358	это просто	1	1
359	и хотя	1	1
360	трагедии так	1	1
361	боролся не	1	1
362	для которого	1	1
363	к другому	1	1
364	при создании	1	1
365	а во-вторых	1	1
366	формы в	1	1
367	так или	1	1
368	в ответ	1	1
369	из этих	1	1
370	большей части	1	1
371	с тех	1	1
372	своем романе	1	1
373	говорят о	1	1
374	него даже	1	1
375	и если	1	1
376	но кажется	1	1
377	что она	1	1
378	том в	1	1
379	от которого	1	1
380	эта последняя	1	1
381	не как	1	1
382	мало того	1	1
383	прошлого века	1	1
384	пишет о	1	1
385	конем а	1	1
386	и удалился	1	1
387	трагедии даже	1	1
388	тут не	1	1
389	его поэме	1	1
390	являются и	1	1
391	они должны	1	1
392	значение в	1	1
393	об этой	1	1
394	те же	1	1
395	говорил об	1	1
396	а по	1	1
397	на этой	1	1
398	ума и	1	1
399	только там	1	1
400	который так	1	1
401	этом смысле	3	1
402	именно что	1	1
403	и тем	3	1
404	для них	3	1
405	но уже	2	1
406	в польше	1	1
407	к которым	1	1
408	на своего	1	1
409	мечтать о	1	1
410	говорится о	4	1
411	место у	1	1
412	и такая	1	1
413	с такой	2	1
414	и некоторые	1	1
415	такой же	1	1
416	но я	1	1
417	с ума	1	1
418	от своего	1	1
419	и их	5	1
420	можно найти	6	1
421	и известный	1	1
422	уже к	1	1
423	одним и	1	1
424	его мнению	1	1
425	представление о	2	1
426	говорил о	1	1
427	были известны	1	1
428	вплоть до	1	1
429	сам же	3	1
430	нельзя было	1	1
431	такую же	2	1
432	от слов	1	1
433	в трагедиях	1	1
434	намека на	1	1
435	нас к	1	1
436	и очень	1	1
437	иной раз	2	1
438	был уже	2	1
439	знал что	1	1
440	можно ли	1	1
441	эта картина	1	1
442	в таких	2	1
443	она не	1	1
444	с теми	1	1
445	хотелось бы	1	1
446	мысли в	1	1
447	у кого	1	1
448	на него	2	1
449	тех пор	1	1
450	было не	1	1
451	читаем что	2	1
452	которого он	1	1
453	героев и	1	1
454	можно судить	1	1
455	но только	3	1
456	совершенно правильно	1	1
457	чем не	1	1
458	и автор	1	1
459	для всего	1	1
460	он с	1	1
461	все свои	1	1
462	больше чем	2	1
463	и без	2	1
464	с большой	1	1
465	или другие	1	1
466	же время	1	1
467	к ней	1	1
468	как она	1	1
469	прежде чем	2	1
470	вернее сказать	1	1
471	как будто	3	1
472	ему это	1	1
473	свое собственное	2	1
474	ни о	1	1
475	так легко	1	1
476	уже о	1	1
477	в городе	1	1
478	и вместе	1	1
479	не могут	2	1
480	он и	5	1
481	вполне понятным	1	1
482	необходимо обратить	1	1
483	и вполне	4	1
484	внимательно читать	1	1
485	его за	2	1
486	представлены в	1	1
487	что вы	1	1
488	не встречается	1	1
489	без разбора	1	1
490	он никогда	1	1
491	и которая	3	1
492	как мы	2	1
493	свой замысел	1	1
494	здесь не	7	1
495	без всякого	2	1
496	данном случае	2	1
497	были бы	1	1
498	средних веков	1	1
499	русской поэзии	1	1
500	то время	3	1
501	iii в	4	1
502	легенды о	1	1
503	можно было	2	1
504	не за	2	1
505	не нравится	1	1
506	не так	4	1
507	и которые	2	1
508	в борьбе	1	1
509	здесь нет	1	1
510	которые он	1	1
511	о связи	1	1
512	не место	1	1
513	не были	1	1
514	разного рода	4	1
515	основана на	1	1
516	поэтому в	1	1
517	в эпоху	3	1
518	что освобождение	1	1
519	говорит здесь	1	1
520	версию о	1	1
521	с полным	1	1
522	но к	1	1
523	настоящее время	3	1
524	этом произведении	1	1
525	могут дать	1	1
526	не помню	1	1
527	его тело	1	1
528	можно сказать	6	1
529	и речей	1	1
530	те или	1	1
531	или иначе	1	1
532	от них	2	1
533	только после	1	1
534	во втором	2	1
535	нуждается в	1	1
536	борьбе с	2	1
537	в форме	1	1
538	легенде о	1	1
539	в середине	2	1
540	все время	3	1
541	и об	1	1
542	конце концов	6	1
543	не зная	1	1
544	и всего	1	1
545	один из	2	1
546	в двух	1	1
547	что только	2	1
548	тот же	3	1
549	речи о	1	1
550	с ними	1	1
551	всю свою	3	1
552	будто бы	5	1
553	успехом в	1	1
554	до нас	7	1
555	поэтому и	2	1
556	который в	9	1
557	по мнению	2	1
558	самом себе	1	1
559	или же	2	1
560	большим трудом	1	1
561	и прочие	2	1
562	и жизни	1	1
563	а после	1	1
564	том чтобы	1	1
565	не будет	2	1
566	конечно не	2	1
567	да еще	1	1
568	уже в	2	1
569	только на	1	1
570	больше не	1	1
571	в поэзии	1	1
572	но совершенно	1	1
573	одно из	1	1
574	совсем другое	1	1
575	себе в	1	1
576	не находит	1	1
577	и также	1	1
578	х годах	1	1
579	не для	1	1
580	а в	6	1
581	среди которых	1	1
582	не о	1	1
583	мы можем	5	1
584	как его	1	1
585	у него	11	1
586	смысле слова	3	1
587	форму и	2	1
588	в очень	1	1
589	о каком	1	1
590	имеет значение	1	1
591	именно как	1	1
592	даже не	1	1
593	а на	1	1
594	что человек	1	1
595	здесь вообще	1	1
596	и создавал	1	1
597	очень много	1	1
598	представляет собою	2	1
599	себя и	1	1
600	что для	1	1
601	v в	5	1
602	то и	2	1
603	и стал	1	1
604	ничем не	1	1
605	мы и	2	1
606	в ту	1	1
607	из последних	1	1
608	на эту	1	1
609	которыми так	1	1
610	что из	1	1
611	и тут	2	1
612	жизнь в	3	1
613	в связи	7	1
614	пишет свою	1	1
615	известные ему	1	1
616	имея в	1	1
617	но оно	1	1
618	в последней	1	1
619	при его	2	1
620	на который	1	1
621	о возможности	1	1
622	находим и	2	1
623	очень важно	1	1
624	из разных	1	1
625	да и	2	1
626	говоря уже	1	1
627	наконец и	1	1
628	я с	1	1
629	жизни в	4	1
630	на свете	1	1
631	xix в	4	1
632	этой трагедии	3	1
633	в х	1	1
634	на существование	1	1
635	силу и	1	1
636	можно однако	1	1
637	своей поэме	1	1
638	но для	2	1
639	самого и	1	1
640	нисколько не	5	1
641	которые были	1	1
642	кроме одного	1	1
643	при всем	2	1
644	в более	1	1
645	является ли	1	1
646	и для	6	1
647	которых он	1	1
648	ли в	2	1
649	ее своим	1	1
650	и от	1	1
651	котором он	1	1
652	или в	4	1
653	что оно	1	1
654	а все	1	1
655	в настоящее	3	1
656	бы даже	1	1
657	для нас	10	1
658	началась еще	1	1
659	от него	1	1
660	и все	9	1
661	так называемых	1	1
662	бы в	1	1
663	у которого	2	1
664	не выдерживает	1	1
665	здесь поэт	1	1
666	же в	3	1
667	писал по	1	1
668	в свою	2	1
669	двух поэмах	1	1
670	входить в	1	1
671	мире с	1	1
672	не говоря	1	1
673	в эволюции	1	1
674	их с	1	1
675	к его	1	1
676	по одному	1	1
677	едва ли	4	1
678	отношению к	2	1
679	из этого	4	1
680	в трех	2	1
681	в голову	1	1
682	жизни и	2	1
683	заметить что	1	1
684	а я	1	1
685	о себе	2	1
686	в своих	1	1
687	в таком	2	1
688	точно так	3	1
689	все что	2	1
690	том числе	2	1
691	ничего общего	1	1
692	гораздо более	4	1
693	которая не	1	1
694	смысле что	1	1
