N	2gram	Losev_Prob_4	VrazhdaK
177	не все	1	1
178	если в	1	1
179	достоевский прежде	1	1
180	тут же	3	1
181	не хотел	2	1
182	в оценке	1	1
183	говорилось выше	1	1
184	что они	2	1
185	от злости	1	1
186	первый взгляд	1	1
187	независимо от	3	1
188	как в	5	1
189	с этим	4	1
190	для всех	3	1
191	как к	1	1
192	как нам	1	1
193	в мысли	1	1
194	и наконец	4	1
195	не являются	2	1
196	образа петра	1	1
197	них он	1	1
198	тут нет	1	1
199	то в	2	1
200	в самом	2	1
201	достоевского хотя	1	1
202	общего ни	2	1
203	что это	2	1
204	в целом	1	1
205	не был	1	1
206	что же	1	1
207	только два	1	1
208	тому же	2	1
209	но ведь	1	1
210	как он	1	1
211	он всегда	1	1
212	да и	5	1
213	всех этих	6	1
214	прочим и	1	1
215	пор мы	1	1
216	в силу	1	1
217	и этот	3	1
218	всего то	1	1
219	однако в	2	1
220	одно и	1	1
221	не будет	2	1
222	есть все	1	1
223	мировой литературе	1	1
224	это было	2	1
225	заключается в	2	1
226	было бы	14	1
227	в жизни	3	1
228	же писатель	1	1
229	этого не	2	1
230	не всегда	1	1
231	во внимание	1	1
232	он и	1	1
233	отражение и	2	1
234	со мной	1	1
235	в этих	5	1
236	или вообще	1	1
237	в войне	1	1
238	что писатель	1	1
239	всяком случае	4	1
240	человеком и	1	1
241	вторая часть	1	1
242	на свою	1	1
243	и уж	2	1
244	сам же	1	1
245	войне и	1	1
246	в поэме	1	1
247	не будем	2	1
248	ее для	2	1
249	тем не	10	1
250	по крайней	6	1
251	не могли	2	1
252	что этот	1	1
253	равно не	1	1
254	сам этот	1	1
255	раз и	1	1
256	вплоть до	3	1
257	но они	2	1
258	тем самым	4	1
259	что эта	1	1
260	отражает и	1	1
261	человечества и	1	1
262	от нас	2	1
263	знаком и	1	1
264	не имеет	4	1
265	правда в	3	1
266	как о	3	1
267	также что	1	1
268	в уме	1	1
269	из их	1	1
270	только не	4	1
271	следовательно и	1	1
272	ничего не	1	1
273	и твердо	1	1
274	это то	1	1
275	по своей	1	1
276	и мире	1	1
277	ему и	1	1
278	это слово	1	1
279	потому что	15	1
280	до того	2	1
281	существуют в	2	1
282	в каком	6	1
283	и отличие	1	1
284	в мировой	1	1
285	легенда о	1	1
286	могут быть	1	1
287	во все	2	1
288	вошли в	1	1
289	сама жизнь	1	1
290	отличается от	4	1
291	за что	1	1
292	гоголя и	3	1
293	не есть	12	1
294	уже на	1	1
295	ничего общего	5	1
296	с ее	2	1
297	и образ	4	1
298	свою очередь	1	1
299	это будет	2	1
300	в ее	5	1
301	только при	6	1
302	то время	2	1
303	достоевским как	1	1
304	верит в	2	1
305	и сам	1	1
306	так и	10	1
307	ясно что	7	1
308	нам уже	1	1
309	том как	2	1
310	революции а	1	1
311	жизнь и	4	1
312	они выступают	1	1
313	и вообще	6	1
314	может в	1	1
315	во всяком	8	1
316	себе очень	1	1
317	до сих	1	1
318	единства и	1	1
319	как эта	1	1
320	нас в	1	1
321	к нему	3	1
322	во всех	4	1
323	преступлении и	1	1
324	оправдаться в	1	1
325	крайней мере	6	1
326	тотчас же	2	1
327	и можно	5	1
328	все в	3	1
329	и самые	1	1
330	в литературе	2	1
331	этом смысле	3	1
332	в предисловии	1	1
333	во всем	2	1
334	то он	2	1
335	и кончая	1	1
336	и раньше	1	1
337	в качестве	10	1
338	себя в	2	1
339	указания на	1	1
340	своим собственным	2	1
341	о великом	2	1
342	хотя в	1	1
343	а это	3	1
344	что для	1	1
345	ни с	4	1
346	говорит о	2	1
347	никто не	2	1
348	в известной	1	1
349	мы находим	2	1
350	в одном	4	1
351	друг друга	2	1
352	как при	1	1
353	о совпадении	1	1
354	не просто	16	1
355	из двух	1	1
356	связан с	1	1
357	с другой	7	1
358	именно в	7	1
359	что тот	1	1
360	все равно	3	1
361	такое же	1	1
362	прежде всего	11	1
363	только по	1	1
364	россию в	1	1
365	до конца	1	1
366	и самый	1	1
367	в рассказе	1	1
368	его слишком	1	1
369	нет ничего	3	1
370	в частности	2	1
371	за тем	1	1
372	человека к	1	1
373	или по	2	1
374	из которых	3	1
375	может как	1	1
376	этого типа	1	1
377	того что	1	1
378	к русскому	1	1
379	был в	2	1
380	все концы	1	1
381	лет назад	2	1
382	известном смысле	1	1
383	в условиях	3	1
384	сих пор	1	1
385	логику развития	1	1
386	он называл	1	1
387	между прочим	3	1
388	об одном	1	1
389	но для	1	1
390	под влиянием	1	1
391	ноту в	1	1
392	романтизма и	1	1
393	и от	6	1
394	но на	1	1
395	это можно	2	1
396	о котором	1	1
397	человек и	1	1
398	тот кто	1	1
399	хотя и	5	1
400	достоевский пишет	1	1
401	бы в	1	1
402	еще более	2	1
403	конце концов	1	1
404	и демонстрируют	1	1
405	но зато	1	1
406	только что	2	1
407	уже давно	4	1
408	в обоих	2	1
409	отношении к	1	1
410	и начинается	1	1
411	о своем	1	1
412	быть и	1	1
413	другой стороны	6	1
414	ему но	1	1
415	мы считаем	1	1
416	бы его	1	1
417	из этого	3	1
418	только о	1	1
419	жизни и	5	1
420	к этой	1	1
421	и наказании	1	1
422	во сне	1	1
423	как на	1	1
424	в таком	6	1
425	точно так	3	1
