N	2gram	Tiupa_Narr_2	Tvorches
191	в себя	4	2
192	в нашей	1	2
193	к тому	9	2
194	к ней	3	2
195	еще более	1	2
196	можно не	1	2
197	в этих	1	2
198	в отличие	5	2
199	а как	3	2
200	между людьми	1	2
201	более не	1	2
202	некоторые из	1	2
203	следовало бы	1	2
204	отличие от	5	2
205	в качестве	14	2
206	с которым	1	2
207	что не	1	2
208	своего я	2	2
209	или в	1	2
210	в чем	2	2
211	здесь нет	1	2
212	во второй	2	2
213	и время	1	2
214	того же	1	2
215	сказать что	3	2
216	мира в	4	2
217	для автора	2	2
218	тем не	5	2
219	не столько	5	2
220	только что	2	2
221	и тем	5	2
222	в основе	1	2
223	герой в	1	2
224	одна из	3	2
225	себе не	1	2
226	по преимуществу	1	2
227	в мир	1	2
228	именно в	2	2
229	когда он	1	2
230	во всей	1	2
231	что и	2	2
232	и внутреннего	2	2
233	в любви	1	2
234	в направлении	2	2
235	и притом	1	2
236	как к	3	2
237	и когда	3	2
238	в лице	1	2
239	здесь мы	1	2
240	однако в	2	2
241	и среди	1	2
242	в частности	11	2
243	так и	9	2
244	самом деле	3	2
245	в ней	2	2
246	человека его	1	2
247	к этому	1	2
248	время не	1	2
249	действий в	1	2
250	в принципе	2	2
251	точно так	2	2
252	только на	2	2
253	же с	1	2
254	перед нами	4	2
255	личности не	1	2
256	на свете	1	2
257	в виду	1	2
258	быть может	2	2
259	не могу	2	2
260	мысль о	2	2
261	в данном	10	2
262	еще в	1	2
263	в первой	1	2
264	и будущее	1	2
265	всего лишь	6	1
266	целая жизнь	1	1
267	все эти	3	1
268	себя лично	1	1
269	человек есть	1	1
270	который и	1	1
271	к герою	1	1
272	им в	1	1
273	может и	1	1
274	его характер	2	1
275	жизни а	1	1
276	со своим	2	1
277	стало причиной	1	1
278	эту тему	1	1
279	в ряде	1	1
280	и здесь	2	1
281	очень много	1	1
282	как правило	3	1
283	как день	1	1
284	что можно	1	1
285	ни в	1	1
286	как у	4	1
287	еще не	2	1
288	по выражению	1	1
289	к их	1	1
290	когда же	2	1
291	в цепь	1	1
292	это все	1	1
293	в связи	1	1
294	и великим	1	1
295	тогда как	15	1
296	настоящим и	1	1
297	миф о	1	1
298	говорить о	2	1
299	так быстро	1	1
300	говорилось выше	3	1
301	в герое	4	1
302	пока что	1	1
303	мы узнаем	2	1
304	даже с	1	1
305	финале рассказа	1	1
306	всей жизни	1	1
307	внимание на	3	1
308	не встречается	1	1
309	него и	1	1
310	отношению к	5	1
311	не к	4	1
312	время как	1	1
313	его собственной	1	1
314	на этот	1	1
315	утверждает что	1	1
316	связи с	1	1
317	и их	1	1
318	ни слова	2	1
319	в движение	1	1
320	глядя на	1	1
321	себя с	2	1
322	известном смысле	3	1
323	и многих	1	1
324	при такой	1	1
325	время есть	1	1
326	вторая часть	1	1
327	картину мира	2	1
328	одного и	1	1
329	к нему	1	1
330	у читателя	1	1
331	сих пор	1	1
332	наконец в	1	1
333	целой жизни	1	1
334	что это	4	1
335	обратившись к	1	1
336	в какой	4	1
337	всего на	1	1
338	проявляется в	1	1
339	что ведет	1	1
340	это еще	1	1
341	но мы	1	1
342	к которому	2	1
343	иное как	1	1
344	видит в	2	1
345	как было	2	1
346	рождается в	1	1
347	жизни это	1	1
348	в конце	4	1
349	но с	1	1
350	движение сюжета	1	1
351	до сих	1	1
352	как это	4	1
353	настоящее и	1	1
354	и уж	1	1
355	то и	3	1
356	анекдот который	1	1
357	не сразу	1	1
358	как раз	3	1
359	во всех	1	1
360	двойным дном	1	1
361	о возможности	1	1
362	жизни на	2	1
363	следует рассматривать	1	1
364	исходной ситуации	4	1
365	его можно	1	1
366	xx века	1	1
367	бы и	1	1
368	не обладает	1	1
369	не умел	1	1
370	ли не	1	1
371	собой яркий	1	1
372	ли это	1	1
373	очень уместно	1	1
374	быстро что	1	1
375	обычно бывает	1	1
376	человека тоже	1	1
377	меня в	1	1
378	народной жизни	1	1
379	со второй	1	1
380	же в	4	1
381	его к	1	1
382	нежели у	1	1
383	с помощью	1	1
384	принадлежит к	1	1
385	смыкается с	1	1
386	рассказе и	1	1
387	на пороге	1	1
388	оно не	2	1
389	в нее	1	1
390	что же	1	1
391	с той	1	1
392	тому что	3	1
393	между собой	3	1
394	анализа в	1	1
395	у кого	1	1
396	воплощенной в	1	1
397	и внутренне	1	1
398	в ее	4	1
399	первый взгляд	1	1
400	превращается в	2	1
401	и самого	1	1
402	с этой	3	1
403	вплоть до	1	1
404	но затем	1	1
405	если они	1	1
406	которого не	1	1
407	всей моей	1	1
408	только не	2	1
409	выше уже	2	1
410	поскольку в	1	1
411	в таком	3	1
412	как сам	1	1
413	особенно в	1	1
414	жизни есть	1	1
415	человека не	1	1
416	особое место	3	1
417	о которой	3	1
418	человек нашел	1	1
419	в глазах	4	1
420	и времени	1	1
421	восходящая к	1	1
422	по всей	1	1
423	между тем	3	1
424	виде в	1	1
425	или на	1	1
426	сознания в	1	1
427	на себя	1	1
428	жизнь и	1	1
429	что иное	1	1
430	мысли о	1	1
431	вспять к	1	1
432	что рассказчик	1	1
433	без этой	1	1
434	по отношению	5	1
435	в полной	1	1
436	жизни не	1	1
437	и к	6	1
438	на него	5	1
439	не имеет	2	1
440	реально и	1	1
441	всю жизнь	1	1
442	мира это	2	1
443	внешнего и	1	1
444	в других	2	1
445	был прав	1	1
446	которое может	1	1
447	узнаем что	2	1
448	о жизни	4	1
449	неразрывном единстве	1	1
450	все время	1	1
451	жизнь его	1	1
452	создается не	2	1
453	в душе	2	1
454	у нас	2	1
455	по мысли	5	1
456	но эти	1	1
457	к его	3	1
458	за собой	1	1
459	похожие на	1	1
460	что у	2	1
461	же самое	1	1
462	каждого человека	1	1
463	человек и	1	1
464	главный герой	1	1
465	в процессе	2	1
466	не на	1	1
467	пока еще	3	1
468	мы должны	1	1
469	находятся в	1	1
470	даже если	1	1
471	как он	2	1
472	в отношении	1	1
473	только с	1	1
474	иного рода	2	1
475	собой как	1	1
476	я в	5	1
477	до его	1	1
478	он лишь	2	1
479	и о	1	1
480	в другое	1	1
481	чужого сознания	1	1
482	да и	3	1
483	времени его	1	1
484	когда она	1	1
485	восходит к	2	1
486	и читателя	2	1
487	во все	1	1
488	и вследствие	2	1
489	имеет место	2	1
490	тому же	4	1
491	а я	1	1
492	что с	2	1
493	действия но	2	1
494	в плане	1	1
495	этот момент	1	1
496	аналогичных действий	1	1
497	до достоевского	1	1
498	реальной действительности	1	1
499	читателя к	1	1
500	а с	2	1
501	прошлое и	1	1
502	и личности	1	1
503	рассказа не	1	1
504	тем что	1	1
505	со своей	2	1
506	в исповеди	1	1
507	о чем	2	1
508	наряду с	1	1
509	заметить что	1	1
510	побуждает его	1	1
511	это было	1	1
512	выводит из	1	1
513	не все	2	1
514	человеку и	1	1
515	это прежде	1	1
516	существования в	2	1
517	по своему	2	1
518	с ними	3	1
519	из дома	1	1
520	для которого	1	1
521	ему себя	1	1
522	одного лица	1	1
523	с того	1	1
524	одной стороны	5	1
525	на первый	1	1
526	представления о	2	1
527	томас манн	2	1
528	не вполне	2	1
529	то у	3	1
530	с одной	5	1
531	между настоящим	1	1
532	на практике	1	1
533	чего не	1	1
534	личности а	1	1
535	эти два	2	1
536	так на	1	1
537	слова и	1	1
538	как уже	2	1
539	не от	1	1
540	не что	1	1
541	мы были	1	1
542	не могут	1	1
543	ему как	1	1
544	он вовсе	1	1
545	от себя	1	1
546	героя в	6	1
547	в одном	1	1
548	в раннем	1	1
549	и что	2	1
550	она не	1	1
551	начала и	2	1
552	также и	1	1
553	стыда за	1	1
554	автора в	2	1
555	я был	1	1
556	должен был	2	1
557	я как	1	1
558	еще раз	1	1
559	на некоторые	1	1
560	на этом	1	1
561	роль в	2	1
562	в действительности	1	1
563	бы его	1	1
564	во сне	2	1
565	он мечтал	1	1
566	у нее	4	1
567	характер за	1	1
568	всякий раз	2	1
569	героини и	2	1
570	плачут и	1	1
571	сознании героя	1	1
572	тем более	2	1
573	в известном	3	1
574	и сам	3	1
575	моей жизни	2	1
576	же как	2	1
577	от своей	1	1
578	это такая	1	1
579	в xix	1	1
580	одно из	2	1
581	для формирования	1	1
582	приходит в	1	1
583	столь же	2	1
584	рассматривается как	1	1
585	участия в	2	1
586	представляют собой	2	1
587	если же	1	1
588	как по	3	1
589	природе как	1	1
590	но что	1	1
591	картине мира	2	1
592	свидетелем и	1	1
593	чем он	1	1
594	но по	1	1
595	его не	1	1
596	делает его	1	1
597	о его	1	1
598	совершенно прав	1	1
599	встречаются и	1	1
600	себя в	2	1
601	все его	4	1
602	но при	4	1
603	в области	2	1
604	давно уже	2	1
605	всей ее	1	1
606	в современной	2	1
607	существо как	1	1
608	чем и	1	1
609	жизни так	3	1
610	мы имеем	3	1
611	хотя в	1	1
612	было бы	2	1
613	с другим	2	1
614	и уже	4	1
615	никак не	3	1
616	к себе	7	1
617	в самой	1	1
618	есть только	1	1
619	могло бы	2	1
620	сверху вниз	1	1
621	грань между	1	1
622	художественное время	1	1
623	нельзя признать	1	1
624	означает что	1	1
625	о нем	3	1
626	вследствие этого	2	1
627	этот вопрос	1	1
628	том или	1	1
629	во время	2	1
630	это был	2	1
631	и более	2	1
632	него с	1	1
633	как говорит	1	1
634	жизни но	1	1
635	было тогда	1	1
636	к своей	1	1
637	в прозе	1	1
