N	2gram	Tiupa_Lite_2	VeschiIm
275	к ее	1	2
276	жизни в	4	2
277	от всех	1	2
278	таково что	1	2
279	а я	1	2
280	в своих	2	2
281	так же	1	2
282	этой точки	1	2
283	эта новая	1	1
284	с новыми	1	1
285	я и	4	1
286	речь идет	3	1
287	существование это	1	1
288	же как	2	1
289	с кем	1	1
290	идет о	3	1
291	сказано что	1	1
292	от самого	1	1
293	по преимуществу	2	1
294	исходит из	1	1
295	едва ли	4	1
296	что уже	1	1
297	из своих	2	1
298	именно к	1	1
299	но по	1	1
300	он как	1	1
301	эстетики и	1	1
302	и никакое	1	1
303	жизни как	2	1
304	уже в	2	1
305	предстает как	1	1
306	и на	6	1
307	себя а	1	1
308	если в	2	1
309	ответ на	1	1
310	искусство в	1	1
311	отличие от	1	1
312	из таких	1	1
313	которые не	1	1
314	в истории	2	1
315	и всякой	1	1
316	стороны и	1	1
317	как нам	1	1
318	и где	1	1
319	и к	2	1
320	самом начале	1	1
321	и свою	1	1
322	личности а	1	1
323	все эти	1	1
324	поскольку в	3	1
325	в этой	3	1
326	еще один	1	1
327	движение и	1	1
328	жизнь как	2	1
329	как он	2	1
330	при этом	6	1
331	у людей	1	1
332	отказа от	2	1
333	раньше и	2	1
334	нам быть	1	1
335	и еще	2	1
336	он должен	1	1
337	в принципе	5	1
338	не к	2	1
339	вы в	1	1
340	том чтобы	3	1
341	быть с	1	1
342	и по	1	1
343	всех своих	3	1
344	однако в	6	1
345	или иных	1	1
346	это конечно	1	1
347	пока мы	1	1
348	что никакого	1	1
349	потому оно	1	1
350	входя в	1	1
351	должен был	1	1
352	в это	1	1
353	в них	2	1
354	она и	1	1
355	далеко не	1	1
356	но лишь	3	1
357	а за	2	1
358	не всегда	1	1
359	и индивидуальный	1	1
360	он и	2	1
361	по той	1	1
362	со всей	1	1
363	этом случае	2	1
364	остается только	1	1
365	и без	2	1
366	в отличие	1	1
367	от его	1	1
368	поэтому в	1	1
369	но эта	1	1
370	и закон	1	1
371	что было	2	1
372	тем самым	3	1
373	как от	1	1
374	пока в	1	1
375	даже в	4	1
376	случае мы	1	1
377	было но	1	1
378	например и	1	1
379	не имеет	1	1
380	к новым	1	1
381	без остатка	3	1
382	пределах самого	1	1
383	и вместо	1	1
384	такова что	1	1
385	явление в	1	1
386	по своей	1	1
387	сводится к	1	1
388	в сознании	1	1
389	так называемый	1	1
390	за ними	1	1
391	того это	1	1
392	личности в	3	1
393	свое собственное	1	1
394	от жизни	1	1
395	не могут	1	1
396	это наверное	1	1
397	могут быть	2	1
398	общения в	1	1
399	даже когда	1	1
400	единым и	1	1
401	ничего общего	1	1
402	принципе не	2	1
403	более не	1	1
404	в конце	2	1
405	на нем	1	1
406	на основе	1	1
407	и от	1	1
408	как по	1	1
409	только не	1	1
410	в пределах	1	1
411	когда речь	1	1
412	на том	1	1
413	в живых	1	1
414	то как	2	1
415	в другом	3	1
416	на нее	1	1
417	отождествляется с	1	1
418	необходимой для	1	1
419	быть может	3	1
420	или иной	1	1
421	и вещи	1	1
422	быть ни	1	1
423	искусства и	1	1
424	вот почему	1	1
425	это я	1	1
426	за пределами	1	1
427	на что	1	1
428	я которое	1	1
429	а также	2	1
430	на еще	1	1
431	самому себе	1	1
432	должно было	1	1
433	на своих	1	1
434	не чувствует	1	1
435	бы представить	1	1
436	чем и	1	1
437	не надо	2	1
438	а именно	3	1
439	на отдельные	1	1
440	но тут	1	1
441	к которому	1	1
442	одного из	1	1
443	но с	3	1
444	его собственная	1	1
445	свет и	1	1
446	в какой	2	1
447	внутренней и	1	1
448	которое мы	1	1
449	всей жизни	1	1
450	и отождествление	1	1
451	процессов в	1	1
452	не было	2	1
453	субъекта но	1	1
454	с одной	7	1
455	с какой	1	1
456	для всех	5	1
457	не можем	1	1
458	эти и	1	1
459	в начале	3	1
460	свидетельствует о	2	1
461	от других	1	1
462	в энергии	1	1
463	чего бы	1	1
464	очевидно что	2	1
465	себе в	1	1
466	слова в	1	1
467	вовсе не	2	1
468	у него	2	1
469	собственного я	1	1
470	и будет	1	1
471	к той	1	1
472	ее на	1	1
473	в других	1	1
474	где в	2	1
475	один в	1	1
476	живой и	1	1
477	не знали	3	1
478	и прежде	1	1
479	души и	1	1
480	говорит о	1	1
481	принадлежит не	1	1
482	к человеку	1	1
483	по тем	1	1
484	одной стороны	6	1
485	стремится к	1	1
486	есть лишь	1	1
487	и выше	2	1
488	он становится	1	1
489	еще только	1	1
490	смысл этот	1	1
491	было сказано	2	1
492	нет ничего	1	1
493	который бы	1	1
494	всем что	1	1
495	я узнаю	1	1
496	из которых	2	1
497	к бытию	1	1
498	нет а	1	1
499	в столь	1	1
500	он говорит	1	1
501	вокруг себя	1	1
502	по существу	3	1
503	слова и	7	1
504	меня я	1	1
505	мы есть	1	1
506	а вот	1	1
507	этот образ	1	1
508	не является	2	1
509	могло не	1	1
510	или эти	1	1
511	обязан быть	1	1
512	человек сам	1	1
513	ее и	1	1
514	ту самую	1	1
515	и внешней	1	1
516	в третьем	2	1
517	необходимых для	1	1
518	не будучи	1	1
519	на столь	1	1
520	как явление	1	1
521	конце концов	1	1
522	также не	1	1
523	самого субъекта	1	1
524	исключительно в	1	1
525	и сила	1	1
526	одной из	2	1
527	только как	1	1
528	другой стороны	4	1
529	дело с	1	1
530	и опытом	1	1
531	к его	1	1
532	жизни а	2	1
533	я это	2	1
534	из этого	1	1
535	сам в	1	1
536	сила и	2	1
537	от слова	3	1
538	в действительности	1	1
539	читателя и	1	1
540	к этой	2	1
541	то оно	1	1
542	и эта	1	1
543	в противоположность	2	1
544	к этому	1	1
545	можно назвать	1	1
546	в таком	1	1
547	не пассивный	1	1
548	они не	1	1
549	гораздо более	1	1
