N	2gram	Bakhtin_Pr_2	SlovoVZh
513	и художественно	2	1
514	самую форму	1	1
515	но особенно	1	1
516	он вдруг	1	1
517	материалу в	1	1
518	это делает	2	1
519	как одно	2	1
520	его содержание	1	1
521	то есть	50	1
522	подхода к	1	1
523	своей ценности	1	1
524	она в	1	1
525	положения в	1	1
526	автора по	2	1
527	но сами	2	1
528	его живых	1	1
529	не могут	1	1
530	и глубоко	1	1
531	и независимо	1	1
532	что я	1	1
533	если оно	1	1
534	те идеологические	1	1
535	наряду с	1	1
536	является только	1	1
537	содержания начинает	1	1
538	и тот	1	1
539	которые в	2	1
540	сами по	1	1
541	все зависит	1	1
542	для их	1	1
543	всего именно	1	1
544	по крайней	2	1
545	из этой	1	1
546	произведения однако	1	1
547	том и	1	1
548	произведения в	1	1
549	лучшем случае	1	1
550	того кто	1	1
551	в словах	2	1
552	и почти	1	1
553	мы еще	1	1
554	зрения и	1	1
555	же мы	2	1
556	между людьми	1	1
557	три момента	1	1
558	но прежде	1	1
559	только для	2	1
560	в высшей	1	1
561	в смысле	2	1
562	самого начала	1	1
563	в русской	2	1
564	в науке	2	1
565	и единство	1	1
566	она должна	1	1
567	тех или	1	1
568	уж конечно	1	1
569	не является	3	1
570	в основе	2	1
571	время как	1	1
572	здесь конечно	2	1
573	он еще	2	1
574	уже на	2	1
575	идеологические оценки	1	1
576	потому не	1	1
577	того чтобы	1	1
578	найти в	1	1
579	в результате	3	1
580	которой можно	1	1
581	автора к	1	1
582	только и	1	1
583	кто является	1	1
584	же время	3	1
585	от него	3	1
586	человека или	1	1
587	еще более	1	1
588	тем более	1	1
589	все стороны	1	1
590	его структурой	1	1
591	этого кругозора	2	1
592	мы должны	4	1
593	правда это	1	1
594	же оно	1	1
595	а лишь	3	1
596	всей жизни	1	1
597	герой нашего	1	1
598	выделены из	1	1
599	бы по	1	1
600	связи с	1	1
601	можно только	1	1
602	здесь же	1	1
603	в свою	1	1
604	эти три	1	1
605	этого развития	1	1
606	это уже	1	1
607	входят в	1	1
608	важное значение	1	1
609	уже и	1	1
610	видения и	3	1
611	как будто	1	1
612	этом отношении	2	1
613	жизни в	2	1
614	него но	1	1
615	в области	2	1
616	в неразрывное	1	1
617	свое значение	1	1
618	записок из	1	1
619	и сохраняет	1	1
620	у нас	2	1
621	конечно только	1	1
622	и оно	2	1
623	всех представителей	1	1
624	все то	2	1
625	самой своей	1	1
626	его внутренней	1	1
627	одном голосе	1	1
628	конечно гораздо	1	1
629	по самому	1	1
630	есть только	4	1
631	и героем	1	1
632	вошли в	1	1
633	время не	1	1
634	героя в	5	1
635	я и	3	1
636	должны быть	1	1
637	которые имеют	2	1
638	того о	1	1
639	что оно	1	1
640	же случае	1	1
641	и эта	3	1
642	раз подчеркнуть	2	1
643	особый тип	1	1
644	в таком	3	1
645	во всяком	1	1
646	точками зрения	2	1
647	вполне понятно	1	1
648	они не	2	1
649	к тому	1	1
