N	2gram	Tiupa_Hudo_1	slovoVRo
413	высказывание в	1	1
414	его текст	2	1
415	заключается в	2	1
416	здесь как	1	1
417	есть не	1	1
418	ответственного за	1	1
419	но их	3	1
420	и дает	1	1
421	чаще всего	1	1
422	в жизни	2	1
423	ни в	5	1
424	синтаксических конструкций	1	1
425	как целого	1	1
426	и некоторые	2	1
427	и того	2	1
428	и становится	1	1
429	места в	1	1
430	но если	1	1
431	от своего	2	1
432	высказывания как	1	1
433	и без	1	1
434	не столько	3	1
435	в отличие	7	1
436	что говорит	1	1
437	могла бы	2	1
438	есть его	1	1
439	смехом как	1	1
440	для данного	1	1
441	но во	2	1
442	тем не	3	1
443	по крайней	1	1
444	и более	2	1
445	произведения в	1	1
446	которой сводится	1	1
447	однако в	4	1
448	внутренняя раздвоенность	1	1
449	наивной и	1	1
450	то с	1	1
451	не менее	3	1
452	в практике	1	1
453	жизни между	1	1
454	произведения это	1	1
455	мышления и	1	1
456	к изучению	1	1
457	которого он	1	1
458	виду не	3	1
459	он еще	1	1
460	героев и	1	1
461	мнения о	1	1
462	в стилистическом	2	1
463	ясность и	1	1
464	к такому	1	1
465	но только	1	1
466	того чтобы	2	1
467	на котором	1	1
468	дело в	1	1
469	невозможно так	1	1
470	только и	1	1
471	в самой	2	1
472	такой жанр	1	1
473	художника в	1	1
474	его можно	1	1
475	по своей	7	1
476	входят в	1	1
477	и позволяет	1	1
478	без исключения	4	1
479	в творческом	1	1
480	в каком	2	1
481	эстетический объект	4	1
482	тем это	1	1
483	иных языковых	1	1
484	все то	1	1
485	тургенева в	1	1
486	единства в	1	1
487	его за	1	1
488	отличается от	2	1
489	всего в	1	1
490	эффекты могут	1	1
491	всегда так	1	1
492	поэт не	1	1
493	на это	1	1
494	и своя	1	1
495	должен быть	1	1
496	и это	2	1
497	основные композиционные	1	1
498	в виду	5	1
499	композиционные формы	1	1
500	предметно-смысловая и	1	1
501	а язык	1	1
502	они ни	1	1
503	смерти в	1	1
504	язык данного	1	1
505	степени и	1	1
506	приводит к	5	1
507	его внешней	8	1
508	и иные	1	1
509	и совершенно	1	1
510	что может	2	1
511	переход к	1	1
512	и другими	1	1
513	того и	1	1
514	на которую	1	1
515	чужих ему	1	1
516	но у	1	1
517	если бы	3	1
518	и делают	1	1
519	для этого	1	1
520	со стороны	2	1
521	сводится к	7	1
522	именно потому	1	1
523	поэт он	1	1
524	и что	3	1
525	такого языка	1	1
526	смысл на	1	1
527	в различных	1	1
528	в новелле	1	1
529	как у	1	1
530	это было	1	1
531	на всех	2	1
532	это может	1	1
533	нее нет	1	1
534	смысле не	1	1
535	однако с	2	1
536	речевого целого	1	1
537	во втором	4	1
538	нуждается в	1	1
539	что и	2	1
540	ибо и	1	1
541	только такие	1	1
542	крайней мере	1	1
543	лишь одним	1	1
544	на границах	1	1
545	в художественной	2	1
546	ними и	1	1
547	не оспаривает	1	1
548	в литературе	1	1
549	время в	1	1
550	тот же	1	1
551	дело с	1	1
552	вступить в	1	1
553	сложности и	1	1
554	никак нельзя	1	1
555	или же	1	1
556	языка этот	1	1
557	из которого	4	1
558	есть в	2	1
559	жанры в	1	1
560	слова не	1	1
561	в душе	8	1
562	у нее	1	1
563	к ним	1	1
564	авторского слова	1	1
565	случае не	2	1
566	с системой	1	1
567	чтобы не	1	1
568	характерных для	1	1
569	его исторического	1	1
570	автора как	2	1
571	кругозоров и	1	1
572	в форме	4	1
573	момент в	1	1
574	мир глазами	1	1
575	между которыми	1	1
576	или иначе	4	1
577	перестают быть	1	1
578	о своем	1	1
579	и прежде	1	1
580	текст в	3	1
581	литературное произведение	1	1
582	себя и	2	1
583	что не	1	1
584	что для	1	1
585	художника слова	1	1
586	противном случае	2	1
587	на смену	1	1
588	как явление	1	1
589	однако и	1	1
590	языка не	1	1
591	как ни	1	1
592	о чем	2	1
593	автору и	1	1
594	внутренний голос	2	1
595	мира в	2	1
596	он и	1	1
597	в разрушении	1	1
598	вступает в	1	1
599	едины в	1	1
600	о себе	2	1
601	вместе с	1	1
602	до этого	1	1
603	данного литературного	1	1
604	языка мы	1	1
605	человек имеет	1	1
606	в иных	1	1
607	участвующая в	1	1
608	высказывания с	1	1
609	из видов	1	1
610	границ между	2	1
611	к действительности	3	1
612	вокруг себя	1	1
613	быть не	1	1
614	в это	1	1
615	этого слова	2	1
616	сколько бы	1	1
617	эти два	1	1
618	в эстетический	3	1
619	развернута в	1	1
620	сказать нечто	1	1
621	о мире	1	1
622	но с	1	1
623	тех или	2	1
624	в более	1	1
625	за его	1	1
626	историческое становление	1	1
627	жизнью в	1	1
628	единстве целого	1	1
629	тем более	1	1
630	о котором	1	1
631	и сентиментальной	1	1
632	это художественно	1	1
633	от него	1	1
634	бы в	1	1
635	особенности в	1	1
636	полноты и	1	1
637	пришлось бы	1	1
638	на языке	2	1
639	зрения в	1	1
640	поэт в	1	1
641	же в	1	1
642	личности и	3	1
643	в системе	2	1
644	становления и	1	1
645	все художественные	1	1
646	героя и	5	1
647	не знает	3	1
648	от всех	1	1
649	речи и	3	1
650	авторский кругозор	1	1
651	в какой	2	1
652	речи как	1	1
653	жизни и	1	1
654	и другие	2	1
655	героя как	1	1
656	значение в	1	1
657	в таком	1	1
658	все что	1	1
659	этой точки	1	1
660	они не	1	1
