N	2gram	Voloshinov_1	Analitik
284	более или	1	1
285	следующим образом	1	1
286	искусство и	1	1
287	со своей	1	1
288	не приходится	2	1
289	в которой	3	1
290	бы и	2	1
291	первый момент	1	1
292	так или	1	1
293	все эти	7	1
294	из этих	2	1
295	которые в	1	1
296	в известном	1	1
297	данном контексте	1	1
298	и те	7	1
299	но ведь	1	1
300	как он	2	1
301	так сказать	6	1
302	в замкнутом	1	1
303	быть только	1	1
304	в нем	10	1
305	внутренняя форма	1	1
306	всех остальных	2	1
307	всех этих	1	1
308	первой части	2	1
309	к одному	4	1
310	не как	2	1
311	прочим и	1	1
312	из виду	2	1
313	настоящего времени	5	1
314	и по	1	1
315	его до	1	1
316	человека в	2	1
317	в каждом	7	1
318	выходит далеко	1	1
319	из самой	1	1
320	оно становится	2	1
321	времени и	1	1
322	входит в	5	1
323	это не	1	1
324	то все	1	1
325	не совпадает	1	1
326	что один	1	1
327	говорить в	1	1
328	ни в	2	1
329	останавливаться на	1	1
330	все равно	1	1
331	далеко не	4	1
332	со своими	1	1
333	всегда и	1	1
334	же самый	1	1
335	третьей части	2	1
336	сознанию и	1	1
337	нисколько не	1	1
338	в понимании	2	1
339	художественный смысл	1	1
340	но если	2	1
341	и при	3	1
342	при участии	1	1
343	и помимо	1	1
344	не становится	3	1
345	это делает	2	1
346	имеется в	1	1
347	одним и	1	1
348	на каждом	1	1
349	что я	1	1
350	других как	1	1
351	для данного	2	1
352	времени не	2	1
353	и более	2	1
354	не должна	1	1
355	зрения и	2	1
356	и вся	1	1
357	тому что	2	1
358	виду что	1	1
359	до известной	1	1
360	с теми	1	1
361	принадлежит своя	1	1
362	тогда когда	1	1
363	одна из	2	1
364	она получает	1	1
365	качестве фактора	1	1
366	эта внутренняя	1	1
367	и имеет	1	1
368	для всего	3	1
369	он с	1	1
370	в разных	1	1
371	слова как	7	1
372	этих двух	1	1
373	как она	2	1
374	по своей	1	1
375	потому что	1	1
376	связи с	11	1
377	внутренней жизни	4	1
378	самой этой	1	1
379	только с	1	1
380	с другом	1	1
381	у нас	2	1
382	языка в	14	1
383	всей их	1	1
384	места для	1	1
385	если он	2	1
386	на границе	3	1
387	во все	2	1
388	и другой	1	1
389	далеко за	2	1
390	его за	1	1
391	отличается от	1	1
392	же самое	3	1
393	должны быть	3	1
394	всё что	1	1
395	как человек	1	1
396	отказаться от	1	1
397	если же	1	1
398	о них	1	1
399	и своих	1	1
400	в применении	1	1
401	значения и	1	1
402	то она	1	1
403	в виду	2	1
404	свою очередь	2	1
405	но при	2	1
406	в ее	7	1
407	знакового материала	3	1
408	к какой	1	1
409	характер и	1	1
410	только то	1	1
411	далее к	1	1
412	отвлечься от	1	1
413	в совершенно	1	1
414	продолжает жить	1	1
415	с первым	2	1
416	в образе	1	1
417	в отношении	4	1
418	связан с	1	1
419	к анализу	1	1
420	речи как	2	1
421	даже из	1	1
422	о нем	1	1
423	является по	1	1
424	и здесь	6	1
425	мы могли	1	1
426	в другом	2	1
427	нашем случае	1	1
428	и что	1	1
429	близки к	1	1
430	сознании его	1	1
431	все его	1	1
432	каждом из	1	1
433	в которую	1	1
434	места и	1	1
435	к нему	1	1
436	с его	1	1
437	или иначе	2	1
438	от них	1	1
439	ибо и	1	1
440	себя от	2	1
441	и взаимодействия	2	1
442	них в	1	1
443	даже для	1	1
444	в художественной	1	1
445	во внутренней	1	1
446	не будучи	1	1
447	в литературе	2	1
448	и конкретном	1	1
449	оно и	1	1
450	мы видим	1	1
451	тот же	4	1
452	в основном	6	1
453	бесспорно является	1	1
454	нуждается в	3	1
455	лишь на	1	1
456	в какой	3	1
457	хотя бы	5	1
458	лишь одна	1	1
459	место лишь	1	1
460	между этими	2	1
461	и ее	3	1
462	делает его	1	1
463	одни и	5	1
464	же и	2	1
465	этот вопрос	5	1
466	переживания и	2	1
467	уже в	1	1
468	первого лица	1	1
469	в начале	5	1
470	существования и	1	1
471	принадлежащих к	1	1
472	и повсюду	1	1
473	мышления и	1	1
474	который как	1	1
475	мы внесем	1	1
476	пока не	2	1
477	представить себе	1	1
478	слова в	1	1
479	сами по	1	1
480	так как	2	1
481	может служить	1	1
482	себе и	2	1
483	дело и	1	1
484	не доказывает	1	1
485	стороны или	1	1
486	образом не	1	1
487	не возникнет	1	1
488	характерны для	1	1
489	бы это	1	1
490	к самому	1	1
491	и речи	2	1
492	в данный	2	1
493	под определенным	1	1
494	на ее	1	1
495	в свою	2	1
496	еще и	1	1
497	себя и	1	1
498	исходит из	1	1
499	нового времени	2	1
500	принадлежит не	1	1
501	более того	3	1
502	не означает	1	1
503	зависит от	2	1
504	есть лишь	2	1
505	для анализа	1	1
506	совершенно очевидна	1	1
507	не допускает	1	1
508	что существенно	1	1
509	среда в	2	1
510	в связи	7	1
511	оно ни	3	1
512	всякий иной	1	1
513	границы между	1	1
514	и потому	5	1
515	всем остальным	1	1
516	различения и	1	1
517	установкой на	2	1
518	целом ряде	2	1
519	взятое в	1	1
520	и всей	1	1
521	или менее	1	1
522	стороны и	1	1
523	формы высказывания	1	1
524	для реализации	1	1
525	друг с	1	1
526	принять и	1	1
527	и там	1	1
528	что же	4	1
529	в кавычках	1	1
530	с этой	2	1
531	слова и	3	1
532	между прочим	1	1
533	жизненного процесса	1	1
534	остается в	1	1
535	к другим	1	1
536	не является	4	1
537	известной степени	1	1
538	и сама	2	1
539	именно здесь	2	1
540	его не	1	1
541	а все	1	1
542	человек и	1	1
543	непременно должны	1	1
544	с установкой	2	1
545	от него	2	1
546	к этой	2	1
547	и как	3	1
548	мы должны	3	1
549	ведь есть	1	1
550	ни к	2	1
551	другая в	1	1
552	зрения в	1	1
553	своего бытия	1	1
554	все остальные	2	1
555	отношении к	4	1
556	в системе	1	1
557	мотивы не	1	1
558	слово в	3	1
559	в романе	2	1
560	с ней	1	1
561	состоит из	1	1
562	совершенно не	3	1
563	не что	1	1
564	из этого	2	1
565	языка то	1	1
566	борьба и	2	1
567	например во	1	1
568	без исключения	8	1
569	ее в	1	1
570	этой точки	1	1
571	следует сказать	1	1
572	значение в	1	1
