N	2gram	Trubetskoy_1	PoTuStor
197	для достижения	1	1
198	мы имеем	2	1
199	мир не	1	1
200	совершенно так	1	1
201	нам в	1	1
202	так чтобы	2	1
203	оно есть	1	1
204	но даже	1	1
205	не совсем	1	1
206	и представлениями	1	1
207	и образуют	1	1
208	же что	1	1
209	время после	2	1
210	живое существо	1	1
211	в ней	1	1
212	а другие	1	1
213	не был	1	1
214	бы то	2	1
215	что его	1	1
216	основано на	2	1
217	но не	8	1
218	вступают в	1	1
219	с духом	1	1
220	что они	1	1
221	к сожалению	3	1
222	в течение	4	1
223	в рамках	3	1
224	общего с	2	1
225	некоторое время	1	1
226	все же	6	1
227	однако не	1	1
228	всей этой	1	1
229	когда он	3	1
230	его к	1	1
231	есть ли	1	1
232	от этого	1	1
233	к чему	1	1
234	уже не	3	1
235	та же	1	1
236	ни один	2	1
237	а во-вторых	1	1
238	в нашем	1	1
239	имеем в	1	1
240	как совершенно	1	1
241	на его	1	1
242	что она	1	1
243	не следует	1	1
244	главным образом	8	1
245	время и	1	1
246	но именно	1	1
247	а просто	1	1
248	именно то	1	1
249	душу и	1	1
250	в корне	1	1
251	борьбу с	1	1
252	и связанные	2	1
253	только те	1	1
254	но вместе	2	1
255	из него	2	1
256	находит себе	1	1
257	основные черты	1	1
258	человека в	1	1
259	от нее	1	1
260	а вместе	1	1
261	то ни	2	1
262	что мир	1	1
263	различие между	1	1
264	в мире	5	1
265	той же	1	1
266	общем можно	1	1
267	на все	2	1
268	лишь в	5	1
269	входит в	1	1
270	это было	1	1
271	на почве	1	1
272	в свой	1	1
273	весь мир	1	1
274	неизбежно должен	1	1
275	душе человека	1	1
276	в самую	1	1
277	с тем	18	1
278	этим и	1	1
279	несмотря на	6	1
280	похоже на	1	1
281	для широких	1	1
282	и того	1	1
283	одного и	1	1
284	но если	2	1
285	от своего	1	1
286	господствует в	1	1
287	но эта	1	1
288	которые в	2	1
289	и термины	1	1
290	однако в	1	1
291	этот мир	1	1
292	осталось и	1	1
293	вернемся к	1	1
294	характер носят	2	1
295	всех их	1	1
296	или что	1	1
297	а иногда	1	1
298	иной раз	2	1
299	в смысле	4	1
300	обмануть его	1	1
301	в эпоху	7	1
302	и отсюда	1	1
303	тогда когда	2	1
304	русский или	1	1
305	в сущности	1	1
306	без остатка	2	1
307	того чтобы	5	1
308	только не	2	1
309	не имеет	5	1
310	это мы	1	1
311	ничего не	1	1
312	они являются	1	1
313	очень мало	4	1
314	пути и	1	1
315	в русском	2	1
316	что жизнь	1	1
317	мире и	1	1
318	к этим	1	1
319	связи с	9	1
320	ничто не	1	1
321	в сознании	1	1
322	в виду	2	1
323	и делает	1	1
324	мы и	1	1
325	тела и	1	1
326	с другом	5	1
327	среди них	2	1
328	похож на	2	1
329	следует заметить	1	1
330	с телом	2	1
331	отличается от	2	1
332	же самое	2	1
333	должны быть	1	1
334	к тому	6	1
335	той или	2	1
336	наконец что	1	1
337	на это	1	1
338	как известно	1	1
339	ничего общего	2	1
340	бы по	1	1
341	без всякого	1	1
342	данном случае	1	1
343	в себя	1	1
344	культуры и	3	1
345	приводит к	2	1
346	роль в	1	1
347	и что	4	1
348	если они	1	1
349	это состояние	1	1
350	виде мы	1	1
351	к тем	1	1
352	если бы	3	1
353	из одного	1	1
354	в разных	2	1
355	местах и	1	1
356	в известных	1	1
357	и здесь	2	1
358	считают что	1	1
359	и т.д	6	1
360	характер этого	1	1
361	не позволяет	1	1
362	любви к	1	1
363	эта сила	1	1
364	с нами	1	1
365	эти два	1	1
366	на одном	1	1
367	не более	1	1
368	быть даже	2	1
369	нельзя сказать	1	1
370	наконец в	2	1
371	и об	1	1
372	влечениями и	1	1
373	и мир	2	1
374	в которую	1	1
375	к нему	7	1
376	что здесь	1	1
377	тот же	2	1
378	дело с	1	1
379	человека все	1	1
380	к их	1	1
381	с одной	7	1
382	в качестве	3	1
383	себя в	1	1
384	уже в	2	1
385	нами и	2	1
386	в нашей	1	1
387	веры и	1	1
388	растворяется в	1	1
389	конечно нет	1	1
390	наоборот что	1	1
391	в конце	6	1
392	с этими	1	1
393	привела к	1	1
394	случае не	3	1
395	заметить что	1	1
396	как раз	1	1
397	этом отношении	2	1
398	перейти к	1	1
399	для того	5	1
400	его успех	1	1
401	со всем	1	1
402	или иной	2	1
403	с другой	8	1
404	и прежде	1	1
405	в свою	2	1
406	у многих	1	1
407	на неудачу	1	1
408	а с	7	1
409	борьбой с	1	1
410	связано с	2	1
411	у нас	1	1
412	одной стороны	7	1
413	его смерти	2	1
414	на этот	4	1
415	и самый	1	1
416	зависит от	1	1
417	а не	5	1
418	жизнь в	1	1
419	человек есть	1	1
420	не всегда	2	1
421	в связи	3	1
422	в момент	1	1
423	связь с	2	1
424	и особенно	2	1
425	сознанием как	1	1
426	в данном	1	1
427	источника так	1	1
428	из этой	2	1
429	друг с	5	1
430	сейчас же	1	1
431	есть то	1	1
432	о его	1	1
433	это отличие	1	1
434	примыкают к	1	1
435	это уже	1	1
436	известной степени	1	1
437	пор еще	2	1
438	при таком	2	1
439	ли они	2	1
440	которой можно	1	1
441	в эту	2	1
442	мы должны	6	1
443	позволяет нам	1	1
444	только что	2	1
445	же в	1	1
446	к ее	1	1
447	не осталось	1	1
448	является его	1	1
449	нет ничего	1	1
450	с ней	3	1
451	а ведь	1	1
452	образы не	1	1
453	но этим	1	1
454	ко всему	2	1
455	же приходится	1	1
456	т.е как	1	1
457	в своих	1	1
458	этой точки	2	1
459	как на	8	1
460	творчество как	1	1
