N	2gram	Bakhtin_sl_1	Komedia
231	или иначе	1	2
232	себя и	1	2
233	что для	1	2
234	не было	3	2
235	а на	2	2
236	что мы	1	2
237	ближе к	1	2
238	он и	1	2
239	до этого	1	2
240	его на	1	2
241	к своему	6	2
242	в пределах	14	2
243	не могут	3	2
244	по существу	3	2
245	для понимания	2	2
246	в уже	1	2
247	этом случае	2	2
248	нет ничего	1	2
249	при всем	3	2
250	и все	4	2
251	обстоит дело	2	2
252	между ними	2	2
253	только как	1	2
254	другой стороны	4	2
255	совершенно не	2	2
256	равно как	1	2
257	которым он	1	2
258	из этого	3	2
259	в свое	3	2
260	в таком	1	2
261	формы и	3	1
262	получают в	1	1
263	например в	2	1
264	чтобы не	1	1
265	с жизнью	1	1
266	сын и	1	1
267	поэтической речи	1	1
268	возможны и	1	1
269	или к	3	1
270	в первом	3	1
271	к другому	1	1
272	действительному или	1	1
273	и до	1	1
274	в зависимости	3	1
275	мы имеем	1	1
276	именно к	1	1
277	глубины и	1	1
278	совсем иное	1	1
279	они были	2	1
280	не оказать	1	1
281	как впрочем	1	1
282	зависимости от	3	1
283	собой в	1	1
284	в большинстве	10	1
285	все эти	9	1
286	не был	1	1
287	и главное	1	1
288	одним словом	2	1
289	но не	2	1
290	но как	1	1
291	в сторону	1	1
292	не входит	1	1
293	и нуждается	1	1
294	друга и	1	1
295	которые не	1	1
296	в истории	3	1
297	в одной	1	1
298	одном из	1	1
299	как к	2	1
300	перед нами	4	1
301	который они	1	1
302	что по	1	1
303	и наконец	4	1
304	его образа	1	1
305	может послужить	1	1
306	сошелся с	1	1
307	более или	3	1
308	в действительности	1	1
309	от этого	2	1
310	в этот	1	1
311	из этих	3	1
312	выражение в	3	1
313	имеем в	1	1
314	и те	2	1
315	т д	5	1
316	было с	1	1
317	по крайней	1	1
318	в понимании	3	1
319	к одному	1	1
320	не к	1	1
321	полемики с	1	1
322	нашего времени	1	1
323	прошлого века	1	1
324	или вовсе	2	1
325	на этом	2	1
326	его можно	1	1
327	речь с	1	1
328	в нее	1	1
329	эта же	1	1
330	именно это	1	1
331	с такими	1	1
332	в каждом	4	1
333	что все	2	1
334	отходит в	1	1
335	же не	1	1
336	есть все	1	1
337	значение в	1	1
338	конечно в	1	1
339	той же	2	1
340	них не	1	1
341	это было	1	1
342	подходит к	1	1
343	в свой	1	1
344	и тем	2	1
345	чаще всего	1	1
346	от последнего	1	1
347	в это	1	1
348	его и	3	1
349	для них	2	1
350	от которого	1	1
351	две линии	1	1
352	для своего	1	1
353	этого не	1	1
354	речь на	4	1
355	зрения самого	2	1
356	из общего	1	1
357	от своего	1	1
358	таким же	1	1
359	как все	1	1
360	место в	1	1
361	не столько	1	1
362	не от	1	1
363	в отличие	1	1
364	его отношение	1	1
365	для всякого	1	1
366	сам же	1	1
367	жанра в	4	1
368	точку зрения	3	1
369	для данного	1	1
370	которые в	3	1
371	но он	2	1
372	друг другу	2	1
373	обращение к	1	1
374	том и	2	1
375	том же	4	1
376	ним в	1	1
377	в устах	1	1
378	этой работы	1	1
379	и вся	1	1
380	в атмосфере	2	1
381	весь в	1	1
382	случае в	1	1
383	свое время	1	1
384	и основным	1	1
385	на себе	1	1
386	он еще	1	1
387	в самых	2	1
388	не могло	3	1
389	остановимся здесь	1	1
390	на котором	1	1
391	людям и	1	1
392	из признания	1	1
393	находятся в	1	1
394	и лишь	1	1
395	и по	2	1
396	те моменты	1	1
397	чтобы придать	1	1
398	по своей	1	1
399	во всем	1	1
400	вот что	1	1
401	же он	1	1
402	со своим	5	1
403	в сознании	2	1
404	одному и	2	1
405	оказывается перед	1	1
406	интересующие нас	1	1
407	с другом	2	1
408	точке зрения	2	1
409	все то	1	1
410	день в	1	1
411	могут быть	19	1
412	как только	3	1
413	всего в	1	1
414	не отдавать	1	1
415	но сама	1	1
416	и можем	1	1
417	правда не	2	1
418	живет на	1	1
419	пределах того	4	1
420	подходе к	1	1
421	перед необходимостью	1	1
422	и от	4	1
423	нет никакой	1	1
424	в себя	1	1
425	и может	3	1
426	и противоречия	1	1
427	и совершенно	1	1
428	те же	2	1
429	особенно в	1	1
430	на которую	1	1
431	которые он	1	1
432	этим в	1	1
433	это только	1	1
434	могла быть	1	1
435	жизнь и	1	1
436	не его	2	1
437	он к	1	1
438	для этого	1	1
439	из одного	2	1
440	входящих в	1	1
441	тем чем	3	1
442	сводится к	1	1
443	высказывание в	1	1
444	нечто совсем	1	1
445	и ничем	1	1
446	язык и	10	1
447	его жизни	1	1
448	наоборот как	1	1
449	все его	4	1
450	может не	8	1
451	нас в	2	1
452	за свое	1	1
453	исходят из	1	1
454	то в	2	1
455	от них	1	1
456	во втором	1	1
457	крайней мере	1	1
458	в лучшем	2	1
459	и она	1	1
460	не требует	3	1
461	из видов	1	1
462	там и	1	1
463	мы видим	2	1
464	ли он	4	1
465	только в	6	1
466	реагирует на	1	1
467	в стороне	1	1
468	моменты в	1	1
469	со всеми	1	1
470	в эти	1	1
471	в построении	2	1
472	и у	2	1
473	только на	2	1
474	а напротив	1	1
475	свою жизнь	1	1
476	как более	2	1
477	не из	2	1
478	в ином	1	1
479	в душе	1	1
480	и других	3	1
481	к своим	1	1
482	и их	1	1
483	в новом	1	1
484	на одном	1	1
485	не выражает	1	1
486	с этими	2	1
487	как его	5	1
488	акт от	1	1
489	где в	1	1
490	с общим	1	1
491	или одного	1	1
492	наше сопоставление	1	1
493	не были	3	1
494	выходит за	3	1
495	других не	1	1
496	эти две	1	1
497	уходит в	1	1
498	чем он	2	1
499	а с	2	1
500	он только	1	1
501	был в	1	1
502	время было	1	1
503	не на	5	1
504	с которым	2	1
505	однако и	1	1
506	в руках	1	1
507	мужа и	1	1
508	которых должен	1	1
509	конечно на	1	1
510	в слове	7	1
511	мы остановимся	1	1
512	в изучении	1	1
513	служит совершенно	1	1
514	которые как	1	1
515	и ему	1	1
516	как ни	1	1
517	и выражает	1	1
518	этот рассказ	1	1
519	на фоне	7	1
520	эти слова	2	1
521	или на	1	1
522	эта идея	1	1
523	ко всем	1	1
524	других случаях	2	1
525	и потому	4	1
526	относятся к	1	1
527	впрочем не	1	1
528	в разной	1	1
529	как за	1	1
530	ничего нет	1	1
531	на правах	2	1
532	из уст	1	1
533	такого рода	2	1
534	и там	3	1
535	быть только	2	1
536	да и	1	1
537	образом на	1	1
538	хотя он	1	1
539	друг с	2	1
540	своего времени	1	1
541	в состоянии	1	1
542	быть не	1	1
543	в реальном	1	1
544	что между	1	1
545	на пути	1	1
546	можно сказать	2	1
547	в основном	3	1
548	в смысле	4	1
549	он должен	1	1
550	не знаем	1	1
551	ему только	1	1
552	войти в	2	1
553	их все	1	1
554	или в	8	1
555	к диалогу	1	1
556	в другой	2	1
557	о котором	1	1
558	последнего времени	2	1
559	для нас	2	1
560	могли бы	1	1
561	или менее	3	1
562	это может	1	1
563	у них	2	1
564	в этих	2	1
565	его тем	1	1
566	разве только	1	1
567	разной степени	2	1
568	ибо в	1	1
569	все они	7	1
570	места в	1	1
571	отношении к	6	1
572	иное чем	1	1
573	городов и	1	1
574	всякий смысл	1	1
575	все художественные	1	1
576	с ней	2	1
577	на смену	1	1
578	сказать что	2	1
579	и только	1	1
580	первом случае	2	1
581	бы его	2	1
582	на своем	5	1
583	и две	1	1
584	жизнь в	2	1
585	жизни и	1	1
586	пути к	1	1
587	и эта	2	1
588	как на	1	1
589	этой точки	1	1
590	они не	1	1
