N	2gram	Berdyaev_V_1	Dialekti
301	личность о	1	1
302	еще с	1	1
303	и свободного	4	1
304	в которых	1	1
305	которой они	2	1
306	чудо что	1	1
307	почему мы	1	1
308	их в	3	1
309	свобода и	1	1
310	этих трех	3	1
311	говорит великий	1	1
312	в процессе	1	1
313	тайна и	1	1
314	можно ли	1	1
315	это мы	2	1
316	и всегда	1	1
317	самой жизни	1	1
318	одна из	2	1
319	природы в	1	1
320	и теперь	2	1
321	но теперь	2	1
322	утверждения личности	1	1
323	верим что	1	1
324	и права	1	1
325	а в	2	1
326	в духе	2	1
327	человека в	1	1
328	зависимости от	1	1
329	всего в	2	1
330	всего что	1	1
331	взятого в	1	1
332	они и	2	1
333	и они	3	1
334	из всего	1	1
335	как мы	1	1
336	имя этого	1	1
337	вечности и	2	1
338	как религия	1	1
339	верит в	2	1
340	на том	2	1
341	переход к	1	1
342	можно было	2	1
343	в бездну	1	1
344	вечное и	1	1
345	и которые	1	1
346	божий и	1	1
347	бога как	2	1
348	почему в	2	1
349	это только	1	1
350	мы в	1	1
351	быть может	1	1
352	ними как	1	1
353	к спасению	1	1
354	в личности	2	1
355	от чуда	1	1
356	после того	1	1
357	истории нет	1	1
358	к нему	1	1
359	вечной жизни	1	1
360	от них	1	1
361	вслед за	2	1
362	все в	1	1
363	что бы	1	1
364	к личности	4	1
365	человека как	2	1
366	но с	1	1
367	и воплощение	1	1
368	есть что-нибудь	1	1
369	же за	1	1
370	будто бы	1	1
371	тогда мы	1	1
372	говорю здесь	1	1
373	их не	1	1
374	пределов для	1	1
375	истории человечества	3	1
376	уже в	1	1
377	ничего нельзя	1	1
378	личности то	1	1
379	слова не	1	1
380	должно иметь	1	1
381	его и	2	1
382	за ним	3	1
383	в я	1	1
384	есть метафизическое	1	1
385	не так	2	1
386	земли и	2	1
387	в конце	3	1
388	не для	1	1
389	и великолепно	1	1
390	себя от	1	1
391	так говорят	1	1
392	временного в	1	1
393	и предельного	1	1
394	на части	1	1
395	они будут	4	1
396	он так	1	1
397	и вместе	1	1
398	великая тайна	2	1
399	не были	1	1
400	ней и	1	1
401	она и	1	1
402	тогда это	1	1
403	мы это	2	1
404	с другой	1	1
405	чудо от	2	1
406	души и	1	1
407	к ее	1	1
408	к человеку	1	1
409	превращается в	3	1
410	них и	1	1
411	церкви и	1	1
412	жизнь в	1	1
413	него не	1	1
414	мира в	2	1
415	всемирной истории	3	1
416	личности если	1	1
417	эта идея	1	1
418	ко всем	1	1
419	зачем же	2	1
420	бы это	1	1
421	человека к	1	1
422	и последнее	2	1
423	есть такое	1	1
424	есть идея	1	1
425	и самые	1	1
426	их к	1	1
427	этот третий	1	1
428	в бытие	1	1
429	тем кто	2	1
430	его когда	1	1
431	а потом	1	1
432	мира сего	4	1
433	имеет никакой	1	1
434	вечности вот	1	1
435	в состоянии	1	1
436	на тысячу	1	1
437	религии и	1	1
438	в великом	1	1
439	указать на	1	1
440	уже на	2	1
441	и от	1	1
442	в известном	1	1
443	мира и	1	1
444	которая в	1	1
445	в силах	4	1
446	человек и	1	1
447	ее и	2	1
448	и опять	1	1
449	у них	1	1
450	конце концов	1	1
451	категории не	1	1
452	стороны в	1	1
453	есть уже	2	1
454	но вот	1	1
455	давно уже	2	1
456	жизни в	1	1
457	о своем	1	1
458	существует как	1	1
459	не быть	1	1
460	и каким	1	1
461	является и	1	1
462	в массе	1	1
463	не верят	3	1
464	в своих	1	1
