N	2gram	Potebnia_M_3	EvropaiE
321	находящихся в	1	1
322	тогда как	2	1
323	отличие от	1	1
324	теперь не	2	1
325	за пределы	2	1
326	только путем	1	1
327	явление которое	1	1
328	относится к	4	1
329	которые не	1	1
330	есть основание	1	1
331	через х	1	1
332	как по	1	1
333	в одной	1	1
334	дает нам	3	1
335	значение его	1	1
336	все остальные	3	1
337	все же	2	1
338	в противном	1	1
339	смысле этого	7	1
340	к тем	2	1
341	могли бы	1	1
342	и придавать	1	1
343	что по	2	1
344	мы различаем	2	1
345	его к	2	1
346	более или	3	1
347	увидим что	1	1
348	та же	2	1
349	бы с	1	1
350	которые в	1	1
351	своему влиянию	1	1
352	один и	1	1
353	имеет для	3	1
354	и тот	2	1
355	бы только	1	1
356	уже отчасти	1	1
357	тому же	1	1
358	на его	2	1
359	при этом	3	1
360	т д	3	1
361	области и	1	1
362	имело бы	1	1
363	всем своем	1	1
364	эта последняя	2	1
365	и когда	1	1
366	не как	2	1
367	в корне	1	1
368	или вовсе	3	1
369	находим у	1	1
370	и наоборот	4	1
371	но все	2	1
372	от нее	2	1
373	не станем	1	1
374	было только	1	1
375	в нем	9	1
376	в совершенно	1	1
377	том случае	1	1
378	поэзии и	1	1
379	начинает смотреть	1	1
380	говорить не	1	1
381	лишь в	1	1
382	входит в	2	1
383	человечества но	1	1
384	в свой	2	1
385	в жизни	1	1
386	она и	1	1
387	последние в	1	1
388	здесь можно	1	1
389	есть звук	1	1
390	наука в	1	1
391	и было	1	1
392	потому и	1	1
393	и различие	1	1
394	и необходимость	1	1
395	или менее	3	1
396	есть такая	2	1
397	в такой	1	1
398	человек до	1	1
399	с к	2	1
400	что при	3	1
401	такое толкование	1	1
402	выше мы	2	1
403	друг другу	1	1
404	образом из	1	1
405	на существование	1	1
406	в современном	1	1
407	с такими	1	1
408	том же	2	1
409	для этого	1	1
410	пред лицом	1	1
411	тому что	3	1
412	кажется нам	1	1
413	все эти	1	1
414	не менее	5	1
415	что эта	2	1
416	что с	2	1
417	и другое	1	1
418	с то	1	1
419	принадлежат к	1	1
420	душе и	1	1
421	занять место	1	1
422	если ему	1	1
423	области где	1	1
424	в разных	2	1
425	находятся в	1	1
426	такая же	2	1
427	вне сознания	1	1
428	на себе	1	1
429	во всем	1	1
430	и его	4	1
431	каждой из	3	1
432	некоторым образом	3	1
433	связи с	2	1
434	не находим	1	1
435	мы бы	1	1
436	в сознании	15	1
437	е не	1	1
438	есть к	3	1
439	настоящего времени	1	1
440	которую не	1	1
441	других случаях	1	1
442	относиться к	1	1
443	оставим в	1	1
444	отказаться от	2	1
445	мы привели	1	1
446	для себя	3	1
447	приходит к	1	1
448	своего развития	1	1
449	и о	2	1
450	pas raison	1	1
451	и художественное	1	1
452	указывать на	2	1
453	имеет значение	6	1
454	через b	1	1
455	мы думаем	1	1
456	представим себе	1	1
457	то или	2	1
458	мысль о	5	1
459	что само	1	1
460	то время	4	1
461	котором мы	2	1
462	был бы	2	1
463	те же	6	1
464	одного из	1	1
465	каждого из	2	1
466	об этом	2	1
467	когда в	2	1
468	ко второй	1	1
469	быть может	3	1
470	которая в	1	1
471	и вообще	3	1
472	с ним	6	1
473	связанное с	2	1
474	суждения не	2	1
475	и пред	1	1
476	слово на	1	1
477	это зависит	2	1
478	сводится к	1	1
479	чтобы устранить	1	1
480	не перед	1	1
481	его жизни	2	1
482	или на	2	1
483	нас в	1	1
484	не заключает	2	1
485	такими же	1	1
486	связь между	2	1
487	в которую	1	1
488	это может	1	1
489	из себя	2	1
490	не сделать	1	1
491	а через	1	1
492	однако с	1	1
493	которые мы	1	1
494	эти два	1	1
495	но нельзя	1	1
496	в ту	1	1
497	и следовательно	3	1
498	указаниями на	1	1
499	величин в	1	1
500	значит что	1	1
501	не приписываем	1	1
502	при самом	1	1
503	один из	4	1
504	в двух	1	1
505	что конечно	3	1
506	тот же	1	1
507	с ними	1	1
508	и науке	1	1
509	как нечто	1	1
510	но более	1	1
511	это стремление	1	1
512	которое мы	2	1
513	что как	2	1
514	который в	1	1
515	эта идея	1	1
516	на которые	1	1
517	или же	4	1
518	и ее	1	1
519	по этому	1	1
520	больше чем	1	1
521	конечно не	1	1
522	какова должна	1	1
523	уже не	6	1
524	уже в	5	1
525	на такой	1	1
526	если мы	1	1
527	то и	6	1
528	только тогда	9	1
529	в начале	3	1
530	что не	8	1
531	это значение	1	1
532	как кажется	1	1
533	но совершенно	1	1
534	принадлежит не	1	1
535	отличным от	1	1
536	одно из	5	1
537	для него	9	1
538	представить себе	3	1
539	случае когда	1	1
540	и искусства	1	1
541	к сознанию	2	1
542	как его	1	1
543	мы обозначаем	1	1
544	целого круга	1	1
545	чем меньше	1	1
546	существовать в	1	1
547	от того	8	1
548	гораздо сложнее	1	1
549	в более	1	1
550	другие более	1	1
551	даже не	1	1
552	или иначе	1	1
553	в ряде	1	1
554	что для	4	1
555	не было	4	1
556	зависит от	6	1
557	и далее	1	1
558	человеческой жизни	3	1
559	если даже	1	1
560	с которым	1	1
561	при некотором	1	1
562	должно происходить	1	1
563	что мы	8	1
564	мы поймем	1	1
565	мы знаем	1	1
566	если не	4	1
567	со значением	2	1
568	входить в	1	1
569	связь с	3	1
570	уже о	1	1
571	видели в	1	1
572	суждений о	1	1
573	как одно	1	1
574	многих случаях	1	1
575	заметно некоторое	1	1
576	она есть	1	1
577	есть только	5	1
578	это различие	1	1
579	некоторое время	1	1
580	многих других	1	1
581	том смысле	3	1
582	действительности как	1	1
583	должно быть	5	1
584	этого слова	11	1
585	слова и	5	1
586	на пути	1	1
587	для развития	2	1
588	большее количество	1	1
589	нельзя сказать	3	1
590	это можно	3	1
591	что оно	11	1
592	та и	1	1
593	о котором	1	1
594	в силах	1	1
595	а к	3	1
596	в большей	2	1
597	такое явление	1	1
598	уже существует	1	1
599	всем другим	1	1
600	но это	6	1
601	совершенно ошибочно	1	1
602	существование и	1	1
603	мы оставим	1	1
604	но этот	2	1
605	в последнем	3	1
606	с такой	1	1
607	оно не	4	1
608	что даже	4	1
609	сам в	1	1
610	в свое	2	1
611	есть то	2	1
612	на ту	1	1
613	время с	1	1
614	случае если	1	1
615	это в	2	1
616	понимать что	1	1
617	можно назвать	1	1
618	все что	4	1
619	гораздо более	1	1
620	смысле что	1	1
