N	2gram	Tiupa_Teor_1	Myshleni
240	те же	1	2
241	не совпадает	1	2
242	в речевом	1	2
243	в жизни	2	2
244	в них	2	2
245	что представляет	1	2
246	к ситуации	1	2
247	во второй	7	2
248	в своей	6	2
249	как совокупность	1	2
250	в отличие	6	2
251	значение для	1	2
252	отношений между	1	2
253	друг другу	1	2
254	все это	2	2
255	более сложные	1	2
256	их в	3	2
257	ничто не	1	2
258	и здесь	2	2
259	в момент	2	2
260	и другим	1	2
261	указывает на	1	2
262	он оказывается	1	2
263	в виду	5	2
264	на основе	2	2
265	на нее	1	2
266	не с	3	2
267	а этот	1	2
268	в плоскости	1	2
269	именно потому	1	2
270	это происходит	1	2
271	говорим о	1	2
272	и поэтому	1	2
273	его в	2	2
274	на отдельные	1	2
275	тем или	1	2
276	вслед за	2	2
277	речи есть	1	2
278	происходит в	1	2
279	по типу	1	2
280	в первой	5	2
281	с которыми	1	2
282	только на	1	2
283	в единстве	1	2
284	но с	1	2
285	является не	1	2
286	что ничто	1	2
287	из них	1	2
288	никто не	2	2
289	вовсе не	3	2
290	к ним	1	2
291	не говорит	1	2
292	как будто	2	2
293	образом что	1	2
294	и даже	2	2
295	а с	3	2
296	себя и	1	2
297	только к	1	2
298	что для	1	2
299	у нас	2	2
300	языка не	1	2
301	о чем	1	2
302	всю полноту	1	2
303	и потому	2	2
304	мы говорим	1	2
305	в область	1	2
306	и от	1	2
307	в более	1	2
308	и другими	1	2
309	которая в	1	2
310	или иным	3	2
311	самой себе	1	2
312	и другие	2	2
313	отдает себе	1	2
314	другой стороны	5	2
315	совершенно не	1	2
316	имеет место	2	2
317	из этого	1	2
318	в своих	1	2
319	по поводу	1	2
320	все что	1	2
321	и наиболее	1	1
322	а между	1	1
323	говоря о	3	1
324	также и	1	1
325	например в	1	1
326	обычно в	1	1
327	связана с	1	1
328	связи между	1	1
329	на деле	2	1
330	здесь и	1	1
331	к другому	1	1
332	из его	1	1
333	и больше	2	1
334	которыми он	1	1
335	несколько иной	1	1
336	знания о	1	1
337	речевой деятельности	1	1
338	еще на	1	1
339	мы имеем	7	1
340	на первом	1	1
341	и о	4	1
342	и последующих	1	1
343	устанавливает между	1	1
344	целого это	1	1
345	из дальнейшего	1	1
346	но она	2	1
347	что иное	1	1
348	себе этот	1	1
349	в полной	1	1
350	это отношение	3	1
351	и ее	3	1
352	собой в	1	1
353	иное как	1	1
354	бы то	1	1
355	что его	1	1
356	является таким	1	1
357	с его	5	1
358	как правило	4	1
359	в ее	5	1
360	в собственном	1	1
361	более чем	1	1
362	независимо от	1	1
363	даже сказать	1	1
364	как к	2	1
365	перед нами	2	1
366	чего нет	1	1
367	целый ряд	1	1
368	ином отношении	1	1
369	неизмеримо более	1	1
370	к числу	1	1
371	более или	2	1
372	в себе	9	1
373	именно эта	1	1
374	что это	1	1
375	зрения не	1	1
376	в нашем	4	1
377	не возникает	1	1
378	фразы в	1	1
379	еще один	1	1
380	имеем в	3	1
381	и те	1	1
382	на то	1	1
383	в наших	1	1
384	но на	1	1
385	роли в	5	1
386	но прежде	1	1
387	от поверхностного	1	1
388	к миру	1	1
389	характеризуется тем	1	1
390	свою собственную	1	1
391	ни были	1	1
392	который пытается	1	1
393	можно даже	1	1
394	или иных	3	1
395	одно и	1	1
396	и заключается	1	1
397	сейчас только	1	1
398	значительной степени	1	1
399	в каждом	1	1
400	здесь мы	1	1
401	тем же	1	1
402	единое целое	2	1
403	об этом	2	1
404	полной мере	1	1
405	мыслится как	1	1
406	лишь в	6	1
407	том в	1	1
408	входит в	1	1
409	восприятия в	1	1
410	и непосредственное	1	1
411	этом смысле	2	1
412	должен был	1	1
413	мог бы	3	1
414	ни в	2	1
415	между этим	1	1
416	самые различные	1	1
417	рядом с	1	1
418	моего сознания	1	1
419	случае мы	1	1
420	в слове	3	1
421	нигде не	1	1
422	ключ к	2	1
423	этого уровня	1	1
424	на первый	1	1
425	места в	1	1
426	смысле можно	1	1
427	место в	5	1
428	не столько	1	1
429	большей степени	1	1
430	от его	1	1
431	не путем	1	1
432	всегда остается	1	1
433	образом и	1	1
434	которые в	1	1
435	тем не	3	1
436	смысловых единиц	1	1
437	и предполагает	1	1
438	однако в	7	1
439	том же	1	1
440	форму в	1	1
441	бывает в	1	1
442	совершенно особого	1	1
443	с которой	1	1
444	она не	1	1
445	другом но	1	1
446	принципиально иной	1	1
447	же самую	1	1
448	дело не	2	1
449	отличается от	2	1
450	и притом	2	1
451	и сама	1	1
452	двоякого рода	1	1
453	иметь в	1	1
454	окружающих этот	1	1
455	в структуре	2	1
456	не могло	2	1
457	он мог	1	1
458	было ожидать	1	1
459	на котором	1	1
460	мое внимание	1	1
461	в самой	2	1
462	такова что	1	1
463	не принадлежат	1	1
464	внутренней и	2	1
465	что речь	1	1
466	и систематизации	1	1
467	входят в	1	1
468	и делает	1	1
469	в каком	1	1
470	перед ним	1	1
471	языка в	4	1
472	деятельности и	1	1
473	что можно	3	1
474	с логической	1	1
475	те и	1	1
476	предметов в	1	1
477	числе и	1	1
478	является одним	1	1
479	для такого	1	1
480	виды деятельности	1	1
481	но из	1	1
482	для себя	1	1
483	то во	1	1
484	из всего	1	1
485	но по	1	1
486	с ее	3	1
487	не существует	1	1
488	от внешней	1	1
489	они ни	1	1
490	даже самое	1	1
491	только то	1	1
492	действия и	1	1
493	всей своей	1	1
494	вопрос что	1	1
495	с языком	2	1
496	однако эта	2	1
497	совершается как	1	1
498	видно из	1	1
499	в окружающей	1	1
500	мы в	2	1
501	строго говоря	1	1
502	собой и	1	1
503	для этого	1	1
504	это существенно	1	1
505	сводится к	5	1
506	еще большей	1	1
507	одновременно из	1	1
508	что каждый	2	1
509	одного из	1	1
510	и сделать	1	1
511	после того	1	1
512	на всех	1	1
513	в которую	1	1
514	и осмысленного	1	1
515	путь к	1	1
516	во втором	3	1
517	нуждается в	1	1
518	и только	1	1
519	не более	1	1
520	во внутренней	2	1
521	уже до	1	1
522	жизнь но	1	1
523	логической точки	1	1
524	один из	2	1
525	с ними	1	1
526	определенную позицию	1	1
527	языка на	1	1
528	внутреннее единство	1	1
529	что даже	1	1
530	могло быть	2	1
531	целого и	1	1
532	может оказаться	2	1
533	который в	2	1
534	во времени	3	1
535	потребности и	2	1
536	между этими	1	1
537	их не	1	1
538	состоит не	1	1
539	язык а	1	1
540	теперь в	1	1
541	без этого	1	1
542	внимание в	1	1
543	для всех	1	1
544	есть в	2	1
545	оказывается в	3	1
546	одном и	1	1
547	себя в	6	1
548	основе которых	1	1
549	что не	1	1
550	и обладает	1	1
551	или даже	4	1
552	языка но	1	1
553	только одно	1	1
554	речи по	1	1
555	представить себе	1	1
556	тогда как	15	1
557	в прошлом	1	1
558	в конце	2	1
559	с этими	1	1
560	отношении к	2	1
561	в систему	1	1
562	это было	2	1
563	как раз	2	1
564	деле его	1	1
565	в форме	2	1
566	со стороны	2	1
567	или иной	4	1
568	между которыми	1	1
569	и т.п	4	1
570	или иначе	5	1
571	из предыдущих	1	1
572	такого понимания	1	1
573	он обнаруживает	1	1
574	в воображении	3	1
575	приводящую к	1	1
576	не было	1	1
577	отношения в	1	1
578	более того	1	1
579	с которым	1	1
580	же точно	1	1
581	долгое время	1	1
582	одну из	1	1
583	означало бы	1	1
584	разговор с	1	1
585	другие в	1	1
586	если не	1	1
587	в связи	1	1
588	стороны в	1	1
589	этих моментов	1	1
590	нет никаких	1	1
591	нее как	1	1
592	до этого	1	1
593	в одной	1	1
594	в данном	8	1
595	для обозначения	1	1
596	понятие о	2	1
597	в европейской	1	1
598	зрения и	2	1
599	когда же	1	1
600	есть как	2	1
601	или менее	2	1
602	иначе говоря	4	1
603	этого слова	3	1
604	этой внутренней	1	1
605	самое существенное	1	1
606	двумя важнейшими	1	1
607	языка происходит	1	1
608	тех или	3	1
609	в следующей	2	1
610	только мы	1	1
611	известной степени	3	1
612	и для	2	1
613	тем и	1	1
614	отношений и	1	1
615	к кому	1	1
616	имеет дело	1	1
617	и постепенное	1	1
618	не представляет	1	1
619	особого рода	2	1
620	менее чем	1	1
621	той или	1	1
622	в равной	3	1
623	между ними	4	1
624	с ней	1	1
625	дело с	1	1
626	две стороны	1	1
627	была бы	3	1
628	это на	1	1
629	или иного	3	1
630	первом случае	1	1
631	не что	1	1
632	оно не	1	1
633	начале этой	1	1
634	чем это	2	1
635	и состоит	1	1
636	к действительности	3	1
637	и это	2	1
638	в еще	1	1
639	того или	3	1
640	том числе	2	1
641	подвести итог	1	1
