N	2gram	Vinokur_St_3	Vvedenie
450	отношения к	1	1
451	своеобразия и	1	1
452	долгое время	1	1
453	согласно которой	1	1
454	и за	2	1
455	самые разнообразные	1	1
456	на такие	1	1
457	нам в	1	1
458	в рукописи	4	1
459	можно различить	1	1
460	его современников	1	1
461	требует от	1	1
462	работе над	1	1
463	похожи на	1	1
464	и характере	1	1
465	и говорить	1	1
466	последнее из	1	1
467	разумеется не	2	1
468	которую можно	1	1
469	он был	3	1
470	в а	1	1
471	в уста	2	1
472	это отношения	1	1
473	что его	2	1
474	которое он	2	1
475	эти вещи	3	1
476	то мы	1	1
477	традиции это	1	1
478	предисловии к	2	1
479	но как	2	1
480	в сторону	1	1
481	только тогда	2	1
482	к слову	2	1
483	очевидно что	1	1
484	а и	1	1
485	как в	6	1
486	в новом	2	1
487	себе отчет	2	1
488	нет и	2	1
489	что они	2	1
490	мы снова	1	1
491	в черновой	2	1
492	и я	1	1
493	трудно сказать	1	1
494	каждая из	3	1
495	уже о	1	1
496	образцом для	1	1
497	в одних	1	1
498	кроме того	3	1
499	разного рода	1	1
500	склонность к	1	1
501	не удалась	2	1
502	говорит что	5	1
503	что по	3	1
504	с двумя	1	1
505	показывает что	3	1
506	и художественного	1	1
507	иным признакам	1	1
508	более или	1	1
509	конкретных исторических	1	1
510	и последний	2	1
511	то в	4	1
512	них как	1	1
513	для которого	1	1
514	духа в	1	1
515	еще на	1	1
516	в которой	4	1
517	а иных	1	1
518	средствами языка	1	1
519	то обстоятельство	5	1
520	раз в	1	1
521	остановиться на	1	1
522	и тот	2	1
523	говорят о	1	1
524	имеем в	2	1
525	на немецкий	1	1
526	имеют не	2	1
527	во многих	2	1
528	что отношения	1	1
529	на то	5	1
530	но на	1	1
531	ответом на	1	1
532	но важно	1	1
533	на его	4	1
534	по словам	1	1
535	идей и	1	1
536	в свет	1	1
537	в статье	2	1
538	смотреть как	1	1
539	он должен	1	1
540	же это	1	1
541	в подлиннике	6	1
542	чтобы в	2	1
543	хотя все	1	1
544	его от	1	1
545	подход к	1	1
546	как они	1	1
547	а затем	1	1
548	что все	3	1
549	говорил что	5	1
550	литературного языка	1	1
551	зрения на	1	1
552	лишь в	4	1
553	того или	1	1
554	тому пути	1	1
555	но совершенно	1	1
556	нет вообще	2	1
557	материала к	1	1
558	отличается тем	1	1
559	общем итоге	1	1
560	известно что	2	1
561	чаще всего	1	1
562	этого становится	1	1
563	и историка	1	1
564	тесно связано	1	1
565	говорится о	1	1
566	его роста	1	1
567	можно считать	1	1
568	мере не	1	1
569	и того	1	1
570	не больше	1	1
571	стороны ее	1	1
572	относительно которых	1	1
573	или менее	1	1
574	в эту	4	1
575	во время	3	1
576	бы на	1	1
577	взгляд на	2	1
578	в такой	2	1
579	почти не	1	1
580	если можно	1	1
581	представляла собой	1	1
582	из анализа	1	1
583	напр в	1	1
584	в биографии	2	1
585	нельзя отрицать	1	1
586	точку зрения	2	1
587	но он	3	1
588	но во	1	1
589	в россии	6	1
590	даже к	1	1
591	и эти	1	1
592	чего нельзя	1	1
593	что этот	3	1
594	того кто	1	1
595	не была	2	1
596	это особенно	2	1
597	этом и	1	1
598	и очень	1	1
599	нет никакого	3	1
600	если и	2	1
601	не раз	1	1
602	первый из	1	1
603	самого начала	2	1
604	ее с	1	1
605	много общего	2	1
606	к новым	1	1
607	к этим	2	1
608	уже очень	1	1
609	было не	1	1
610	представлением о	1	1
611	вытекает из	1	1
612	было у	2	1
613	не могло	1	1
614	судя по	1	1
615	так много	1	1
616	и всегда	2	1
617	на язык	3	1
618	что ни	1	1
619	в самой	1	1
620	из четырех	1	1
621	слова как	2	1
622	обратим внимание	1	1
623	этих двух	2	1
624	его отношение	2	1
625	на те	1	1
626	русской историей	1	1
627	что русский	2	1
628	е не	1	1
629	в некотором	1	1
630	а следует	1	1
631	не потому	2	1
632	обстоятельство что	5	1
633	в духе	2	1
634	она во	2	1
635	да рядом	1	1
636	встречается в	1	1
637	и другой	1	1
638	отличается от	4	1
639	всего в	4	1
640	анализа и	1	1
641	назвать в	1	1
642	утверждать что	2	1
643	быть назван	2	1
644	в эпоху	1	1
645	смысле в	1	1
646	для себя	1	1
647	вещей в	1	1
648	приходит к	1	1
649	можно и	1	1
650	и о	1	1
651	такие области	1	1
652	свою очередь	1	1
653	без всякого	2	1
654	только при	1	1
655	с каким	1	1
656	совершенно ясно	1	1
657	народа то	1	1
658	и этим	1	1
659	с самого	2	1
660	во главе	1	1
661	вопрос что	1	1
662	с языком	1	1
663	что именно	2	1
664	как с	1	1
665	в многочисленных	1	1
666	то как	1	1
667	что у	2	1
668	и которые	2	1
669	к конкретной	1	1
670	русского литературного	1	1
671	том как	1	1
672	по тому	2	1
673	в общих	2	1
674	то без	1	1
675	отказе от	1	1
676	присутствием в	1	1
677	между собой	1	1
678	половины xviii	1	1
679	своей исторической	1	1
680	которые у	1	1
681	образом в	1	1
682	но здесь	1	1
683	на опыт	1	1
684	среди различных	1	1
685	такое вообще	1	1
686	предметом размышления	1	1
687	и из	1	1
688	всеми теми	1	1
689	одного из	2	1
690	может не	1	1
691	должно было	1	1
692	это было	8	1
693	на отдельные	1	1
694	таков что	1	1
695	этом пути	1	1
696	которых в	1	1
697	если принять	1	1
698	главе с	1	1
699	во всей	1	1
700	тему о	2	1
701	разумеется здесь	1	1
702	сомнения в	1	1
703	о единстве	1	1
704	также в	1	1
705	в свете	1	1
706	начала xix	1	1
707	общем смысле	1	1
708	в лучшем	1	1
709	этой форме	1	1
710	а кроме	1	1
711	это несомненно	3	1
712	поэтому его	2	1
713	в литературе	1	1
714	примечаниях к	1	1
715	что здесь	4	1
716	понятно почему	1	1
717	творчества пушкина	2	1
718	мы видим	4	1
719	это во-первых	1	1
720	о пушкине	1	1
721	отношение со	1	1
722	и особые	1	1
723	сведения которые	1	1
724	эти отдельные	1	1
725	а лишь	1	1
726	европе и	1	1
727	тему об	1	1
728	через их	1	1
729	с которыми	2	1
730	есть в	2	1
731	нее известного	1	1
732	ряде случаев	2	1
733	и у	2	1
734	ее а	1	1
735	в значении	1	1
736	вернуться к	1	1
737	целого ряда	1	1
738	а это	1	1
739	но были	1	1
740	то только	1	1
741	языка но	1	1
742	собой лишь	1	1
743	xix столетия	1	1
744	истории для	1	1
745	для него	3	1
746	вообще в	1	1
747	не означает	1	1
748	в особых	1	1
749	слова в	1	1
750	содержания и	1	1
751	мы находим	2	1
752	гораздо большей	1	1
753	при всей	2	1
754	и язык	1	1
755	у него	9	1
756	которая отличается	1	1
757	указание на	1	1
758	тот смысл	1	1
759	деятельности как	1	1
760	этот взгляд	1	1
761	вообще с	1	1
762	успел высказать	1	1
763	мог не	1	1
764	и тех	1	1
765	к которому	3	1
766	в предисловии	2	1
767	а с	2	1
768	на которые	1	1
769	из таких	1	1
770	русской истории	2	1
771	тем о	2	1
772	но есть	2	1
773	иногда это	1	1
774	связано с	5	1
775	не на	2	1
776	нужно сказать	2	1
777	которые не	1	1
778	однако и	1	1
779	и объединяет	1	1
780	человек в	1	1
781	источник для	1	1
782	на время	1	1
783	именно так	1	1
784	в одно	1	1
785	мы знаем	1	1
786	если не	1	1
787	для этой	1	1
788	все то	1	1
789	свободна от	1	1
790	с первого	1	1
791	как эти	1	1
792	многих случаях	1	1
793	и самые	1	1
794	случаях в	1	1
795	понимает как	1	1
796	это были	1	1
797	знать что	1	1
798	наряду с	1	1
799	в европейской	2	1
800	построение из	1	1
801	такие явления	1	1
802	своего времени	2	1
803	это значит	1	1
804	том смысле	2	1
805	действительно как	1	1
806	быть не	2	1
807	человек которого	1	1
808	нас дошел	1	1
809	в отказе	1	1
810	что из	2	1
811	сплошь да	1	1
812	отношении его	1	1
813	лучшем случае	1	1
814	но для	1	1
815	к вопросу	1	1
816	с большой	1	1
817	примером может	1	1
818	самое и	1	1
819	этот образ	2	1
820	и более	3	1
821	исключительных случаях	1	1
822	это как	1	1
823	а к	1	1
824	они выросли	1	1
825	для нас	1	1
826	и все	1	1
827	находит свое	3	1
828	на языке	1	1
829	точка подъема	1	1
830	язык это	1	1
831	не дает	1	1
832	г и	12	1
833	давно уже	1	1
834	отношении к	1	1
835	в системе	3	1
836	сверх того	1	1
837	все вместе	1	1
838	и прямо	1	1
839	в свою	2	1
840	работы и	1	1
841	понимать как	1	1
842	состоит из	1	1
843	темы и	2	1
844	внутреннее единство	1	1
845	автора в	1	1
846	или иного	1	1
847	одновременно и	1	1
848	ко всему	1	1
849	которая существует	1	1
850	истории история	1	1
851	большой интерес	1	1
852	также не	1	1
853	ее в	2	1
854	того времени	3	1
855	в своих	8	1
856	и эта	1	1
857	закономерный процесс	1	1
858	можно назвать	4	1
859	стороны содержания	1	1
860	все что	1	1
861	этой точки	1	1
862	они не	1	1
863	которая не	1	1
