N	2gram	Vygotskiy__5	DiskursI
453	оказывается в	1	1
454	на всем	2	1
455	одном и	1	1
456	менее очевидна	1	1
457	только на	2	1
458	и они	1	1
459	этого понятия	1	1
460	себя и	2	1
461	во втором	1	1
462	не дает	2	1
463	связывается с	1	1
464	и их	4	1
465	всяком случае	1	1
466	содержания и	1	1
467	знает на	1	1
468	вовсе не	2	1
469	в состоянии	4	1
470	при отсутствии	1	1
471	не говорит	2	1
472	тем что	5	1
473	в других	1	1
474	своей предполагает	1	1
475	но из	1	1
476	уступает место	1	1
477	были бы	1	1
478	отношения но	1	1
479	из того	11	1
480	того что	16	1
481	точек зрения	4	1
482	между которыми	1	1
483	о влиянии	2	1
484	и тех	1	1
485	этот тезис	1	1
486	переводятся на	1	1
487	развитие а	1	1
488	и между	2	1
489	еще и	3	1
490	во второй	2	1
491	между ними	1	1
492	на этот	4	1
493	и составляет	4	1
494	до конца	3	1
495	сколько в	1	1
496	на передний	1	1
497	чем та	1	1
498	некоторых его	1	1
499	там где	1	1
500	первые две	1	1
501	именно поэтому	1	1
502	внимания к	1	1
503	передний план	1	1
504	как это	8	1
505	в меру	4	1
506	речь не	3	1
507	опирается на	4	1
508	требует от	3	1
509	из которых	3	1
510	ибо это	1	1
511	по своему	3	1
512	для обозначения	1	1
513	в европейской	1	1
514	применении к	1	1
515	для первого	1	1
516	утверждая что	1	1
517	но который	1	1
518	и там	1	1
519	да и	1	1
520	их внутренней	1	1
521	ребенка мы	1	1
522	исходя из	1	1
523	значений слова	1	1
524	приобретает в	1	1
525	и от	2	1
526	основных его	1	1
527	той мере	3	1
528	и действия	1	1
529	и развития	12	1
530	этом и	1	1
531	своего исследования	1	1
532	но для	1	1
533	один из	1	1
534	но с	2	1
535	более того	1	1
536	с понятиями	1	1
537	своей собственной	1	1
538	когда он	2	1
539	совершенно иной	2	1
540	особого рода	1	1
541	еще более	5	1
542	состоящая в	1	1
543	отношении не	1	1
544	стороны в	1	1
545	по самой	4	1
546	можно так	1	1
547	же в	2	1
548	хотя в	1	1
549	в равной	1	1
550	так выразиться	1	1
551	в готовом	1	1
552	всего на	1	1
553	одной из	3	1
554	сказать что	13	1
555	он представляет	1	1
556	речи и	6	1
557	я это	3	1
558	из этого	2	1
559	в какой	6	1
560	прошлого в	1	1
561	включает в	3	1
562	к другим	1	1
563	ее в	3	1
564	во всяком	2	1
565	том числе	1	1
