N	2gram	Tiupa_Lite_3	Istorich
349	значительной степени	1	1
350	в работе	2	1
351	и обеспечивала	1	1
352	в совершенно	2	1
353	времени и	1	1
354	ответственность за	2	1
355	действительности в	2	1
356	еще одно	1	1
357	в жизни	8	1
358	из первых	1	1
359	кажется что	1	1
360	который сам	1	1
361	что непосредственно	1	1
362	в них	1	1
363	в историческом	1	1
364	бы им	1	1
365	соответствии с	5	1
366	этого не	1	1
367	со своими	2	1
368	и уже	1	1
369	чем в	1	1
370	с я	1	1
371	только тем	1	1
372	дверей и	1	1
373	в понимании	1	1
374	в своей	7	1
375	песен и	1	1
376	в советской	2	1
377	от себя	2	1
378	всякий раз	2	1
379	одном из	2	1
380	из своей	1	1
381	вплоть до	2	1
382	же сказка	1	1
383	что там	1	1
384	друг другу	1	1
385	миф и	1	1
386	и наоборот	2	1
387	быть не	2	1
388	ты знаешь	1	1
389	и герой	1	1
390	нас к	2	1
391	тому что	1	1
392	в отношении	1	1
393	с которой	2	1
394	она не	1	1
395	повернись к	1	1
396	и притом	1	1
397	стороны у	1	1
398	в самых	1	1
399	к другим	1	1
400	что иное	1	1
401	того чтобы	2	1
402	он с	1	1
403	вопрос не	1	1
404	о природе	2	1
405	не лучше	1	1
406	века это	1	1
407	на наш	1	1
408	о ней	1	1
409	преимущественно на	1	1
410	к концу	1	1
411	при каком	1	1
412	входят в	1	1
413	ему не	1	1
414	у нас	2	1
415	материала но	1	1
416	андреева и	1	1
417	ли не	1	1
418	путь с	1	1
419	все еще	3	1
420	оно не	2	1
421	которой она	2	1
422	этот путь	2	1
423	значение это	1	1
424	приходит к	1	1
425	но по	1	1
426	в виду	1	1
427	говоря уже	4	1
428	каков же	1	1
429	с противоположной	1	1
430	материала для	1	1
431	на том	1	1
432	что у	2	1
433	вышла из	1	1
434	слово есть	1	1
435	с собой	1	1
436	себя что	1	1
437	здесь как	2	1
438	можно только	1	1
439	пространство в	1	1
440	имеется в	1	1
441	таких примеров	1	1
442	ней и	1	1
443	мы живем	1	1
444	миф как	1	1
445	начинается именно	1	1
446	а также	4	1
447	на другого	1	1
448	другом месте	1	1
449	ему нужно	1	1
450	внимание на	2	1
451	при котором	1	1
452	миф в	1	1
453	чтобы вызвать	1	1
454	нас же	1	1
455	в значительной	1	1
456	второй половины	1	1
457	на точку	1	1
458	знает что	2	1
459	и требует	1	1
460	однако с	1	1
461	ним и	1	1
462	них в	1	1
463	также в	1	1
464	и об	2	1
465	герой в	2	1
466	стороны однако	1	1
467	но с	2	1
468	другого не	1	1
469	до ее	1	1
470	в тексте	4	1
471	с появлением	1	1
472	другом тексте	2	1
473	будь то	1	1
474	не само	1	1
475	и три	1	1
476	согласно которой	1	1
477	в самое	1	1
478	который в	1	1
479	это означает	1	1
480	и ее	2	1
481	и жизни	3	1
482	по небу	1	1
483	какой степени	1	1
484	к которой	1	1
485	своего рода	10	1
486	только на	1	1
487	ее а	1	1
488	существу своему	1	1
489	мышления и	1	1
490	за ним	2	1
491	одно из	4	1
492	уже как	1	1
493	точно сформулировал	1	1
494	и со	1	1
495	т п	1	1
496	в конце	2	1
497	мы рассмотрели	1	1
498	друг друга	1	1
499	у него	1	1
500	в соответствии	3	1
501	жизни что	1	1
502	этом отношении	5	1
503	явно не	1	1
504	но из	1	1
505	для того	2	1
506	момент в	1	1
507	это будет	2	1
508	нужно было	1	1
509	исходят из	1	1
510	исходила из	1	1
511	превратится в	1	1
512	чем он	1	1
513	это все	1	1
514	что для	1	1
515	обратиться к	1	1
516	точке зрения	1	1
517	только по	1	1
518	не было	1	1
519	быть только	2	1
520	ничем не	1	1
521	подобного рода	1	1
522	а так	2	1
523	него не	2	1
524	для глаз	1	1
525	тому как	3	1
526	если это	2	1
527	что эти	1	1
528	уже о	3	1
529	этой же	1	1
530	и становятся	1	1
531	в иных	3	1
532	книге о	1	1
533	власть над	1	1
534	к жизни	2	1
535	такого рода	10	1
536	ты идешь	1	1
537	тексте это	1	1
538	как средство	1	1
539	бы его	1	1
540	я с	3	1
541	тех пор	1	1
542	и более	1	1
543	и всех	1	1
544	на пути	1	1
545	ней в	1	1
546	нет ничего	1	1
547	ни с	2	1
548	и другими	1	1
549	о всемирном	1	1
550	которая в	1	1
551	он за	1	1
552	хотя и	4	1
553	здесь я	1	1
554	и все	1	1
555	со второй	2	1
556	у них	1	1
557	времени все	1	1
558	она же	1	1
559	в мировом	1	1
560	все более	2	1
561	вопрос как	1	1
562	несмотря на	2	1
563	не говоря	4	1
564	для каждой	1	1
565	лишь тогда	1	1
566	совершенно не	3	1
567	жизни а	2	1
568	не что	1	1
569	эти слова	2	1
570	себе но	1	1
571	к этой	1	1
